year,étais_VERB à_ADP,étais_VERB a_ADP,étais_VERB pas_ADV,etais_VERB à_ADP,etais_VERB pas_ADV
1831,2.510184060611209e-07,0.0,5.862293619429693e-07,1.091384405071949e-08,1.5591206103948707e-09
1832,2.043025375542129e-07,0.0,4.708429344191245e-07,6.764984572527055e-09,2.705993873419743e-09
1833,3.567757573819108e-07,0.0,6.081405103941506e-07,1.2741991461950875e-08,2.3167257001688313e-09
1834,2.1469421085384965e-07,0.0,4.2378769649076276e-07,2.8003592777992026e-09,9.334530925997342e-10
1835,1.8000149282215716e-07,0.0,5.195841481508978e-07,4.5378527602224494e-09,7.563087933704082e-10
1836,1.7473949753821216e-07,0.0,4.274397156223131e-07,6.048674894287842e-09,1.3441500135158435e-09
1837,2.261314620000121e-07,0.0,4.766155257129867e-07,2.7831563720326358e-09,3.478945576063097e-09
1838,1.4833580053164042e-07,6.312161904276081e-10,3.515874311688094e-07,0.0,6.312161904276081e-10
1839,2.048502238949368e-07,0.0,2.663751956788474e-07,4.194885327990505e-09,2.7965900706306e-09
1840,1.7835128574006376e-07,0.0,3.707158668930788e-07,3.1848443882154243e-09,1.9109065441114126e-09
1841,1.7271275964958477e-07,6.420548537278137e-10,4.205459163131309e-07,3.852329122366882e-09,2.5682194149112547e-09
1842,1.8112315558482805e-07,0.0,3.76333673557383e-07,2.683306021822318e-09,6.708265054555795e-10
1843,1.5180761181454727e-07,1.1813822142769936e-09,3.343311618664302e-07,1.1813822142769936e-09,2.3627644285539873e-09
1844,1.51484286448067e-07,0.0,2.8266089202588773e-07,2.7442805805577564e-09,1.097712254427563e-09
1845,1.6405870439939463e-07,0.0,3.973122204570245e-07,1.1160455892778032e-09,1.674068439427856e-09
1846,1.2177362407328474e-07,1.1709002656346001e-09,3.4424468253746454e-07,1.7563503984519002e-09,5.854501328173001e-10
1847,1.4723499930369144e-07,5.393223645455691e-10,2.631893210036651e-07,0.0,1.0786447290911383e-09
1848,1.7860392631519062e-07,0.0,3.4835809969990805e-07,1.6090443422100975e-09,4.02261068899179e-09
1849,1.0222886004385145e-07,0.0,4.0723955407884205e-07,1.6758829879393033e-09,0.0
1850,1.6225700960603717e-07,0.0,3.74073692910315e-07,2.7155984128057753e-09,6.788996032014438e-10
1851,1.4446743534790585e-07,0.0,2.9602924200844427e-07,1.2898877521649865e-09,0.0
1852,1.5495098182327638e-07,0.0,3.0859985145070823e-07,3.2552727180501506e-09,1.3021090872200602e-09
1853,1.4392355751624564e-07,5.971931837933653e-10,3.4338609111728147e-07,1.1943863675867306e-09,5.971931837933653e-10
1854,1.5742863013201713e-07,1.0391328908454511e-09,3.278464362210798e-07,5.195664454227256e-10,1.0391328908454511e-09
1855,1.9847945509354759e-07,0.0,3.5291131439407764e-07,1.0613874223963649e-09,1.5920811335945473e-09
1856,1.6204602104608057e-07,0.0,3.5049572488787817e-07,1.0354378465748937e-09,2.5885946719483854e-09
1857,1.913551557208848e-07,4.881509085841174e-10,4.4714622049468744e-07,9.763018171682347e-10,9.763018171682347e-10
1858,2.016194571297092e-07,0.0,4.477713559936092e-07,1.468102750479261e-09,9.787352039936081e-10
1859,2.561363316999632e-07,5.092173349652285e-10,4.363992616163159e-07,1.5276520048956854e-09,5.092173349652285e-10
1860,2.4579478008490696e-07,0.0,4.558875161819742e-07,2.288591982591015e-09,1.373155145145688e-09
1861,1.9146813201587065e-07,9.431927461278633e-10,4.550904861844174e-07,1.4147891747029462e-09,9.431927461278633e-10
1862,1.807194536240786e-07,9.035972525772706e-10,4.504432240537426e-07,9.035972525772706e-10,9.035972525772706e-10
1863,2.3574609997467633e-07,0.0,4.859766136178223e-07,1.4983863039219614e-09,4.994620828036034e-10
1864,1.6493864052335994e-07,4.794727948009836e-10,4.612528243796987e-07,4.794727948009836e-10,1.4384183844029508e-09
1865,1.99099517317336e-07,1.4120533631256649e-09,4.5185706198935804e-07,2.8241067262513297e-09,9.41368871743009e-10
1866,1.4645495127751929e-07,9.731225825149181e-10,4.5639450263479375e-07,9.731225825149181e-10,0.0
1867,1.94112459439566e-07,0.0,4.498556336329784e-07,1.94112459439566e-09,9.7056229719783e-10
1868,1.6894369991860003e-07,9.87974813071446e-10,4.470585963645135e-07,1.975949626142892e-09,0.0
1869,2.3440891538939468e-07,0.0,5.235132789493946e-07,0.0,3.4184632902167778e-09
1870,1.7144806463420537e-07,0.0,4.592972970840492e-07,2.2936195165357276e-09,2.2936195165357276e-09
1871,2.411007358205097e-07,1.0621177271019633e-09,6.043449616299768e-07,1.0621177271019633e-09,1.0621177271019633e-09
1872,2.334273005999421e-07,1.2094678591978436e-09,7.202381198112562e-07,6.047339295989218e-10,1.2094678591978436e-09
1873,2.3824297556984675e-07,0.0,4.932467732032819e-07,5.986004469882289e-10,1.1972008939764578e-09
1874,2.8080663128093875e-07,5.974609140757536e-10,6.040330049472686e-07,0.0,1.1949218281515073e-09
1875,2.5289151039942226e-07,0.0,5.63570438316674e-07,0.0,2.2886108563824337e-09
1876,2.3398077075853507e-07,0.0,5.169342784938635e-07,0.0,1.209202959984168e-09
1877,2.0533589406568353e-07,0.0,5.572518944063631e-07,1.2369631985365004e-09,0.0
1878,2.1861501409148332e-07,0.0,4.788997216564894e-07,2.4156354694326865e-09,0.0
1879,2.6453378154656093e-07,0.0,5.522829837900645e-07,6.10932526790009e-10,6.10932526790009e-10
1880,2.3296782103443547e-07,0.0,5.416662247625936e-07,0.0,0.0
1881,2.1614773970668466e-07,0.0,5.403693421612843e-07,6.972507571312292e-10,0.0
1882,2.5956001081794966e-07,0.0,5.417483635028475e-07,6.655385131892899e-10,6.655385131892899e-10
1883,2.401348808689363e-07,6.319338941018771e-10,5.845388386660488e-07,2.5277355764075082e-09,6.319338941018771e-10
1884,2.4030177314671164e-07,1.9805090900604227e-09,5.195535663915507e-07,6.601696966868076e-10,6.601696966868076e-10
1885,2.0174839221454022e-07,0.0,4.6666403363815334e-07,0.0,0.0
1886,1.832783738109356e-07,0.0,4.34318110364984e-07,0.0,6.453463874400711e-10
1887,2.043553450903346e-07,6.528924623161458e-10,4.6224786842685717e-07,6.528924623161458e-10,0.0
1888,2.0543591006116912e-07,0.0,4.4954958866583183e-07,2.53624587998047e-09,1.268122939990235e-09
1889,2.0800254674213647e-07,6.265136742733546e-10,4.617405693352339e-07,3.132568426877924e-09,1.8795409673089125e-09
1890,2.012196631540064e-07,6.554386478008212e-10,3.8277616454251984e-07,6.554386478008212e-10,1.3108772956016423e-09
1891,1.9122660432913108e-07,0.0,4.4173344804221415e-07,0.0,6.374220040683554e-10
1892,2.2127848353648005e-07,0.0,4.13721807035472e-07,5.641661360300532e-09,0.0
1893,2.2108714858859457e-07,1.2316833108982905e-09,4.477168715766311e-07,1.2316833108982905e-09,1.847525021858587e-09
1894,2.451298826144921e-07,0.0,4.902597652289842e-07,6.301539290376468e-10,0.0
1895,2.467631929903291e-07,0.0,5.278324692881142e-07,6.018614495673091e-10,6.018614495673091e-10
1896,2.3706056140326837e-07,0.0,4.7058290419954574e-07,5.89702897624278e-10,1.179405795248556e-09
1897,1.922815471289141e-07,5.826713556089658e-10,4.5564900119643426e-07,0.0,5.826713556089658e-10
1898,1.6578979966652696e-07,0.0,4.3965417262370465e-07,1.6975064687230201e-09,5.6583548957434e-10
1899,1.7854078748769098e-07,0.0,4.775827733283222e-07,2.2110313580014918e-09,0.0
1900,1.827250741825992e-07,1.038210628578895e-09,4.521407390711829e-07,0.0,1.038210628578895e-09
1901,1.5424919297402084e-07,0.0,3.5544380239116435e-07,2.794369402536745e-09,1.676621730339889e-09
1902,1.2423018347362813e-07,4.910283846193408e-10,3.6336101061351656e-07,4.910283846193408e-10,4.910283846193408e-10
1903,1.6308665351516538e-07,0.0,3.256332945511531e-07,1.0800440541913758e-09,0.0
1904,1.7413785258213466e-07,5.374625189347171e-10,3.7084913628859795e-07,0.0,1.6123875568041512e-09
1905,1.7340150293421175e-07,0.0,4.0769995734990516e-07,1.0321518084666081e-09,5.160759042333041e-10
1906,1.568976273347289e-07,0.0,3.796408236667048e-07,1.0288369045596824e-09,0.0
1907,1.938851994509605e-07,0.0,4.0474176898896985e-07,1.5428529565042481e-09,5.142843373384665e-10
1908,1.8663278922304016e-07,4.911389073214423e-10,4.0175163462663477e-07,2.9468334439286537e-09,4.911389073214423e-10
1909,1.5347744408700237e-07,0.0,3.7241659356368473e-07,0.0,1.1001967115120692e-09
1910,1.9506150295001135e-07,0.0,3.8745091046621383e-07,1.6032452032632705e-09,2.137660271017694e-09
1911,1.542908449891911e-07,1.0640748282497725e-09,3.878552661262802e-07,0.0,0.0
1912,1.6618054132777615e-07,0.0,3.979997700298554e-07,0.0,0.0
1913,1.5484729942727427e-07,0.0,3.8075467045928235e-07,2.121195885607108e-09,5.30298971401777e-10
1914,1.2388976244892547e-07,6.696743715117748e-10,3.422036058964295e-07,0.0,6.696743715117748e-10
1915,1.7906758387198352e-07,0.0,2.521082933526486e-07,1.1780761921542648e-09,0.0
1916,1.1097336738430386e-07,0.0,2.801802736485115e-07,1.0987462051303964e-09,0.0
1917,2.0726541549720423e-07,0.0,2.4674454834894277e-07,3.289927441585405e-09,2.1932848870420685e-09
1918,1.6080926457107125e-07,0.0,3.1128078603614995e-07,1.1486376294556067e-09,0.0
1919,1.6113735057388112e-07,0.0,4.41976709453229e-07,0.0,1.8415696745321952e-09
1920,1.4841573658941343e-07,1.514446346106979e-09,4.725072528799501e-07,0.0,0.0
1921,1.5675587405894476e-07,0.0,4.6269485665106913e-07,7.572747429129834e-10,0.0
1922,2.7224581344853505e-07,0.0,5.053885843153694e-07,1.4755870969551665e-09,1.4755870969551665e-09
1923,2.537211685194052e-07,0.0,4.7347128884212e-07,1.0615948120573648e-09,2.1231896241147297e-09
1924,2.114226447247347e-07,0.0,6.097738491916971e-07,0.0,1.289162443462999e-09
1925,2.232630151866033e-07,0.0,4.5312492602533894e-07,0.0,0.0
1926,2.719657743455173e-07,0.0,6.843728783678671e-07,4.458455382660986e-09,2.229227691330493e-09
1927,2.7984555117654963e-07,0.0,6.2881628082323e-07,1.1149224876660924e-09,0.0
1928,2.4680250021447137e-07,1.1426041224282812e-09,5.530204134629457e-07,1.1426041224282812e-09,0.0
1929,2.428608638638252e-07,0.0,5.826432811772975e-07,0.0,0.0
1930,2.0587063431776187e-07,1.0503603542488804e-09,4.663600066123763e-07,1.0503603542488804e-09,1.0503603542488804e-09
1931,1.6993980977986212e-07,0.0,3.4444175867065496e-07,0.0,1.1405356659111021e-09
1932,1.8302425530691835e-07,0.0,4.789317245013081e-07,1.0959536611565568e-09,0.0
1933,1.8582473160222435e-07,0.0,4.232674370996392e-07,6.882397318719313e-09,0.0
1934,2.1447029041610222e-07,1.1981580172459871e-09,4.3612951117211196e-07,1.1981580172459871e-09,0.0
1935,1.615718332459437e-07,0.0,4.966838105247007e-07,0.0,1.196828414151696e-09
1936,1.9884531354819046e-07,0.0,3.673788455671456e-07,1.2124714565686645e-09,1.2124714565686645e-09
1937,1.4227963163193635e-07,0.0,3.7521530771300604e-07,1.2591118148108649e-09,0.0
1938,1.892921375201695e-07,0.0,4.006251401733607e-07,0.0,0.0
1939,1.7435218069294933e-07,0.0,4.557627164558653e-07,0.0,1.5294050470515685e-09
1940,1.3693227174371714e-07,0.0,1.8257637179885933e-07,0.0,0.0
1941,2.036536841387715e-07,0.0,3.984528404998855e-07,0.0,0.0
1942,2.3666851234338537e-07,0.0,4.005159439657291e-07,3.034211770724937e-09,0.0
1943,2.3806528304248786e-07,0.0,3.861302957375301e-07,0.0,2.9032352077962287e-09
1944,2.3777577951022977e-07,0.0,4.6591199520662485e-07,0.0,3.2131861615880553e-09
1945,2.5488498067716137e-07,0.0,5.773035809397697e-07,0.0,0.0
1946,2.157771206157122e-07,0.0,5.512757184078509e-07,0.0,0.0
1947,2.8967716048100556e-07,0.0,6.139248398540076e-07,1.1920870957027319e-09,0.0
1948,2.1635057123603474e-07,0.0,4.751015012516291e-07,2.174377566888097e-09,1.0871887834440486e-09
1949,2.02230367563061e-07,0.0,4.447104799965018e-07,0.0,9.817008317369869e-10
1950,1.903729724972436e-07,0.0,4.286050625523785e-07,0.0,0.0
1951,2.8572557653205877e-07,0.0,5.970384790998651e-07,0.0,0.0
1952,2.7732835405913647e-07,0.0,4.7557065840919677e-07,0.0,0.0
1953,2.0254795174423634e-07,0.0,4.902091177427792e-07,2.1547654771580937e-09,0.0
1954,2.8731255952152424e-07,0.0,6.762595035070262e-07,0.0,0.0
1955,1.820807966623761e-07,0.0,4.439392569111078e-07,0.0,1.8771215692936494e-09
1956,2.171564261743697e-07,0.0,5.921655201746034e-07,0.0,0.0
1957,2.1027389607297664e-07,0.0,4.921116101286316e-07,0.0,8.835037701437898e-10
1958,2.4816731070131937e-07,0.0,5.393502533479477e-07,0.0,0.0
1959,2.3794795822595916e-07,7.750747821333448e-10,5.572787813434843e-07,7.750747821333448e-10,1.5501495642666896e-09
1960,2.1454583531976823e-07,6.920833350854139e-10,5.522825290427136e-07,6.920833350854139e-10,0.0
1961,2.0149661850155098e-07,6.948159270159238e-10,5.141637871020066e-07,1.3896318540318475e-09,0.0
1962,2.0167421155292686e-07,0.0,5.041855501985992e-07,6.341956404476434e-10,0.0
1963,2.2243223440909787e-07,0.0,5.250435037851275e-07,3.879631726988464e-09,0.0
1964,2.3240758650899807e-07,0.0,5.95012124904315e-07,1.2167936658258327e-09,4.258777774879263e-09
1965,1.7948302399872773e-07,0.0,4.67859706532181e-07,1.0944086747954884e-09,1.0944086747954884e-09
1966,1.7946602781648835e-07,0.0,4.974089051756891e-07,2.215629901769489e-09,5.539074754423723e-10
1967,2.2087903062129044e-07,0.0,4.6690277599736874e-07,9.860671168482327e-10,4.930335584241163e-10
1968,2.092999835667797e-07,0.0,4.7249693579942686e-07,8.982831700699023e-10,3.1439910674890825e-09
1969,1.8348701757986419e-07,0.0,3.5970722933598154e-07,9.083515606356229e-10,3.1792304344691047e-09
1970,1.8762797537874576e-07,1.3796175313274261e-09,3.8123431522762985e-07,2.7592350626548523e-09,2.2993624781975086e-09
1971,1.9885598590008158e-07,0.0,4.5577584728562215e-07,2.569198631618974e-09,5.138397485282553e-10
1972,1.8571131477074232e-07,0.0,3.7193564139670343e-07,5.130146862875051e-10,4.104117490300041e-09
1973,1.637421576106135e-07,0.0,4.261706578745361e-07,1.6539611902288698e-09,5.513203782392395e-10
1974,1.755178402618185e-07,0.0,3.898521185874415e-07,1.1251143350321513e-09,1.1251143350321513e-09
1975,1.5306767409128952e-07,0.0,3.4668684634198144e-07,0.0,0.0
1976,1.285543476114981e-07,0.0,3.565240831449046e-07,5.713526873840635e-10,0.0
1977,1.6219918563820102e-07,5.876781838942691e-10,3.9374438642880705e-07,1.1753563677885381e-09,1.1753563677885381e-09
1978,1.6455437901186087e-07,0.0,4.1465327171863464e-07,5.940591352171509e-10,0.0
1979,1.410325580764038e-07,0.0,4.190012816707167e-07,5.851973350345929e-10,1.1703946700691858e-09
1980,1.927266026768848e-07,5.685150683554241e-10,4.3946215555479284e-07,5.685150683554241e-10,5.685150683554241e-10
1981,1.7838050325735821e-07,0.0,4.516442402291432e-07,1.2651099057237047e-09,1.2651099057237047e-09
1982,1.5084231108630775e-07,0.0,4.450779158560181e-07,6.207502289967692e-10,4.966001831974154e-09
1983,1.8882795416175213e-07,0.0,4.496505141560192e-07,1.2630632095778083e-09,1.2630632095778083e-09
1984,1.9136727757995686e-07,0.0,4.1288939200967434e-07,1.1598016991243298e-09,5.799008495621649e-10
1985,1.7384962802680093e-07,6.015558051686298e-10,4.2409683942423726e-07,1.2031116103372597e-09,1.2031116103372597e-09
1986,1.9302243003949116e-07,0.0,4.6097594008642773e-07,1.7983456945813714e-09,1.1988970927134801e-09
1987,1.8454666417255794e-07,6.110816852533674e-10,4.4670071019936586e-07,4.888653482026939e-09,4.277571630240118e-09
1988,2.3086731459898147e-07,1.798966087207532e-09,7.303802362912393e-07,2.398621523624911e-09,1.798966087207532e-09
1989,2.173296422824933e-07,0.0,4.955774102199939e-07,2.1952488715726304e-09,1.6464366536794728e-09
1990,1.863438683358254e-07,0.0,4.304434355617559e-07,0.0,1.089730194969718e-09
1991,2.0515128085207834e-07,0.0,4.7067564423741715e-07,5.861465202094962e-10,0.0
1992,1.8017517788848636e-07,0.0,4.424485098297737e-07,2.7549720282848966e-09,3.856960972825618e-09
1993,2.0882812634681613e-07,0.0,4.990826028006268e-07,2.7696036575264316e-09,1.1078414852150331e-09
1994,1.8620491459842015e-07,5.274926606624319e-10,4.7263341684811166e-07,5.274926606624319e-10,1.0549853213248639e-09
1995,2.136445687028754e-07,1.0844901643380922e-09,5.379071126299095e-07,2.7112254663563817e-09,2.7112254663563817e-09
1996,1.8363037668223114e-07,5.338092190498855e-10,4.4786594344259356e-07,1.6014276571496566e-09,2.135236876199542e-09
1997,1.956316992846041e-07,0.0,5.025049176765606e-07,3.835915585170824e-09,9.58978896292706e-10
1998,2.1981075803978456e-07,4.768129224785866e-10,5.163884111425432e-07,2.86087753487152e-09,2.86087753487152e-09
1999,2.093152176030344e-07,0.0,5.118625381328457e-07,1.3710603763428253e-09,0.0
2000,2.319466574363105e-07,0.0,5.690424700333097e-07,2.6508188977203417e-09,1.3254094488601709e-09
2001,2.405285215445474e-07,8.762423564512289e-10,5.274978889246995e-07,2.6287270138425356e-09,4.3812117822561447e-10
2002,2.6287330001650844e-07,0.0,5.634250896946469e-07,8.76244299341522e-10,1.3143663935011318e-09
2003,2.5459900143687264e-07,0.0,6.329556185846741e-07,2.9168460979889232e-09,1.2500769308587678e-09
2004,2.7001371449841827e-07,0.0,6.668853984592715e-07,2.2023955992267474e-09,2.642874807889939e-09
2005,2.684234630123683e-07,4.5037495954858286e-10,6.800661935812968e-07,3.1526248278623825e-09,5.404499514582994e-09
2006,2.750750525137846e-07,4.1178899179428186e-10,7.053945410007145e-07,2.0589450144825605e-09,2.0589450144825605e-09
2007,3.279467648553691e-07,0.0,8.228627734752081e-07,1.997239706952314e-09,2.3966877371606188e-09
2008,3.721002315160149e-07,0.0,8.327551768161356e-07,2.1287198670449925e-09,1.2772318758180745e-09
2009,4.0863409367375425e-07,4.76819250749827e-10,8.563673645767267e-07,3.337734755248789e-09,1.907277002999308e-09
2010,5.139486916050373e-07,0.0,1.046320107889187e-06,3.3066551718974324e-09,1.8895172093635892e-09
2011,5.560055456044211e-07,0.0,1.1081871207352378e-06,3.82397197240536e-10,1.911985902935953e-09
2012,6.559994858434948e-07,0.0,1.4910626759956358e-06,0.0,1.3617010852229328e-09
2013,7.717508765381353e-07,0.0,1.6472572497150395e-06,2.789125042035323e-10,2.789125042035323e-10
2014,8.040298098421772e-07,0.0,1.719796614452207e-06,0.0,8.661780737106994e-10
2015,7.926473699626513e-07,0.0,1.671962877480837e-06,0.0,6.649726325136385e-10
2016,8.034728011807601e-07,0.0,1.617095222172793e-06,0.0,6.214020409345267e-10
2017,8.734202765481314e-07,0.0,1.7880964833238977e-06,5.031222660711876e-10,2.264050280587071e-09
2018,9.401701959177444e-07,0.0,2.0135439626756124e-06,0.0,7.744400121190154e-10
2019,8.637644555165025e-07,0.0,1.7956402871277533e-06,0.0,2.55098775436835e-10
