year,nos_DET eaux_NOUN,nos_DET pots_NOUN
1888,4.6793736685479814e-07,8.876860135842435e-09
1889,3.6024536420597997e-07,4.385595886446936e-09
1890,4.155481057033228e-07,9.831579994568074e-09
1891,3.129742042196071e-07,8.92390783491237e-09
1892,3.91782009945274e-07,1.3163876211308434e-08
1893,4.27394099777878e-07,8.621783287310336e-09
1894,3.1444679748915405e-07,5.671385139294216e-09
1895,3.141716815591167e-07,6.6204757231957956e-09
1896,3.408482802669255e-07,6.486732040400511e-09
1897,3.589255677116654e-07,4.661370844871726e-09
1898,3.3271127719558535e-07,6.7900258748920805e-09
1899,3.742170449072546e-07,1.2713430308508578e-08
1900,3.389757836647078e-07,1.2977633190303095e-08
1901,3.576792846349264e-07,5.58873880507349e-09
1902,3.3439032454118944e-07,5.892340837476695e-09
1903,4.741393360152557e-07,1.4040573148577096e-08
1904,4.3158239471097204e-07,3.7622376325430196e-09
1905,4.051195880983016e-07,1.0837593933388234e-08
1906,3.8375617172903276e-07,5.658602919567102e-09
1907,3.455990824074995e-07,5.142843484406967e-09
1908,2.93209934998373e-07,4.4202499438483756e-09
1909,3.11905774097454e-07,1.5952851928346945e-08
1910,3.04082187874144e-07,1.6566867433454036e-08
1911,2.9262058276469105e-07,1.3832972989291648e-08
1912,2.938113508044182e-07,1.2502610502451716e-08
1913,5.531018267834753e-07,1.6439267724877027e-08
1914,2.765755140465842e-07,1.0045115628187773e-08
1915,2.81560214587806e-07,7.068456930880984e-09
1916,3.812649200796159e-07,5.493730803607377e-09
1917,5.549011046213081e-07,2.1932848870420685e-09
1918,4.812791596364718e-07,1.8378202071289707e-08
1919,2.771562306325137e-07,7.366278698128781e-09
1920,2.3549641259279497e-07,1.0601124422748853e-08
1921,2.983662596989234e-07,1.1359120755116692e-08
1922,1.741192794391111e-07,8.115729421831475e-09
1923,1.85779090333682e-07,5.307974060286824e-09
1924,2.2560342816113632e-07,7.734974438733389e-09
1925,2.694553526971788e-07,7.698724324711748e-09
1926,2.7642423017226747e-07,1.560459372829115e-08
1927,1.6612345454802835e-07,7.804457524684949e-09
1928,1.553941626486477e-07,2.0566874425753667e-08
1929,2.1723792831274125e-07,1.2254447234738564e-08
1930,2.405325290055771e-07,7.352522590764465e-09
1931,2.2354499051857601e-07,1.2545892325022123e-08
1932,2.2795836351896526e-07,1.753525857850491e-08
1933,1.3535381349072395e-07,8.02946331646126e-09
1934,2.671892360694983e-07,2.3963160344919743e-09
1935,2.6330223867887526e-07,2.393656828303392e-09
1936,2.303695834093844e-07,6.0623572828433225e-09
1937,2.669316977454983e-07,8.813782592653752e-09
1938,1.7243734884431206e-07,6.482607339819424e-09
1939,2.707046968808413e-07,6.117620188206274e-09
1940,2.738645619171365e-07,2.5357829169792012e-09
1941,2.597322330544216e-07,2.066051862925633e-08
1942,1.8508691357332907e-07,6.068423541449874e-09
1943,2.4967822320753896e-07,0.0
1944,2.6348126702657737e-07,3.2131861615880553e-09
1945,2.2438591429363441e-07,8.714016175304096e-09
1946,3.020879564274992e-07,6.960552134671616e-09
1947,2.4914621166161055e-07,1.1920871401116528e-08
1948,1.9895554714821628e-07,9.784699273041042e-09
1949,3.54393992818558e-07,5.890204768377316e-09
1950,3.2437852026667713e-07,9.571825110299415e-09
1951,1.9936821149535433e-07,1.0661401761424827e-08
1952,2.2882223937870094e-07,5.272402070488624e-09
1953,3.092088525225023e-07,5.386913581872932e-09
1954,1.6320135864944518e-07,9.772536557761669e-09
1955,1.3796843267854797e-07,3.754243138587299e-09
1956,2.206448850294862e-07,8.72114114258693e-09
1957,3.0834280984048945e-07,1.2369053170591116e-08
1958,1.6958099247066372e-07,6.617794590102477e-09
1959,2.6740080061316007e-07,4.650448914844674e-09
1960,1.930912449932265e-07,1.6610000486139143e-08
1961,1.7022990411730277e-07,1.042223907177231e-08
1962,1.636224816192744e-07,8.24454354786397e-09
1963,1.4483959220878972e-07,1.2285501282960354e-08
1964,1.782602789823784e-07,1.2776333657704697e-08
1965,1.1764892937637939e-07,7.1136563306595235e-09
1966,1.2241355173969737e-07,4.985167390003653e-09
1967,1.6220804321953608e-07,1.1832805346667641e-08
1968,1.7741092078749077e-07,2.6948494546985557e-09
1969,2.011998722628583e-07,7.266812374062681e-09
1970,2.1338084646438382e-07,4.1388523719376735e-09
1971,1.7265015805900674e-07,5.138397263237948e-09
1972,1.6929484125682848e-07,4.104117490300041e-09
1973,1.5822894761097217e-07,7.1671650836435674e-09
1974,1.3838906975927046e-07,2.2502286700643026e-09
1975,1.3936011811210847e-07,7.4249242310031605e-09
1976,1.3941006160589353e-07,5.142174241967723e-09
1977,1.1283420953134282e-07,2.938390863960194e-09
1978,1.44356371079013e-07,3.5643548113029055e-09
1979,1.293286091552659e-07,9.363157360553487e-09
1980,2.0693947977434846e-07,7.959211123509391e-09
1981,1.3916208974062982e-07,6.958104314946922e-09
1982,1.4711780194076596e-07,4.966001831974154e-09
1983,1.3514776053824562e-07,6.946847541655643e-09
1984,1.7628986359596865e-07,2.8995041922996734e-09
1985,1.906931972328607e-07,4.210890747202711e-09
1986,1.1809136313267743e-07,3.5966913891627428e-09
1987,1.1732768312455732e-07,6.721898593298192e-09
1988,1.007421059906477e-07,6.596209356501959e-09
1989,1.5202097858324493e-07,3.841685636274406e-09
1990,1.1496653717912864e-07,1.0897302227252936e-08
1991,1.1840159991338695e-07,8.206051227421796e-09
1992,9.917899335132319e-08,6.060938417817852e-09
1993,1.1521551146476128e-07,8.308811416668505e-09
1994,1.2079581757085123e-07,2.1099706426497278e-09
1995,6.235818150734929e-08,4.337960657352369e-09
1996,8.434185394534666e-08,7.473329288743003e-09
1997,9.445941828722937e-08,1.054876808126437e-08
1998,6.389293227826442e-08,5.244941925219848e-09
1999,9.231806299969669e-08,4.570201106446348e-09
2000,7.819915959217383e-08,7.510653432518666e-09
2001,7.754744640875444e-08,7.009938740587529e-09
2002,7.448076444482865e-08,5.6955880012310445e-09
2003,7.042099459120266e-08,2.9168460979889232e-09
2004,8.325055622648847e-08,4.845270407116686e-09
2005,7.070886676174837e-08,4.503749373441224e-09
2006,6.382729184073455e-08,7.412201963319376e-09
2007,9.347081686428282e-08,8.787854888225866e-09
2008,1.0132706734777841e-07,4.257439734089985e-09
2009,7.10460670294566e-08,6.198650481792356e-09
2010,7.038451477203722e-08,4.2514138876015295e-09
2011,7.265547086188207e-08,1.1854313058945465e-08
2012,7.285101005782835e-08,1.2936160032062105e-08
2013,6.666008856015537e-08,1.3945625099154313e-08
2014,9.09486965322559e-08,8.228691839029523e-09
2015,7.846676788880735e-08,1.4851054969122757e-08
2016,1.0128852867552496e-07,1.1185236126198816e-08
2017,7.270116775259794e-08,9.307761894561395e-09
2018,7.641141158698517e-08,1.0584013609982179e-08
2019,7.372354449142193e-08,7.142765656720229e-09
