year,quelles_DET heures_NOUN,quelles_DET peurs_NOUN
1964,4.31961746372167e-08,6.083968329129164e-10
1965,3.502107759345563e-08,1.0944086747954884e-09
1966,3.323444808245313e-08,1.6617224263271169e-09
1967,2.6130778874033922e-08,3.944268467392931e-09
1968,4.4015875388936365e-08,8.982831700699023e-10
1969,2.361713979937008e-08,3.179230406713529e-09
1970,2.8971968824009764e-08,4.5987250119061684e-10
1971,2.569198676027895e-08,1.541519245584766e-09
1972,2.7189778872838133e-08,4.617132121076395e-09
1973,2.6463378155483497e-08,4.410563081425067e-09
1974,1.8001829582559026e-08,2.2502286700643026e-09
1975,2.4559364319998167e-08,3.4268881066168433e-09
1976,1.9997343780886467e-08,1.7140580621521906e-09
1977,1.586731124270102e-08,3.526069214387917e-09
1978,2.0198010819427736e-08,1.7821774056514528e-09
1979,1.58003277128671e-08,3.5111840102075575e-09
1980,1.989802722590639e-08,1.1370301367108482e-09
1981,2.846497171304918e-08,6.325549417596221e-09
1982,1.8622506647858472e-08,6.828252296919857e-09
1983,3.0945048745678605e-08,5.052252727288931e-09
1984,1.3917620389491958e-08,2.319603453759811e-09
1985,1.2031116214394899e-08,9.023337299574052e-09
1986,2.457739123329361e-08,1.1988970927134801e-09
1987,2.3221104594739472e-08,2.4443267410134695e-09
1988,2.338655979983173e-08,1.798966087207532e-09
1989,1.8659615186322753e-08,2.1952488715726304e-09
1990,2.2339469829546488e-08,9.262706657242603e-09
1991,2.8135032081877398e-08,6.447611888837912e-09
1992,1.597883780846132e-08,5.509944056569793e-09
1993,1.827938511667071e-08,6.647049133334804e-09
1994,1.8462243067673967e-08,8.439882792643516e-09
1995,1.3013881972057106e-08,8.13367617702454e-09
1996,2.1352368761995422e-08,3.736664533349199e-09
1997,1.5823152121896555e-08,5.274384040632185e-09
1998,1.4304387896402204e-08,4.7681292247858664e-09
1999,1.919484549084416e-08,9.140402212892695e-09
2000,2.3415567262929926e-08,6.627047355323157e-09
2001,2.2344179395616948e-08,4.381211837767296e-09
2002,1.7963007969967748e-08,6.133710206412957e-09
2003,2.6251614215766494e-08,9.167230530238157e-09
2004,1.805964355838796e-08,7.48814499296202e-09
2005,1.2160123796789435e-08,4.503749373441224e-09
2006,2.0589449256647185e-08,5.353256671281059e-09
2007,1.5179022261335717e-08,5.991719120856942e-09
2008,1.8732734474724566e-08,7.2376473703172906e-09
2009,1.3350939020995156e-08,7.152288761247405e-09
2010,1.842279306885075e-08,1.1809482280966677e-08
2011,2.2943832167499068e-08,9.55992973672437e-09
2012,2.2127642829161687e-08,1.1234034147378225e-08
2013,2.0081700746743536e-08,1.310888730898796e-08
2014,3.053277719544667e-08,1.5591204993725682e-08
2015,3.8568412463746427e-08,1.6402658342684617e-08
2016,4.432667743969887e-08,8.078226310104242e-09
2017,2.842640833833343e-08,1.2074934385708502e-08
2018,3.975458717775382e-08,1.0067719991013746e-08
2019,4.005050779909425e-08,1.3775334206655998e-08
