year,deux_DET airs_NOUN,deux_DET pères_NOUN
1948,7.284165093324191e-08,1.3046265134875057e-07
1949,4.613993886959378e-08,2.4346180316214827e-07
1950,1.0635361658017928e-07,1.0635361191724257e-07
1951,5.330700991734716e-08,1.0341559653070931e-07
1952,3.2688891704601986e-08,7.381362876479614e-08
1953,7.649417432809003e-08,1.4867881703573005e-07
1954,5.374894862519852e-08,1.2508846536363194e-07
1955,6.100644922568677e-08,1.5392396779390083e-07
1956,8.28508484040924e-08,9.418832958019152e-08
1957,4.770920514207688e-08,3.1364383445975363e-07
1958,5.2115132875840686e-08,7.362296799984236e-08
1959,5.8905684330312624e-08,1.1548613798595397e-07
1960,4.083291726963978e-08,1.5433458089297858e-07
1961,4.655266566677696e-08,1.16034258978992e-07
1962,4.5027890527293835e-08,1.4332821685059116e-07
1963,6.724695289506144e-08,1.2350161560092943e-07
1964,2.5552667426431697e-08,1.4236485856855552e-07
1965,5.6909250478742734e-08,1.32423449983321e-07
1966,4.7636043665200134e-08,1.2795263004683477e-07
1967,9.909974391097975e-08,1.3755636096846047e-07
1968,1.0914140513573756e-07,1.0869225963716644e-07
1969,5.6317797758609345e-08,1.1399812138712662e-07
1970,7.128024118174814e-08,1.3888149474894362e-07
1971,6.320229040124303e-08,1.1818314482603398e-07
1972,1.9699764414182752e-07,1.1594131898995386e-07
1973,6.009392056194329e-08,1.1026407653602632e-07
1974,3.206575832637171e-08,1.0801097627410883e-07
1975,4.169380662943922e-08,1.3250634411932083e-07
1976,5.5421210287676104e-08,8.684560559579779e-08
1977,5.230335708983347e-08,8.991476208031202e-08
1978,7.12870956709466e-08,1.0158411389848965e-07
1979,5.091216703778656e-08,1.5566248912080027e-07
1980,4.832377969998802e-08,1.0688083507126578e-07
1981,6.768338045581856e-08,1.0626923119261278e-07
1982,6.021277043632978e-08,1.260122990398571e-07
1983,5.999550367619122e-08,1.288324495973825e-07
1984,5.972978722734723e-08,1.2119927550457987e-07
1985,5.594469065783869e-08,1.1188938076056587e-07
1986,4.6756987059914934e-08,1.0969908692537444e-07
1987,6.355249421163833e-08,1.3993770853204524e-07
1988,6.296381349635283e-08,1.3132453102748798e-07
1989,5.707646888453155e-08,1.3171492896368875e-07
1990,5.775569966726124e-08,1.1006275157932066e-07
1991,9.319729549206457e-08,1.1957388768024657e-07
1992,5.234446837087958e-08,1.1846380099100884e-07
1993,8.69655588653373e-08,1.290635323059064e-07
1994,6.22441331254997e-08,1.3451063107794425e-07
1995,8.892819269856744e-08,1.6158903815011172e-07
1996,5.2313302134621154e-08,1.585413418325743e-07
1997,4.986690405051064e-08,1.1268001598452315e-07
1998,3.671459680720801e-08,1.6688451942581395e-07
1999,6.261175472532798e-08,1.5173068246276955e-07
2000,6.847948741395271e-08,1.7583765821171937e-07
2001,6.440381200567558e-08,1.542186550684832e-07
2002,3.943099197156741e-08,1.213598380678249e-07
2003,7.417122760422501e-08,1.391752260104795e-07
2004,5.197653624167131e-08,1.3742948790085308e-07
2005,5.854874474131577e-08,1.7519585193692677e-07
2006,6.7533397873909e-08,1.861286293980413e-07
2007,4.673540981992019e-08,1.6976538286250786e-07
2008,6.897052448606722e-08,1.651886614162379e-07
2009,5.531103197675691e-08,1.5925763197088827e-07
2010,5.3378861386566e-08,1.3699000067646239e-07
2011,4.053410118665113e-08,1.258086770317135e-07
2012,4.4255286657524096e-08,1.6612753128697477e-07
2013,3.709536461338203e-08,1.53122969859254e-07
2014,6.886115722082309e-08,1.6370765498763262e-07
2015,4.8764659379973985e-08,1.3897927486627992e-07
2016,3.438424314716748e-08,1.4934361503016191e-07
2017,4.075290205296511e-08,1.4615701948716975e-07
2018,3.1752039775234664e-08,1.5024135779917458e-07
2019,2.90812607328661e-08,1.3545745003451515e-07
