year,nos_DET artisans_NOUN,nos_DET partisans_NOUN
1800,8.489244152087849e-08,3.772997425599556e-08
1801,2.619300909501021e-08,9.762848396377422e-08
1802,6.489736392722989e-08,5.818384352096473e-08
1803,8.581492494386112e-08,1.3652374342143503e-08
1804,6.426812282356309e-08,7.909923027682453e-08
1805,7.391481871010797e-08,6.254330742194725e-08
1806,4.034336598124355e-08,8.645007198992971e-08
1807,6.832692633906845e-08,1.7081731584767113e-08
1808,6.345007008690118e-08,2.4926814390369145e-08
1809,2.9367396070512086e-08,6.7770915546105925e-09
1810,1.8721014072298203e-08,1.6380887313260928e-08
1811,2.757784400841956e-08,2.757784400841956e-08
1812,5.601137331723294e-08,4.267533171287141e-08
1813,5.176335093892703e-08,2.30059336026045e-08
1814,2.5173417128598885e-08,6.293354060105116e-08
1815,5.1247247334629265e-08,2.966945977789237e-08
1816,1.8540831092650478e-08,8.806894413737609e-08
1817,1.198792540790805e-07,2.335310045342709e-08
1818,7.271918089912788e-08,5.841376893300776e-08
1819,7.142224767164862e-08,3.519356894798875e-08
1820,5.6959110317222894e-08,2.1359666035891678e-08
1821,8.875339396752224e-08,7.001657009730877e-08
1822,4.511527151862538e-08,1.3534581455587613e-07
1823,1.7788837070042973e-08,8.795591277532822e-08
1824,5.4737230748003185e-08,1.035796870496597e-07
1825,1.7875049884708005e-07,3.169959650328735e-08
1826,4.844391454650321e-08,3.787433167090626e-08
1827,5.346018561169785e-08,1.1521591147811705e-07
1828,3.760643529915342e-08,5.961995785952467e-08
1829,6.944272712416932e-08,5.8297597527179335e-08
1830,3.0266823713986923e-08,3.652892677230568e-08
1831,5.14509785887185e-08,8.731075751278183e-08
1832,8.38858085216998e-08,3.92369123858316e-08
1833,1.0077757117699093e-07,8.108539617524002e-08
1834,6.53417169260706e-08,8.214387081650898e-08
1835,7.563087933704082e-08,6.504255622985511e-08
1836,6.787957396170441e-08,7.863277762254484e-08
1837,8.975679177680718e-08,4.453050195252217e-08
1838,3.5348106663946055e-08,6.627769977285425e-08
1839,5.5232654894155075e-08,5.802924385456265e-08
1840,4.39508509586517e-08,6.178597677930497e-08
1841,5.072233211222965e-08,5.906904743113728e-08
1842,6.439934630009247e-08,8.184083100104544e-08
1843,7.088293441093185e-08,4.371114181722646e-08
1844,5.3239045172404076e-08,6.202074326333573e-08
1845,3.013322924516615e-08,4.7431938932085416e-08
1846,1.2587177566913965e-07,5.678866354941192e-08
1847,6.525800611001387e-08,8.683089802730137e-08
1848,7.482056219032529e-08,5.470750863434404e-08
1849,2.011059585527164e-08,9.552533164480792e-08
1850,3.394497927189377e-08,8.011015495412721e-08
1851,6.449438449962486e-08,4.643595929998412e-08
1852,6.445440292601745e-08,2.6042181744401205e-08
1853,7.763511522540512e-08,3.105404622338881e-08
1854,3.585008467865691e-08,7.949366609416586e-08
1855,3.3964397516683675e-08,4.82931277190346e-08
1856,6.523258333501758e-08,3.36517302912398e-08
1857,3.5635017159307836e-08,4.295727906722391e-08
1858,3.96387767054307e-08,5.872411357188412e-08
1859,6.874434110848426e-08,3.870051634713434e-08
1860,4.668727671131023e-08,2.7005385705436424e-08
1861,6.083593007133459e-08,2.2636625296446056e-08
1862,4.698705868833031e-08,5.692662741196841e-08
1863,5.4940830107597094e-08,2.3974180862751382e-08
1864,4.507044248924785e-08,4.17141343689309e-08
1865,4.518570451139681e-08,5.1304605230839684e-08
1866,6.471264879515104e-08,6.763201954029796e-08
1867,6.696879850665027e-08,3.6396087921275466e-08
1868,9.336362349898764e-08,4.297690447963021e-08
1869,4.785848872757015e-08,5.6648822521765396e-08
1870,6.307453759291093e-08,2.0642576092910758e-08
1871,7.328612383616928e-08,3.7174120004479505e-08
1872,8.829115571984403e-08,6.652073525348356e-08
1873,3.6514628209971534e-08,3.471882425998274e-08
1874,2.4495897754661655e-08,6.213593550796759e-08
1875,6.122033846533981e-08,3.718992641621455e-08
1876,4.474050907532501e-08,3.3253080289341597e-08
1877,6.061119783851154e-08,3.463496867084359e-08
1878,7.669642343444139e-08,5.374789036061145e-08
1879,8.247588922927207e-08,5.681672377022551e-08
1880,1.4632689016025324e-07,8.15066458770275e-08
1881,3.974329398914733e-08,3.6954290072443996e-08
1882,5.723631346654656e-08,3.4608002241753866e-08
1883,7.520013367567913e-08,5.561018312505439e-08
1884,6.601696966868076e-08,8.714240173901544e-08
1885,5.3498777075056125e-08,4.060750535828106e-08
1886,7.873225627008651e-08,7.80869102712245e-08
1887,8.87933733206836e-08,1.5016527221689557e-07
1888,5.5163347667530616e-08,6.46742708276804e-08
1889,7.079604702475706e-08,1.2279668126780052e-07
1890,8.258526773552433e-08,7.996351270023183e-08
1891,6.565446408757225e-08,8.860165578994383e-08
1892,3.761107425503951e-08,7.584899996970762e-08
1893,4.926733199184241e-08,5.234653999153238e-08
1894,4.978215972784028e-08,1.1531816968002317e-07
1895,4.092657945875544e-08,8.185315802933246e-08
1896,6.07393992879679e-08,9.140394574558286e-08
1897,7.39992600529149e-08,6.001514807341124e-08
1898,4.809601605870739e-08,7.299278159678124e-08
1899,3.537650350438071e-08,6.633093896368791e-08
1900,7.111742994503345e-08,4.6200371417448594e-08
1901,7.936009582820702e-08,4.694540622907084e-08
1902,5.8432379379524946e-08,5.794135021774949e-08
1903,7.992325690153734e-08,4.914200402161839e-08
1904,6.664535501244018e-08,5.53586412266327e-08
1905,1.1044024095241411e-07,5.522012180847469e-08
1906,7.201858531757921e-08,5.401393643467145e-08
1907,6.377125805201445e-08,3.39427668194503e-08
1908,8.840500242968119e-08,6.728602741645773e-08
1909,9.076622831116765e-08,1.7713167643762517e-07
1910,1.2024338769123233e-07,4.48908670236392e-08
1911,1.3354138639343205e-07,5.639596478701492e-08
1912,1.088769030488379e-07,4.219631133395296e-08
1913,9.439321813076162e-08,6.151468234794066e-08
1914,7.768222742843278e-08,5.156492655089551e-08
1915,9.306802040143225e-08,1.0838300879001395e-07
1916,1.9228058434350714e-07,1.4723198482613498e-07
1917,1.9191242284222199e-07,1.0747095657848149e-07
1918,1.872279300485502e-07,9.878283524500375e-08
1919,1.75869904417425e-07,1.031279004415353e-07
1920,1.1131180466250612e-07,1.203984876241293e-07
1921,1.3252307695665877e-07,1.0223209123694232e-07
1922,1.5346105453062364e-07,8.041949772774615e-08
1923,1.1783702635881355e-07,8.174280141659551e-08
1924,1.3149456901118128e-07,5.9301473065431765e-08
1925,1.1438104774441626e-07,9.458432970177455e-08
1926,7.356451181550483e-08,1.8168205340174381e-07
1927,8.919379856919818e-08,1.0814748030441024e-07
1928,6.85562442370724e-08,1.0626218216458483e-07
1929,8.355305070040231e-08,1.0694789809306826e-07
1930,7.877702401515307e-08,1.018849542511191e-07
1931,1.0492928215199981e-07,9.922660293426588e-08
1932,7.890866537962893e-08,1.0082773460595718e-07
1933,6.99710400731135e-08,1.1700075441822833e-07
1934,1.365900175187562e-07,1.0423974572404404e-07
1935,1.1010821054924236e-07,7.779384603168182e-08
1936,1.176097335076065e-07,1.0184760235176782e-07
1937,1.4479785859222716e-07,7.302848437085174e-08
1938,1.4909996326473163e-07,1.2576258079377567e-07
1939,1.4682288362877216e-07,8.411727492330101e-08
1940,1.62290102689866e-07,3.0429395003750415e-08
1941,1.918476719708906e-07,7.083606057278757e-08
1942,2.4273693632892446e-07,1.0012898599143227e-07
1943,2.4387175479034795e-07,2.9032351855917682e-08
1944,1.8957798175733842e-07,3.213186161588055e-08
1945,2.0913639353636881e-07,1.0674669859156438e-07
1946,1.5174003298312755e-07,7.795818568467894e-08
1947,1.4066627862519e-07,6.079644210288393e-08
1948,1.0763168667438094e-07,9.56726138312547e-08
1949,9.718837956640414e-08,7.460926010338653e-08
1950,1.1592544257865711e-07,5.9558024290140565e-08
1951,1.0021717544717035e-07,6.823296816449442e-08
1952,6.854122425181686e-08,4.112473694917185e-08
1953,1.2928592862948562e-07,7.864894069342654e-08
1954,6.156697662795807e-08,6.352148318455875e-08
1955,4.1296674524460286e-08,6.851493461468294e-08
1956,7.936239021510971e-08,5.319896301259064e-08
1957,5.9194753987412696e-08,5.3010226985783504e-08
1958,1.009213681513188e-07,5.2942357608998236e-08
1959,6.200598123839995e-08,4.340418868764573e-08
1960,5.605875053049658e-08,2.9759583741739704e-08
1961,5.280601156343323e-08,4.238377071530408e-08
1962,6.532214841259432e-08,3.61491503397815e-08
1963,4.978860967952414e-08,4.4615768857170224e-08
1964,6.753204662146572e-08,3.5287015753837636e-08
1965,6.402290475548966e-08,8.098624260099996e-08
1966,5.0959486519452923e-08,4.874385872710718e-08
1967,5.1275491630420333e-08,5.1768523245954157e-08
1968,4.2219307827551233e-08,7.815063729488259e-08
1969,6.903472171693181e-08,5.586362195053596e-08
1970,5.426495608418236e-08,5.196559405007406e-08
1971,4.6759415450736697e-08,5.806389058449213e-08
1972,5.181448425872759e-08,3.488499866755035e-08
1973,6.891504433781392e-08,3.9695068121403665e-08
1974,5.344293119158294e-08,4.612968718120669e-08
1975,5.197447094928975e-08,3.5982323787209225e-08
1976,7.370449806032298e-08,4.170874662312585e-08
1977,5.994317664459459e-08,4.348818416488598e-08
1978,6.237620997495696e-08,4.396037667220298e-08
1979,5.149736426179885e-08,3.5111840546164785e-08
1980,5.57144784751884e-08,3.5247933904969386e-08
1981,4.2381183007478285e-08,5.060439489668056e-08
1982,6.021277254575352e-08,2.8554509645672965e-08
1983,7.199460316797968e-08,5.3680186962168364e-08
1984,5.0451372857196475e-08,4.523226648789347e-08
1985,4.511668416640191e-08,4.271046272208423e-08
1986,5.3950367839838975e-08,4.0163050885055895e-08
1987,6.294141474683101e-08,4.216463767026113e-08
1988,4.8572086686071714e-08,2.818380329117076e-08
1989,4.610022763529287e-08,4.445379042650188e-08
1990,2.996757964002228e-08,2.9967581305356816e-08
1991,3.575493789931272e-08,2.6962739596569918e-08
1992,4.077358589649194e-08,4.573253775674857e-08
1993,5.760775856344935e-08,5.096070676557929e-08
1994,3.9034457000042266e-08,3.745197907356612e-08
1995,3.524593061854375e-08,2.9281234770195397e-08
1996,4.37723552959568e-08,4.4839973512011966e-08
1997,4.315404922294874e-08,4.5072008791890994e-08
1998,3.433053175072587e-08,3.90986594211995e-08
1999,4.38739317099035e-08,3.427651018572675e-08
2000,4.1087693691821414e-08,3.843687279569963e-08
2001,2.672539220482939e-08,3.417345251222059e-08
2002,4.249784824050806e-08,5.2136535977354015e-08
2003,2.500153750695233e-08,6.00036904607748e-08
2004,3.788120594983013e-08,3.479785137816549e-08
2005,5.899912025597587e-08,3.512924751092328e-08
2006,4.406142073420938e-08,3.623743216607522e-08
2007,2.9559147685098708e-08,3.155638739205102e-08
2008,3.1505052122682287e-08,4.4277371991086056e-08
2009,3.576144225192479e-08,5.3880575556775057e-08
2010,3.495606915038252e-08,3.7317965606575854e-08
2011,4.2446087311631686e-08,3.059177489106446e-08
2012,3.5404229770108486e-08,3.472337706256212e-08
2013,2.7054513074276088e-08,4.992533764180962e-08
2014,4.071037063013705e-08,4.612398063486012e-08
2015,3.480023502699936e-08,3.85684113535234e-08
2016,4.8676489949883717e-08,5.261203628315059e-08
2017,2.8929529438670443e-08,4.3268514549055226e-08
2018,3.820570571022586e-08,4.0529026801294776e-08
2019,3.23975446470115e-08,3.698932360407525e-08
