year,plus_ADV été_VERB,plus_ADV eté_VERB
1800,1.4683248537039617e-06,3.144164484325529e-09
1801,1.4930014913261402e-06,0.0
1802,1.1524876981638954e-06,2.2378401354217203e-09
1803,1.3164790289010853e-06,0.0
1804,1.421314323124534e-06,0.0
1805,1.6232831967499806e-06,0.0
1806,1.2218276879139012e-06,0.0
1807,1.71956094163761e-06,0.0
1808,1.370974814562942e-06,1.3596443970698147e-08
1809,1.4728879023095942e-06,0.0
1810,1.5912861499600695e-06,0.0
1811,1.01035197985766e-06,2.5070767684098882e-09
1812,1.72835098055657e-06,0.0
1813,1.653551407798659e-06,2.8757416448144113e-09
1814,1.7149390032500378e-06,3.1466771410748606e-09
1815,1.6695813656042446e-06,0.0
1816,1.4253264453145675e-06,6.952811659743929e-09
1817,1.245498765456432e-06,1.556873407970727e-09
1818,1.6558515198994428e-06,9.536941902865692e-09
1819,1.4160236787574831e-06,4.140420006848444e-09
1820,1.6470676200697199e-06,0.0
1821,1.5916442634988925e-06,9.86148829262845e-10
1822,1.7284162368014222e-06,1.0025615893027862e-09
1823,1.5328047311413684e-06,9.882686891060644e-10
1824,1.5267477238012361e-06,0.0
1825,1.5717715768914786e-06,3.522177216552791e-09
1826,1.4189662351782317e-06,1.7615968683770689e-09
1827,1.7098041098506656e-06,6.452091305675367e-09
1828,1.573049644321145e-06,3.668920500743411e-09
1829,1.6614815194770927e-06,8.57317605795771e-10
1830,1.5550884882031824e-06,2.0873671680021744e-09
1831,1.7134735799118062e-06,1.5591206103948707e-09
1832,1.6723041653676773e-06,0.0
1833,1.7051100940079778e-06,2.3167257001688313e-09
1834,1.7754277905623894e-06,9.334530925997342e-10
1835,1.6290891835524235e-06,2.2689263801112247e-09
1836,1.5585419532726519e-06,0.0
1837,1.6309296597682987e-06,2.0873671680021744e-09
1838,1.5105003967619268e-06,6.312161904276081e-10
1839,1.6325094520652783e-06,0.0
1840,1.5790458292030962e-06,6.369688665408546e-10
1841,1.6012847936508479e-06,6.420548537278137e-10
1842,1.6126668924698606e-06,6.708265054555795e-10
1843,1.671655809332151e-06,1.7720733769266417e-09
1844,1.6136369822561392e-06,1.097712254427563e-09
1845,1.6238462876572157e-06,1.1160455892778032e-09
1846,1.6497984915986308e-06,4.0981511517657054e-09
1847,1.573742679283896e-06,1.6179670936367074e-09
1848,1.7852346445579315e-06,2.413566457803995e-09
1849,1.5577331851091003e-06,0.0
1850,1.5173405927271233e-06,2.0366988096043315e-09
1851,1.5646338624719647e-06,6.449438760824933e-10
1852,1.725945594444056e-06,0.0
1853,1.5216481870083953e-06,0.0
1854,1.4999883433119976e-06,3.63696517347023e-09
1855,1.454100811315584e-06,1.5920811335945473e-09
1856,1.4905127727615763e-06,1.0354378465748937e-09
1857,1.647997464715445e-06,1.4644527812635033e-09
1858,1.435804506400018e-06,4.893676019968041e-10
1859,1.5256151755238534e-06,1.018434669930457e-09
1860,1.4372357100000954e-06,9.154367819341758e-10
1861,1.5326882021327037e-06,0.0
1862,1.422262130290619e-06,4.517986262886353e-10
1863,1.509873868599243e-06,0.0
1864,1.690141630206199e-06,0.0
1865,1.5598482150380732e-06,4.706844358715045e-10
1866,1.4178395986164105e-06,9.731225825149181e-10
1867,1.6077364080047118e-06,4.85281148598915e-10
1868,1.5358068594650831e-06,4.93987406535723e-10
1869,1.3292939229359035e-06,4.883519144627257e-10
1870,1.6709018382243812e-06,0.0
1871,1.4147408364806324e-06,0.0
1872,1.357627638753911e-06,6.047339295989218e-10
1873,1.4881206880090758e-06,0.0
1874,1.2606425343619776e-06,1.1949218281515073e-09
1875,1.5150603758229408e-06,5.721527140956084e-10
1876,1.4782506241317606e-06,6.04601479992084e-10
1877,1.3952944755146746e-06,6.184815992682502e-10
1878,1.4046920568944188e-06,0.0
1879,1.483955088588118e-06,1.221865053580018e-09
1880,1.2912706779388827e-06,6.417846254436199e-10
1881,1.369400479234173e-06,6.972507571312292e-10
1882,1.2552056887216168e-06,0.0
1883,1.477461410104297e-06,6.319338941018771e-10
1884,1.3982394193590153e-06,0.0
1885,1.2852597137680277e-06,1.2891271383708158e-09
1886,1.3068264479443314e-06,1.2906927748801422e-09
1887,1.2437601526471553e-06,1.9586774424595887e-09
1888,1.1920355973416008e-06,1.268122939990235e-09
1889,1.302521923207678e-06,6.265136742733546e-10
1890,1.2387790775392205e-06,6.554386478008212e-10
1891,1.2525342754088342e-06,0.0
1892,1.3696699170395732e-06,6.268512375839919e-10
1893,1.3844120303474483e-06,0.0
1894,1.2798426496374304e-06,0.0
1895,1.3439565691442112e-06,1.2037228991346183e-09
1896,1.3339079032448353e-06,0.0
1897,1.2107910833947244e-06,1.1653427112179315e-09
1898,1.3059483308097697e-06,5.6583548957434e-10
1899,1.1972734910159488e-06,5.527578395003729e-10
1900,1.194461333398067e-06,0.0
1901,1.2697614693024661e-06,0.0
1902,1.2148042287662975e-06,0.0
1903,1.3176537549952627e-06,0.0
1904,1.2608870747499168e-06,1.0749250378694342e-09
1905,1.180265599032282e-06,0.0
1906,1.1903642871402553e-06,0.0
1907,1.268225219064334e-06,2.057137349353866e-09
1908,1.2425814475136576e-06,4.911389073214423e-10
1909,1.179960918307188e-06,0.0
1910,1.1928144658668316e-06,5.344150677544235e-10
1911,1.1412203093641438e-06,0.0
1912,1.242446955984633e-06,5.209421227725386e-10
1913,1.1735515954569564e-06,5.30298971401777e-10
1914,1.1652333569145412e-06,6.696743715117748e-10
1915,1.4219380091162748e-06,1.1780761921542648e-09
1916,1.3031129810769926e-06,0.0
1917,1.1328316986691789e-06,0.0
1918,1.2543123375508003e-06,0.0
1919,1.2568713145810761e-06,1.8415696745321952e-09
1920,1.1184185950696701e-06,0.0
1921,1.3222016832514782e-06,7.572747429129834e-10
1922,1.2085058642696822e-06,0.0
1923,1.2229572803335031e-06,0.0
1924,1.1370412948963349e-06,0.0
1925,1.2086997003279976e-06,0.0
1926,1.1803761026385473e-06,0.0
1927,1.313378675149579e-06,0.0
1928,1.2797165709343972e-06,0.0
1929,1.3078837355351425e-06,0.0
1930,1.137540266427095e-06,0.0
1931,1.2249353176230215e-06,1.1405356659111021e-09
1932,1.2713062460534275e-06,0.0
1933,1.1745958090614295e-06,0.0
1934,1.2604622270373511e-06,1.1981580172459871e-09
1935,1.1932379493373446e-06,0.0
1936,1.2452081818992156e-06,0.0
1937,1.24400241929834e-06,0.0
1938,1.3043005537838326e-06,1.2965214457594243e-09
1939,1.2877590052084997e-06,0.0
1940,1.217175849888008e-06,0.0
1941,1.2071645869582426e-06,0.0
1942,1.3320189964360907e-06,0.0
1943,1.3180688256397843e-06,0.0
1944,1.4234415175451431e-06,0.0
1945,1.3071024795863195e-06,0.0
1946,1.3545234196499223e-06,0.0
1947,1.3029512047069147e-06,0.0
1948,1.1904717212019023e-06,0.0
1949,1.3203875823819544e-06,9.817008317369869e-10
1950,1.326229607911955e-06,0.0
1951,1.2900295587314758e-06,1.0661401761424827e-09
1952,1.2358510730337002e-06,0.0
1953,1.2626925354197738e-06,0.0
1954,1.3319967138158972e-06,0.0
1955,1.1929107586183818e-06,0.0
1956,1.3160203025108785e-06,0.0
1957,1.31288663851592e-06,0.0
1958,1.2929516515214345e-06,0.0
1959,1.2269433682376985e-06,7.750747821333448e-10
1960,1.1973041864621337e-06,6.920833350854139e-10
1961,1.1756285402952926e-06,0.0
1962,1.2468286740840995e-06,0.0
1963,1.1910469766007736e-06,6.466053248388448e-10
1964,1.2490387462094077e-06,0.0
1965,1.1496763363538776e-06,2.188817349590977e-09
1966,1.2418605592756649e-06,5.539074754423723e-10
1967,1.2325839406912564e-06,9.860671168482327e-10
1968,1.1538447779457783e-06,0.0
1969,1.1754069646485732e-06,9.083515606356229e-10
1970,1.1234685644012643e-06,0.0
1971,1.1422657735238317e-06,5.138397485282553e-10
1972,1.126067218137905e-06,0.0
1973,1.0188400665356312e-06,1.6539611902288698e-09
1974,1.075609247891407e-06,5.625571675160757e-10
1975,1.0189280601480277e-06,0.0
1976,1.03300567388942e-06,1.142705374768127e-09
1977,1.06428524304647e-06,5.876781838942691e-10
1978,9.784154144654167e-07,5.940591352171509e-10
1979,1.1112897482234985e-06,5.851973350345929e-10
1980,1.0290123100276105e-06,0.0
1981,1.077241108760063e-06,0.0
1982,1.0360321311964071e-06,6.207502289967692e-10
1983,1.0344488146074582e-06,0.0
1984,1.0606386240397114e-06,0.0
1985,1.1616042456807918e-06,0.0
1986,1.1377533155609854e-06,0.0
1987,1.0755037465060013e-06,0.0
1988,1.1873177072629915e-06,0.0
1989,1.1305531870675622e-06,0.0
1990,1.0613972563078278e-06,0.0
1991,9.360759918308759e-07,0.0
1992,1.0760920758912107e-06,1.1019888335184191e-09
1993,1.143292365668458e-06,0.0
1994,1.0233358125333325e-06,0.0
1995,1.0817789188877214e-06,0.0
1996,1.0820313036674634e-06,0.0
1997,1.0659050531103276e-06,2.876936688878118e-09
1998,1.0380217645433731e-06,1.9072516899143466e-09
1999,1.133866931013472e-06,0.0
2000,1.0360283795307623e-06,0.0
2001,1.0812830169015797e-06,4.3812117822561447e-10
2002,1.0409781907583238e-06,0.0
2003,1.0700657639972633e-06,0.0
2004,1.1540553259692388e-06,0.0
2005,1.0808998922584578e-06,4.5037495954858286e-10
2006,1.1007119837813661e-06,8.235779835885637e-10
2007,1.0417602425150108e-06,0.0
2008,1.0486073733773082e-06,3.405951742863067e-09
2009,1.0847637668121024e-06,0.0
2010,1.1006437716787332e-06,0.0
2011,1.0355315680499189e-06,0.0
2012,1.1642543995549204e-06,3.404252713057332e-10
2013,1.1845413609989919e-06,0.0
2014,1.2566077884912374e-06,0.0
2015,1.1610421779550961e-06,0.0
2016,1.1877064025611617e-06,0.0
2017,1.1604514611462946e-06,0.0
2018,1.2414272987371078e-06,0.0
2019,1.2295761280256556e-06,0.0
