year,mêmes_ADJ hommes_NOUN,mêmes_ADJ pommes_NOUN
1868,9.88468855211977e-07,1.4819622196071691e-09
1869,1.2272283811398665e-06,6.836927024522765e-09
1870,1.2305268910495215e-06,6.307453670473251e-09
1871,1.496523850619269e-06,3.18635318130589e-09
1872,1.1876974213009817e-06,6.047339295989218e-10
1873,1.0864598607440712e-06,1.1972008939764578e-09
1874,8.764751555645489e-07,2.3898436563030145e-09
1875,1.220401713908359e-06,1.716458086775674e-09
1876,9.286678732678411e-07,3.02300739996042e-09
1877,7.613508614667808e-07,8.040260901509555e-09
1878,9.52968207457161e-07,7.2469061862534545e-09
1879,8.711897976354521e-07,4.887460214320072e-09
1880,8.336782002515974e-07,1.2835692508872398e-09
1881,8.952699772635242e-07,0.0
1882,7.513929745073256e-07,3.3276925659464496e-09
1883,7.406265467579942e-07,1.895801682305631e-09
1884,8.476578727822925e-07,2.6406787867472303e-09
1885,7.986142804838892e-07,5.156508553483263e-09
1886,6.827764877925802e-07,1.2906927748801422e-09
1887,6.763966098333185e-07,1.3057849246322917e-09
1888,7.164894668676425e-07,6.340614699951175e-10
1889,7.211172601273574e-07,1.8795409673089125e-09
1890,7.458891673195467e-07,2.6217545912032847e-09
1891,6.495330353573081e-07,7.649063604731055e-09
1892,7.641316415174515e-07,4.387958441043338e-09
1893,7.636436407665315e-07,3.695050043717174e-09
1894,6.156603831186658e-07,1.071261657159539e-08
1895,7.089927862580225e-07,4.814891596538473e-09
1896,6.993876127125986e-07,1.9460195233023114e-08
1897,5.919940804233192e-07,4.078699600285063e-09
1898,7.135185455808823e-07,5.092519295146758e-09
1899,6.577818112418754e-07,3.3165470370022376e-09
1900,6.712031677125196e-07,7.78657960331941e-09
1901,6.890915074109216e-07,1.6766216748287377e-09
1902,5.990546014800202e-07,1.4730852093691738e-09
1903,6.334458362289297e-07,5.400220270956879e-09
1904,6.793526381443371e-07,1.0749250378694342e-09
1905,6.533521172968904e-07,2.0643036169332163e-09
1906,6.301626171989483e-07,5.144184522798412e-10
1907,6.413125674953335e-07,1.028568674676933e-09
1908,5.466375796459033e-07,5.893666887857307e-09
1909,6.414146582756075e-07,2.2003934230241384e-09
1910,7.059622930682963e-07,9.619471441624228e-09
1911,5.118200192555378e-07,1.0640748282497725e-09
1912,6.30339968665794e-07,5.209421227725386e-10
1913,5.340110647011898e-07,2.1211958411981868e-08
1914,5.672142151524895e-07,0.0
1915,5.572300665335206e-07,0.0
1916,7.097900720509642e-07,0.0
1917,6.897881235090608e-07,4.386569774084137e-09
1918,7.397226227112697e-07,8.040463406189247e-09
1919,7.485980972887774e-07,1.1049418269237776e-08
1920,6.337958211588557e-07,2.2716695191604686e-09
1921,5.338786763786629e-07,3.0290989716519334e-09
1922,5.112909207127814e-07,2.2133805899215986e-09
1923,5.286742066346051e-07,1.0615948120573648e-09
1924,6.110630010880413e-07,5.156649773851996e-09
1925,5.037165351495787e-07,1.0998177923937646e-09
1926,4.93773939069797e-07,2.229227691330493e-09
1927,4.805315825251455e-07,7.804457524684949e-09
1928,4.638972654902318e-07,1.1426041224282812e-09
1929,4.6678303533553844e-07,5.570202965543558e-09
1930,5.06273693190451e-07,5.2518016602221e-09
1931,4.322630218211998e-07,4.5621426636444085e-09
1932,4.986588919564383e-07,4.383814644626227e-09
1933,5.127386089043284e-07,0.0
1934,4.864521656600118e-07,1.1981580172459871e-09
1935,4.631725971648848e-07,2.393656828303392e-09
1936,4.946883791490109e-07,1.2124714565686645e-09
1937,4.6083491156423406e-07,6.295559185076627e-09
1938,5.004573040423566e-07,7.779128452511941e-09
1939,4.6340971948666265e-07,1.5294050470515685e-09
1940,4.437620191310998e-07,2.5357829169792012e-09
1941,5.519310093404783e-07,0.0
1942,6.098765652495786e-07,9.102635090130207e-09
1943,7.693573138567444e-07,2.9032352077962287e-09
1944,6.876218208162754e-07,9.639558484764166e-09
1945,8.256530463768286e-07,2.178504043826024e-09
1946,7.893266342762217e-07,1.3921104269343232e-09
1947,5.948514854026143e-07,0.0
1948,6.294823151620221e-07,2.174377566888097e-09
1949,4.417653656219045e-07,2.945102384188658e-09
1950,6.14723887792934e-07,4.2541445921528975e-09
1951,6.386179620676558e-07,1.0661401761424827e-09
1952,4.903333774564089e-07,2.1089607837865287e-09
1953,4.902091177427792e-07,0.0
1954,5.150126298758551e-07,5.863521668203475e-09
1955,5.162084448784299e-07,9.385607846468247e-10
1956,4.683253109760699e-07,8.72114158667614e-10
1957,4.417518937316345e-07,8.835037701437898e-10
1958,5.294235734254471e-07,0.0
1959,5.138745677868428e-07,2.325224457422337e-09
1960,5.128337647875014e-07,6.920833350854139e-10
1961,5.933728175477881e-07,4.16889545107324e-09
1962,6.329272537186625e-07,5.0735651235811474e-09
1963,4.571499516714539e-07,1.2932106496776896e-09
1964,5.633754653899814e-07,0.0
1965,5.192969183553942e-07,4.377634699181954e-09
1966,5.095948836242314e-07,5.539074754423723e-10
1967,6.21715344095719e-07,9.860671168482327e-10
1968,6.526027505060483e-07,4.042274071025531e-09
1969,6.685467610623164e-07,2.7250546263957176e-09
1970,5.707017862732755e-07,2.2993624781975086e-09
1971,4.76843297292362e-07,1.0276794970565106e-09
1972,5.243010150479677e-07,2.0520587451500205e-09
1973,5.788863859379489e-07,2.7566018356850464e-09
1974,4.815489091924974e-07,3.3753431161187564e-09
1975,4.791932042280678e-07,4.569184142155791e-09
1976,5.176455601940688e-07,3.4281160132820787e-09
1977,4.883605697614257e-07,0.0
1978,4.5148493654778576e-07,1.7821774056514528e-09
1979,4.839582175009127e-07,0.0
1980,4.5310650875762803e-07,1.7055452605774235e-09
1981,4.276071479125676e-07,4.427884725544118e-09
1982,4.481816517909465e-07,1.8622506869903077e-09
1983,3.9597031786797743e-07,2.5261264191556165e-09
1984,4.6044127088862297e-07,3.479405208395292e-09
1985,4.012377132767142e-07,1.2031116103372597e-09
1986,3.638652685822308e-07,4.7955883708539204e-09
1987,4.6381100560211053e-07,2.4443267410134695e-09
1988,4.1316255305900995e-07,1.798966087207532e-09
1989,4.818571142095607e-07,4.390497743145261e-09
1990,3.8957853121246444e-07,0.0
1991,3.727891737526079e-07,4.10302547493302e-09
1992,4.016749244328821e-07,6.61193322315512e-09
1993,4.4535227061714977e-07,2.2156829704300662e-09
1994,3.866521183226723e-07,1.5824779264761446e-09
1995,4.2783136677826406e-07,1.626735190995987e-09
1996,3.224207603125251e-07,3.736664311304594e-09
1997,3.6057605257155956e-07,1.438468344439059e-09
1998,3.747749701688008e-07,2.86087753487152e-09
1999,3.7292841170710744e-07,4.570201161957499e-09
2000,3.631622007560509e-07,1.3254094488601709e-09
2001,3.8554662751266733e-07,2.190605918883648e-09
2002,3.632032701261778e-07,7.009954394732176e-09
2003,3.2543667316531355e-07,4.1669229178253886e-10
2004,3.567880924038036e-07,1.7619165015858584e-09
2005,3.918262052593491e-07,4.5037495954858286e-10
2006,3.561974892818398e-07,3.706100981659688e-09
2007,2.971892740788462e-07,3.595031605740928e-09
2008,3.256941454310436e-07,1.2772318758180745e-09
2009,3.0802524975115375e-07,0.0
2010,2.720904888064979e-07,2.8342759250676863e-09
2011,2.6347166226514673e-07,2.6767803529281764e-09
2012,2.7438275651547883e-07,1.0212758416727752e-09
2013,3.0596700639762275e-07,3.0680376017500066e-09
2014,3.783032695992006e-07,2.3819897165822113e-09
2015,3.482240060748154e-07,3.103205470367243e-09
2016,4.358099374712765e-07,2.4856081637381067e-09
2017,2.598626451799646e-07,2.0124890642847504e-09
2018,2.638259104514873e-07,3.614053500911041e-09
2019,3.3953648426177097e-07,3.06118530524202e-09
