year,grands_ADJ yeux_NOUN,grands_ADJ pieux_NOUN
1800,1.2953958048456116e-06,9.432493897065797e-09
1801,1.37156121127191e-06,2.3811825844433088e-09
1802,1.2688553852058249e-06,8.951360541686881e-09
1803,1.4978604667703621e-06,5.851017448321727e-09
1804,1.1568262152650277e-06,1.730295728918918e-08
1805,1.0888221595450887e-06,2.2743021688143017e-08
1806,9.307791515311692e-07,2.881669125542885e-08
1807,8.654743623992545e-07,0.0
1808,8.86034911218303e-07,7.931259204951857e-08
1809,7.183717229963804e-07,5.873479480555943e-08
1810,1.1162404689457617e-06,3.2761775514700275e-08
1811,9.777598961591139e-07,2.757784400841956e-08
1812,1.24558619063464e-06,1.0668832928217853e-08
1813,9.83503696261323e-07,1.0640243885973177e-07
1814,7.048556653899141e-07,9.440030979135372e-09
1815,5.556280484597664e-07,2.697223555614414e-09
1816,7.369980608018523e-07,2.7811246638975717e-08
1817,1.138074480877549e-06,1.2454987263765815e-08
1818,9.393887694386649e-07,7.152706427149269e-09
1819,7.514862545576761e-07,4.140420006848444e-09
1820,1.0406904493720504e-06,2.1359666035891678e-08
1821,1.025594769998861e-06,1.0847637454958203e-08
1822,1.0075743830384454e-06,7.017931125119503e-09
1823,1.0317525038772146e-06,0.0
1824,8.303217100547045e-07,2.6105450245950124e-08
1825,9.782846746020368e-07,3.434122675116669e-08
1826,9.23076754588692e-07,1.8496766784892316e-08
1827,6.82999939272122e-07,8.295545583791863e-09
1828,9.465815082876361e-07,1.1006761724274838e-08
1829,1.357991095574107e-06,1.2002446148073886e-08
1830,1.4976859574744594e-06,2.400472176589119e-08
1831,1.7633653897064505e-06,3.1182412207897414e-09
1832,2.0673792278103065e-06,1.488296597074168e-08
1833,2.002809424084262e-06,1.2741991461950875e-08
1834,1.4356508017954184e-06,1.0267983796552471e-08
1835,1.9943863662774675e-06,2.117664621437143e-08
1836,1.5955060916894581e-06,1.4113575197427508e-08
1837,1.7485180023868452e-06,1.948209416013924e-08
1838,1.3842570751876337e-06,1.7042836475411605e-08
1839,1.3102024922773126e-06,2.1673573158409454e-08
1840,1.3936878531239927e-06,1.1465439264668476e-08
1841,1.3406105381363886e-06,1.1556987367100646e-08
1842,1.6220584484472056e-06,1.1404051036834062e-08
1843,1.664567548687046e-06,2.008349753168659e-08
1844,1.8145183275919408e-06,8.781698035420504e-09
1845,1.7421472193746013e-06,1.6182660544927785e-08
1846,1.5731045550637646e-06,1.1123552745573306e-08
1847,1.050599962582055e-06,2.1572894581822766e-08
1848,1.3451610811898718e-06,1.689496542667257e-08
1849,1.2543983984869556e-06,6.703531951757213e-09
1850,1.3876707498639007e-06,1.3577992064028876e-08
1851,1.2989169135835255e-06,1.870337307252612e-08
1852,1.4498984910460422e-06,2.2135854038651814e-08
1853,1.8292026879862533e-06,2.09017620989016e-08
1854,1.3991924561196356e-06,2.0782657372819813e-08
1855,1.6976891856756993e-06,6.8990182455763716e-09
1856,1.6753384670664673e-06,5.694908100650764e-09
1857,1.9540680114005227e-06,1.0739319655783675e-08
1858,2.129238509951392e-06,1.761723389392955e-08
1859,2.3637869617232354e-06,7.638259802433822e-09
1860,2.371438995396602e-06,3.204028686809579e-08
1861,2.1627408841595752e-06,1.4147890858851042e-08
1862,2.0733039036713308e-06,2.1686334505943705e-08
1863,2.3190025331132347e-06,1.897955925755923e-08
1864,2.1691348592867143e-06,1.102787461348953e-08
1865,2.231514827144565e-06,1.694463946932956e-08
1866,2.252778813272016e-06,1.8489329178805747e-08
1867,2.4996832053147955e-06,7.279217228983725e-09
1868,2.189846100009163e-06,7.903798504571569e-09
1869,2.470572326274123e-06,1.3673853160867111e-08
1870,1.9272138160886243e-06,9.17447806614291e-09
1871,2.0382040020194836e-06,4.248470908407853e-09
1872,2.4388918973272666e-06,2.1770421909650395e-08
1873,2.2232020455703605e-06,3.591602570907071e-09
1874,2.3151610548666213e-06,1.1949218503559678e-08
1875,2.298337449246901e-06,7.437985338754061e-09
1876,2.437753209960647e-06,1.3301232115736639e-08
1877,2.381772674198146e-06,1.5462040536817767e-08
1878,1.952437287400244e-06,1.0266450800600069e-08
1879,2.2518972855323227e-06,2.443730195977878e-08
1880,2.3399468318530126e-06,8.984985200299889e-09
1881,2.620965688038268e-06,1.6036766581351003e-08
1882,2.832531890817336e-06,5.324308105514319e-09
1883,2.5252079467463773e-06,3.4124429504345244e-08
1884,2.8466517960623605e-06,2.178559910248623e-08
1885,2.71812450591824e-06,7.090199094506033e-09
1886,2.5794495286390884e-06,1.355227396970804e-08
1887,2.6337681902077748e-06,0.0
1888,2.6541813440417172e-06,1.9021844099853524e-09
1889,2.29554621000716e-06,6.891650361495749e-09
1890,2.454617742841947e-06,1.0487018364813139e-08
1891,2.362923396503902e-06,7.0116419337296065e-09
1892,2.5475235361227533e-06,5.641661360300532e-09
1893,2.4738358206377598e-06,6.15841644346915e-09
1894,2.531328391341958e-06,1.1972924873759894e-08
1895,2.2834624360257294e-06,1.2037228991346183e-08
1896,2.1636199107888388e-06,4.1279202278587945e-09
1897,2.183269543820643e-06,6.992056267307589e-09
1898,2.2967262793827103e-06,1.2448380992680086e-08
1899,2.2712820282322355e-06,8.844125432005967e-09
1900,2.243054041173309e-06,1.1939421895590385e-08
1901,2.0885117919533513e-06,4.470991132876634e-09
1902,1.97982649297046e-06,2.455141867585553e-09
1903,2.2605322556046303e-06,1.1880484152015924e-08
1904,2.000972926907707e-06,9.674325340824907e-09
1905,1.8712912606133614e-06,6.192911072844254e-09
1906,2.212513663835125e-06,1.1317205839134203e-08
1907,2.1131943412910914e-06,1.131425531042396e-08
1908,2.2459782940131845e-06,4.911389073214423e-09
1909,2.2510025701194536e-06,2.7504918342913243e-09
1910,2.671540869414457e-06,1.1222716089775986e-08
1911,2.0111015146540012e-06,2.6601871816467337e-09
1912,1.908211061163456e-06,4.167536982180309e-09
1913,2.048544956778642e-06,3.71209285532359e-09
1914,1.8945088413602207e-06,9.37544086809794e-09
1915,1.869606876425678e-06,1.1780761921542648e-09
1916,2.1238763565634144e-06,7.69122365795738e-09
1917,2.181221816499601e-06,6.57985488317081e-09
1918,1.8630902332006372e-06,3.44591288836682e-09
1919,2.1325377019820735e-06,1.2890987832747669e-08
1920,2.1800456124765333e-06,1.1358347151713133e-08
1921,1.9878461898770183e-06,1.9689142760626055e-08
1922,2.5719482437125407e-06,5.164555005876537e-09
1923,2.4416681299044285e-06,1.3800733000834953e-08
1924,2.3630348096048692e-06,1.289162443462999e-09
1925,2.492187149982783e-06,9.898360353588487e-09
1926,2.4042219592956826e-06,1.1146138456652466e-09
1927,3.1619201763533056e-06,8.919379901328739e-09
1928,2.6337024792155717e-06,2.2852082892654835e-08
1929,2.2993799575488083e-06,8.912325100141061e-09
1930,2.1112243757670512e-06,3.1510811737689437e-09
1931,1.8009058067036676e-06,2.2810713318222042e-09
1932,1.9244946543039987e-06,1.4247397928102146e-08
1933,1.736658305162564e-06,1.0323596200123575e-08
1934,1.8942878341476899e-06,4.7926320689839486e-09
1935,1.7354011561110383e-06,1.196828414151696e-08
1936,1.7471713817940326e-06,8.487299751891442e-09
1937,1.7715702824716573e-06,7.554670666820584e-09
1938,1.8436535356158856e-06,3.8895642262559704e-09
1939,1.989755901377066e-06,1.070583532936098e-08
1940,1.4022879213371198e-06,5.0715658339584024e-09
1941,2.31397802963329e-06,2.3612020783048138e-08
1942,1.71432964179985e-06,9.102635090130207e-09
1943,2.0845229755650507e-06,0.0
1944,2.345625944144558e-06,3.2131861615880553e-09
1945,2.2700012323184637e-06,2.178504043826024e-09
1946,2.1466341877385275e-06,6.960552134671616e-09
1947,1.937141632879502e-06,1.1920871401116528e-08
1948,2.0852280613326e-06,2.174377566888097e-09
1949,1.825963522605889e-06,4.908504269707237e-09
1950,1.804820840334287e-06,1.0635361480382244e-09
1951,1.812438313208986e-06,3.1984206394497505e-09
1952,1.903337079056655e-06,4.2179215675730575e-09
1953,1.5406573083964759e-06,3.232148326759443e-09
1954,1.8988038164025056e-06,9.772536557761669e-09
1955,1.5983690673238016e-06,9.385607846468247e-10
1956,1.8314397038921015e-06,4.360570571293465e-09
1957,1.8836300341718015e-06,9.718541527092839e-09
1958,1.9175060970155755e-06,4.9633461784992505e-09
1959,1.7803467926569283e-06,5.425523585955716e-09
1960,1.9869712559739128e-06,5.536666680683311e-09
1961,1.8919837430075859e-06,9.03260666262895e-09
1962,2.0205472992529394e-06,9.512934440181198e-09
1963,1.8732156377154752e-06,5.819448034571906e-09
1964,1.8355332258579438e-06,6.6923653285755336e-09
1965,1.5770428944961168e-06,2.188817349590977e-09
1966,2.011237938859267e-06,4.431259803538978e-09
1967,1.9573433291952824e-06,2.465167847631733e-09
1968,1.93804589798674e-06,4.491415683816058e-09
1969,1.5078635442478117e-06,9.537691525451919e-09
1970,1.4909066976542817e-06,6.438214850135182e-09
1971,1.7645256775722373e-06,3.083038491169532e-09
1972,1.5595646800647955e-06,6.156176013405457e-09
1973,1.4637555523222545e-06,3.859242703185828e-09
1974,1.1386157439119415e-06,5.625571564138454e-09
1975,1.1554324146345607e-06,5.140332159925265e-09
1976,1.1027107120753499e-06,5.713526984862938e-09
1977,1.258806719306449e-06,5.289103821581875e-09
1978,1.327128074990469e-06,1.7821774056514528e-09
1979,1.5654028402423137e-06,7.022368020415115e-09
1980,1.4229932503440068e-06,1.7055452605774235e-09
1981,1.447285740141524e-06,2.5302198114474095e-09
1982,1.3935842844148283e-06,5.586751949948621e-09
1983,1.5175704675129964e-06,6.315316269933646e-09
1984,1.4033601019036723e-06,1.739702604197646e-09
1985,1.4822335288044997e-06,5.414002135495366e-09
1986,1.446469354959845e-06,4.196139880008332e-09
1987,1.4140430266706971e-06,5.49973533381376e-09
1988,1.3072486808596295e-06,4.797243047249822e-09
1989,1.5042943459775415e-06,4.390497743145261e-09
1990,1.3741497468799935e-06,5.993515905799995e-09
1991,1.3991317473482923e-06,6.4476117778156095e-09
1992,1.4766650338060572e-06,1.597883780846132e-08
1993,1.5471006236111862e-06,5.539207315052863e-09
1994,1.4057679891266162e-06,9.494868002946077e-09
1995,1.4917162616256974e-06,7.591431483433553e-09
1996,1.3868364021618618e-06,2.6690460952494277e-09
1997,1.4140143775875913e-06,7.192341833217597e-09
1998,1.4943317410143209e-06,5.2449422582867555e-09
1999,1.3596348935607239e-06,4.113180906983871e-09
2000,1.3969815881864633e-06,9.277866475088103e-09
2001,1.3993590073368978e-06,4.8193329327261836e-09
2002,1.6688072719261982e-06,5.257465574004527e-09
2003,1.6401008906541392e-06,5.000307723435071e-09
2004,1.7337258668703726e-06,7.928623979580607e-09
2005,1.582617642270634e-06,7.205999352777326e-09
2006,1.965056981134694e-06,2.8825228870488218e-09
2007,3.0162314033077564e-06,6.391167151065247e-09
2008,3.3884962249430828e-06,5.5346713878634546e-09
2009,3.812646809819853e-06,5.245011536203492e-09
2010,5.382289600674994e-06,2.8342759250676863e-09
2011,5.742458597524092e-06,6.118355155848576e-09
2012,7.177186034823535e-06,2.7234021704458655e-09
2013,8.037142833927646e-06,6.693900100884775e-09
2014,8.458228876406793e-06,7.795602385840539e-09
2015,9.086628779186867e-06,6.64972610309178e-09
2016,9.488187060924247e-06,7.871092222444531e-09
2017,8.571190846851096e-06,5.534344982294215e-09
2018,1.0049649972643238e-05,4.904786798931582e-09
2019,9.264932486985344e-06,5.612172948588068e-09
