year,trois_DET hommes_NOUN,trois_DET pommes_NOUN
1800,2.131743443101186e-06,5.0306631749208464e-08
1801,1.8073176022426196e-06,2.8574191901498125e-08
1802,2.3027374993489502e-06,5.594600338554301e-08
1803,1.7182488392109008e-06,3.7056443913385806e-08
1804,1.8884940971020114e-06,5.438072214758449e-08
1805,2.2686163276830484e-06,5.1171799242411e-08
1806,1.5128762953509067e-06,3.7461699520235925e-08
1807,1.4604879794433145e-06,2.2775640928784924e-08
1808,2.1391738300735597e-06,8.157866204783204e-08
1809,1.7710799795622734e-06,3.6144488291256494e-08
1810,2.534357165018264e-06,6.31834211617388e-08
1811,2.090902071927303e-06,3.259199843341776e-08
1812,1.72835098055657e-06,5.067695596494559e-08
1813,1.791587081356738e-06,5.7514832008109806e-08
1814,1.9068863537086145e-06,2.2026739099345605e-08
1815,1.4565007404598873e-06,1.4295284955778698e-07
1816,1.4624080932890138e-06,3.244645441213834e-08
1817,1.7732787966906471e-06,3.89218364205135e-08
1818,1.8251322302376138e-06,7.74876554032744e-08
1819,2.0029281344591254e-06,6.314140676977331e-08
1820,2.3614298214624796e-06,3.20394981656591e-08
1821,2.184319683351532e-06,6.7058117281249e-08
1822,2.0572564807253e-06,4.411270992932259e-08
1823,2.116871598900616e-06,5.336650943377208e-08
1824,1.972224595192529e-06,2.189489300974401e-08
1825,2.1159479217658372e-06,5.2832657360113444e-08
1826,2.1368170450841717e-06,2.290075862276808e-08
1827,1.6268487499360162e-06,1.8434546333878643e-08
1828,1.734482118820324e-06,2.384798314380987e-08
1829,1.7403547616368087e-06,5.572564276690173e-08
1830,2.2011287654777334e-06,4.383470941782264e-08
1831,2.0938989706564826e-06,1.5591206548037917e-08
1832,2.1783251611395826e-06,3.6530916958099624e-08
1833,2.378118892920611e-06,1.737544208513242e-08
1834,2.337366623805792e-06,2.14694217959277e-08
1835,2.44514643554794e-06,3.1764969321557146e-08
1836,2.229944882969903e-06,3.629205025390547e-08
1837,2.083192583768323e-06,7.375364674544471e-08
1838,2.2376613344476937e-06,4.418513244175415e-08
1839,2.0009602366144463e-06,4.894032645808011e-08
1840,2.151680902784392e-06,4.1402977046800515e-08
1841,2.2523284286535272e-06,4.4301785795397564e-08
1842,2.1385949224850265e-06,6.842430622100437e-08
1843,1.9640478825522223e-06,3.780423002419653e-08
1844,2.0593081302422434e-06,4.9945906965831455e-08
1845,1.8788627613730569e-06,3.738752596404993e-08
1846,2.259252042335902e-06,1.0245377524142896e-07
1847,1.811044469945955e-06,2.9662729161827883e-08
1848,1.99199688211138e-06,4.505324113779352e-08
1849,1.6825865429836995e-06,3.9383249550439814e-08
1850,2.132423702505548e-06,6.313766220955586e-08
1851,1.7600518589233616e-06,7.352360142931502e-08
1852,1.638053191754807e-06,7.747549091163819e-08
1853,1.796954265387285e-06,5.3747385209135246e-08
1854,1.623645189852141e-06,5.299577887640794e-08
1855,1.900414204669687e-06,3.767925349507095e-08
1856,1.6209778976872258e-06,7.092749143566834e-08
1857,1.8212909935755306e-06,7.273448687783457e-08
1858,1.930555143303536e-06,5.236233491245912e-08
1859,1.7898989028708456e-06,6.161529597648041e-08
1860,1.918755515362136e-06,6.408057373619158e-08
1861,1.919868836353089e-06,1.1176834091575216e-07
1862,1.8609585339390833e-06,9.894390040621204e-08
1863,1.8824726453203766e-06,8.790532834979103e-08
1864,1.8474087113418136e-06,5.370095190748714e-08
1865,1.583853119768719e-06,4.989255192322517e-08
1866,1.7808143866204773e-06,1.1872095351250778e-07
1867,1.5635758217058537e-06,9.365925990323376e-08
1868,1.5432166549089743e-06,6.323038803657255e-08
1869,1.6628382439876077e-06,6.153234199945956e-08
1870,1.7873029634074555e-06,5.9060702994884196e-08
1871,1.9489860534349646e-06,8.178306476480657e-08
1872,1.9472432200018375e-06,5.1402385459198285e-08
1873,1.6168197589649935e-06,1.1193828441946607e-07
1874,1.8569085540320884e-06,1.3562362255470362e-07
1875,1.497895794955184e-06,1.2244068159361632e-07
1876,1.6366561794711743e-06,1.0822366647289527e-07
1877,1.471986152523641e-06,6.926993689759797e-08
1878,1.6414242764994924e-06,7.005342606003495e-08
1879,1.7393249436281621e-06,7.514469757552433e-08
1880,1.6038197401258003e-06,4.299956879449951e-08
1881,1.649695292371689e-06,4.880755455349828e-08
1882,1.6232484796319113e-06,8.252677474729353e-08
1883,1.5735153766627263e-06,6.19295192905156e-08
1884,1.5791259500019805e-06,5.149323811792783e-08
1885,1.458647318486328e-06,5.801072161526477e-08
1886,1.4739711247102605e-06,9.099383846411513e-08
1887,1.5976279001961302e-06,9.401651368534658e-08
1888,1.6999187977262409e-06,6.02358412038484e-08
1889,1.630815134490149e-06,7.64346701487284e-08
1890,1.4308225217973813e-06,9.962667191221186e-08
1891,1.4596964348356778e-06,6.94790015520752e-08
1892,1.5119651806116963e-06,3.949162774574688e-08
1893,1.3203645181647516e-06,6.89742665205273e-08
1894,1.40461315822904e-06,5.293292915098391e-08
1895,1.4625233291098994e-06,8.185315891751088e-08
1896,1.5202540595282699e-06,5.3662963739320446e-08
1897,1.4543476822836965e-06,3.5542952803169214e-08
1898,1.3540442722614898e-06,7.129527257454527e-08
1899,1.3564677203703468e-06,4.145683796252797e-08
1900,1.3958741789110718e-06,4.6200373748916945e-08
1901,1.4005380108983445e-06,3.465018161286082e-08
1902,1.1544077551661758e-06,3.633610123898734e-08
1903,1.4639997658605353e-06,4.158169786272481e-08
1904,1.2103656104045513e-06,5.4283715300584845e-08
1905,1.2158748035062672e-06,5.057543878139725e-08
1906,1.2639261655067457e-06,4.063905634232867e-08
1907,1.2214253075626402e-06,5.6056993713582415e-08
1908,1.2504396096346682e-06,4.6658197083715436e-08
1909,1.0974462298918297e-06,8.581534416407521e-08
1910,1.3232116629069424e-06,5.1303846504424655e-08
1911,1.273697534998064e-06,4.2562992907946295e-08
1912,1.189831792203222e-06,3.646594981532303e-08
1913,1.20483922216863e-06,7.84842484335968e-08
1914,1.3246158800939156e-06,4.218948390644073e-08
1915,1.5197183103055067e-06,3.7698438148936475e-08
1916,1.6931679454046389e-06,3.84561182897869e-08
1917,1.4453747070319878e-06,7.018511727352461e-08
1918,1.2232990229676943e-06,7.351281006151567e-08
1919,1.2071489408072011e-06,4.419767196672808e-08
1920,1.1994415274330095e-06,4.921950447211998e-08
1921,1.013233607238817e-06,3.6349187437778596e-08
1922,1.0934100487247633e-06,8.410846152884233e-08
1923,1.1284753043128148e-06,4.989495439033931e-08
1924,1.1705594715749612e-06,3.609654797287476e-08
1925,1.2185980864387602e-06,3.849362162355874e-08
1926,1.1536253623489756e-06,1.6050439732850919e-07
1927,1.1784730133967969e-06,5.797596847045838e-08
1928,1.0374845160754376e-06,7.312666716607907e-08
1929,1.1686286143230973e-06,9.580749638082864e-08
1930,1.0934251264416162e-06,6.722306267192835e-08
1931,1.1040385743399384e-06,1.186157083665762e-07
1932,1.1452716250914818e-06,5.808554437436442e-08
1933,1.0667715741874417e-06,3.441198725973038e-08
1934,1.116683250756978e-06,4.553000643170435e-08
1935,1.0927043234687517e-06,4.906996675657638e-08
1936,1.0875869094206791e-06,8.729794354067621e-08
1937,1.0072894411905509e-06,6.295558729885187e-08
1938,1.142235376505596e-06,4.926781471681352e-08
1939,1.0032896966549743e-06,4.435274636449549e-08
1940,1.1385665317220628e-06,4.057252667166722e-08
1941,1.1009104667891734e-06,7.37875680556499e-08
1942,1.128726779597855e-06,6.675266206457309e-08
1943,1.2309717760672356e-06,8.419382258040287e-08
1944,1.6130194211427806e-06,1.1567470359352683e-07
1945,1.5184173349780394e-06,1.1110370357059196e-07
1946,1.3475628861669975e-06,1.0440827935553898e-07
1947,1.2493072176766873e-06,7.867774853842491e-08
1948,1.2557030544257941e-06,7.61032148410834e-08
1949,1.156443588001821e-06,6.381055484006026e-08
1950,1.1082046853516658e-06,4.46685171073824e-08
1951,1.2249950600562443e-06,1.0341559919524457e-07
1952,1.252722753974922e-06,4.8506098693223976e-08
1953,1.2422222681607309e-06,6.14108174312733e-08
1954,1.1189553390522633e-06,7.133951385185355e-08
1955,1.1760166955809837e-06,7.320774386698758e-08
1956,1.1965405946057217e-06,5.319896456690287e-08
1957,1.155622911142018e-06,8.923387895265478e-08
1958,1.1812763887064648e-06,5.2942357608998236e-08
1959,1.0982809470760913e-06,7.595733164666996e-08
1960,1.2256795827170208e-06,8.166583681523676e-08
1961,1.1561736528165056e-06,8.476754409514342e-08
1962,1.270928095209456e-06,5.707760808437712e-08
1963,1.24536190071467e-06,6.078090186711904e-08
1964,1.2770249071536455e-06,6.692365217553231e-08
1965,1.2284737067602691e-06,6.894774406962512e-08
1966,1.2407527805180507e-06,7.588532280333737e-08
1967,1.329218449086511e-06,6.705256516692515e-08
1968,1.4722861294558243e-06,6.198153806868945e-08
1969,1.4629001867660918e-06,5.0413510033209263e-08
1970,1.2761461647414762e-06,5.288533844183263e-08
1971,1.2142033654072293e-06,6.988220579984272e-08
1972,1.2399565321175032e-06,5.7970657940664694e-08
1973,1.2283417589742385e-06,8.490333658350835e-08
1974,1.1481791517553575e-06,8.494613062959289e-08
1975,1.0943195718482457e-06,8.567220133315345e-08
1976,1.1341350614202383e-06,1.1484189144095325e-07
1977,1.0613468077735888e-06,5.759246263226103e-08
1978,1.243365773007099e-06,1.039603478858453e-07
1979,1.1780021935692275e-06,8.894999636854806e-08
1980,1.2490276333210204e-06,1.9386363758755465e-07
1981,1.2625797296550445e-06,9.108791476641898e-08
1982,1.1899781640067886e-06,8.318053068556708e-08
1983,1.2024361666362893e-06,1.0357118185311265e-07
1984,1.2386682612941513e-06,1.1366056806849656e-07
1985,1.31680562276415e-06,1.082800418217289e-07
1986,1.4242897634630935e-06,1.0010791084980042e-07
1987,1.2404958056322357e-06,9.044009185998902e-08
1988,1.3324342660325783e-06,9.054796268337384e-08
1989,1.2864158520642377e-06,1.0372550685033843e-07
1990,1.2613626552138157e-06,9.480652490845287e-08
1991,1.2467336034660548e-06,1.4419204408255837e-07
1992,1.2821639927551587e-06,1.0303595598948334e-07
1993,1.3111304042467964e-06,1.0358317698022645e-07
1994,1.280224694255594e-06,1.0233357916611396e-07
1995,1.2699380249614478e-06,1.030265628365612e-07
1996,1.2256259935838898e-06,1.056942238175651e-07
1997,1.20975192885453e-06,1.1220052931193436e-07
1998,1.2511571156892387e-06,1.1348147721523816e-07
1999,1.2161305278368673e-06,1.1836821356414617e-07
2000,1.16282583917382e-06,1.0691636109783076e-07
2001,1.2512740710235448e-06,1.0383471638064634e-07
2002,1.3020990650147723e-06,1.0996866040002828e-07
2003,1.2925794692364434e-06,1.1209022976466088e-07
2004,1.2721037023766257e-06,1.3698900591663232e-07
2005,1.2308748154055138e-06,1.1889898865469206e-07
2006,1.2234250732490182e-06,1.1777165076498619e-07
2007,1.4056573434118036e-06,1.446001582916523e-07
2008,1.4024006134150113e-06,1.4475294540794437e-07
2009,1.3408156860350573e-06,1.830985938422458e-07
2010,1.6235676127962506e-06,1.7241845218229912e-07
2011,1.7773821525679523e-06,1.629012060799795e-07
2012,2.2665514904929296e-06,2.2502109808808513e-07
2013,2.3679671699028404e-06,2.4516409546926354e-07
2014,2.43504308627962e-06,2.2065886018385328e-07
2015,2.4477641318298993e-06,2.185543272609225e-07
2016,2.370234398085813e-06,2.342685576639525e-07
2017,2.265559544412099e-06,2.3621590430900063e-07
2018,2.4560075075896748e-06,2.55048920427825e-07
2019,2.443846256028337e-06,2.2882360334319785e-07
