year,toutes_DET eaux_NOUN,toutes_DET peaux_NOUN
1876,1.6928840551599933e-08,6.04601479992084e-10
1877,9.89570592135891e-09,1.2369631985365004e-09
1878,2.4156354694326865e-09,0.0
1879,6.720257683667796e-09,4.27652757650776e-09
1880,2.0537108236240442e-08,0.0
1881,1.3945015142624584e-09,6.972507571312292e-10
1882,1.2645231528551903e-08,1.3310770263785798e-09
1883,8.847074184359371e-09,6.319338941018771e-10
1884,5.281357573494461e-09,0.0
1885,8.379326565943757e-09,1.933690763067375e-09
1886,4.5174246565693466e-09,1.2906927748801422e-09
1887,9.793386546164129e-09,4.570247291724172e-09
1888,1.7119660356001987e-08,0.0
1889,1.6915869593958632e-08,6.265136742733546e-10
1890,2.3595791986963377e-08,3.2771931834929546e-09
1891,1.2748440525456317e-08,2.5496880162734215e-09
1892,3.0715710863660206e-08,6.268512375839919e-10
1893,1.9091091374434654e-08,0.0
1894,8.822155450616265e-09,1.2603078580752936e-09
1895,9.629783193076946e-09,1.2037228991346183e-09
1896,1.6511681799613598e-08,1.179405795248556e-09
1897,5.2440420894583895e-09,5.826713556089658e-10
1898,3.3950129374460403e-09,7.355861475488723e-09
1899,8.844125432005967e-09,5.527578395003729e-10
1900,6.748368974740515e-09,5.710158568206225e-09
1901,9.500856101851696e-09,2.235495566438317e-09
1902,1.7677022512430085e-08,2.455141867585553e-09
1903,1.5120616980723867e-08,0.0
1904,2.3110887426014415e-08,1.6123875568041512e-09
1905,9.28936660926638e-09,5.160759042333041e-10
1906,1.4403716441790948e-08,3.600929110447737e-09
1907,1.3885677496716653e-08,2.5714217422034835e-09
1908,6.875944480455587e-09,3.929111258571538e-09
1909,1.3202360427122528e-08,2.2003934230241384e-09
1910,1.496362200814616e-08,5.344150677544235e-10
1911,1.1172785363555704e-08,3.7242620098965062e-09
1912,2.3442396024364598e-08,0.0
1913,4.719660973151463e-08,1.590896969716482e-09
1914,2.276892807628883e-08,5.357394972094198e-09
1915,1.4136914527895783e-08,2.3561523843085297e-09
1916,9.888715624128963e-09,0.0
1917,3.289927441585405e-09,2.1932848870420685e-09
1918,2.067547733020092e-08,1.1486376294556067e-09
1919,3.498982437122322e-08,9.207848372660976e-10
1920,2.7260034674014832e-08,0.0
1921,1.9689142760626055e-08,1.5145494858259667e-09
1922,4.131643893678927e-08,7.377935484775833e-10
1923,2.0170300985000722e-08,0.0
1924,5.156649773851996e-09,0.0
1925,7.698724324711748e-09,2.1996355847875293e-09
1926,7.802296586589819e-09,1.1146138456652466e-09
1927,1.1149224876660924e-09,1.1149224876660924e-09
1928,7.998228745975666e-09,9.14083297942625e-09
1929,2.8965056131369238e-08,2.2280812750352652e-09
1930,1.470504518152893e-08,2.100720708497761e-09
1931,1.3686427990933225e-08,1.1405356659111021e-09
1932,6.575722188983946e-09,0.0
1933,1.0323596200123575e-08,2.2941324395731044e-09
1934,2.036868629318178e-08,2.3963160344919743e-09
1935,4.787313656606784e-09,3.590485242455088e-09
1936,6.0623572828433225e-09,2.424942913137329e-09
1937,6.295559074054324e-09,1.0072894518486919e-08
1938,9.075649898271365e-09,6.482607339819424e-09
1939,1.3764645423464117e-08,6.117620188206274e-09
1940,2.028626333583361e-08,1.01431314458722e-08
1941,1.1806010391524069e-08,5.9030051957620344e-09
1942,0.0,0.0
1943,2.9032352077962287e-09,1.1612940831184915e-08
1944,1.2852744646352221e-08,3.2131861615880553e-09
1945,0.0,2.178504043826024e-09
1946,2.7842208538686464e-09,1.3921104269343232e-09
1947,9.536696765621855e-09,1.1920870957027319e-09
1948,5.435944139264848e-09,4.348755133776194e-09
1949,1.47255123650325e-08,1.9634016634739737e-09
1950,4.2541445921528975e-09,5.317680518146517e-09
1951,3.198420572836369e-08,0.0
1952,7.381362521208246e-09,1.1599284199803606e-08
1953,2.1547654771580937e-09,1.1851209791302608e-08
1954,1.5636057781875934e-08,0.0
1955,9.385607846468247e-09,3.754243138587299e-09
1956,1.4825940475304833e-08,6.104799332717903e-09
1957,1.5019564092444426e-08,0.0
1958,4.9633461784992505e-09,0.0
1959,7.750747599288843e-09,2.325224457422337e-09
1960,6.2287499602575735e-09,4.152500121534786e-09
1961,1.111705483225478e-08,2.08444772553662e-09
1962,6.976152100435229e-09,8.244543714397423e-09
1963,1.0992290633282664e-08,1.2932106496776896e-09
1964,6.083968329129164e-10,1.825190498738749e-09
1965,1.0396882466068291e-08,2.188817349590977e-09
1966,1.0524241922382771e-08,3.323444963676536e-09
1967,5.423369309198733e-09,2.465167847631733e-09
1968,1.122853987567396e-08,2.245707841908029e-09
1969,2.2708788571801364e-08,3.6334062425424918e-09
1970,1.9774517356907495e-08,2.2993624781975086e-09
1971,9.762954999992246e-09,1.0276794970565106e-09
1972,6.1561762354500615e-09,5.130146862875051e-10
1973,1.3231689521830958e-08,1.6539611902288698e-09
1974,1.012602895977821e-08,2.2502286700643026e-09
1975,9.709516746170266e-09,1.7134440533084216e-09
1976,9.712995741040231e-09,1.7140580066410394e-09
1977,7.052138428775834e-09,1.1753563677885381e-09
1978,8.316828115084718e-09,4.158414057542359e-09
1979,1.2289143924704149e-08,2.925986564150662e-09
1980,8.527726080842513e-09,1.7055452050662723e-09
1981,6.958104314946922e-09,2.5302198114474095e-09
1982,9.932003663948308e-09,4.345251713999687e-09
1983,1.1999100379966876e-08,2.5261264191556165e-09
1984,1.275781880138993e-08,1.739702604197646e-09
1985,6.015558051686298e-09,1.2031116103372597e-09
1986,1.3187867742292525e-08,2.3977941854269602e-09
1987,7.94406213033838e-09,1.0999470334560613e-08
1988,6.596209356501959e-09,1.798966087207532e-09
1989,7.134558832611049e-09,3.841685414229801e-09
1990,7.083246211792016e-09,5.44865097484859e-10
1991,1.4653663171770859e-08,1.1722930404189924e-09
1992,6.61193322315512e-09,5.509944167592096e-10
1993,3.877445031719162e-09,3.3235244556450994e-09
1994,9.494867947434926e-09,2.6374632478010085e-09
1995,3.253470381991974e-09,1.626735190995987e-09
1996,6.939520069693117e-09,5.338092190498855e-10
1997,9.58978896292706e-09,9.58978896292706e-10
1998,3.3376904573501065e-09,5.2449422582867555e-09
1999,4.570201161957499e-09,2.7421207526856506e-09
2000,5.301637906462986e-09,4.859834534798324e-09
2001,9.638665504629884e-09,2.628727069353687e-09
2002,7.448076377869484e-09,1.314366449012283e-09
2003,2.9168460979889232e-09,0.0
2004,8.809582757729473e-09,4.404791253964646e-10
2005,5.404499625605297e-09,1.8014998381943315e-09
2006,3.7061009261485367e-09,2.4707338397433887e-09
2007,4.7933754743212376e-09,3.994479469415779e-09
2008,3.8316958494988285e-09,2.554463834902876e-09
2009,7.1522885392028e-09,1.430457752249481e-09
2010,3.3066551718974324e-09,1.4171379625338432e-09
2011,1.5295887223487625e-08,2.676780297417025e-09
2012,7.148930780687124e-09,2.723402198201441e-09
2013,3.6258624991347688e-09,4.741512682482352e-09
2014,7.36251359878537e-09,3.248167693148396e-09
2015,4.2114931125825095e-09,2.8815480002108984e-09
2016,4.971216327476213e-09,3.1070099826280284e-09
2017,4.276539400382973e-09,1.0062445321423752e-09
2018,2.8396134332808742e-09,2.581466596041082e-09
2019,5.867271779536054e-09,3.316284025167704e-09
