year,ses_DET yeux_NOUN,ses_DET pieux_ADJ
1934,2.2078457845964294e-05,3.1152108448395666e-08
1935,2.3255572386915446e-05,4.906996498021954e-08
1936,2.2744752413927927e-05,4.607391401734162e-08
1937,2.2588465981243644e-05,2.7700460591972842e-08
1938,2.350593445044069e-05,3.1116513810047763e-08
1939,2.29762515573384e-05,2.9058695893979802e-08
1940,1.739293509217532e-05,2.5357829613881222e-08
1941,2.465980355736974e-05,3.5418032950929046e-08
1942,2.3460526108465274e-05,3.6410541692788456e-08
1943,2.7197506824450102e-05,6.967764720755554e-08
1944,2.7729797238862375e-05,3.213186161588055e-08
1945,2.97910421522829e-05,1.5249528306782167e-08
1946,2.959905191346479e-05,3.201854070766785e-08
1947,3.0138346346575418e-05,6.914105443733831e-08
1948,2.7695046355802333e-05,3.696441908118686e-08
1949,2.4242120616690954e-05,2.4542519905246252e-08
1950,2.7718941964849364e-05,4.147790888531233e-08
1951,2.5707837721711257e-05,4.371174633366337e-08
1952,2.4764471390881226e-05,2.8470971358274255e-08
1953,2.3633466980754747e-05,1.939288907237824e-08
1954,2.6442529133419157e-05,2.5408594339637602e-08
1955,2.31815120059764e-05,3.9419553843345057e-08
1956,2.5506723432044964e-05,2.5291311489539225e-08
1957,2.3631075919183786e-05,2.2087593976038988e-08
1958,2.4361757141377893e-05,2.6471179026543723e-08
1959,2.289880944772449e-05,2.945284249822322e-08
1960,2.5553100158504094e-05,3.6680416704015784e-08
1961,2.5488627443337464e-05,2.6403004560471288e-08
1962,2.5705852294777287e-05,2.6002021868976044e-08
1963,2.5544142999933683e-05,2.263118559220345e-08
1964,2.467475110279338e-05,2.311907998375773e-08
1965,2.3595450784341665e-05,4.9795595202795084e-08
1966,2.5762790528460755e-05,2.991100300775429e-08
1967,2.5816222660068888e-05,2.9582013671980434e-08
1968,2.613464971545909e-05,4.6261582342665974e-08
1969,2.1883551198698115e-05,2.2254612375149918e-08
1970,2.1228174318821402e-05,4.0928652828009504e-08
1971,2.3115081603464205e-05,3.288574423887525e-08
1972,2.1097216290399956e-05,2.257264553051641e-08
1973,1.9676624333442305e-05,2.260413545229767e-08
1974,1.6812583908176748e-05,2.418995848074701e-08
1975,1.6530736729691853e-05,1.770558810676448e-08
1976,1.7641657564126945e-05,1.314111219841152e-08
1977,1.7709094777274004e-05,1.645498848290572e-08
1978,1.9831475924547703e-05,2.2574247693363247e-08
1979,2.041987602297013e-05,1.6385525825057812e-08
1980,1.982355286145321e-05,2.0466542349772965e-08
1981,2.0960341089448775e-05,9.488324403950088e-09
1982,2.1080677015561378e-05,3.165826167883523e-08
1983,2.0978848624508828e-05,1.894594792162252e-08
1984,2.1018505776737584e-05,1.5077422255149742e-08
1985,2.078615830214403e-05,2.0452897375733414e-08
1986,2.2094474616096704e-05,1.4986213270340443e-08
1987,2.1305974087226787e-05,2.138785815120059e-08
1988,2.1288365132932086e-05,1.4991384134077634e-08
1989,2.1377883058448788e-05,1.0976244468885454e-08
1990,2.0478209876273468e-05,1.3621627381610324e-08
1991,2.0018662212351046e-05,8.7921980806982e-09
1992,2.095762340559304e-05,1.3774860363469088e-08
1993,2.2123041162558366e-05,1.49558602169364e-08
1994,2.1615593823298695e-05,2.1099706759564185e-08
1995,2.2442982299253345e-05,1.7351841741231055e-08
1996,2.0995250793021114e-05,1.49466583554414e-08
1997,2.1406326141004683e-05,2.1097535385372623e-08
1998,2.237682974737254e-05,2.050295544453462e-08
1999,2.15448421840847e-05,1.5995704150117973e-08
2000,2.149902434211981e-05,1.4579504048484182e-08
2001,2.216279722233594e-05,1.7086726700199506e-08
2002,2.341149456697167e-05,1.0514931148009055e-08
2003,2.3864384502303437e-05,1.0417307572119228e-08
2004,2.387969561823411e-05,1.1892936774282603e-08
2005,2.418468466203194e-05,9.457874039497938e-09
2006,2.7035594030166976e-05,1.4412614546266411e-08
2007,3.5550069696910214e-05,1.358123019601365e-08
2008,3.8624769786110846e-05,1.0643598891135753e-08
2009,4.330901447247015e-05,1.9549589946876722e-08
2010,5.668835001415573e-05,1.2281861583307574e-08
2011,6.225770448509138e-05,1.453109355065152e-08
2012,7.59090453357203e-05,1.838296517786553e-08
2013,8.730100580578437e-05,1.561910067948702e-08
2014,9.296148164139595e-05,1.6890473020225727e-08
2015,9.480293101660209e-05,2.0835809522168347e-08
2016,9.763862180989236e-05,4.432667699560966e-08
2017,9.928338113240898e-05,1.4590545660553289e-08
2018,0.00010974718134093564,1.3423626932240751e-08
2019,0.00010427391862322111,2.448948188682465e-08
