year,ses_DET oies_NOUN,ses_DET pois_NOUN
1919,1.012863304339362e-08,1.8415696745321952e-09
1920,1.2872793941909322e-08,6.057785384427916e-09
1921,1.7417319808643583e-08,2.120369263503008e-08
1922,2.7298360905092522e-08,1.1804696775641332e-08
1923,2.7601466001669905e-08,9.554353752605493e-09
1924,2.7072411756812187e-08,2.3204924204378585e-08
1925,1.8696901804560184e-08,1.4297631523163545e-08
1926,1.7833821197577038e-08,2.2292276136148814e-08
1927,7.246995892273844e-08,1.5608915049369898e-08
1928,2.5137291359556002e-08,2.6279894704828166e-08
1929,2.2280811862174232e-08,7.798284684668033e-09
1930,1.3654685049324655e-08,1.0503603764533409e-08
1931,2.167017854048936e-08,5.7026783295555106e-09
1932,7.6716757391182e-09,1.53433514782364e-08
1933,1.8353059516584835e-08,1.2617728417652074e-08
1934,1.9170528275935794e-08,1.0783422155213884e-08
1935,2.752705263731059e-08,1.6755597798123745e-08
1936,2.9099314957647948e-08,6.0623572828433225e-09
1937,2.5182236740306507e-08,8.813782592653752e-09
1938,1.1668692678767911e-08,7.779128785578848e-09
1939,2.141167065872196e-08,1.8352860564618823e-08
1940,2.028626333583361e-08,2.5357829613881222e-08
1941,1.1806010391524069e-08,3.5418032950929046e-08
1942,6.068423541449874e-09,6.068423541449874e-09
1943,3.4838823381733164e-08,5.806470415592457e-09
1944,6.4263723231761105e-09,3.2131861615880553e-09
1945,1.5249527862692958e-08,1.5249528306782167e-08
1946,2.3665877257883494e-08,1.2528993842408909e-08
1947,3.457052732969146e-08,3.695469885656166e-08
1948,1.522064252412747e-08,1.3046265845417793e-08
1949,2.1597417965146803e-08,2.0615717133409817e-08
1950,2.4461330738745346e-08,6.381216888229346e-09
1951,1.9190522948520083e-08,2.345508343104541e-08
1952,2.5307528517259925e-08,1.4762725264461096e-08
1953,2.693456835345387e-08,4.30953106533849e-09
1954,1.3681550115052232e-08,1.7590565448699635e-08
1955,1.220129064449793e-08,1.220129064449793e-08
1956,1.2209597999301991e-08,1.3953826538681824e-08
1957,3.180613461495341e-08,7.951533653738352e-09
1958,2.1507833736222892e-08,7.445019267748876e-09
1959,1.5501495198577686e-08,5.425523585955716e-09
1960,2.4914999841030294e-08,1.868625076895114e-08
1961,1.876002997391879e-08,1.042223907177231e-08
1962,1.2683912586908264e-08,2.2831043722248978e-08
1963,1.6165133231993423e-08,1.61651322327927e-08
1964,1.946869854219102e-08,1.034274621503073e-08
1965,2.0246559984116175e-08,1.3132904208568164e-08
1966,5.095948907296588e-08,1.5509408868297214e-08
1967,1.972134178185314e-08,1.6270107816573898e-08
1968,1.886394726535734e-08,1.2126822435121198e-08
1969,4.587175481129968e-08,1.1808570121729645e-08
1970,1.7935028046034418e-08,1.74751555448438e-08
1971,3.596878228595557e-08,1.2332153964678128e-08
1972,2.0007572487656944e-08,1.0260293947794707e-08
1973,2.5360738176161135e-08,1.0475087464101307e-08
1974,1.0688586016271984e-08,7.313243344242437e-09
1975,1.4278700888326057e-08,7.996072248772634e-09
1976,1.3712464053128315e-08,6.8562320265641574e-09
1977,1.116588582705802e-08,9.990529126202574e-09
1978,2.1386128423728223e-08,1.485147826940647e-08
1979,2.8089471748593553e-08,1.462993370893173e-08
1980,2.6720207435548815e-08,1.0801786132219604e-08
1981,1.4548763582755697e-08,1.5181319312773667e-08
1982,3.2279010242497463e-08,1.1173503899897241e-08
1983,2.273513821648976e-08,1.0104505676622466e-08
1984,2.7835240168361253e-08,1.1018116474748041e-08
1985,1.9851341903631692e-08,2.4062232206745193e-09
1986,1.498621315931814e-08,1.0190625288064581e-08
1987,1.2221633483022742e-08,1.3443797186596385e-08
1988,1.5591039570495013e-08,4.197587699650285e-08
1989,1.8659615408367358e-08,9.329808037250586e-09
1990,1.471135746555774e-08,6.538381003284854e-09
1991,1.4653663171770859e-08,7.6199047072123e-09
1992,2.5345743781546304e-08,1.1570882918476855e-08
1993,1.0524494165053966e-08,6.647049133334804e-09
1994,2.479215582829042e-08,9.494868002946077e-09
1995,2.1689803730851054e-08,7.591431039344343e-09
1996,2.028475121207407e-08,8.540947504798169e-09
1997,1.1507746866534774e-08,6.233362714880286e-09
1998,1.6211639697338853e-08,6.198567881199324e-09
1999,1.7366764665238676e-08,7.769341614505265e-09
2000,1.1928684817696933e-08,4.418031274155965e-09
2001,1.401987734239718e-08,1.883921035839009e-08
2002,1.9715496790695397e-08,9.63868718173444e-09
2003,1.5417615628621206e-08,1.12506919336397e-08
2004,1.673820673731008e-08,7.928624257136363e-09
2005,2.7022498017004182e-08,9.908249332113428e-09
2006,1.4412614379732958e-08,1.6059770402421236e-08
2007,1.477957436990529e-08,7.190063211481856e-09
2008,1.830699147831183e-08,8.089135583588813e-09
2009,2.0026408975581944e-08,1.0013204709835577e-08
2010,2.8815136610127468e-08,9.447585824773341e-09
2011,2.7532598423363197e-08,1.7207873320712608e-08
2012,4.765953676155732e-08,2.382976976855744e-08
2013,4.0442312609911824e-08,1.5898012906134795e-08
2014,5.543539623176219e-08,1.7107016248019136e-08
2015,4.189327339199078e-08,1.551602757388082e-08
2016,4.0391132216655024e-08,2.0920535304114196e-08
2017,2.3646747338013085e-08,9.559322805552384e-09
2018,5.3436360447634e-08,2.1168026109741334e-08
2019,3.4693431849586176e-08,1.5050827861795568e-08
