year,leurs_DET eaux_NOUN,leurs_DET pots_NOUN
1958,5.931198465702892e-07,2.5643954515430778e-08
1959,5.138746086430501e-07,1.9376869886400527e-08
1960,4.830741744399347e-07,4.014083287984249e-08
1961,4.947089333739996e-07,3.47407969059077e-08
1962,4.718415551607791e-07,3.2343976386073336e-08
1963,4.972395082347703e-07,2.392439668597035e-08
1964,5.305220174278702e-07,3.102823753486916e-08
1965,4.492547596157692e-07,2.954903344232207e-08
1966,4.7248308021607954e-07,3.600398557068729e-08
1967,4.5457693609307626e-07,2.9088980502134376e-08
1968,5.048351185976685e-07,3.0092486724697665e-08
1969,5.068601822699748e-07,3.2246479264586014e-08
1970,4.796470083334725e-07,2.9431840076199478e-08
1971,4.83523194816371e-07,3.1858064630796434e-08
1972,5.022413542832282e-07,1.7442499000708267e-08
1973,4.972909701805861e-07,2.3706776985932265e-08
1974,4.7029780070317884e-07,2.981553137715309e-08
1975,4.2836102398524645e-07,2.227477224892027e-08
1976,4.86221148676691e-07,2.5710871598416674e-08
1977,4.266543554010127e-07,2.8208553715103335e-08
1978,4.556433665925397e-07,2.673266052966028e-08
1979,3.9149702502072614e-07,3.394144487689488e-08
1980,4.349140336756818e-07,4.946081233470068e-08
1981,3.529656584788654e-07,2.9730082895529364e-08
1982,4.1714415122129367e-07,2.7313010519947056e-08
1983,3.8333967289361226e-07,3.536577020124554e-08
1984,4.0477079465972565e-07,2.3196033815953143e-08
1985,3.9702681675635176e-07,2.767156781491309e-08
1986,3.3089560824706155e-07,2.6975184752586756e-08
1987,3.8375929101164274e-07,3.0554083707556856e-08
1988,3.1601838568207086e-07,3.17817344663851e-08
1989,3.709970526344364e-07,2.9635859988275115e-08
1990,4.173666727780301e-07,2.669839066493651e-08
1991,3.1182993787126634e-07,2.2273567878983158e-08
1992,3.818391354215578e-07,2.4794748088030616e-08
1993,3.1628873653488654e-07,4.154405575107489e-08
1994,3.492001487970242e-07,3.428702299856923e-08
1995,3.134176509433928e-07,4.22951167422525e-08
1996,3.4484074618035265e-07,3.096093337262573e-08
1997,3.2988873677197716e-07,3.6441196726855196e-08
1998,3.156501664491884e-07,3.6237782552461795e-08
1999,3.656160831866373e-07,3.199140766185771e-08
2000,3.127966237137514e-07,3.578605500820231e-08
2001,3.0537047379652904e-07,3.986902852304297e-08
2002,3.369159262689436e-07,3.110667429195857e-08
2003,3.3460391435369274e-07,2.5001536840818517e-08
2004,2.858709411412974e-07,2.4666830356068203e-08
2005,2.940948569118973e-07,2.8373621674404603e-08
2006,3.471381315733879e-07,4.8591100920702957e-08
2007,3.1236829656222653e-07,3.5550868915379397e-08
2008,3.2995157628334937e-07,3.491100675212522e-08
2009,3.247139055417847e-07,3.9099178561485814e-08
2010,3.131874706241433e-07,4.062462011233947e-08
2011,3.5486458749289795e-07,5.5447593072521784e-08
2012,3.8570182425701205e-07,6.331910068491098e-08
2013,2.783546673157389e-07,6.331313706642305e-08
2014,3.109579207460911e-07,6.64791665744291e-08
2015,3.754878585837673e-07,6.516731332339987e-08
2016,4.2669605626599605e-07,5.675471870247861e-08
2017,2.8350940928234536e-07,5.660125457218612e-08
2018,3.198437168450141e-07,6.892515885814632e-08
2019,3.431078550164557e-07,5.7652324747525796e-08
