year,belles_ADJ heures_NOUN,belles_ADJ peurs_NOUN
1870,1.0378628623186614e-07,2.8670243956696595e-09
1871,7.541035529357032e-08,0.0
1872,1.0280477014124045e-07,7.256807155187062e-09
1873,8.320546118767425e-08,5.986004469882289e-10
1874,6.034355237716227e-08,1.7923826867161097e-09
1875,7.037478155780263e-08,1.716458086775674e-09
1876,1.0882826484426289e-07,1.209202959984168e-09
1877,1.0390490912115524e-07,6.184815992682502e-10
1878,1.0085278168148193e-07,0.0
1879,9.28617414075461e-08,1.832797580370027e-09
1880,1.2258086190541917e-07,7.701415505323439e-09
1881,1.0110135839624945e-07,6.972507571312292e-10
1882,1.1780031705654892e-07,1.9966155395678697e-09
1883,1.2133130261604563e-07,5.0554711528150165e-09
1884,1.7956615394609798e-07,1.9805090900604227e-09
1885,9.861822847234691e-08,5.156508553483263e-09
1886,8.32496831471019e-08,0.0
1887,9.401651213103435e-08,5.876032105334161e-09
1888,9.510921827882157e-08,7.60873763994141e-09
1889,8.207329038611988e-08,8.14467782106476e-09
1890,1.0421474172517264e-07,4.5880703680722945e-09
1891,9.688814495145692e-08,3.1871101313640793e-09
1892,7.835640669640043e-08,1.2537024751679837e-09
1893,9.052872274040169e-08,2.463366621796581e-09
1894,9.956432345248345e-08,0.0
1895,9.088108221533275e-08,1.2037228991346183e-09
1896,1.1322295634386137e-07,1.7691086373616827e-09
1897,1.0371550329679735e-07,5.826713556089658e-10
1898,9.392869282365268e-08,0.0
1899,1.3763670025923602e-07,0.0
1900,1.033019598750684e-07,5.191053142894475e-10
1901,9.277306411981101e-08,5.588738916095792e-10
1902,1.384700031303865e-07,9.820567692386817e-10
1903,1.3716559665866157e-07,0.0
1904,1.569390555289374e-07,2.6873125946735854e-09
1905,1.6101568722781678e-07,0.0
1906,1.8416180935787452e-07,1.0288369045596824e-09
1907,2.1754227574888318e-07,4.6285588695127444e-09
1908,1.502885043080937e-07,4.911389073214423e-10
1909,1.9748531476793119e-07,5.500983557560346e-10
1910,2.3781469926653642e-07,4.809735720812114e-09
1911,2.7293519710980263e-07,1.5961122423746588e-09
1912,1.5419887294809698e-07,3.125652625612929e-09
1913,1.6863507057429672e-07,0.0
1914,1.921965528950409e-07,2.678697486047099e-09
1915,1.696429694497681e-07,4.712304768617059e-09
1916,2.3513169367106457e-07,1.0987462051303964e-09
1917,2.1603856770191499e-07,4.386569774084137e-09
1918,2.124979552320383e-07,2.2972752589112133e-09
1919,3.176707596974637e-07,9.207848372660976e-10
1920,2.1277971518074423e-07,3.786115865267448e-09
1921,2.3096880064077396e-07,0.0
1922,2.759347950131996e-07,7.377935484775833e-10
1923,2.494747799453023e-07,0.0
1924,2.8361573711777055e-07,0.0
1925,2.463591854962033e-07,1.0998177923937646e-09
1926,2.251520010432273e-07,3.343841648018042e-09
1927,2.5420232674377985e-07,1.1149224876660924e-09
1928,2.068113453823628e-07,0.0
1929,2.4174681678701404e-07,0.0
1930,2.258274811595129e-07,3.1510811737689437e-09
1931,2.1442070696764404e-07,0.0
1932,2.1151906137717447e-07,5.4797681947604815e-09
1933,1.9385419758322087e-07,0.0
1934,1.7133659113710564e-07,0.0
1935,1.7234329163784423e-07,1.196828414151696e-09
1936,1.8308319482684965e-07,0.0
1937,2.2286279754979432e-07,0.0
1938,1.892921286383853e-07,2.5930428915188486e-09
1939,1.6058753526948522e-07,0.0
1940,1.4453962626781447e-07,0.0
1941,2.0365368103014703e-07,5.9030051957620344e-09
1942,2.7307906758089473e-07,0.0
1943,2.1193616905890167e-07,0.0
1944,2.699076411261103e-07,0.0
1945,2.418139555260268e-07,2.178504043826024e-09
1946,3.2853806963828447e-07,1.3921104269343232e-09
1947,2.1695985363834325e-07,0.0
1948,1.989555435955026e-07,3.2615663503321457e-09
1949,1.9535846318419203e-07,2.945102384188658e-09
1950,1.978177266437342e-07,0.0
1951,1.663178671451604e-07,0.0
1952,1.4446380935950742e-07,0.0
1953,2.0470272321659877e-07,2.1547654771580937e-09
1954,2.1401853977920382e-07,0.0
1955,2.1962322271917856e-07,0.0
1956,1.8227186426855724e-07,1.744228317335228e-09
1957,2.023223668601304e-07,2.6505113659425206e-09
1958,1.3814646315779555e-07,0.0
1959,1.67416158269873e-07,7.750747821333448e-10
1960,1.5710292000647996e-07,0.0
1961,1.5633358252387097e-07,1.3896318540318475e-09
1962,1.6679345160586223e-07,6.341956404476434e-10
1963,2.1467297450783462e-07,0.0
1964,1.4358164901473458e-07,0.0
1965,1.4172592210925927e-07,1.0944086747954884e-09
1966,1.6949568237834e-07,5.539074754423723e-10
1967,1.4150063676332536e-07,2.9582012395223956e-09
1968,1.9537659312618416e-07,0.0
1969,1.3670691001443913e-07,2.7250546263957176e-09
1970,1.3060379266960354e-07,1.8394900047624674e-09
1971,1.6391488388833864e-07,0.0
1972,1.523653581081419e-07,1.0260293725750103e-09
1973,1.4334329634380083e-07,5.513203782392395e-10
1974,9.338449258322612e-08,5.625571675160757e-10
1975,1.3193519299292689e-07,0.0
1976,1.245548832962129e-07,1.142705374768127e-09
1977,9.579154325312089e-08,1.1753563677885381e-09
1978,1.3900984396908456e-07,1.1881182704343018e-09
1979,1.316693956088244e-07,5.851973350345929e-10
1980,1.0688083285081973e-07,4.548120546843393e-09
1981,1.2840865304397653e-07,1.8976649140967083e-09
1982,1.2042554176083797e-07,1.2415004579935385e-09
1983,1.0546577955405922e-07,6.315316047889041e-10
1984,1.3163748691091826e-07,1.1598016991243298e-09
1985,1.4738116549395386e-07,4.210890747202711e-09
1986,1.516604879459038e-07,1.1988970927134801e-09
1987,1.5704799594118413e-07,6.110816852533674e-10
1988,1.1453418080620281e-07,1.798966087207532e-09
1989,1.1525056520245158e-07,2.7440609784434855e-09
1990,1.3894059924801638e-07,5.44865097484859e-10
1991,1.7115478723184196e-07,1.1722930404189924e-09
1992,1.256267279092782e-07,1.65298330578878e-09
1993,2.0550459378654296e-07,1.661762283333701e-09
1994,1.5824779964201952e-07,3.6924485691258724e-09
1995,1.6484250764392527e-07,2.7112254663563817e-09
1996,1.2704659280160513e-07,1.067618438099771e-09
1997,1.6206743980173854e-07,4.315404922294874e-09
1998,1.9740055212658092e-07,4.768129224785866e-10
1999,1.5858598212403763e-07,9.140402323914998e-10
2000,1.6169995209480703e-07,4.418031274155965e-09
2001,1.6035234695621625e-07,0.0
2002,1.450184343720906e-07,2.1906108038649563e-09
2003,1.3084138617003305e-07,1.6667691671301554e-09
2004,1.7310830247030395e-07,1.3214374039449694e-09
2005,1.256546129368985e-07,1.8014998381943315e-09
2006,1.935408178166398e-07,8.235779835885637e-10
2007,1.5498580885342506e-07,1.1983438685803094e-09
2008,1.7285205630712674e-07,1.7029758714315335e-09
2009,1.6021126714171885e-07,3.337734755248789e-09
2010,1.5257850993766198e-07,2.3618964561933353e-09
2011,1.6098922414609085e-07,7.64794394481072e-10
2012,1.647658330883317e-07,1.0212758416727752e-09
2013,1.7097336446614264e-07,2.2313000336282585e-09
2014,2.0636692979469906e-07,3.031623174720721e-09
2015,1.7289288167798844e-07,1.10828768384863e-09
2016,1.7378542338519765e-07,2.278474076078396e-09
2017,1.4993043545574736e-07,2.0124890642847504e-09
2018,1.804445190489723e-07,1.290733298020541e-09
2019,1.9770154863207878e-07,1.53059265262101e-09
