year,autres_ADJ airs_NOUN,autres_ADJ pairs_NOUN
1881,2.8587281875047665e-08,9.13398459090331e-08
1882,2.994923331556265e-08,8.65200071586969e-08
1883,2.211768546089843e-08,1.3017838007556293e-07
1884,1.7164412113856997e-08,1.0298647090678514e-07
1885,2.2559724754955823e-08,8.89497728806532e-08
1886,2.774989482645651e-08,6.840671828989286e-08
1887,2.0239665943222462e-08,9.140494472426042e-08
1888,1.7119660356001987e-08,5.70655336318282e-08
1889,4.2602930960811136e-08,6.327788071303075e-08
1890,1.6385966361553983e-08,2.9494738651436592e-08
1891,1.7210394887001712e-08,5.099375943729001e-08
1892,1.002961980134387e-08,4.074532999887026e-08
1893,2.4017824173938607e-08,6.527921403431947e-08
1894,2.2685540557176864e-08,4.159015820626166e-08
1895,1.5648398132839247e-08,7.041778937733056e-08
1896,1.5921978790967017e-08,3.538217452359049e-08
1897,1.5732126712464378e-08,2.4472196491487352e-08
1898,1.8106735777401184e-08,5.432020555584671e-08
1899,2.984892333302014e-08,2.65323762960179e-08
1900,1.661137005726232e-08,3.010810889492177e-08
1901,2.9061443029831935e-08,2.235495610847238e-08
1902,2.8479645752810256e-08,2.5042448559275954e-08
1903,2.214090244478939e-08,3.186129915455638e-08
1904,2.2573425795258117e-08,1.3974025492302644e-08
1905,2.4771643958310108e-08,2.373949081757587e-08
1906,2.674975863037332e-08,3.2408361660962726e-08
1907,2.7771354993433306e-08,1.2342824262656649e-08
1908,3.290630701258124e-08,4.174680690027799e-08
1909,2.0903737407707013e-08,4.4007868238438164e-08
1910,3.847788310196165e-08,3.580580809625644e-08
1911,3.08581699082211e-08,2.1281496453973148e-08
1912,3.6465947372832375e-08,3.2819353901203385e-08
1913,4.295421618394357e-08,7.795394868503891e-08
1914,3.214437072074361e-08,2.343860350251248e-08
1915,1.767114277129167e-08,3.534228543156104e-08
1916,6.592477230782379e-09,3.7357372528745714e-08
1917,1.4256351654751143e-08,1.4256351654751143e-08
1918,2.5270027848023346e-08,3.44591288836682e-08
1919,2.3940405213807026e-08,3.2227468305112694e-08
1920,2.4988365154854364e-08,2.4231141981800874e-08
1921,5.679560644011872e-08,4.922285867792198e-08
1922,2.0658220023506146e-08,2.1396012073182646e-08
1923,3.503262746562541e-08,7.431163728810475e-08
1924,2.836157442231979e-08,2.0626599095407983e-08
1925,2.4195990988573612e-08,1.539744931555731e-08
1926,3.009457216762712e-08,5.015762294391379e-08
1927,2.5643217327342427e-08,3.1217830098739796e-08
1928,2.5137291359556002e-08,3.313551877326404e-08
1929,1.4482528065684619e-08,3.78773812315103e-08
1930,2.2057568216382606e-08,1.470504518152893e-08
1931,3.307553431142196e-08,1.4826963656844327e-08
1932,2.4110979990332737e-08,8.767629289252454e-09
1933,1.8353059072495626e-08,2.982372193649496e-08
1934,3.354842448288764e-08,2.995395220750652e-08
1935,1.795242710045386e-08,7.180970484910176e-09
1936,6.426098764222843e-08,2.0612014761667297e-08
1937,7.554670666820584e-09,3.777335422228134e-08
1938,1.5558256905023882e-08,1.944782235252518e-08
1939,1.8352860564618823e-08,1.3764645423464117e-08
1940,5.0715658339584024e-09,1.0143131667916805e-08
1941,5.312704587367989e-08,4.427253763594763e-08
1942,3.944475324146879e-08,2.4273694165799498e-08
1943,1.1612940831184915e-08,1.161294105322952e-08
1944,1.927911696952833e-08,1.927911696952833e-08
1945,2.6142048525912287e-08,0.0
1946,4.454753366189834e-08,1.2528993842408909e-08
1947,1.4305045148432782e-08,2.7418002757073623e-08
1948,2.9354097819123126e-08,3.370285384107774e-08
1949,9.817008539414473e-09,2.9451025507221118e-08
1950,1.4889506516624351e-08,3.6160228367165814e-08
1951,1.5992101864981123e-08,2.0256663124662566e-08
1952,1.2653764258629963e-08,3.479785237736621e-08
1953,2.2625037843226892e-08,3.016671712430252e-08
1954,2.3454086450769296e-08,3.322662234239715e-08
1955,4.035811418390267e-08,1.6894093679553635e-08
1956,3.1396109267944894e-08,1.0465369904011368e-08
1957,3.180613550313183e-08,3.3573142488307894e-08
1958,1.9853384713997002e-08,3.1434524316864554e-08
1959,2.635254203742221e-08,2.1702093122577537e-08
1960,3.391208380776334e-08,3.3220000972278285e-08
1961,1.80652133252579e-08,1.1811870759270704e-08
1962,1.4586500007851555e-08,1.2683912586908264e-08
1963,2.5217608334848762e-08,1.1638895625054602e-08
1964,2.8594651979574337e-08,2.3727476816670645e-08
1965,2.9001830714747712e-08,4.541796150281385e-08
1966,2.6033652011925312e-08,4.874385739483955e-08
1967,2.5144711202074177e-08,4.683818666251227e-08
1968,4.715986512415782e-08,3.4134760795723196e-08
1969,2.6796370788950696e-08,2.634219598007803e-08
1970,2.4833115841449427e-08,1.7475154878709986e-08
1971,3.23719047123916e-08,1.6442872174948775e-08
1972,2.924183739594355e-08,2.5137720349732717e-08
1973,2.3155456441159572e-08,2.1501493918663073e-08
1974,1.7439271360331077e-08,3.881644450309807e-08
1975,1.4278700444236847e-08,7.99607251522616e-08
1976,1.7711933253394818e-08,1.7711933031350213e-08
1977,1.8218023367655434e-08,2.4094805095575822e-08
1978,2.5544543480471305e-08,3.386137192862293e-08
1979,1.9896710057309974e-08,3.101545820172191e-08
1980,2.21720881654619e-08,4.43441763309238e-08
1981,2.9730083506152027e-08,1.3916209073983055e-08
1982,1.9243256987877544e-08,2.296775925003658e-08
1983,2.0209012019378747e-08,1.3262164144656197e-08
1984,2.7255339596354844e-08,1.971662860755785e-08
1985,2.4663788567025335e-08,1.5038895129215746e-08
1986,2.517683839187157e-08,5.994485408056249e-09
1987,2.688759392910356e-08,2.6887593318480896e-08
1988,2.5185526497661925e-08,2.9383114386050124e-08
1989,3.841685658478866e-08,2.085486350278387e-08
1990,2.1794604454505873e-08,1.3076762006569709e-08
1991,4.1030257413865456e-08,1.3481370353396471e-08
1992,2.1488782808720686e-08,1.7080827197091253e-08
1993,3.101956203011014e-08,1.2740176913439427e-08
1994,1.3714808788645172e-08,1.582477948680605e-08
1995,3.090797101590326e-08,1.0302656838767632e-08
1996,2.6690460508405067e-08,3.4163788686925045e-08
1997,2.8289877107567918e-08,1.1507746866534774e-08
1998,2.288702027897216e-08,5.2449422582867555e-09
1999,2.1479944767310855e-08,1.371060315280559e-08
2000,2.5182780305499364e-08,1.3254094155534801e-08
2001,2.3220422196157386e-08,1.401987803628657e-08
2002,2.7601694596590676e-08,3.417352800738627e-08
2003,2.8335076507346457e-08,2.2084691408963408e-08
2004,2.9512100679918163e-08,1.938108110111081e-08
2005,3.197662323817241e-08,1.8915748967174295e-08
2006,2.7178073125355695e-08,2.635449503074483e-08
2007,2.276853267035861e-08,3.5151418137369106e-08
2008,2.7673358715674112e-08,2.2138685884520726e-08
2009,2.384096209340214e-08,3.051643115981051e-08
2010,2.3146586702882388e-08,2.0784689525044087e-08
2011,2.562061141020422e-08,1.7590270517953144e-08
2012,1.838296448397614e-08,3.812763083033133e-08
2013,1.3945625099154313e-08,3.4585151353905275e-08
2014,2.3170263929728208e-08,1.9489006297668254e-08
2015,2.3052384889865607e-08,2.792885034352821e-08
2016,2.0713400911143154e-08,3.355570810104069e-08
2017,1.911864622172743e-08,1.9873329648589788e-08
2018,2.4007640875289837e-08,2.090988060476917e-08
2019,1.5816123244416502e-08,1.76018148390078e-08
