year,les_DET anneaux_NOUN,les_DET panneaux_NOUN
1915,1.3394725755233594e-06,7.999137636716114e-07
1916,1.5503309072073534e-06,9.767853725861642e-07
1917,1.512269975023628e-06,9.354359775670673e-07
1918,1.3921487891366269e-06,1.140597220228301e-06
1919,1.1049417736330724e-06,1.2375348035220668e-06
1920,1.463712365534775e-06,1.221400921735949e-06
1921,1.3774827891666064e-06,1.0306509494739657e-06
1922,1.5869939176127446e-06,1.2800718423022772e-06
1923,1.7070444613409563e-06,1.061594787188369e-06
1924,1.530235806512792e-06,1.2053669280476242e-06
1925,1.3186815124299756e-06,1.1944021736098875e-06
1926,1.3040981627909787e-06,1.2561698241597696e-06
1927,1.363550182986728e-06,1.2687818014001095e-06
1928,1.4065456355183414e-06,1.3654119044304025e-06
1929,1.4248579418563168e-06,1.2633220762836572e-06
1930,1.4747059822184383e-06,1.3927778752531594e-06
1931,1.6161390590241353e-06,1.1565031883264965e-06
1932,1.4466588424966176e-06,1.1858218442739599e-06
1933,1.4303915776281428e-06,1.2594787222042214e-06
1934,1.440185897649826e-06,1.1921672466996824e-06
1935,1.856280903211882e-06,1.186057005497787e-06
1936,1.9435917693044757e-06,1.2233836912400875e-06
1937,1.442942121343549e-06,1.068985937990874e-06
1938,1.2874457979705767e-06,1.1331597420394246e-06
1939,1.4819934790466505e-06,1.2587003226371962e-06
1940,2.4013864106109395e-06,8.976671779237222e-07
1941,1.930282707007791e-06,1.0536864181176497e-06
1942,2.1664271940835533e-06,1.0953504272492864e-06
1943,1.6490375571720506e-06,1.8696834445108834e-06
1944,1.529476548967068e-06,9.960877065395835e-07
1945,1.1480716182177275e-06,1.4029565562623247e-06
1946,1.1220409845691393e-06,1.140138408572966e-06
1947,1.4650750728151252e-06,1.103872634189429e-06
1948,1.3524628883487821e-06,1.0567475214884325e-06
1949,9.58140034867938e-07,1.2408698495391945e-06
1950,1.315594246875662e-06,1.2964505344825739e-06
1951,9.989733200654882e-07,1.3977097239603609e-06
1952,1.443583656168812e-06,1.8569400310752826e-06
1953,1.2820854493611478e-06,1.9220508136186254e-06
1954,1.346655466250013e-06,2.060050576346839e-06
1955,1.3637287850087887e-06,1.7391531912380742e-06
1956,1.4747450762797598e-06,1.5541074844804825e-06
1957,1.0822921154840515e-06,1.8871640747875063e-06
1958,1.1969935798106235e-06,1.6916738161398825e-06
1959,1.0665028895573414e-06,1.6950885424193984e-06
1960,1.3059612200549964e-06,1.7426658018848684e-06
1961,1.2652598542217675e-06,1.820417708131572e-06
1962,1.1136475279727165e-06,1.8436067250604538e-06
1963,1.1199203697742632e-06,1.8266600250171905e-06
1964,1.1699470690018643e-06,1.7181126850118744e-06
1965,1.3515947472342305e-06,1.7877165703339415e-06
1966,1.2396449164953083e-06,2.027855231290232e-06
1967,1.2202580137454788e-06,1.708361281771431e-06
1968,1.0923123454631423e-06,1.7116785784310196e-06
1969,9.819280393230656e-07,1.7699229886147805e-06
1970,1.0733424176123663e-06,1.5047028796288942e-06
1971,1.3745213180982319e-06,2.002433546977045e-06
1972,1.2481646933792945e-06,1.6318996927111584e-06
1973,9.8190162134415e-07,1.8976447222485149e-06
1974,8.567745553023087e-07,1.9447601005140314e-06
1975,8.647180749221661e-07,1.9590377178246854e-06
1976,1.0107228973765814e-06,1.9483126720842847e-06
1977,8.503703341489199e-07,1.931698164980844e-06
1978,8.857421676111699e-07,1.7405932908332034e-06
1979,8.350766123044195e-07,1.7286729132592882e-06
1980,9.363443211896083e-07,1.982412072720763e-06
1981,9.526277437998942e-07,1.6699451350632444e-06
1982,8.299430547253905e-07,1.6238826674452866e-06
1983,8.696190008095073e-07,1.6015641222111299e-06
1984,8.315778217138359e-07,1.7565196799296245e-06
1985,8.584201083294829e-07,1.8245187902721227e-06
1986,8.044599582035517e-07,1.9086441511717567e-06
1987,7.67518621103136e-07,1.7476935738613975e-06
1988,7.003975142083618e-07,1.7210109888310399e-06
1989,7.886431774295488e-07,1.5267955575382075e-06
1990,6.75087882484604e-07,1.7370299474350759e-06
1991,6.646901269391492e-07,1.8176403671077423e-06
1992,6.573363293682633e-07,1.6149645887253428e-06
1993,5.9435696186938e-07,1.7188160086334392e-06
1994,5.776044460503726e-07,1.5160138957526215e-06
1995,6.723839334199511e-07,1.6050454405558412e-06
1996,5.845210964139369e-07,1.5037405347584354e-06
1997,5.825796876024469e-07,1.5358047278368758e-06
1998,5.683610169171516e-07,1.7580092332991626e-06
1999,5.758453411885966e-07,1.5657509209177078e-06
2000,5.438596701878851e-07,1.4866675428493181e-06
2001,5.20926072056227e-07,1.7397791509665694e-06
2002,5.971605148147319e-07,1.5509523905166134e-06
2003,5.687849693458702e-07,1.6138492924255843e-06
2004,5.607299300436352e-07,1.4822122693658457e-06
2005,5.030688328133692e-07,1.8388809905900416e-06
2006,6.395083076426999e-07,1.6990413769235602e-06
2007,6.007697237464527e-07,1.8198848863448802e-06
2008,5.721998945773521e-07,1.9958877430781286e-06
2009,6.227259348179359e-07,2.4298707899106375e-06
2010,7.161270048072765e-07,2.395907728214297e-06
2011,6.741662588183317e-07,3.0706494840160303e-06
2012,8.803397690826387e-07,3.179231526928561e-06
2013,7.993632635816539e-07,2.4971037362320203e-06
2014,8.969274034598129e-07,2.500006559102985e-06
2015,9.371680604886024e-07,2.4493158434779616e-06
2016,9.7497976980776e-07,2.3497281347317767e-06
2017,9.981945510162404e-07,2.3241733799750364e-06
2018,8.100642716613038e-07,2.5553938485245453e-06
2019,7.191234345782505e-07,2.716802015356734e-06
