year,veux_VERB oser_VERB,veux_VERB poser_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,4.475680270843441e-09
1803,0.0,3.900678446910888e-09
1804,0.0,7.4155526164076946e-09
1805,0.0,2.842877711017877e-09
1806,0.0,0.0
1807,0.0,0.0
1808,2.2660739951163578e-09,0.0
1809,0.0,0.0
1810,0.0,2.3401267590372754e-09
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,2.0858434979231788e-08
1817,0.0,1.8682481339737933e-08
1818,0.0,2.384235475716423e-09
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,2.0051231786055723e-09
1823,0.0,4.941343334508019e-09
1824,0.0,0.0
1825,0.0,2.641632912414593e-09
1826,0.0,0.0
1827,0.0,0.0
1828,0.0,0.0
1829,0.0,0.0
1830,0.0,0.0
1831,7.795603274018958e-09,1.5591206103948707e-09
1832,0.0,1.352996914505411e-08
1833,0.0,1.0425265983826648e-08
1834,9.334530925997342e-10,1.8669061851994684e-09
1835,0.0,2.2689263801112247e-09
1836,0.0,3.36037508930076e-09
1837,0.0,3.478945576063097e-09
1838,0.0,9.468243078458727e-09
1839,6.9914751765765e-10,3.4957374772659477e-09
1840,6.369688665408546e-10,2.5478754661634184e-09
1841,0.0,3.2102742686390684e-09
1842,0.0,1.2745703159566801e-08
1843,0.0,4.7255288571079745e-09
1844,2.195424508855126e-09,2.195424508855126e-09
1845,0.0,1.1160455892778032e-09
1846,4.0981511517657054e-09,5.854501328173001e-09
1847,2.1572894581822766e-09,9.168480197274675e-09
1848,0.0,6.43617736884039e-09
1849,5.865590679832167e-09,1.0893239199560867e-08
1850,0.0,2.7155984128057753e-09
1851,0.0,3.2247193804124663e-09
1852,3.906327261660181e-09,3.2552727180501506e-09
1853,5.971931837933653e-10,2.388772735173461e-09
1854,0.0,1.0391328908454511e-09
1855,5.306937111981824e-10,2.653468555990912e-09
1856,5.177189232874468e-10,1.7602443946884705e-08
1857,0.0,8.298565390418844e-09
1858,0.0,1.3212924976357954e-08
1859,0.0,5.092173349652285e-10
1860,0.0,4.57718396518203e-09
1861,0.0,1.0375120318428799e-08
1862,0.0,6.325180823552046e-09
1863,0.0,4.994620717013731e-09
1864,0.0,4.315255264231155e-09
1865,0.0,1.4120533631256649e-09
1866,2.919367858567057e-09,1.0217787504984699e-08
1867,0.0,9.7056229719783e-09
1868,0.0,6.421836395986702e-09
1869,0.0,5.371870948067681e-09
1870,1.7202146374017957e-09,9.17447806614291e-09
1871,0.0,9.559059321873065e-09
1872,0.0,7.861540751719076e-09
1873,5.986004469882289e-10,2.9930022904522957e-09
1874,0.0,1.4339061493728877e-08
1875,0.0,3.432916173551348e-09
1876,0.0,6.04601479992084e-09
1877,0.0,8.040260901509555e-09
1878,1.2078177347163432e-09,0.0
1879,0.0,5.498392852132383e-09
1880,0.0,1.1552122813895949e-08
1881,0.0,7.669758161910067e-09
1882,0.0,1.2645231528551903e-08
1883,0.0,1.3902545781263598e-08
1884,0.0,5.281357573494461e-09
1885,0.0,4.511945039809007e-09
1886,0.0,3.872078213618124e-09
1887,0.0,9.140494583448344e-09
1888,0.0,1.014498351992188e-08
1889,0.0,1.2530273707511697e-08
1890,0.0,7.209825181320184e-09
1891,3.824531802365527e-09,1.4023283867459213e-08
1892,6.268512375839919e-10,3.761107425503951e-09
1893,0.0,4.310891643655168e-09
1894,6.301539290376468e-10,3.780923574225881e-09
1895,0.0,9.629783193076946e-09
1896,1.179405795248556e-09,1.2383760683576384e-08
1897,0.0,1.631479840114025e-08
1898,0.0,1.3014216371232123e-08
1899,0.0,1.4371703827009696e-08
1900,0.0,2.07642125715779e-09
1901,0.0,1.1736351446245408e-08
1902,4.910283846193408e-10,8.838511256215043e-09
1903,0.0,8.640352433531007e-09
1904,1.0749250378694342e-09,1.666133897515465e-08
1905,0.0,2.3223416079076742e-08
1906,0.0,1.800464666246171e-08
1907,0.0,1.7485668024619372e-08
1908,0.0,2.701263923654551e-08
1909,5.500983557560346e-10,7.701377313651392e-09
1910,0.0,2.7255168788542505e-08
1911,0.0,2.2877609140437016e-08
1912,0.0,2.2921453179947093e-08
1913,0.0,2.0681659052002033e-08
1914,0.0,2.209925398233281e-08
1915,0.0,1.767114277129167e-08
1916,0.0,1.7579939282086343e-08
1917,1.4256351654751143e-08,2.0836205649743533e-08
1918,1.1486376294556067e-08,2.986458014220261e-08
1919,0.0,1.1970202606903513e-08
1920,7.572231730534895e-10,2.4231141537711665e-08
1921,2.2718242842501013e-09,3.180553775905537e-08
1922,7.377935484775833e-10,2.5822775029382683e-08
1923,0.0,2.7601466001669905e-08
1924,0.0,2.5783249313349188e-08
1925,0.0,2.3096173862313663e-08
1926,1.1146138456652466e-09,2.3406890647947876e-08
1927,0.0,3.0102906833917586e-08
1928,0.0,2.0566874425753667e-08
1929,0.0,2.6736975300423182e-08
1930,0.0,1.8906487042613662e-08
1931,6.843213995466613e-09,2.8513390759599133e-08
1932,1.0959536611565568e-09,1.3151444377967891e-08
1933,0.0,1.4911860191091364e-08
1934,0.0,3.714289675826876e-08
1935,0.0,5.98414207075848e-09
1936,0.0,1.576212937948185e-08
1937,1.2591118148108649e-09,2.392312481447334e-08
1938,0.0,2.074434313215079e-08
1939,0.0,1.988226472349197e-08
1940,0.0,0.0
1941,0.0,1.4757512545315876e-08
1942,0.0,0.0
1943,0.0,5.806470415592457e-09
1944,0.0,9.639558484764166e-09
1945,0.0,3.485606470121638e-08
1946,0.0,9.744772988540262e-09
1947,0.0,2.7418003867296648e-08
1948,0.0,2.0656587551570738e-08
1949,0.0,2.4542520904446974e-08
1950,0.0,2.4461330738745346e-08
1951,0.0,2.3455083209000804e-08
1952,0.0,1.370824520563474e-08
1953,0.0,1.6160740301529586e-08
1954,0.0,1.7590565448699635e-08
1955,2.815682353940474e-09,2.3464020060259827e-08
1956,0.0,1.3953826538681824e-08
1957,0.0,1.5903067307476704e-08
1958,0.0,6.617794756635931e-09
1959,0.0,2.015194411342236e-08
1960,0.0,1.5225833038812198e-08
1961,0.0,2.640300600376122e-08
1962,1.2683912808952869e-09,1.4586500007851555e-08
1963,6.466053248388448e-10,1.7458344103715717e-08
1964,6.083968329129164e-10,1.5818317322668918e-08
1965,0.0,2.7360217202954118e-08
1966,1.1078149508847446e-09,7.200797291773142e-09
1967,1.4791006197611978e-09,1.873527466500491e-08
1968,0.0,3.09907690621003e-08
1969,0.0,4.541757903098187e-08
1970,1.3796175313274261e-09,4.598724956395017e-08
1971,1.541519245584766e-09,2.980270608077262e-08
1972,1.5390440033513642e-09,2.5137719461554298e-08
1973,0.0,2.6463379043661917e-08
1974,0.0,4.444201451292429e-08
1975,0.0,1.9990180177842376e-08
1976,5.713526873840635e-10,3.828062844490887e-08
1977,0.0,3.819908300783936e-08
1978,5.940591352171509e-10,2.613860239364385e-08
1979,5.851973350345929e-10,2.0481905949054635e-08
1980,0.0,6.083111259158613e-08
1981,6.325549528618524e-10,2.5934753011824796e-08
1982,3.1037510339615437e-09,3.041676066573018e-08
1983,6.315316047889041e-10,3.8523428003145455e-08
1984,5.799008495621649e-10,4.1172960152380256e-08
1985,6.015558051686298e-10,2.285912081845254e-08
1986,0.0,3.356911904006665e-08
1987,1.2221633705067347e-09,2.688759437319277e-08
1988,0.0,2.2187249371086182e-08
1989,0.0,3.951447880012893e-08
1990,0.0,2.5608660081388734e-08
1991,0.0,4.4547135757966316e-08
1992,0.0,1.4325855168806356e-08
1993,0.0,1.606370148010683e-08
1994,1.0549853213248639e-09,2.637463225596548e-08
1995,0.0,1.843633334885908e-08
1996,5.338092190498855e-10,1.7081895009596337e-08
1997,0.0,8.151320507465698e-09
1998,4.768129224785866e-10,1.0489884516573511e-08
1999,0.0,1.1425503210205079e-08
2000,8.836062992401139e-10,1.4579503826439577e-08
2001,4.3812117822561447e-10,1.5772362971233633e-08
2002,2.1906108038649563e-09,1.8401129509015846e-08
2003,4.1669229178253886e-10,1.1667384391955693e-08
2004,0.0,1.3654853248112886e-08
2005,0.0,8.106749049829887e-09
2006,0.0,1.5647982465338828e-08
2007,0.0,1.757570977645173e-08
2008,4.257439678578834e-10,1.830699147831183e-08
2009,1.430457752249481e-09,1.907277002999308e-08
2010,0.0,1.6533276081531767e-08
2011,1.911985902935953e-09,1.0707121411712706e-08
2012,1.0212758416727752e-09,2.0425515501187874e-08
2013,8.367375126105969e-10,1.840822605458925e-08
2014,4.330890368553497e-10,2.273717392142771e-08
2015,1.7732603163622684e-09,2.105746688130239e-08
2016,4.349814286541687e-09,1.905632807108759e-08
2017,1.0062445321423752e-09,1.9621769098421282e-08
2018,1.5488800242380307e-09,2.452393310647949e-08
2019,2.04079020349468e-09,2.397928433595098e-08
