year,trois_DET airs_NOUN,trois_DET pairs_NOUN
1977,2.7033196681180982e-08,4.113747231748732e-09
1978,2.4950484345254154e-08,4.752473081737207e-09
1979,9.363157360553487e-09,2.9259866751729646e-09
1980,1.0233271230397634e-08,2.8425752862659692e-09
1981,1.581387426563552e-08,2.5302198669585607e-09
1982,2.0484757445871082e-08,3.103751144983846e-09
1983,1.894594880980094e-08,3.157658134966823e-09
1984,2.0296529013030806e-08,6.378909400694965e-09
1985,1.7445117794778753e-08,1.8046674155058895e-09
1986,2.3378494251602433e-08,2.997242676272549e-09
1987,1.8943531576720574e-08,4.888653593049241e-09
1988,1.1393452181707175e-08,1.798966087207532e-09
1989,1.7013178643665583e-08,6.036934507847036e-09
1990,2.3974063900755738e-08,2.724325487424295e-09
1991,3.165191153620128e-08,3.5168792322792797e-09
1992,1.5978837863972473e-08,3.30596661157756e-09
1993,1.7725463929973984e-08,3.877445253763767e-09
1994,1.1077345929422222e-08,1.0549853213248639e-09
1995,3.5788176366846614e-08,4.8802056284991124e-09
1996,2.2953797085278893e-08,3.736664533349199e-09
1997,1.917957748176491e-08,4.794894259418925e-09
1998,1.7642078242730008e-08,3.814503490850996e-09
1999,2.4222066408174925e-08,4.570201161957499e-10
2000,1.855573217302009e-08,3.97622823555821e-09
2001,2.9792239869541604e-08,1.7524847129024579e-09
2002,1.5772397665703153e-08,2.1906108038649563e-09
2003,2.291807654764e-08,3.75023062604285e-09
2004,2.1583477477493673e-08,3.964312045301455e-09
2005,1.3511248564412881e-08,1.8014998381943315e-09
2006,2.1413028072903018e-08,5.765045940631097e-09
2007,1.2382886022122008e-08,1.5977918155218873e-09
2008,2.5118894686482207e-08,3.83169571072095e-09
2009,1.764231316592202e-08,5.721831008997924e-09
2010,2.361896572766753e-08,6.613310177261411e-09
2011,1.5295888000643743e-08,1.1471915639660324e-09
2012,1.6680839043381468e-08,4.085103200157647e-09
2013,1.1156499835074385e-08,3.3469499394200852e-09
2014,1.450848315098785e-08,4.980523826692007e-09
2015,1.3077794874805093e-08,5.3197807964311394e-09
2016,1.3463710424321818e-08,5.178350026557865e-09
2017,8.301517390174595e-09,4.528100561174142e-09
2018,1.4198067277426674e-08,2.8396134332808742e-09
2019,1.3520235098152256e-08,3.3162841361900064e-09
