year,trois_DET airs_NOUN,trois_DET pairs_NOUN
1800,4.087413785214267e-08,3.144164484325529e-09
1801,8.096020565062645e-08,1.1905912700171939e-08
1802,1.7902721083373763e-08,2.2378401354217203e-08
1803,2.145373123596528e-08,3.9006784247064274e-08
1804,1.1123329102247226e-07,3.213406074564773e-08
1805,0.0,1.1371510844071508e-08
1806,1.613734639249742e-07,2.0171682990621775e-08
1807,2.2775641372874134e-08,3.131650672116848e-08
1808,1.5862518409903714e-08,6.798221985349073e-09
1809,8.132509776714869e-08,4.518061036407062e-09
1810,2.106114083133548e-08,1.1700633795186377e-08
1811,8.524060923775778e-08,0.0
1812,7.20146218213813e-08,0.0
1813,1.552900432688631e-07,2.8757416448144113e-09
1814,4.090680105761635e-08,1.7936060192624836e-07
1815,1.0788894222457657e-08,7.552226044538202e-08
1816,1.3905623319487859e-08,6.952811837379613e-08
1817,1.5568734412774177e-08,1.3700485901324555e-07
1818,1.1921177378582115e-08,3.5763531247567926e-08
1819,2.5877625819958894e-08,1.1386154696868545e-07
1820,3.441279616822612e-08,1.1154492085552192e-07
1821,4.5362847478358503e-08,6.80442687750471e-08
1822,3.308453244699194e-08,5.413832582235045e-08
1823,7.906149623870817e-09,3.2612866740500124e-08
1824,3.452656205382709e-08,4.12634522106714e-08
1825,1.8491430608946757e-08,2.993850678478793e-08
1826,2.2019961409824873e-08,6.253668938249746e-08
1827,1.1982455361270183e-08,9.309446147298672e-08
1828,1.7427372434042354e-08,6.787503004090922e-08
1829,4.972442174677738e-08,7.201467644435411e-08
1830,5.0096812920230605e-08,5.9489964066017365e-08
1831,4.989186042081428e-08,6.54830667468076e-08
1832,3.5177921020590475e-08,3.923691038743016e-08
1833,4.2859427118457916e-08,3.9384337457981644e-08
1834,2.0535967593104942e-08,5.6007187110296286e-08
1835,3.327758690829796e-08,3.554651328840919e-08
1836,2.419469957715137e-08,2.8899224790990274e-08
1837,1.87863058442872e-08,5.6358916533660874e-08
1838,1.704283669745621e-08,3.6610539266845876e-08
1839,4.824117816326634e-08,5.8029244520696466e-08
1840,2.9300568360479673e-08,2.229390938524034e-08
1841,2.8892467973662406e-08,1.2841097518645483e-08
1842,2.68330611064016e-08,1.9453968658211807e-08
1843,1.8311423488626133e-08,3.130662873385148e-08
1844,1.866110915793584e-08,2.524738224041201e-08
1845,1.3950569588416784e-08,5.6918324720101054e-08
1846,1.2294452567118697e-08,1.5221703675294407e-08
1847,2.6966118227278457e-08,1.0786447290911383e-08
1848,2.654923214606697e-08,2.252662145707518e-08
1849,2.011059585527164e-08,3.85453096107824e-08
1850,2.5798184921654865e-08,3.93761752093269e-08
1851,5.0305621446256055e-08,2.3862923193007646e-08
1852,3.971432693816723e-08,1.9531635864211694e-08
1853,1.7318602552052198e-08,1.5527023000672102e-08
1854,2.1821789930598356e-08,2.0263091649042053e-08
1855,2.865746040470185e-08,1.0613874223963649e-08
1856,2.536822751864065e-08,1.0872097333525232e-08
1857,2.2454941239757886e-08,1.903788515722482e-08
1858,2.0553438895287712e-08,2.3489644007668176e-08
1859,1.6804171831807935e-08,5.703233973974875e-08
1860,2.883625790928157e-08,2.6089948312879585e-08
1861,3.065376513733398e-08,4.2915271558641166e-08
1862,2.936691112509493e-08,4.02100790442006e-08
1863,1.7481173175681874e-08,8.490855407661257e-09
1864,2.205574833880064e-08,2.1096802749198673e-08
1865,1.788600795249451e-08,1.9768746861714703e-08
1866,1.5569961597794446e-08,2.2868380966656332e-08
1867,3.930777303651212e-08,2.038180824115443e-08
1868,1.4819621863004784e-08,9.632754505162211e-08
1869,1.2697150109097777e-08,2.3440892338300046e-08
1870,2.752343331025031e-08,2.5803220005116145e-08
1871,1.0621176826930423e-08,3.717412155879174e-08
1872,1.0885210954825197e-08,6.652073447632745e-09
1873,1.8556614689302364e-08,1.3767810336240416e-08
1874,1.0156835816843568e-08,3.4652731351059174e-08
1875,3.2612703648737806e-08,1.087090156781656e-08
1876,1.9951849505872588e-08,1.8742645435665395e-08
1877,2.1646856307455664e-08,2.4120782815550967e-08
1878,5.555961629655215e-08,1.9928993122420025e-08
1879,2.443730195977878e-08,3.848874907674826e-08
1880,3.1447447090826586e-08,2.1178893305773272e-08
1881,1.8128519574389657e-08,1.6734017338482232e-08
1882,3.5273542087210785e-08,1.3310770263785798e-08
1883,3.47563645641813e-08,2.1485751844352308e-08
1884,2.178560087884307e-08,9.902545450302114e-09
1885,1.740321664556177e-08,1.6114088952079442e-08
1886,2.0651084398082276e-08,7.098810428374236e-09
1887,1.1099172247952538e-08,2.6768590732917374e-08
1888,2.4094335415725254e-08,2.5996520269799817e-08
1889,1.37833008340138e-08,1.9421923069806724e-08
1890,2.1629475988049762e-08,1.5730528268864674e-08
1891,1.593555043477579e-08,1.338586153032395e-08
1892,1.4417578020342603e-08,1.817868611198037e-08
1893,1.0469308309168923e-08,1.6011882930655474e-08
1894,1.8274464830270176e-08,1.5123694296903523e-08
1895,2.7083765896662726e-08,1.083350587016696e-08
1896,1.120435499935013e-08,8.845543852942228e-09
1897,1.514945524583311e-08,1.7480140668268973e-09
1898,2.4896761985360172e-08,1.7540900287826844e-08
1899,1.492446166651007e-08,1.2713430308508578e-08
1900,1.193942211763499e-08,2.0764213237711715e-08
1901,1.6207343245255856e-08,9.500856101851696e-09
1902,1.2766737556013652e-08,1.4730852093691738e-09
1903,1.296052865029651e-08,3.7801541896698154e-09
1904,9.13686282189019e-09,5.374625189347171e-09
1905,2.3223415190898322e-08,1.0321518084666081e-09
1906,1.286046086290682e-08,6.6874399351490865e-09
1907,1.0799971361663552e-08,1.07999713061524e-08
1908,2.0136695866312948e-08,1.3260750719723546e-08
1909,2.035363966257364e-08,6.051082079849834e-09
1910,1.2825961404061559e-08,1.068830135508847e-08
1911,1.1704822999725195e-08,4.788336727123976e-09
1912,8.335073853338315e-09,1.0939784189645252e-08
1913,1.803016558277193e-08,5.302989602995467e-09
1914,3.013534694007447e-08,8.036092347118995e-09
1915,9.424609315189514e-09,0.0
1916,1.098746182925936e-08,1.4283700444650549e-08
1917,2.0836207093033465e-08,1.0966424435210342e-09
1918,6.89182577673364e-09,0.0
1919,3.038589924120316e-08,1.0128633542993981e-08
1920,1.514446301698058e-08,1.2872794385998532e-08
1921,2.6504615391331754e-08,4.543648568500203e-09
1922,1.2542490324118916e-08,3.6889677978990676e-09
1923,2.0170301873179142e-08,1.1677542932631013e-08
1924,1.5469949321555987e-08,1.4180786767070686e-08
1925,2.5295809669145797e-08,2.1996355847875293e-09
1926,2.5636118672345276e-08,6.6876830739914794e-09
1927,2.787306219165231e-08,3.3447675740205796e-09
1928,1.599645738092903e-08,1.0283437212876834e-08
1929,3.0079096546842266e-08,5.570202965543558e-09
1930,1.6805765667982087e-08,2.100720708497761e-09
1931,1.596749932275543e-08,1.1405356659111021e-09
1932,1.6439305028370654e-08,6.575722188983946e-09
1933,1.7205993074753678e-08,1.1470662197865522e-09
1934,2.875579241390369e-08,5.990790086229936e-09
1935,1.3165112555668657e-08,2.393656828303392e-09
1936,3.8799086166108054e-08,4.849885826274658e-09
1937,7.554670666820584e-09,5.0364472592434595e-09
1938,1.815129979654273e-08,6.482607339819424e-09
1939,7.647025235257843e-09,0.0
1940,2.5357829391836617e-08,5.0715658339584024e-09
1941,2.9515025978810172e-08,0.0
1942,1.517105863158008e-08,6.068423541449874e-09
1943,1.4516176038981143e-08,1.1612940831184915e-08
1944,1.6065930807940276e-08,9.639558484764166e-09
1945,1.089252066321933e-08,2.178504043826024e-09
1946,1.8097434661967782e-08,4.1763312808029696e-09
1947,7.152522574216391e-09,9.536696765621855e-09
1948,2.283096534050344e-08,5.435943917220243e-09
1949,1.1780409536754632e-08,3.9268033269479474e-09
1950,7.444752814222966e-09,1.0635361480382244e-09
1951,9.595261474260042e-09,2.1322803522849654e-09
1952,2.003512733494972e-08,1.0544803918932644e-09
1953,1.2928593307037772e-08,4.3095309543161875e-09
1954,2.149957989416862e-08,2.9317608341017376e-09
1955,1.595553333899602e-08,3.754243138587299e-09
1956,2.616342431593921e-08,1.744228317335228e-09
1957,1.7670074847764283e-08,1.2369053170591116e-08
1958,2.3162281925781514e-08,9.926692190465047e-09
1959,2.0927019450667217e-08,6.200598146044456e-09
1960,1.2457499920515147e-08,1.3841666701708277e-09
1961,1.528595028332802e-08,2.08444772553662e-09
1962,2.980719426837197e-08,4.43936931660005e-09
1963,2.392439757414877e-08,2.5864211883330768e-09
1964,1.7643507821407667e-08,6.083968384640315e-09
1965,1.969935559120728e-08,5.472043373977442e-10
1966,1.8832854831174473e-08,5.539074865446025e-09
1967,3.5498416095514074e-08,7.88853687927471e-09
1968,4.042274323601269e-08,3.593132624768458e-09
1969,2.0892085200729937e-08,3.1792304344691047e-09
1970,1.4256047398131244e-08,3.219107425067591e-09
1971,2.3636628876388954e-08,5.6522370117662035e-09
1972,6.976999489261004e-08,8.208234980600082e-09
1973,1.3783009289447534e-08,3.307922269435437e-09
1974,1.0688586071783135e-08,2.2502286700643026e-09
1975,1.2565256835017635e-08,5.140332159925265e-09
1976,1.0855701004786056e-08,6.856232359631065e-09
