year,gros_ADJ yeux_NOUN,gros_ADJ pieux_NOUN
1800,2.986956246786576e-07,6.917161954334006e-08
1801,1.7858869227893592e-07,5.9529565277216534e-08
1802,1.6336232988578558e-07,4.4756802708434407e-08
1803,2.7694815685208596e-07,0.0
1804,2.0021992952479195e-07,1.4831105232815389e-08
1805,2.245873389483677e-07,2.55858996212055e-08
1806,6.916005901302924e-08,2.305335300434308e-08
1807,6.263301344233696e-08,1.4234775136401367e-08
1808,1.8128591250388126e-07,4.5321478125970316e-08
1809,9.713831161661801e-08,9.262025457701384e-08
1810,1.9891076874500868e-07,3.978215445954447e-08
1811,1.353821517113829e-07,5.264861258069686e-08
1812,1.0935553973467904e-07,1.2002436733382638e-07
1813,1.2940837734731758e-07,3.4508900625951355e-08
1814,6.608021863030444e-08,3.4613449884091096e-08
1815,8.90083740046066e-08,3.506390555685357e-08
1816,1.4137383175238938e-07,6.025770460382773e-08
1817,2.273035164535031e-07,2.9580593974287694e-08
1818,1.9193095113223535e-07,7.152706427149269e-09
1819,2.0909121190015867e-07,2.173720581311045e-08
1820,1.091716228529549e-07,4.2719332071783356e-08
1821,1.0354562363090736e-07,4.930744168518686e-08
1822,2.2657891918242967e-07,3.60922172149003e-08
1823,1.4329896202980308e-07,3.261286707356703e-08
1824,6.82110155025839e-08,3.536867154707579e-08
1825,1.4617035049013793e-07,5.0191026446100295e-08
1826,9.600702810530493e-08,2.2019960965735663e-08
1827,1.318069990929871e-07,4.3321183085254233e-08
1828,1.5317742452225502e-07,3.393751413227619e-08
1829,2.8805871465920063e-07,3.8579290873030914e-08
1830,1.7429515253297723e-07,1.982998831806526e-08
1831,2.0736304406909767e-07,1.7150327380477393e-08
1832,3.1930727573126205e-07,5.547287429408243e-08
1833,1.957633202209763e-07,7.066013552048389e-08
1834,2.4363126271964575e-07,5.507373401769655e-08
1835,2.8739734148075513e-07,5.974839467626225e-08
1836,1.4852857077585213e-07,4.099657502365517e-08
1837,2.7135774871567264e-07,4.5226290268374214e-08
1838,1.754781067120348e-07,2.019891809368346e-08
1839,1.5590990187774878e-07,4.334714631681891e-08
1840,1.350373963759921e-07,3.758116307039927e-08
1841,1.6821837789393612e-07,2.632424944692957e-08
1842,1.9722298816304829e-07,2.817471411731276e-08
1843,2.717179086175747e-07,2.2446261738195972e-08
1844,1.9429506892265636e-07,5.762989374602512e-08
1845,2.884977732264815e-07,2.0088821273134272e-08
1846,2.4881632043616264e-07,3.102885770545072e-08
1847,1.1757227724729091e-07,4.6921044827286096e-08
1848,1.7860392631519062e-07,3.459445352405055e-08
1849,2.1283713635966706e-07,3.854530916669319e-08
1850,1.9484419055970648e-07,2.7834882843080777e-08
1851,1.3543821353323438e-07,2.644269869733762e-08
1852,2.298222483432255e-07,1.4323200403509873e-08
1853,2.7709762662198045e-07,3.1054046445433414e-08
1854,1.6366342947549128e-07,3.16935526711859e-08
1855,2.3138245808240754e-07,1.751289246954002e-08
1856,2.07605282298573e-07,1.4496129630003907e-08
1857,2.660422353528702e-07,2.245494101771328e-08
1858,2.383220163437727e-07,2.7893953813418193e-08
1859,1.935025863986084e-07,1.018434669930457e-08
1860,3.075867596180615e-07,2.0597328287408345e-08
1861,2.782418562219391e-07,1.8863854478468056e-08
1862,2.59332409768831e-07,2.801151488540654e-08
1863,3.2564926755185297e-07,1.1987090431375691e-08
1864,2.5172320761157607e-07,2.5412058235474433e-08
1865,2.7911588063034287e-07,3.435996376310868e-08
1866,3.036142572909739e-07,2.1408697037372804e-08
1867,3.1980027870304184e-07,9.220341823379385e-09
1868,3.0874213052811683e-07,2.0747471296544973e-08
1869,3.9019317910060636e-07,2.5882650689368347e-08
1870,3.182396994816372e-07,6.880858549607183e-09
1871,2.931444953446771e-07,1.3807530230280918e-08
1872,3.513504225338693e-07,1.5723081503438152e-08
1873,4.0585109672974795e-07,1.4366410283628284e-08
1874,4.1762518776522484e-07,1.9118749250424116e-08
1875,3.0781816917624383e-07,1.5448122780981066e-08
1876,3.748529309177684e-07,1.934724735974669e-08
1877,4.4716219349538733e-07,2.5976227391311113e-08
1878,3.333576898967294e-07,3.2611080058586595e-08
1879,4.4842448687631986e-07,2.5659165459046562e-08
1880,3.8442900063273555e-07,3.016387850607316e-08
1881,5.020205549044476e-07,1.8825771164188154e-08
1882,4.798532700078795e-07,3.261138559196297e-08
1883,4.202360344152112e-07,3.6652167523243406e-08
1884,4.614586259776843e-07,1.5844072720483382e-08
1885,5.304758019519795e-07,1.8692343672910283e-08
1886,4.5625989741893136e-07,2.0005737511041843e-08
1887,4.1654539018054493e-07,2.285123557044244e-08
1888,4.184805675322423e-07,1.521747527988282e-08
1889,4.4169215129841177e-07,2.6313573542324775e-08
1890,4.883017936663236e-07,1.1142456735058204e-08
1891,3.473950016541494e-07,1.0198752065093686e-08
1892,4.3503476376827166e-07,1.1283322720601063e-08
1893,4.3047330677836726e-07,4.3724757148311255e-08
1894,4.7387575818902405e-07,1.5123694296903523e-08
1895,3.8097829246908077e-07,1.3842813118003505e-08
1896,4.2812430933736323e-07,2.4767521367152767e-08
1897,5.541204473047401e-07,2.5637540090883704e-08
1898,3.9721652456137235e-07,2.2633418694795182e-08
1899,5.151703135197749e-07,2.266307141951529e-08
1900,4.2047531678690575e-07,4.671947717582725e-09
1901,4.515701164109487e-07,1.0059729937950124e-08
1902,3.6974438444303814e-07,1.4730851205513318e-08
1903,4.195971143872157e-07,1.7820726228023887e-08
1904,3.70311681763269e-07,9.674325340824907e-09
1905,4.3195552734687226e-07,9.28936660926638e-09
1906,4.5783241375829675e-07,2.572092228092515e-08
1907,4.664559014599945e-07,2.4171363577352167e-08
1908,3.9684024955022323e-07,1.4734167663732478e-08
1909,4.367780945813138e-07,4.950885035270858e-09
1910,5.835812544319197e-07,1.068830179917768e-08
1911,4.719171897704655e-07,2.074945903984826e-08
1912,4.3863326482096454e-07,1.0939784189645252e-08
1913,3.828758678992017e-07,2.0151361468379037e-08
1914,4.687720718266064e-07,6.027069510139427e-09
1915,3.9818974073568825e-07,2.1205371680821372e-08
1916,4.889420779363718e-07,1.0987461607214755e-08
1917,3.662785843516758e-07,1.7546279096336548e-08
1918,6.271561687754001e-07,2.2972752589112133e-08
1919,4.410559313328122e-07,1.8415697411455767e-08
1920,5.300562406773679e-07,1.741613253614105e-08
1921,4.672385216508701e-07,5.300923255902035e-09
1922,5.289979867484362e-07,1.9182632371439468e-08
1923,9.501273439127544e-07,3.927900849021171e-08
1924,5.6594228681206e-07,3.480738541838946e-08
1925,5.180141897653812e-07,2.3096173862313663e-08
1926,4.346993875969929e-07,1.89484357093761e-08
1927,8.239277349275653e-07,2.5643217327342427e-08
1928,5.8501331068328e-07,1.82816659588525e-08
1929,5.291693128128827e-07,2.0052731031228177e-08
1930,5.03122635109321e-07,1.470504518152893e-08
1931,4.45949439153992e-07,1.596749932275543e-08
1932,4.208462200949725e-07,2.1919073223131136e-09
1933,4.932384740641282e-07,4.588264879146209e-09
1934,4.4930925469088834e-07,1.0783422155213884e-08
1935,4.2966141222677834e-07,2.752705441366743e-08
1936,6.207853857631562e-07,2.5461901032031165e-08
1937,6.799203902119189e-07,7.554670666820584e-09
1938,5.186086013964086e-07,1.5558256905023882e-08
1939,5.215271130509791e-07,9.176430282309411e-09
1940,4.20939954892674e-07,4.057252667166722e-08
1941,5.873490067642706e-07,1.4757512545315876e-08
1942,6.675265922240214e-07,3.6410540360520827e-08
1943,5.864534955435374e-07,2.9032351633873077e-08
1944,6.522768103423005e-07,2.2492303131116387e-08
1945,7.276203746187093e-07,1.742803235060819e-08
1946,6.26449718765798e-07,9.744772988540262e-09
1947,6.115406563367287e-07,1.6689218895749036e-08
1948,7.012367859715596e-07,1.7395020535104777e-08
1949,6.361421469591733e-07,2.5524220959027843e-08
1950,5.370857820707897e-07,7.444753258312176e-09
1951,7.825468628652743e-07,2.1322803078760444e-08
1952,5.124774702380819e-07,1.370824520563474e-08
1953,4.4064952930966683e-07,3.878577814475648e-08
1954,5.609435902442783e-07,1.3681550115052232e-08
1955,4.232909134316287e-07,1.3139850985055546e-08
1956,6.069914775252983e-07,2.2674967681268754e-08
1957,4.6914050244595273e-07,2.3854601849393475e-08
1958,5.153607389729586e-07,7.445019267748876e-09
1959,4.2474098904676794e-07,1.2401196514133517e-08
1960,4.7200083486131916e-07,1.7994166157109248e-08
1961,4.981829988537356e-07,1.945484662257968e-08
1962,4.788176966030733e-07,1.77574772664002e-08
1963,4.177070422883844e-07,1.8751554975438012e-08
1964,5.019273885409348e-07,1.5818317322668918e-08
1965,4.6731250336051744e-07,1.2585699593614663e-08
1966,5.832645797454461e-07,1.163205709531212e-08
1967,5.290249873723951e-07,2.3665609916179164e-08
1968,4.635141124254005e-07,1.527081394669949e-08
1969,4.251085385931219e-07,1.589615195030092e-08
