year,gros_ADJ yeux_NOUN,gros_ADJ pieux_NOUN
1970,3.651387601166789e-07,9.657322941336588e-09
1971,3.6996462426941434e-07,1.7470551227916076e-08
1972,3.4782397051458247e-07,1.128632298730281e-08
1973,3.7930843177491624e-07,1.4334330167287135e-08
1974,3.639744932115718e-07,1.7439271360331077e-08
1975,2.7757792508964485e-07,1.3707552426467373e-08
1976,3.176720895226026e-07,1.199840671262109e-08
1977,3.0794336680628476e-07,7.639816779203557e-09
1978,3.2792064530440257e-07,1.4257419245211622e-08
1979,3.481924011339288e-07,1.404473604083023e-08
1980,3.6953480275769834e-07,1.1370301145063877e-08
1981,3.314588070679747e-07,1.0120879245789638e-08
1982,3.532068717504444e-07,1.6760255405756652e-08
1983,3.4923698422062444e-07,9.47297440490047e-09
1984,3.201052720669395e-07,1.1598016769198694e-08
1985,3.4769925605360186e-07,1.3835783185811579e-08
1986,3.806498227731936e-07,2.0980699844130868e-08
1987,2.9820785130141303e-07,1.099947066762752e-08
1988,3.837794508854131e-07,1.5591039570495013e-08
1989,3.4575168683659285e-07,1.2073869015694072e-08
1990,3.650596056559152e-07,1.3076762783725826e-08
1991,3.0421003316405404e-07,9.37834432335194e-09
1992,4.0938886058938806e-07,1.8182815253453555e-08
1993,3.62818099119977e-07,1.4401939196773128e-08
1994,3.1069316719367635e-07,1.318731612798274e-08
1995,3.188401080933545e-07,8.133675954979935e-09
1996,2.8825698450418713e-07,1.0676184380997711e-08
1997,3.322861914512032e-07,1.3905194329311144e-08
1998,3.108820294528414e-07,1.2873949017944142e-08
1999,2.6095847260876326e-07,9.140402212892695e-09
2000,2.8540483754113666e-07,9.719669513685858e-09
2001,2.9441741844493663e-07,7.448059946568719e-09
2002,3.3691594580886886e-07,1.0514931148009055e-08
2003,4.1502551084704464e-07,1.0417307017007715e-08
2004,3.422522922846838e-07,1.2333415178034102e-08
2005,3.774142101065081e-07,1.170974872621855e-08
2006,4.204365495752427e-07,1.1941880373456115e-08
2007,4.3220268253207905e-07,7.988958827809256e-09
2008,4.542688145647844e-07,8.940623352771127e-09
2009,4.7681925252618385e-07,6.675469510497578e-09
2010,6.887290169288462e-07,7.085689368580006e-09
2011,7.502633252443047e-07,8.412738061736036e-09
2012,1.0692757541619358e-06,1.2255309655984092e-08
2013,1.2344667084107641e-06,9.204113027294625e-09
2014,1.3616319165521418e-06,1.3642305063399363e-08
2015,1.3004647598791053e-06,9.752931795503628e-09
2016,1.2583391253429e-06,1.118523584864306e-08
2017,1.2882445616924088e-06,6.5405894034142875e-09
2018,1.5999930838006549e-06,8.26069346260283e-09
2019,1.4657975953014102e-06,8.16316081397872e-09
