year,petits_ADJ âges_NOUN,petits_ADJ pages_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,2.2378401354217203e-09
1803,0.0,1.1702034896643454e-08
1804,0.0,2.7190360185613827e-08
1805,0.0,0.0
1806,0.0,5.76333825108577e-09
1807,0.0,1.7081731584767113e-08
1808,0.0,0.0
1809,0.0,9.036122072814123e-09
1810,0.0,3.510190182964834e-08
1811,0.0,6.769107585569145e-08
1812,0.0,2.6672082320544632e-09
1813,0.0,0.0
1814,0.0,1.8880061958270744e-08
1815,0.0,5.1247248222807684e-08
1816,0.0,0.0
1817,0.0,9.341240669868967e-09
1818,0.0,8.344824387052086e-09
1819,0.0,2.070209959015301e-08
1820,0.0,8.306536791735653e-09
1821,0.0,9.861488514673056e-09
1822,0.0,5.012807946513931e-09
1823,9.882686891060644e-10,1.9765373782121287e-09
1824,0.0,1.1789557774477544e-08
1825,1.4969252504215547e-08,6.60408261410339e-08
1826,0.0,2.642395191543301e-09
1827,0.0,1.1982455028203276e-08
1828,0.0,1.1006761724274838e-08
1829,0.0,2.7434163218931218e-08
1830,0.0,3.5485243188304594e-08
1831,0.0,9.354723218280014e-09
1832,0.0,4.329590119755977e-08
1833,0.0,2.3167256557599103e-08
1834,0.0,2.240287422239362e-08
1835,7.563087933704082e-10,2.0420337421001022e-08
1836,0.0,2.8899226123257904e-08
1837,0.0,4.5922078584226256e-08
1838,0.0,5.7440672662778525e-08
1839,0.0,2.23727205650448e-08
1840,0.0,3.248541347034006e-08
1841,0.0,2.43980835534785e-08
1842,0.0,1.2074877542289641e-08
1843,0.0,2.1855571574747046e-08
1844,0.0,1.5916826967554698e-08
1845,0.0,1.3950569588416784e-08
1846,0.0,3.6297908678761814e-08
1847,0.0,3.020205152637345e-08
1848,0.0,1.930853166243196e-08
1849,0.0,1.005529792763582e-08
1850,0.0,2.647708541303473e-08
1851,0.0,1.3543821175687754e-08
1852,0.0,1.1718981340891332e-08
1853,0.0,2.8068079416243563e-08
1854,0.0,1.9223959313308114e-08
1855,0.0,1.2205955357558196e-08
1856,0.0,1.2942972915652717e-08
1857,0.0,1.269192401176511e-08
1858,0.0,2.2510910469009104e-08
1859,0.0,1.7313389832906978e-08
1860,0.0,2.334363732869882e-08
1861,0.0,7.545541969022906e-09
1862,0.0,3.6143891435358455e-08
1863,0.0,1.2986014041871385e-08
1864,0.0,1.7740493851725603e-08
1865,0.0,7.060266649094871e-09
1866,0.0,1.4110277390955162e-08
1867,0.0,1.649955905236311e-08
1868,0.0,1.9265508632848594e-08
1869,0.0,9.278686263769487e-09
1870,0.0,1.548193218070537e-08
1871,0.0,1.911811864374613e-08
1872,0.0,1.4513614310374123e-08
1873,0.0,7.781805422268917e-09
1874,0.0,8.961913877669758e-09
1875,0.0,1.5448122780981066e-08
1876,0.0,2.0556450763820067e-08
1877,0.0,1.4225077116236662e-08
1878,0.0,3.381889779330294e-08
1879,0.0,1.7717042610776446e-08
1880,0.0,2.1178892639639457e-08
1881,0.0,2.928453113337781e-08
1882,0.0,1.7304001342921538e-08
1883,0.0,1.2006744043446815e-08
1884,0.0,2.6406788755650723e-08
1885,0.0,1.5469526104539e-08
1886,0.0,3.0976626153034204e-08
1887,0.0,2.0892558794116667e-08
1888,0.0,1.9655905347804037e-08
1889,0.0,2.756660116842724e-08
1890,6.554386478008212e-10,1.5730527991308918e-08
1891,0.0,1.4023283867459213e-08
1892,0.0,1.4417578020342603e-08
1893,0.0,1.8475249885518963e-08
1894,0.0,1.8904618315218613e-08
1895,0.0,1.8657705380675793e-08
1896,0.0,2.4177818858106548e-08
1897,0.0,1.631479829011795e-08
1898,5.6583548957434e-10,2.263341902786209e-08
1899,0.0,3.427098782537996e-08
1900,0.0,1.453494924419374e-08
1901,0.0,1.9001712259214543e-08
1902,0.0,1.4239822876405128e-08
1903,0.0,3.9961628672813276e-08
1904,0.0,6.987012746151322e-09
1905,0.0,1.4450125207510212e-08
1906,0.0,1.8519064060029677e-08
1907,0.0,2.005708904517789e-08
1908,0.0,3.1432888736304676e-08
1909,0.0,5.941062342085246e-08
1910,0.0,3.2599320132220555e-08
1911,0.0,2.7133908897525316e-08
1912,0.0,3.177746898952449e-08
1913,0.0,2.3863453935124568e-08
1914,0.0,2.8126322881849575e-08
1915,0.0,3.062998032987707e-08
1916,0.0,4.1752356683133485e-08
1917,0.0,5.483212106582869e-09
1918,0.0,1.1486376294556067e-08
1919,0.0,1.3811772670013767e-08
1920,0.0,3.180337371233577e-08
1921,0.0,1.9689142760626055e-08
1922,0.0,2.4347186489137584e-08
1923,0.0,2.229349105320466e-08
1924,0.0,1.2891624656674594e-08
1925,0.0,2.0896538499570738e-08
1926,0.0,1.2260752080273107e-08
1927,0.0,1.3379069851993108e-08
1928,0.0,1.8281665847830197e-08
1929,0.0,2.785101615998542e-08
1930,0.0,2.6259009189288918e-08
1931,0.0,1.8248570654577634e-08
1932,0.0,1.2055489939655217e-08
1933,0.0,1.8353059516584835e-08
1934,0.0,1.677421224144382e-08
1935,0.0,2.2739740757060645e-08
1936,4.849885826274658e-09,3.273672888326473e-08
1937,0.0,1.510934133364117e-08
1938,0.0,9.075650453382877e-09
1939,0.0,1.5294050470515685e-08
1940,0.0,7.607348750937604e-09
1941,0.0,2.6563523380929155e-08
1942,0.0,3.034211704111556e-08
1943,0.0,1.4516175816936538e-08
1944,0.0,9.639558484764166e-09
1945,0.0,1.089252066321933e-08
1946,0.0,2.0881657292193267e-08
1947,0.0,2.5033829231801974e-08
1948,0.0,1.8482209318548826e-08
1949,9.817008317369869e-10,6.8719057111366055e-09
1950,0.0,2.1270722072586068e-08
1951,0.0,1.1727541604500402e-08
1952,0.0,1.687168627029223e-08
1953,0.0,1.6160740301529586e-08
1954,0.0,9.772536557761669e-09
1955,0.0,1.6894095011821264e-08
1956,0.0,2.616342520411763e-08
1957,0.0,1.590306802912167e-08
1958,0.0,1.4890038535497752e-08
1959,0.0,1.4726420638488946e-08
1960,6.920833350854139e-10,2.2146666278644034e-08
1961,0.0,1.945484662257968e-08
1962,0.0,2.8538803320543593e-08
1963,0.0,1.6165132898926515e-08
1964,0.0,1.2776333713215848e-08
1965,0.0,1.1491290863308024e-08
1966,5.539074754423723e-10,8.308612464702492e-09
1967,4.930335584241163e-10,1.3311906243984595e-08
1968,0.0,2.7397635909975904e-08
1969,9.083515606356229e-10,1.1808570121729645e-08
1970,1.3796175313274261e-09,1.0577067222072856e-08
1971,2.0553589941130213e-09,9.249115473508596e-09
1972,5.130146862875051e-10,1.692948464748767e-08
1973,0.0,4.961883404153156e-09
1974,0.0,1.125114318378806e-08
1975,0.0,1.599214449754527e-08
1976,0.0,7.427584769459372e-09
1977,5.876781838942691e-10,1.2341241473201592e-08
1978,1.1881182704343018e-09,9.504946163474415e-09
1979,1.1703946700691858e-09,1.1703946811714161e-08
1980,5.685150683554241e-10,1.3075846183596695e-08
1981,2.5302198114474095e-09,9.48832401537203e-09
1982,0.0,1.3035754697909852e-08
1983,1.89459470334441e-09,5.052252838311233e-09
1984,5.799008495621649e-10,1.4497521405587577e-08
1985,0.0,1.1429560076159362e-08
1986,1.1988970927134801e-09,1.079007377891017e-08
1987,1.2221633705067347e-09,1.2221633483022742e-08
1988,0.0,4.197587610832443e-09
1989,5.488122178931576e-10,1.5366742212030715e-08
1990,1.089730194969718e-09,7.083246433836621e-09
1991,1.7584396161396398e-09,1.2895223222564312e-08
1992,1.65298330578878e-09,1.7631821336294706e-08
1993,1.1078414852150331e-09,1.717154241021035e-08
1994,0.0,5.802419433820205e-09
1995,2.7112254663563817e-09,1.3556126887692699e-08
1996,0.0,5.871901187504136e-09
1997,4.79489448146353e-10,1.582315189985195e-08
1998,9.536258449571733e-10,9.536258449571733e-09
1999,2.7421207526856506e-09,1.0054442528550922e-08
2000,4.4180314962005696e-10,1.0161472663305915e-08
2001,4.3812117822561447e-10,7.88618120806106e-09
2002,4.38122149670761e-10,1.0953053575235572e-08
2003,4.1669229178253886e-10,9.167230807793914e-09
2004,1.3214374039449694e-09,6.607186797680242e-09
2005,3.1526248278623825e-09,9.457874483587148e-09
2006,4.529678854225949e-09,1.194188103958993e-08
2007,3.595031605740928e-09,1.0385647009059085e-08
2008,7.2376473703172906e-09,1.277231942431456e-08
2009,4.291373478793048e-09,1.3827758493789588e-08
2010,9.447586046817946e-10,1.511613750837526e-08
2011,7.64794394481072e-10,7.647944028077447e-09
2012,3.063827413996023e-09,1.327658585847935e-08
2013,8.367375126105969e-10,1.5340187786705428e-08
2014,1.0827225782605865e-09,1.0394137106572998e-08
2015,2.438232948875907e-09,1.3742767104862885e-08
2016,1.2428040818690533e-09,1.822779316373868e-08
2017,3.773417134311785e-09,1.3081178806828575e-08
2018,4.130346731301415e-09,1.6263240754099684e-08
2019,7.65296326310505e-10,1.403043281555938e-08
