year,aurez_VERB osé_VERB,aurez_VERB posé_VERB
1800,6.288328968651058e-09,1.5720821977538435e-08
1801,2.3811825844433088e-09,7.143547975374531e-09
1802,2.2378401354217203e-09,1.3427040812530322e-08
1803,0.0,7.801356893821776e-09
1804,0.0,6.426812149129546e-08
1805,0.0,1.9900143755080535e-08
1806,0.0,2.5935023018064385e-08
1807,0.0,2.2775640928784924e-08
1808,2.2660739951163578e-09,1.8128591960930862e-08
1809,1.3554183553310395e-08,4.518061036407062e-09
1810,4.680253518074551e-09,2.106114038724627e-08
1811,0.0,2.0056614147279106e-08
1812,2.6672082320544632e-09,2.6672082320544632e-09
1813,0.0,2.300593315851529e-08
1814,6.293354282149721e-09,9.440030979135372e-09
1815,1.0788894222457657e-08,1.8880564667256294e-08
1816,0.0,5.3304887615013286e-08
1817,0.0,4.670620334934483e-09
1818,0.0,1.4305412854298538e-08
1819,4.140420006848444e-09,3.1053151161586356e-09
1820,0.0,5.933240565525466e-09
1821,0.0,1.7750679148775816e-08
1822,0.0,1.5038423839541792e-08
1823,9.882686891060644e-10,2.9648061783404955e-09
1824,1.6842225392110777e-09,1.431589158329416e-08
1825,0.0,1.4088708866211164e-08
1826,8.807984341885344e-10,8.807984341885344e-10
1827,9.217273055917019e-10,1.1060727445055818e-08
1828,0.0,1.559291185060374e-08
1829,8.57317605795771e-10,9.430493719264632e-09
1830,0.0,5.218417697960831e-09
1831,1.5591206103948707e-09,9.354723218280014e-09
1832,1.3529969367098715e-09,9.470978667991403e-09
1833,0.0,5.791814139399776e-09
1834,1.8669061851994684e-09,1.0267983796552471e-08
1835,7.563087933704082e-10,1.4369867074037757e-08
1836,0.0,1.008112526790228e-08
1837,6.957890930081589e-10,6.957891152126194e-09
1838,6.312161904276081e-10,1.1361890983607736e-08
1839,0.0,1.1885507689157748e-08
1840,0.0,1.52872523528913e-08
1841,0.0,4.494383976094696e-09
1842,0.0,4.024959032733477e-09
1843,1.1813822142769936e-09,1.2995204023980023e-08
1844,0.0,6.037417232818143e-09
1845,0.0,8.928364714222425e-09
1846,1.7563503984519002e-09,6.439951683034906e-09
1847,5.393223645455691e-10,3.775256551818984e-09
1848,0.0,8.04522137798358e-09
1849,0.0,8.379414495607307e-09
1850,6.788996032014438e-10,1.2899092460827433e-08
1851,0.0,1.4188765717904062e-08
1852,6.510545436100301e-10,8.463708844885787e-09
1853,0.0,1.4929829816878737e-08
1854,5.195664454227256e-10,5.7152309551611324e-09
1855,4.776243400783642e-09,1.0613874223963649e-09
1856,0.0,3.1063134287023786e-09
1857,0.0,3.905207268672939e-09
1858,4.893676019968041e-10,1.1744822003834088e-08
1859,5.092173349652285e-10,3.055304009791371e-09
1860,4.577183909670879e-10,2.288591982591015e-09
1861,0.0,9.903524222920623e-09
1862,0.0,3.6143890103090826e-09
1863,0.0,2.9967726078439227e-09
1864,0.0,9.589456340108882e-09
1865,4.706844358715045e-10,6.589582213223366e-09
1866,0.0,9.244664589402873e-09
1867,0.0,3.88224918879132e-09
1868,1.4819622196071691e-09,5.433861360870651e-09
1869,2.9301114867763545e-09,3.906815315701806e-09
1870,0.0,7.454262984651905e-09
1871,0.0,1.274541272522356e-08
1872,0.0,6.652073114565837e-09
1873,0.0,1.3169209722718733e-08
1874,0.0,5.974609140757536e-10
1875,4.577221712764867e-09,1.3159512590732447e-08
1876,0.0,3.02300739996042e-09
1877,0.0,3.0924081073635534e-09
1878,0.0,3.6234530931267273e-09
1879,3.665595160740054e-09,1.221865053580018e-09
1880,0.0,3.2089231272180996e-09
1881,0.0,4.183504653809678e-09
1882,0.0,7.320923423037584e-09
1883,0.0,1.8958017378167824e-09
1884,0.0,3.300848483434038e-09
1885,0.0,1.933690763067375e-09
1886,0.0,3.872078213618124e-09
1887,0.0,8.48760173255414e-09
1888,0.0,1.9021844099853524e-09
1889,0.0,6.265136742733546e-10
1890,6.554386478008212e-10,7.209825181320184e-09
1891,0.0,2.5496880162734215e-09
1892,0.0,5.014809900671935e-09
1893,0.0,1.847525021858587e-09
1894,0.0,3.780923574225881e-09
1895,0.0,1.023164486468886e-08
1896,0.0,1.179405795248556e-09
1897,1.7480140668268973e-09,2.9133566670225264e-09
1898,0.0,4.52668391659472e-09
1899,0.0,9.39688327150634e-09
1900,0.0,4.671947717582725e-09
1901,1.1177477832191585e-09,6.706486921359556e-09
1902,0.0,6.874397495693074e-09
1903,0.0,1.0260418292773466e-08
1904,0.0,1.2361637935498493e-08
1905,5.160759042333041e-10,4.64468330463319e-09
1906,0.0,4.115347618238729e-09
1907,0.0,7.71426478252124e-09
1908,0.0,2.9468334439286537e-09
1909,0.0,1.1001967115120692e-09
1910,0.0,5.34415089958884e-09
1911,0.0,4.25629931299909e-09
1912,0.0,6.251305251225858e-09
1913,0.0,2.121195885607108e-09
1914,0.0,5.357394972094198e-09
1915,0.0,1.1780761921542648e-09
1916,3.2962386153911893e-09,4.394984820521586e-09
1917,0.0,3.289927441585405e-09
1918,0.0,4.594550517822427e-09
1919,0.0,3.6831393490643904e-09
1920,0.0,4.543339038320937e-09
1921,0.0,3.7863738810983705e-09
1922,0.0,3.6889677978990676e-09
1923,0.0,0.0
1924,0.0,3.867487219366694e-09
1925,0.0,0.0
1926,0.0,2.229227691330493e-09
1927,0.0,2.2298449753321847e-09
1928,0.0,2.2852082448565625e-09
1929,1.1140406375176326e-09,0.0
1930,0.0,0.0
1931,0.0,3.4216069977333063e-09
1932,0.0,2.1919073223131136e-09
1933,0.0,1.1470662197865522e-09
1934,0.0,7.188948103475923e-09
1935,0.0,0.0
1936,0.0,0.0
1937,0.0,5.0364472592434595e-09
1938,0.0,0.0
1939,0.0,6.117620188206274e-09
1940,0.0,0.0
1941,0.0,8.854508237732261e-09
1942,0.0,0.0
1943,0.0,0.0
1944,0.0,6.4263723231761105e-09
1945,0.0,4.357008087652048e-09
1946,0.0,2.7842208538686464e-09
1947,0.0,2.3841741914054637e-09
1948,0.0,1.0871887834440486e-09
1949,0.0,9.817008317369869e-10
1950,1.0635361480382244e-09,1.0635361480382244e-09
1951,0.0,1.0661401761424827e-09
1952,0.0,1.0544803918932644e-09
1953,0.0,5.386913581872932e-09
1954,0.0,1.9545072227344917e-09
1955,0.0,0.0
1956,0.0,2.616342476002842e-09
1957,0.0,3.534015080575159e-09
1958,0.0,8.272243445794913e-10
1959,0.0,1.5501495642666896e-09
1960,0.0,2.076250060767393e-09
1961,0.0,4.86371165564492e-09
1962,0.0,2.5367825617905737e-09
1963,0.0,6.466053248388448e-10
1964,0.0,6.083968329129164e-10
1965,0.0,2.188817349590977e-09
1966,0.0,2.215629901769489e-09
1967,9.860671168482327e-10,6.409436092980059e-09
1968,0.0,1.3474247273492779e-09
1969,0.0,8.629339909305145e-09
1970,0.0,7.3579600190498695e-09
1971,0.0,5.138397263237948e-09
1972,0.0,5.643161493651405e-09
1973,0.0,6.615844760915479e-09
1974,0.0,7.875800456247362e-09
1975,5.711480177694739e-10,1.7134440533084216e-09
1976,0.0,1.142705374768127e-09
1977,0.0,5.876781838942691e-10
1978,0.0,2.3762365408686037e-09
1979,0.0,2.925986564150662e-09
1980,5.685150683554241e-10,2.2740602734216964e-09
1981,0.0,4.427884725544118e-09
1982,0.0,3.1037510339615437e-09
1983,0.0,3.78918940668882e-09
1984,0.0,2.3196033982486597e-09
1985,0.0,6.015558051686298e-10
1986,0.0,2.997242676272549e-09
1987,0.0,3.0554083707556856e-09
1988,0.0,1.798966087207532e-09
1989,0.0,2.7440609784434855e-09
1990,0.0,2.724325431913144e-09
1991,0.0,1.7584396161396398e-09
1992,0.0,1.1019888335184191e-09
1993,0.0,2.2156829704300662e-09
1994,0.0,2.637463358823311e-09
1995,5.422450821690461e-10,5.964695848348356e-09
1996,0.0,0.0
1997,0.0,9.58978896292706e-10
1998,0.0,2.86087753487152e-09
1999,0.0,2.7421207526856506e-09
2000,0.0,4.4180314962005696e-10
2001,0.0,1.3143635069212678e-09
2002,0.0,8.76244299341522e-10
2003,8.333845835650777e-10,8.333845835650777e-10
2004,0.0,1.7619165015858584e-09
2005,0.0,1.8014998381943315e-09
2006,4.1178899179428186e-10,2.0589450144825605e-09
2007,3.994479469415779e-10,3.595031605740928e-09
2008,0.0,3.405951742863067e-09
2009,0.0,2.860915504498962e-09
2010,0.0,1.0864724231396394e-08
2011,7.64794394481072e-10,4.5887662558641296e-09
2012,6.808505426114664e-10,9.872333173177594e-09
2013,5.578250084070646e-10,8.925200134513034e-09
2014,0.0,6.712880029624557e-09
2015,1.5516027351836215e-09,1.0196246513771712e-08
2016,2.0713399884186856e-09,9.113896304313585e-09
2017,5.031222660711876e-10,7.54683426862357e-09
2018,2.5814667070633845e-10,8.776987137082415e-09
2019,2.55098775436835e-10,1.2499840273960672e-08
