year,nos_DET iles_NOUN,nos_DET piles_NOUN
1887,8.487601899087593e-09,6.528924512139156e-09
1888,1.521747572397203e-08,2.8532766593869496e-08
1889,1.3783301056058406e-08,1.1277245803853475e-08
1890,1.9007720730712663e-08,1.1797895993481688e-08
1891,2.230977025341474e-08,1.5298127875595924e-08
1892,2.3820346806147086e-08,4.387958441043338e-09
1893,1.9706933418461858e-08,0.0
1894,1.827446372004715e-08,1.8904617871129403e-09
1895,1.745398225949657e-08,4.814891596538473e-09
1896,1.1794058341063618e-08,8.255840455717589e-09
1897,2.388952524690069e-08,5.2440420894583895e-09
1898,9.053367611144836e-09,6.224190496340043e-08
1899,2.04520400615138e-08,5.527578395003729e-09
1900,1.0901211600078398e-08,7.786579381274805e-09
1901,1.1736351668290013e-08,1.1736351446245408e-08
1902,1.86590785600238e-08,7.856454153909453e-09
1903,2.052083702963614e-08,2.1600881083827517e-09
1904,1.289910045443321e-08,3.2247751136083025e-09
1905,1.3417973898643965e-08,3.6125313851442797e-09
1906,1.7490227210981146e-08,1.5432553013283723e-09
1907,1.0799971361663552e-08,4.6285588695127444e-09
1908,8.840500553830566e-09,6.384805573134145e-09
1909,1.4302557360679202e-08,1.1001967115120692e-09
1910,1.4429207051414039e-08,0.0
1911,1.3832972434180135e-08,2.128149656499545e-09
1912,1.0939784356178706e-08,7.2931897743266916e-09
1913,1.7499866000747488e-08,1.1666577037772186e-08
1914,1.607218474974914e-08,0.0
1915,8.246533234057551e-09,1.4136913861761968e-08
1916,2.0876177675432928e-08,9.888715624128963e-09
1917,2.4126133979507358e-08,6.57985488317081e-09
1918,4.479686666059024e-08,0.0
1919,1.6574126959767455e-08,8.287063479883727e-09
1920,2.4988364710765154e-08,1.514446346106979e-09
1921,2.650461700115514e-08,1.5145494858259667e-09
1922,5.1645547283207804e-09,2.2133805899215986e-09
1923,5.307974060286824e-09,3.1847844361720945e-09
1924,7.734974438733389e-09,2.578324886925998e-09
1925,1.979672092922158e-08,7.698724324711748e-09
1926,1.560459372829115e-08,3.343841648018042e-09
1927,1.44939923396592e-08,0.0
1928,3.08503115276082e-08,0.0
1929,1.8938690837799754e-08,1.1140406375176326e-09
1930,1.575540553577781e-08,4.201441416995522e-09
1931,8.097803405604509e-08,0.0
1932,7.671675850140502e-09,1.0959536611565568e-09
1933,1.032359597807897e-08,1.1470662197865522e-09
1934,3.5944740517379614e-09,1.0783422155213884e-08
1935,2.0346083040578833e-08,3.590485242455088e-09
1936,2.3036956786626206e-08,2.424942913137329e-09
1937,1.762756551837441e-08,0.0
1938,1.0372171899142302e-08,5.186085672015395e-09
1939,4.28233404292655e-08,1.2235240376412548e-08
1940,1.2678914584896006e-08,0.0
1941,6.788455886308498e-08,0.0
1942,6.068423519245414e-08,1.2136847082899749e-08
1943,6.967764720755554e-08,1.1612940831184915e-08
1944,2.2492303131116387e-08,0.0
1945,1.5249528306782167e-08,0.0
1946,5.568441707737293e-08,8.352662561605939e-09
1947,3.337843779149807e-08,0.0
1948,9.784699050996437e-09,1.0871887834440486e-09
1949,2.846932423139492e-08,1.9634016634739737e-09
1950,1.914365066468804e-08,2.1270722960764488e-09
1951,2.5587364671508794e-08,1.0661401761424827e-09
1952,1.2653764924763777e-08,3.1634410646574906e-09
1953,1.2928592973970865e-08,4.3095309543161875e-09
1954,2.0522326282801373e-08,6.840775279570721e-09
1955,1.0324168631115072e-08,4.6928039232341234e-09
1956,1.5698055078061657e-08,5.232684952005684e-09
1957,8.835037590415595e-09,2.47381048978923e-08
1958,1.3235589513271862e-08,1.2408365002158916e-08
1959,2.9452842387200917e-08,5.425523585955716e-09
1960,2.0762500052562416e-09,6.2287499602575735e-09
1961,2.779263652552544e-09,5.55852741612739e-09
1962,8.87873907728931e-09,1.2683912808952869e-09
1963,7.759263898066138e-09,9.699079650538067e-09
1964,1.0951142881410192e-08,2.4335873316516654e-09
1965,7.1136563306595235e-09,8.755269398363907e-09
1966,1.0524242144427376e-08,2.769537488234164e-09
1967,8.874604107145245e-09,7.395503320850594e-09
1968,1.8414805180722027e-08,3.5931326802796093e-09
1969,3.088395228445506e-08,7.2668124850849836e-09
1970,9.657322413980651e-09,2.7592350626548523e-09
1971,1.0276795081587409e-08,2.0553589941130213e-09
1972,2.616374938924082e-08,1.5390440033513642e-09
1973,1.268036875501366e-08,3.307922213924286e-09
1974,1.0126029126311664e-08,0.0
1975,1.770558810676448e-08,3.998036124386317e-09
1976,1.5426522614880867e-08,2.285410749536254e-09
1977,5.876781949964993e-09,1.7630346071939584e-09
1978,1.603959642881847e-08,2.970295565063452e-09
1979,1.345953837272873e-08,5.266775904289034e-09
1980,1.0233271396931087e-08,5.6851505725319385e-09
1981,4.427884781055269e-09,6.958104314946922e-09
1982,4.966001831974154e-09,4.345251602977385e-09
1983,5.052252616266628e-09,6.315316047889041e-10
1984,1.3917620667047714e-08,1.1598016991243298e-09
1985,1.0828004715079942e-08,3.609334831011779e-09
1986,9.591176797218992e-09,5.994485463567401e-10
1987,1.283271516827611e-08,6.110816852533674e-10
1988,7.795519785247507e-09,2.99827696004229e-09
1989,9.329807815205982e-09,2.1952488715726304e-09
1990,2.45189291092629e-08,2.179460389939436e-09
1991,3.5168791212569772e-09,4.689171995142516e-09
1992,5.509944334125549e-09,2.754972139307199e-09
1993,1.6617621612091682e-08,2.2156830259412175e-09
1994,3.6924485691258724e-09,3.164955852952289e-09
1995,3.795715630694474e-09,2.7112254663563817e-09
1996,2.6690460952494277e-09,2.135236876199542e-09
1997,2.8769365778558154e-09,0.0
1998,4.7681292247858664e-09,4.768129224785866e-10
1999,5.027221139375371e-09,4.113181129028476e-09
2000,2.6508188977203417e-09,3.97622823555821e-09
2001,6.133696495158603e-09,0.0
2002,2.190610692842654e-09,8.76244299341522e-10
2003,4.166923084358842e-09,1.6667691671301554e-09
2004,1.5504865250037803e-07,1.7619165015858584e-09
2005,1.3511248786457486e-09,9.007499190971657e-10
2006,1.6471559116659762e-09,5.353256948836815e-09
2007,1.5977917877663117e-09,3.994479469415779e-10
2008,8.514879357157668e-10,1.7029758714315335e-09
2009,1.430457752249481e-09,2.384096253749135e-09
2010,9.447586046817946e-10,2.8342759250676863e-09
2011,1.147191591721608e-09,3.4415748029203996e-09
2012,2.7234021704458655e-09,6.46808034909796e-09
2013,8.367375126105969e-10,5.8571623662295735e-09
2014,2.1654451842767486e-09,8.01214730672406e-09
2015,1.773260274728905e-09,4.654808372084318e-09
2016,3.728412162340433e-09,6.421154274960372e-09
2017,1.0062445321423752e-09,7.043711530707597e-09
2018,1.0325866828253538e-09,5.937373259712331e-09
2019,2.5509878098795014e-09,6.377469219387422e-09
