year,six_DET eaux_NOUN,six_DET pots_NOUN
1917,6.579854550103903e-09,1.2063066989753679e-08
1918,9.189101035644853e-09,2.1824114071478107e-08
1919,5.524709134618888e-09,5.524709023596586e-09
1920,4.543339038320937e-09,2.1202249289586916e-08
1921,7.572747429129834e-09,5.300923255902035e-09
1922,2.21338064543275e-09,1.5493664462518097e-08
1923,5.307974060286824e-09,2.017030231726835e-08
1924,1.9337436318878076e-08,3.3518222752881854e-08
1925,1.9796719818998554e-08,1.0998177923937646e-08
1926,1.4489979882625903e-08,2.3406891092037085e-08
1927,6.689534814974252e-09,2.1183526488499638e-08
1928,9.140832757381645e-09,1.2568645679778001e-08
1929,1.559656870320225e-08,1.5596568925246856e-08
1930,1.470504518152893e-08,2.7309368988426286e-08
1931,2.5091784650044247e-08,2.052964109822142e-08
1932,4.383814644626227e-09,5.4797681947604815e-09
1933,1.261772863969668e-08,5.735331320977366e-09
1934,8.38710612072191e-09,3.5944740517379614e-09
1935,1.795242621227544e-08,7.180970484910176e-09
1936,2.424942913137329e-09,8.487299751891442e-09
1937,6.295559185076627e-09,1.3850229851897211e-08
1938,1.2965214457594243e-09,1.5558256905023882e-08
1939,4.588215141154706e-09,7.647025235257843e-09
1940,0.0,2.5357829613881222e-08
1941,5.9030051957620344e-09,5.9030051957620344e-09
1942,6.068423541449874e-09,1.2136847082899749e-08
1943,2.9032352077962287e-09,2.032264689866281e-08
1944,0.0,6.4263723231761105e-09
1945,2.178504043826024e-09,1.089252021913012e-08
1946,1.3921104269343232e-09,1.6705325123211878e-08
1947,1.1920870957027319e-09,7.152522796260996e-09
1948,7.61032148410834e-09,1.5220643190261285e-08
1949,3.9268033269479474e-09,4.908504269707237e-09
1950,4.2541445921528975e-09,1.701657792452238e-08
1951,4.264560815592233e-09,1.1727541715522705e-08
1952,7.381362632230548e-09,1.4762725264461096e-08
1953,1.0773827385790469e-09,1.1851209791302608e-08
1954,9.772536113672459e-09,3.9090144454689835e-09
1955,2.815682353940474e-09,1.0324168631115072e-08
1956,2.093073958597813e-08,9.593255301254544e-09
1957,1.7670075402875796e-09,3.534015080575159e-09
1958,4.1361216673863055e-09,8.272243334772611e-09
1959,5.425523363911111e-09,1.1626121954044777e-08
1960,5.536666680683311e-09,6.920833239831836e-09
1961,5.558527582660844e-09,6.948159103625784e-09
1962,3.805173787174709e-09,1.8391673961559718e-08
1963,5.1728425987107585e-09,1.2285501505004959e-08
1964,7.30076216148845e-09,1.8860301764789256e-08
1965,6.019247544841733e-09,1.641613067704384e-08
1966,8.862519607077957e-09,7.200797291773142e-09
1967,3.944268356370628e-09,9.367637332502454e-09
1968,5.838840466676487e-09,9.88111459321317e-09
1969,9.083515495333927e-09,1.1354394285900682e-08
1970,9.197450051567913e-09,1.0117195442527205e-08
1971,1.4387512958791149e-08,7.707596338946132e-09
1972,1.744249916724172e-08,4.104117490300041e-09
1973,1.4885650267970618e-08,1.4885649823881408e-08
1974,1.1813700795393345e-08,9.563471792262135e-09
1975,1.484984890609553e-08,9.138368284311582e-09
1976,5.7135269293517865e-09,9.141642942633865e-09
1977,8.22749468554207e-09,5.876781838942691e-09
1978,6.53465048738866e-09,1.0099005187669263e-08
1979,8.192762801506603e-09,4.681578680276743e-09
1980,1.0233271230397634e-08,9.09624131573139e-09
1981,1.6446428885430464e-08,3.1627747087981106e-09
1982,4.966001942996456e-09,3.1037510339615437e-09
1983,1.1367569219267182e-08,8.841442689089263e-09
1984,8.118611838359158e-09,9.278413592994639e-09
1985,2.1054452403745927e-08,9.624892882698077e-09
1986,1.1389522436289212e-08,5.395036861699509e-09
1987,7.944061797271473e-09,7.944062296871834e-09
1988,8.395175166153734e-09,7.795520118314414e-09
1989,1.0427431806903087e-08,1.2073868349560257e-08
1990,5.993515961311147e-09,8.717841559757744e-09
1991,1.1136783939491579e-08,7.6199047072123e-09
1992,3.3059665005552574e-09,1.0468893973936133e-08
1993,6.09312805766038e-09,1.0524494165053966e-08
1994,8.967375231261343e-09,1.0549853435293244e-08
1995,1.1929391696696712e-08,7.591431483433553e-09
1996,4.804283193493575e-09,1.4946658133396795e-08
1997,6.712852163026639e-09,1.342570443707558e-08
1998,1.239713587342095e-08,2.5747897702821376e-08
1999,1.0054442306506317e-08,1.9194845629622037e-08
2000,6.185244316725402e-09,7.952456693161025e-09
2001,1.2705513752209185e-08,1.270551397425379e-08
2002,3.9430991805033955e-09,7.448076544402937e-09
2003,5.41700001521761e-09,7.91715315529018e-09
2004,1.1011977829600283e-08,7.047666006343434e-09
2005,4.9541245550344115e-09,9.908249332113428e-09
2006,6.58862386870851e-09,5.765045940631097e-09
2007,6.391166984531793e-09,1.1583990655594789e-08
2008,3.831695738476526e-09,1.404955107808803e-08
2009,6.198650037703146e-09,1.3350938798950551e-08
2010,2.3618964561933353e-09,7.558069059498962e-09
2011,1.1471915639660324e-09,8.030341225317983e-09
2012,2.0425516833455504e-09,1.4978712298274743e-08
2013,2.789125042035323e-10,1.3945624821598557e-08
2014,4.114345891759186e-09,1.2776126337432636e-08
2015,3.324863190323768e-09,1.2856137154848568e-08
2016,2.4856081637381067e-09,1.0149566520567532e-08
2017,7.546833991067814e-10,5.0312226884674516e-09
2018,3.3559066636712487e-09,8.518839855753413e-09
2019,2.806086474294034e-09,8.163160869489872e-09
