year,étais_VERB assez_ADV,etais_VERB assez_ADV
1800,6.288328968651058e-09,0.0
1801,7.143547975374531e-09,0.0
1802,1.5664880947952042e-08,0.0
1803,1.755305234496518e-08,0.0
1804,6.921182915675672e-08,0.0
1805,2.2743021688143017e-08,0.0
1806,1.152667650217154e-08,0.0
1807,8.540865792383556e-09,0.0
1808,2.2660739062985158e-08,0.0
1809,1.8072244145628247e-08,0.0
1810,2.3401266702194334e-08,0.0
1811,0.0,2.5070767684098882e-09
1812,8.00162425207418e-09,0.0
1813,3.163315653864629e-08,0.0
1814,9.440030979135372e-09,0.0
1815,1.6183340889597275e-08,0.0
1816,1.1588019432906549e-08,0.0
1817,1.556873407970727e-09,0.0
1818,3.099506074022429e-08,0.0
1819,1.2421260464634543e-08,0.0
1820,1.898636980968149e-08,0.0
1821,3.8459806006585495e-08,0.0
1822,2.8071724500478012e-08,0.0
1823,1.087095569118901e-08,0.0
1824,1.8526447931321854e-08,0.0
1825,2.8177417732422327e-08,8.805443041381977e-10
1826,1.3211976401805714e-08,8.807984341885344e-10
1827,2.027800150017356e-08,0.0
1828,2.4765213879618386e-08,0.0
1829,1.1145129263923081e-08,0.0
1830,2.7135772739939057e-08,1.0436835840010872e-09
1831,1.7150327380477393e-08,1.5591206103948707e-09
1832,1.7588959622116818e-08,1.3529969367098715e-09
1833,1.853380560135065e-08,0.0
1834,1.6802156110884425e-08,9.334530925997342e-10
1835,4.4622218808854086e-08,0.0
1836,1.4113575197427508e-08,6.720750067579218e-10
1837,2.0177884252348122e-08,6.957890930081589e-10
1838,1.5780404538645598e-08,0.0
1839,1.2584655095793096e-08,0.0
1840,1.9109066329292546e-08,0.0
1841,2.0545755319290038e-08,0.0
1842,7.379091560011375e-09,6.708265054555795e-10
1843,1.3585895075607368e-08,0.0
1844,1.3172547497219966e-08,0.0
1845,1.3950569588416784e-08,0.0
1846,1.5221703009160592e-08,0.0
1847,1.0247124926365814e-08,0.0
1848,1.528592186161859e-08,0.0
1849,2.262441967104678e-08,0.0
1850,2.851378333446064e-08,0.0
1851,1.805842941848823e-08,0.0
1852,2.539112742283578e-08,0.0
1853,1.4332636411040767e-08,0.0
1854,1.610655964157104e-08,5.195664454227256e-10
1855,1.9104973603134567e-08,0.0
1856,2.1226476576430287e-08,0.0
1857,1.7085282522089074e-08,0.0
1858,2.104280660830682e-08,9.787352039936081e-10
1859,1.782260738991681e-08,0.0
1860,1.830873586072812e-08,0.0
1861,2.0750240636857598e-08,0.0
1862,1.445755604123633e-08,0.0
1863,2.597202808374277e-08,4.994620828036034e-10
1864,3.691940619887646e-08,0.0
1865,3.012380389577629e-08,0.0
1866,1.556996132023869e-08,0.0
1867,1.747012134956094e-08,0.0
1868,1.6301584082611953e-08,0.0
1869,2.7347706321734222e-08,0.0
1870,2.2362790730312554e-08,0.0
1871,1.911811864374613e-08,0.0
1872,3.084143074261192e-08,6.047339295989218e-10
1873,2.5141218884527916e-08,5.986004469882289e-10
1874,2.2106053876314036e-08,0.0
1875,1.830888685105947e-08,5.721527140956084e-10
1876,2.0556450763820067e-08,0.0
1877,1.5462040536817767e-08,0.0
1878,1.8117265909722846e-08,0.0
1879,2.504823370941267e-08,0.0
1880,3.529815373326528e-08,0.0
1881,2.5101027034679646e-08,6.972507571312292e-10
1882,1.1979693681496428e-08,0.0
1883,2.5277355319985872e-08,0.0
1884,1.4523733327109767e-08,6.601696966868076e-10
1885,2.1915161241281567e-08,0.0
1886,1.4197620856748472e-08,0.0
1887,1.828098916689669e-08,0.0
1888,2.028996703984376e-08,0.0
1889,1.4409814674820609e-08,0.0
1890,1.7696843102044113e-08,0.0
1891,1.4023283867459213e-08,0.0
1892,2.5074049503359674e-08,0.0
1893,1.6627724974682678e-08,0.0
1894,1.9534772022211655e-08,0.0
1895,3.009307292245467e-08,0.0
1896,2.0049897742069334e-08,0.0
1897,1.5149455023788505e-08,0.0
1898,1.584339415217073e-08,5.6583548957434e-10
1899,2.432134493801641e-08,0.0
1900,1.86877908703309e-08,0.0
1901,1.5648469187112823e-08,0.0
1902,1.718599307309887e-08,0.0
1903,2.214090244478939e-08,0.0
1904,2.418581246388385e-08,0.0
1905,2.115911179600971e-08,0.0
1906,1.6975809202790515e-08,0.0
1907,1.902852098112362e-08,0.0
1908,1.8663278922304016e-08,4.911389073214423e-10
1909,8.251475058784763e-09,0.0
1910,2.672075360976578e-08,0.0
1911,1.755723388896513e-08,0.0
1912,3.0735584743979416e-08,0.0
1913,1.2727175757731857e-08,0.0
1914,1.0045115850232378e-08,6.696743715117748e-10
1915,5.890381071793627e-09,0.0
1916,5.493730803607377e-09,0.0
1917,2.7416060532914344e-08,0.0
1918,4.594550517822427e-09,0.0
1919,9.207848705727883e-09,0.0
1920,8.329454459499175e-09,0.0
1921,2.9533714140939082e-08,0.0
1922,1.8444838545406128e-08,0.0
1923,1.6985516992917837e-08,0.0
1924,2.1915761649893284e-08,0.0
1925,1.6497267552040284e-08,0.0
1926,2.452150482668003e-08,0.0
1927,1.7838759802657478e-08,0.0
1928,2.742249805010033e-08,0.0
1929,1.4482528065684619e-08,0.0
1930,1.6805765667982087e-08,0.0
1931,3.079446386777818e-08,0.0
1932,2.4110979879310435e-08,0.0
1933,1.8353059516584835e-08,0.0
1934,1.677421224144382e-08,0.0
1935,1.555876849579363e-08,0.0
1936,1.2124714565686645e-08,0.0
1937,2.392312481447334e-08,0.0
1938,1.2965214679638848e-08,0.0
1939,9.176430282309411e-09,0.0
1940,1.5214697057785997e-08,0.0
1941,4.132103725851266e-08,0.0
1942,9.102635090130207e-09,0.0
1943,2.0322646676618206e-08,0.0
1944,1.2852744646352221e-08,0.0
1945,8.714016175304096e-09,0.0
1946,2.3665876369705074e-08,0.0
1947,1.907339353124371e-08,0.0
1948,1.9569398546082084e-08,0.0
1949,2.1597418964347526e-08,0.0
1950,1.808011518278363e-08,0.0
1951,2.9851925376078725e-08,0.0
1952,2.319856839960721e-08,0.0
1953,2.3702419582605216e-08,0.0
1954,2.14995790059902e-08,0.0
1955,2.3464020060259827e-08,9.385607846468247e-10
1956,2.7907653077363648e-08,0.0
1957,9.718541527092839e-09,8.835037701437898e-10
1958,3.1434524316864554e-08,0.0
1959,2.6352543258667538e-08,7.750747821333448e-10
1960,2.5607082676515347e-08,0.0
1961,2.36237411854745e-08,0.0
1962,3.297817485758969e-08,0.0
1963,2.5864213881732212e-08,0.0
1964,2.1902286206909594e-08,0.0
1965,1.4227312661319047e-08,0.0
1966,2.0494576702390077e-08,0.0
1967,1.1339771788243524e-08,0.0
1968,2.110965446888713e-08,0.0
1969,1.725867981861029e-08,0.0
1970,1.4715920038099739e-08,4.5987250119061684e-10
1971,1.1818314327172175e-08,0.0
1972,1.487742551375959e-08,0.0
1973,1.4885650045926013e-08,0.0
1974,1.518904291231138e-08,5.625571675160757e-10
1975,6.282628195464213e-09,0.0
1976,7.427584769459372e-09,0.0
1977,1.469195431980097e-08,0.0
1978,2.5544542481270582e-08,0.0
1979,1.580032815695631e-08,0.0
1980,2.615169236719339e-08,0.0
1981,1.0120879245789638e-08,0.0
1982,1.0552754226011984e-08,0.0
1983,1.515675762675528e-08,0.0
1984,1.333771937339634e-08,0.0
1985,1.142956040922627e-08,0.0
1986,1.4386765556650971e-08,0.0
1987,1.099947066762752e-08,0.0
1988,3.2981045450242163e-08,0.0
1989,2.359892548042808e-08,5.488122178931576e-10
1990,1.9070277801347402e-08,0.0
1991,1.1136783939491579e-08,5.861465202094962e-10
1992,1.8182815253453555e-08,0.0
1993,1.994114740000441e-08,5.539207426075166e-10
1994,1.002236071911966e-08,0.0
1995,1.4640617607142303e-08,0.0
1996,1.2811421257197253e-08,5.338092190498855e-10
1997,1.2946214766884623e-08,1.438468344439059e-09
1998,1.716526476513991e-08,0.0
1999,1.7823785114501334e-08,0.0
2000,1.899753598877396e-08,0.0
2001,1.664860427297299e-08,4.3812117822561447e-10
2002,1.445803121669087e-08,1.3143663935011318e-09
2003,1.7917768602160322e-08,8.333845835650777e-10
2004,2.4666830356068203e-08,8.809582507929292e-10
2005,2.2518747755384538e-08,0.0
2006,2.5530917824312382e-08,1.2353669198716943e-09
2007,2.6363563776499177e-08,3.994479469415779e-10
2008,3.2356542334355254e-08,4.257439678578834e-10
2009,3.385416746937153e-08,4.76819250749827e-10
2010,3.070465481869178e-08,0.0
2011,3.709252638373073e-08,0.0
2012,4.5616985744345584e-08,0.0
2013,4.741512427131056e-08,0.0
2014,5.110450729262084e-08,0.0
2015,5.8295931637530884e-08,2.2165753954528356e-10
2016,5.551191151198509e-08,0.0
2017,4.880286041952786e-08,0.0
2018,6.711813682613865e-08,0.0
2019,5.5611533156252335e-08,0.0
