year,as_VERB assez_ADV,as_VERB passé_VERB
1905,5.7800502162308476e-08,2.4255568220610257e-08
1906,6.841765554099766e-08,3.035068729673185e-08
1907,7.559980019777868e-08,3.805704196224724e-08
1908,6.188350454294778e-08,3.634427869769752e-08
1909,5.666013080940502e-08,5.721022944271681e-08
1910,9.191938943331479e-08,5.71824116946118e-08
1911,6.278041553287039e-08,2.606983251496331e-08
1912,6.355493553655833e-08,3.5945006970905524e-08
1913,6.681766961946778e-08,4.931780495098792e-08
1914,6.428874144148722e-08,4.553785615257766e-08
1915,4.005459075528961e-08,3.887651445211304e-08
1916,4.614734194774428e-08,3.735737053034427e-08
1917,3.070598708632133e-08,4.276905585243185e-08
1918,8.270190932080368e-08,3.5607765624945387e-08
1919,9.668240608107226e-08,5.064316610514652e-08
1920,6.96645301445642e-08,6.057785384427916e-08
1921,6.815472630705699e-08,6.361107551811074e-08
1922,7.377935418162451e-08,7.009038682781465e-08
1923,7.325004247604738e-08,5.4141334970836397e-08
1924,8.508472149060253e-08,5.285566118118368e-08
1925,8.908524051776112e-08,5.829034321891413e-08
1926,7.467912865877224e-08,5.3501466368288675e-08
1927,1.0814748208076708e-07,7.692965198202728e-08
1928,8.112489524592092e-08,6.512843242489907e-08
1929,9.023729319324048e-08,6.350031611646045e-08
1930,6.722306267192835e-08,5.04172987803031e-08
1931,7.86969636124013e-08,5.7026781519198266e-08
1932,8.110057336807586e-08,4.603005265835236e-08
1933,4.817677989876756e-08,8.02946331646126e-08
1934,6.709684896577528e-08,4.4331848414458364e-08
1935,1.0651773152403621e-07,4.4282650435434334e-08
1936,7.1535815493462e-08,5.577368611398015e-08
1937,8.310137644684801e-08,7.051026074123001e-08
1938,7.779128452511941e-08,4.537825049055755e-08
1939,7.494084997006212e-08,3.976452944698394e-08
1940,3.296517903095264e-08,7.353770570261986e-08
1941,7.083606590185809e-08,4.427253941230447e-08
1942,6.068423630267716e-08,6.675266206457309e-08
1943,5.2258233296242906e-08,9.290352664947932e-08
1944,9.318240046241044e-08,6.105053529381621e-08
1945,1.0238969139209075e-07,7.406913482554955e-08
1946,1.1693727230976947e-07,8.770295778504078e-08
1947,8.344609625510202e-08,8.702235732016561e-08
1948,7.175445659868274e-08,6.19697573256417e-08
1949,9.620668350862616e-08,7.657266820615405e-08
1950,8.720996191868835e-08,8.614642865722999e-08
1951,7.569595084078173e-08,1.4606121112592518e-07
1952,8.014050933979888e-08,5.5887461769543734e-08
1953,7.97263197682696e-08,8.511323557058859e-08
1954,1.0261162941560542e-07,5.765796373680132e-08
1955,6.945349895204345e-08,6.288357212724804e-08
1956,1.0378158776802593e-07,5.930376190121933e-08
1957,8.481636371016066e-08,6.802979157782829e-08
1958,1.0257581806172311e-07,7.114129374485856e-08
1959,6.433120347537624e-08,6.433120347537624e-08
1960,9.965999936412118e-08,7.059249895746689e-08
1961,9.31053349972899e-08,6.322824930293791e-08
1962,1.0147130069526611e-07,7.610347552144958e-08
1963,1.0798309091342162e-07,7.177319361062473e-08
1964,9.247631993503092e-08,7.909158483698775e-08
1965,1.0287441654099894e-07,6.128688312401209e-08
1966,9.748771390150068e-08,5.81602854765606e-08
1967,9.762064223650668e-08,7.247593458714618e-08
1968,7.410836388999087e-08,7.859977557700404e-08
1969,9.446856097383716e-08,6.63096670905361e-08
1970,7.955794245617653e-08,5.426495519600394e-08
1971,6.88545256366524e-08,4.624557803367679e-08
1972,6.361381821307077e-08,4.873639625202486e-08
1973,7.608220897736828e-08,7.167164994825725e-08
1974,6.806941854620163e-08,5.344293185771676e-08
1975,6.168398414274634e-08,4.9118728639996334e-08
1976,5.142174330785565e-08,5.3135799760184454e-08
1977,6.111853423362845e-08,6.170620991952092e-08
1978,7.128709711423653e-08,6.118808926203201e-08
1979,7.783124544857856e-08,5.617894416332092e-08
1980,8.243468840873902e-08,4.60497204812782e-08
1981,9.804601575069682e-08,7.084615560870589e-08
1982,7.014477887423709e-08,6.393727147724348e-08
1983,6.69423485533116e-08,5.873243935639039e-08
1984,8.118611560803402e-08,6.72685018798802e-08
1985,6.857736423171445e-08,6.978047650818553e-08
1986,7.253327538592202e-08,6.114375139532058e-08
1987,6.294141030593892e-08,6.233032934233051e-08
1988,7.075933439182336e-08,7.615623331957977e-08
1989,7.408964819433095e-08,7.848014860201147e-08
1990,6.974273247806195e-08,7.13773289362507e-08
1991,5.6856212182765375e-08,6.154538567670897e-08
1992,6.99762878753063e-08,6.226236592965506e-08
1993,6.259304541345045e-08,6.20391205075066e-08
1994,6.382661155157621e-08,6.382661155157621e-08
1995,6.506940763983948e-08,6.506940763983948e-08
1996,6.245567618634595e-08,9.501803788225516e-08
1997,6.377209871288869e-08,7.815678060296705e-08
1998,7.056831208274161e-08,7.676688085211936e-08
1999,7.769342147412317e-08,8.043554089454119e-08
2000,7.731554774181859e-08,9.233686171228328e-08
2001,8.28049024903521e-08,8.543362639557017e-08
2002,8.149071817342701e-08,9.069128736882703e-08
2003,7.625468612104669e-08,9.667261480217348e-08
2004,8.148863628321124e-08,9.382205234942376e-08
2005,5.899912025597587e-08,1.0313586784604922e-07
2006,7.247486166761519e-08,1.1735986049643543e-07
2007,1.5658359586723236e-07,2.492555211119907e-07
2008,1.3964401546218141e-07,2.6949592779601517e-07
2009,1.5973445499639638e-07,3.2948210559879954e-07
2010,2.1823923646024923e-07,4.6340409198819543e-07
2011,2.3555666928132268e-07,4.4893431550008245e-07
2012,2.8970191578991944e-07,5.681697530235397e-07
2013,3.330215179175866e-07,6.613015557377366e-07
2014,3.679091378216981e-07,6.918597250660241e-07
2015,3.728279693859804e-07,7.310265459636867e-07
2016,3.7698387700402236e-07,7.879377790231956e-07
2017,3.828760384294583e-07,8.756842930779385e-07
2018,4.453030157947069e-07,9.967043297365308e-07
2019,4.3137202965226606e-07,9.397838880431664e-07
