year,quelques_DET oies_NOUN,quelques_DET pois_NOUN
1800,5.0306631749208464e-08,5.65949598296811e-08
1801,1.6668277424969347e-08,5.476719877606229e-08
1802,2.9091921760482364e-08,4.0281122437590966e-08
1803,4.4857802805609026e-08,2.145373123596528e-08
1804,2.4718509905596875e-08,2.2246657849223084e-08
1805,5.4014676953428875e-08,1.1371510844071508e-08
1806,5.76333825108577e-09,2.881669125542885e-09
1807,5.693910232196231e-09,1.9928686700865228e-08
1808,3.852325747288887e-08,4.5321479902327155e-09
1809,3.162642769893864e-08,3.162642769893864e-08
1810,1.2870697219113936e-07,1.4040760554223652e-08
1811,0.0,1.504245972228091e-08
1812,0.0,1.0668832928217853e-08
1813,0.0,0.0
1814,0.0,2.2026739543434815e-08
1815,4.315557688983063e-08,2.697223555614414e-09
1816,1.8540831092650478e-08,9.270415546325239e-09
1817,1.2454987263765815e-08,1.556873407970727e-09
1818,3.695565098382758e-08,2.384235475716423e-09
1819,1.035105001712111e-09,1.0351049795076506e-08
1820,3.5599443393152796e-09,4.746592452420373e-09
1821,9.861488514673056e-09,2.465372084259343e-08
1822,1.804610860745015e-08,6.015369535816717e-09
1823,8.894418535021487e-09,3.162459771832715e-08
1824,1.431589158329416e-08,1.6842225392110777e-08
1825,3.522177216552791e-09,1.8491430830991362e-08
1826,1.8496766784892316e-08,1.0569580766173203e-08
1827,1.013900030599757e-08,4.608636583469661e-09
1828,1.0089530988466322e-08,1.0089530988466322e-08
1829,9.430493552731178e-09,8.573175946935407e-09
1830,9.39315203396518e-09,1.5655253093882493e-08
1831,3.1182412207897414e-09,5.9246584527272717e-08
1832,1.0823975493678972e-08,9.470978667991403e-09
1833,2.0850531967653296e-08,2.6642345218874652e-08
1834,1.8669061851994684e-08,1.9602515166639023e-08
1835,7.563087933704082e-09,1.4369867074037757e-08
1836,1.949017514046858e-08,2.2850549896702432e-08
1837,1.7394727436226276e-08,1.0436836284100082e-08
1838,3.787297142565649e-09,1.4517972601879592e-08
1839,4.894032734625853e-09,4.194884994923598e-09
1840,4.458782232319436e-09,5.095750932326837e-09
1841,4.494383976094696e-09,2.5682194149112547e-09
1842,6.708265054555795e-10,6.037438549100216e-09
1843,1.594865972620596e-08,3.5441467538532834e-09
1844,4.9397050894128824e-09,6.037417288329294e-09
1845,1.562463802784464e-08,8.37034175305007e-09
1846,8.196302303531411e-09,9.952652035849496e-09
1847,1.0786447290911383e-08,1.240441438454809e-08
1848,1.6090443422100975e-09,1.126331028444838e-08
1849,4.189707469848258e-09,2.5976185646925387e-08
1850,1.8330290174617403e-08,1.2220192857625989e-08
1851,9.029214709244116e-09,4.514607354622058e-09
1852,1.9531636308300904e-09,1.1067927019325907e-08
1853,2.388772735173461e-09,1.6124216628554677e-08
1854,8.832629572186335e-09,8.313063126763609e-09
1855,2.1227748447927297e-09,1.1675261646360013e-08
1856,3.1063135952358323e-09,4.141751386299575e-09
1857,0.0,1.0251168802710708e-08
1858,8.80861672492017e-09,2.3000277904472455e-08
1859,3.055304009791371e-09,5.092173349652285e-09
1860,1.327383358784573e-08,3.204028820036342e-09
1861,1.8863854922557266e-09,9.431927516789784e-09
1862,4.066187636597718e-09,9.035972636795009e-09
1863,6.493007298491449e-09,7.99139360241341e-09
1864,1.102787461348953e-08,9.109983323263293e-09
1865,0.0,1.2237795665726026e-08
1866,8.758103242634263e-09,8.758102965078507e-09
1867,5.338092634588065e-09,6.308654931785895e-09
1868,2.3711396401893126e-08,7.409810875991241e-09
1869,9.767038400276817e-09,8.790334682373668e-09
1870,3.4404292748035914e-09,1.490852641339302e-08
1871,8.496941816815706e-09,5.310588635509816e-09
1872,5.442605477412599e-09,1.2094678925045343e-08
1873,5.986004469882289e-10,6.584604916870518e-09
1874,6.572069888299836e-09,2.0911132714296343e-08
1875,5.721527251978387e-09,8.58229043387837e-09
1876,3.02300739996042e-09,1.813804395567331e-08
1877,6.80329748092845e-09,1.6699003069220453e-08
1878,9.058632954861423e-09,4.831270883354222e-09
1879,7.94212295929242e-09,7.94212251520321e-09
1880,6.417846032391594e-09,8.984985200299889e-09
1881,1.3945015142624584e-09,4.8807553554297556e-09
1882,5.989846396659004e-09,7.320923645082189e-09
1883,6.319338829996468e-09,1.516641390253426e-08
1884,7.2618666635548834e-09,6.601696966868076e-09
1885,6.445635636342928e-09,7.090199205528336e-09
1886,1.0325542088018835e-08,1.0325542199041138e-08
1887,1.0446279397058333e-08,5.223139698529167e-09
1888,1.141310668195672e-08,8.242799331981132e-09
1889,3.7590820456401275e-09,3.759081934617825e-09
1890,7.209825181320184e-09,5.243509015873116e-09
1891,1.0836173736095134e-08,1.0836173847117436e-08
1892,8.149066088591894e-09,4.387958441043338e-09
1893,3.0792082772457263e-09,8.621783398332639e-09
1894,6.301539290376468e-09,3.150769645188234e-09
1895,3.0093072478365457e-09,1.3240952334570011e-08
1896,6.486731818355906e-09,5.89702897624278e-09
1897,8.157398867503218e-09,1.7480140668268973e-09
1898,7.355861253444118e-09,3.960848538042683e-09
1899,6.080336234504102e-09,1.713549302451156e-08
1900,4.6719478286050276e-09,9.863001193544108e-09
1901,7.265360535413379e-09,3.912117296778206e-09
1902,3.928227076954727e-09,5.4013122863239005e-09
1903,3.2401321625741275e-09,1.026041895890728e-08
1904,1.0211787859759625e-08,1.0749250378694342e-08
1905,5.160758931310738e-09,1.083759376685478e-08
1906,7.716276506641861e-09,6.173021371846943e-09
1907,1.131425531042396e-08,5.6571278217454335e-09
1908,5.893666887857307e-09,5.893666665812702e-09
1909,8.251475669407426e-09,6.60118004702781e-09
1910,1.0688301688155377e-08,9.085056262847502e-09
1911,3.7242618988742038e-09,1.3832972878269345e-08
1912,6.772247651554153e-09,4.688478938419394e-09
1913,1.1136278676993072e-08,7.424185766158331e-09
1914,2.678697486047099e-09,3.3483718020477227e-09
1915,2.3561523843085297e-09,8.246533456102156e-09
1916,0.0,4.394984820521586e-09
1917,2.1932848870420685e-09,1.0966424435210342e-09
1918,3.44591288836682e-09,2.2972752589112133e-09
1919,7.366278753639932e-09,1.4732557396257562e-08
1920,5.300562211374427e-09,7.572231730534895e-09
1921,1.5145494858259667e-09,3.0290989716519334e-09
1922,1.180469710870824e-08,8.115729421831475e-09
1923,3.1847844361720945e-09,6.369568872344189e-09
1924,2.578324886925998e-09,6.4458122173149945e-09
1925,3.299453377181294e-09,3.299453377181294e-09
1926,7.802297030679028e-09,6.687682962969177e-09
1927,1.3379070296082318e-08,7.804457635707251e-09
1928,0.0,9.140832868403947e-09
1929,4.4561625500705304e-09,1.2254446568604749e-08
1930,3.1510810627466412e-09,4.201441416995522e-09
1931,4.5621426636444085e-09,3.4216069977333063e-09
1932,8.767629400274757e-09,2.1919073223131136e-09
1933,1.3764794637438627e-08,3.4411986593596566e-09
1934,1.0783422155213884e-08,1.3179738189705859e-08
1935,1.196828414151696e-08,4.787313656606784e-09
1936,2.424942913137329e-09,2.424942868728408e-08
1937,5.0364472592434595e-09,1.2591118148108649e-09
1938,6.482607117774819e-09,3.8895642262559704e-09
1939,3.058810094103137e-09,3.058810094103137e-09
1940,1.5214697501875207e-08,1.0143131667916805e-08
1941,1.1806010391524069e-08,5.9030051957620344e-09
1942,1.2136847082899749e-08,1.517105907566929e-08
1943,1.4516176261025748e-08,2.3225881884414434e-08
1944,1.6065930807940276e-08,9.639558484764166e-09
1945,8.714016175304096e-09,8.714016175304096e-09
1946,2.7842208538686464e-09,4.1763312808029696e-09
1947,5.960435700558264e-09,1.311295849681926e-08
1948,4.348755133776194e-09,5.435944139264848e-09
1949,1.0798709482173763e-08,3.9268033269479474e-09
1950,2.1270722960764488e-09,2.1270722960764488e-09
1951,6.396841278899501e-09,2.1322803522849654e-09
1952,6.326882129314981e-09,9.490323193972472e-09
1953,9.696444758233724e-09,7.54167928107563e-09
1954,5.863521668203475e-09,9.772536557761669e-09
1955,4.6928039232341234e-09,1.220129064449793e-08
1956,4.36057079333807e-09,5.232684952005684e-09
1957,2.6505113659425206e-09,3.534015080575159e-09
1958,6.617794590102477e-09,1.1581141046157484e-08
1959,1.3176271185244559e-08,1.1626121398933265e-08
1960,6.920833239831836e-09,1.314958364417862e-08
1961,9.032606829162404e-09,4.86371165564492e-09
1962,2.5367825617905737e-09,1.0781326054143392e-08
1963,8.405868778815773e-09,4.526237162849611e-09
1964,1.2776333657704697e-08,1.2167936658258327e-09
1965,6.0192477668863376e-09,3.830430195250756e-09
1966,7.200797069728537e-09,3.323444963676536e-09
1967,4.930335695263466e-09,8.381570382187675e-09
1968,7.635406917838594e-09,4.042274071025531e-09
1969,7.720988265402795e-09,4.995933389206897e-09
1970,4.59872487312829e-09,8.27770510469783e-09
1971,7.193756479395574e-09,5.652237122788506e-09
1972,2.5650733759263744e-09,4.6171320100540925e-09
1973,2.7566018356850464e-09,5.513203726881244e-09
1974,4.500457340128605e-09,7.313243399753588e-09
1975,1.7134440533084216e-09,2.8557400888473694e-09
1976,6.856232359631065e-09,1.7140580066410394e-09
1977,2.3507127355770763e-09,4.7014254711541525e-09
1978,2.3762365408686037e-09,9.504946163474415e-09
1979,5.851973350345929e-09,1.7555920051037788e-09
1980,4.548120602354544e-09,3.411090521154847e-09
1981,5.69299452024552e-09,6.325549417596221e-09
1982,9.932003885992913e-09,9.311253323929236e-09
1983,2.526126308133314e-09,8.209910418166544e-09
1984,5.219107646059484e-09,6.958810361279433e-09
1985,7.820225467192188e-09,1.0226449020933615e-08
1986,4.795588426365072e-09,7.1933827783254856e-09
1987,3.055408426266837e-09,4.888653482026939e-09
1988,1.7989661427186832e-09,7.195864348830128e-09
1989,6.036934285802431e-09,5.488121956886971e-09
1990,9.262707045820662e-09,3.8140557934163155e-09
1991,6.447611611282156e-09,9.96449056600568e-09
1992,6.611932834577061e-09,6.060938417817852e-09
1993,7.75489034099408e-09,3.323524566667402e-09
1994,4.2199412852994556e-09,5.274926717646622e-09
1995,4.337960546330066e-09,9.21816667442954e-09
1996,3.2028553142993132e-09,3.2028553142993132e-09
1997,2.876936688878118e-09,4.794894370441227e-09
1998,5.2449422582867555e-09,2.86087753487152e-09
1999,7.769341975327748e-09,6.398281460207045e-09
2000,5.743440834038438e-09,2.2090156370779823e-09
2001,4.381211921034023e-09,5.695575122643959e-09
2002,5.695587723675288e-09,3.9430991805033955e-09
2003,5.000307723435071e-09,7.91715315529018e-09
2004,3.9643121285681815e-09,5.726228824443069e-09
2005,5.404499625605297e-09,1.3961623857028371e-08
2006,2.4707338397433887e-09,2.8825228870488218e-09
2007,5.991719120856942e-09,6.39116706779852e-09
