year,six_DET ailes_NOUN,six_DET pelles_NOUN
1898,3.451596475301244e-08,0.0
1899,3.205995469102163e-08,0.0
1900,2.9069897267142153e-08,2.07642125715779e-09
1901,5.0298649023616804e-08,5.588738916095792e-10
1902,4.026432809389746e-08,0.0
1903,3.67214987306852e-08,0.0
1904,3.117282609821359e-08,1.6123875568041512e-09
1905,3.044847929345451e-08,2.0643036169332163e-09
1906,5.761486576716379e-08,5.144184522798412e-10
1907,3.9599894363639976e-08,2.057137349353866e-09
1908,3.536200066101003e-08,9.822778146428846e-10
1909,4.400786934866119e-08,5.500983557560346e-10
1910,3.3668149046484075e-08,5.344150677544235e-10
1911,3.458243114096149e-08,1.0640748282497725e-09
1912,2.344239469209697e-08,1.5628263128064646e-09
1913,3.075734078539227e-08,0.0
1914,2.3438602447800605e-08,0.0
1915,3.062998032987707e-08,0.0
1916,1.4283700444650549e-08,0.0
1917,2.8512703309502285e-08,0.0
1918,1.9526840588923733e-08,0.0
1919,1.8415697411455767e-08,0.0
1920,2.4988365154854364e-08,0.0
1921,2.499006690470651e-08,0.0
1922,3.9840852394945614e-08,0.0
1923,2.866305948145964e-08,0.0
1924,3.867487285980076e-08,0.0
1925,5.49908882874206e-08,0.0
1926,5.238685218955652e-08,0.0
1927,3.3447673075670536e-08,4.4596899506643695e-09
1928,2.5137290915466792e-08,1.1426041224282812e-09
1929,5.570203143179242e-08,1.1140406375176326e-09
1930,2.6259009189288918e-08,0.0
1931,1.596749932275543e-08,3.4216069977333063e-09
1932,2.6302887090601246e-08,0.0
1933,2.1794258620033702e-08,0.0
1934,2.6359476379411717e-08,0.0
1935,2.2739738980703805e-08,0.0
1936,2.182448710641438e-08,1.2124714565686645e-09
1937,3.273690651894867e-08,0.0
1938,3.5006078036303734e-08,0.0
1939,1.988226472349197e-08,0.0
1940,4.057252667166722e-08,0.0
1941,1.4757512545315876e-08,0.0
1942,2.730790527039062e-08,0.0
1943,1.1612940653549231e-07,8.709705845433291e-09
1944,4.4984606262232774e-08,6.4263723231761105e-09
1945,2.6142048525912287e-08,2.178504043826024e-09
1946,2.5057987684817817e-08,0.0
1947,2.3841742802233057e-08,1.1920870957027319e-09
1948,2.5005341797168512e-08,0.0
1949,4.810334042204545e-08,0.0
1950,2.7651939404904624e-08,1.0635361480382244e-09
1951,3.0918066329377325e-08,0.0
1952,3.057992969957013e-08,1.0544803918932644e-09
1953,2.1547654327491728e-08,1.0773827385790469e-09
1954,4.69081733456278e-08,1.9545072227344917e-09
1955,4.129667274810345e-08,0.0
1956,4.098936523533325e-08,8.72114158667614e-10
1957,2.2971098467827744e-08,0.0
1958,4.3015667472445784e-08,2.4816730892496253e-09
1959,1.9376869220266713e-08,1.5501495642666896e-09
1960,2.906750040665429e-08,6.920833350854139e-10
1961,4.099413997149526e-08,3.47407969059077e-09
1962,3.9320129818776195e-08,3.170978146727066e-09
1963,2.0691370394843034e-08,6.466053248388448e-10
1964,4.806335057727651e-08,6.083968329129164e-10
1965,3.009623894545399e-08,5.472043373977442e-10
1966,4.431259659209985e-08,3.3234448526542337e-09
1967,4.58521223212216e-08,9.860671168482327e-10
1968,3.997360242813386e-08,1.3474247273492779e-09
1969,2.7250546708046386e-08,1.8167031212712459e-09
1970,3.2650948611490094e-08,0.0
1971,3.3913423180820246e-08,5.138397485282553e-10
1972,2.8215808356435446e-08,0.0
1973,2.260413545229767e-08,0.0
1974,2.5315072704756858e-08,0.0
1975,2.798625331479343e-08,0.0
1976,2.3425460682346966e-08,1.7140580066410394e-09
1977,1.116588582705802e-08,0.0
1978,3.326731246033887e-08,5.940591352171509e-10
1979,3.394144487689488e-08,0.0
1980,3.581644847372445e-08,1.7055452605774235e-09
1981,4.4911403263014904e-08,0.0
1982,2.9796011546956436e-08,0.0
1983,1.9577480414589843e-08,0.0
1984,3.36342509399401e-08,1.1598016991243298e-09
1985,2.947623478632977e-08,0.0
1986,2.2779045372178786e-08,2.3977941854269602e-09
1987,2.3221103262471843e-08,0.0
1988,2.758414818782029e-08,1.1993107618124554e-09
1989,3.292873429483478e-08,1.6464366536794728e-09
1990,2.1794603677349755e-08,5.44865097484859e-10
1991,2.6962739596569918e-08,0.0
1992,2.2039776226279173e-08,2.7549720282848966e-09
1993,2.271075000281897e-08,2.7696036575264316e-09
1994,2.7957110293463927e-08,5.274926606624319e-10
1995,2.3858783393393423e-08,5.422450821690461e-10
1996,2.7758080278772468e-08,5.338092190498855e-10
1997,2.6851409984374186e-08,0.0
1998,3.862184494440868e-08,0.0
1999,2.3308025398627308e-08,4.570201161957499e-10
2000,2.2973763336153752e-08,0.0
2001,3.680217836032895e-08,0.0
2002,2.93541845830525e-08,1.752488598683044e-09
2003,2.375146124222738e-08,4.1669229178253886e-10
2004,3.523832958762796e-08,2.2023955992267474e-09
2005,2.7022497239848065e-08,1.3511248786457486e-09
2006,3.5002065579270436e-08,4.1178899179428186e-10
2007,3.3154180567596114e-08,0.0
2008,2.809910171208685e-08,0.0
2009,4.005281795116389e-08,0.0
2010,3.8262721879789297e-08,0.0
2011,2.7150200254677515e-08,3.82397197240536e-10
2012,3.199997491987183e-08,1.3617010852229328e-09
2013,2.565995121939224e-08,3.3469500504423877e-09
2014,3.118241065358518e-08,2.165445156521173e-09
2015,2.8150508257773765e-08,8.866301581811342e-10
2016,3.8941192048724815e-08,8.285360175719347e-10
2017,5.4337203181376026e-08,5.031222660711876e-10
2018,3.7431266364240656e-08,2.581466596041082e-09
2019,3.086695143927898e-08,1.02039510174734e-09
