year,vos_DET yeux_NOUN,vos_DET pieux_ADJ
1800,7.97045740341673e-06,3.144164484325529e-09
1801,1.043434210146188e-05,4.7623651688866175e-09
1802,6.380082311352453e-06,1.3427040812530322e-08
1803,8.000291884968647e-06,4.095712458074274e-08
1804,8.64900607666641e-06,1.2359254952798437e-08
1805,8.087987183102996e-06,1.421438877713399e-08
1806,5.7777466793140775e-06,2.0171682990621775e-08
1807,6.596394882762979e-06,1.4234775580490577e-08
1808,7.2695654864674e-06,2.2660739951163578e-09
1809,6.2326651857347315e-06,2.0331274441787173e-08
1810,1.018657204099327e-05,2.106114038724627e-08
1811,6.693895102216629e-06,2.5070767684098882e-09
1812,5.251732872579851e-06,8.00162425207418e-09
1813,8.204490711705148e-06,0.0
1814,5.909459780184534e-06,0.0
1815,5.192155455802094e-06,5.394447111228828e-09
1816,6.63066457207151e-06,4.6352077731626196e-08
1817,9.901714577154053e-06,6.227493631882908e-09
1818,7.463849300393122e-06,1.5497530370112145e-08
1819,8.468193954058734e-06,2.2772310259711048e-08
1820,9.236869317419405e-06,2.7292905713238724e-08
1821,1.0589266196348035e-05,1.676452932031225e-08
1822,9.78901107373531e-06,4.511527151862538e-08
1823,7.266739686428991e-06,2.9648060007048116e-08
1824,8.318375051885596e-06,2.189489300974401e-08
1825,7.2662515719912335e-06,1.937197424695114e-08
1826,6.634173971065138e-06,2.025836387531399e-08
1827,6.147921325805328e-06,2.7651818612639545e-08
1828,8.042273549335732e-06,2.7516904310687096e-08
1829,6.375870981401022e-06,1.2859764475514623e-08
1830,7.616802719212501e-06,2.1917355041978226e-08
1831,7.193782579406616e-06,2.0268567268999504e-08
1832,7.570017857005951e-06,2.4353944638733083e-08
1833,7.457540192490342e-06,3.59092489077284e-08
1834,7.6048422386065795e-06,2.7070139907436896e-08
1835,7.858804451643664e-06,3.554651328840919e-08
1836,6.175025248467136e-06,3.1587525484155776e-08
1837,5.731214969273424e-06,2.7831564608504777e-08
1838,5.822338124517046e-06,2.209256599883247e-08
1839,5.830890231095509e-06,2.7965899818127582e-08
1840,6.631482975194558e-06,2.93005673057678e-08
1841,6.130339713195099e-06,4.751206006403663e-08
1842,6.120620973604218e-06,3.5553803456878086e-08
1843,6.25660008779505e-06,4.1939067330076796e-08
1844,6.3606936606674935e-06,3.677336124496833e-08
1845,5.644400630444579e-06,6.194053270291988e-08
1846,5.9733477968393345e-06,4.039605983052752e-08
1847,5.204460684637979e-06,2.9662730050006303e-08
1848,5.282492459457444e-06,3.218088551193432e-08
1849,4.993293430288759e-06,3.5193544078993e-08
1850,4.853453333453217e-06,3.055048125588655e-08
1851,5.200827402518371e-06,3.224719336003545e-08
1852,5.131611814590542e-06,3.971432604998881e-08
1853,5.1925948980624526e-06,4.240071715955196e-08
1854,7.623078730034649e-06,3.948704829781491e-08
1855,6.12314408954262e-06,4.776243400783642e-08
1856,6.7608912104333285e-06,7.092749088055683e-08
1857,5.273006294714833e-06,4.4909882979116134e-08
1858,6.076477376382172e-06,4.159624467092726e-08
1859,5.0728233134123e-06,2.6479302084325695e-08
1860,5.825382004331914e-06,2.288591893773173e-08
1861,6.031245817439412e-06,4.2443673464731546e-08
1862,7.0435407621971535e-06,4.87942522220397e-08
1863,5.9915471979365975e-06,2.946826249683454e-08
1864,6.484389970751181e-06,3.404256787575832e-08
1865,6.216329268227128e-06,2.541695881541628e-08
1866,5.803703189144471e-06,4.281739285350028e-08
1867,5.678759919192089e-06,3.736664844211646e-08
1868,5.609227088143598e-06,2.618133299048253e-08
1869,5.907593120468846e-06,3.564969119906891e-08
1870,5.535077178819847e-06,4.1285152185821516e-08
1871,5.12259396856507e-06,1.4869648623516696e-08
1872,5.432324741150296e-06,3.1446163006876304e-08
1873,5.7962482173934404e-06,3.711322582589105e-08
1874,5.478716516904569e-06,1.6131444624534197e-08
1875,6.265644444169993e-06,1.830888685105947e-08
1876,5.740086237437936e-06,1.813804395567331e-08
1877,6.372215850092289e-06,2.5357746458176678e-08
1878,4.954468536766399e-06,2.3552445327368332e-08
1879,5.174598456392232e-06,1.8327975581655664e-08
1880,5.733062224066998e-06,1.7969970400599777e-08
1881,6.5199918282132785e-06,1.8825771164188154e-08
1882,5.801499099788998e-06,1.8635079035433932e-08
1883,4.884848785025042e-06,1.832608226282062e-08
1884,4.58817960691249e-06,2.9047466654219534e-08
1885,4.684043354075129e-06,1.546952527187173e-08
1886,4.6800519726275525e-06,2.6459201052375647e-08
1887,3.9650160061910356e-06,2.546280519766242e-08
1888,3.895039597523464e-06,2.4728397107764977e-08
1889,3.950795353091507e-06,2.7566601445982997e-08
1890,4.234788988810578e-06,1.900772012009e-08
1891,4.038705938569365e-06,2.1672347472190268e-08
1892,4.236260771506295e-06,1.6298132621272998e-08
1893,3.9690996871399875e-06,2.0322774574310642e-08
1894,3.7746219803125314e-06,2.1425233365235385e-08
1895,3.844089029314546e-06,2.5278181325916194e-08
1896,3.5995465950122707e-06,1.592197840238896e-08
1897,3.643444010492658e-06,1.2818770045441852e-08
1898,3.744699249352834e-06,1.0750873968845553e-08
1899,3.523278415684672e-06,1.4371703827009696e-08
1900,3.3695125267740877e-06,1.2977633190303095e-08
1901,3.2800308673586187e-06,5.029864968975062e-09
1902,2.7748014801431964e-06,1.0311595854961553e-08
1903,2.9712011979654562e-06,2.052083658554693e-08
1904,3.088259724393083e-06,6.449550227216605e-09
1905,3.374104338149664e-06,1.548227662739876e-08
1906,3.403906859489325e-06,1.6975809202790515e-08
1907,3.44776222505061e-06,9.771402353919711e-09
1908,3.057339654333191e-06,8.349361202419914e-09
1909,3.2158750116195733e-06,7.151278680339601e-09
1910,3.2791708051149726e-06,1.977335806202518e-08
1911,3.118803419965843e-06,1.5961122201701983e-08
1912,3.4080033657346576e-06,6.251305417759312e-09
1913,3.102779174923853e-06,1.6969567084856862e-08
1914,2.808614347316052e-06,8.705766774141921e-09
1915,2.755520306152448e-06,4.712304768617059e-09
1916,2.877616381624648e-06,1.4283700444650549e-08
1917,2.8414004873411614e-06,1.0966424213165737e-08
1918,2.8394322555413964e-06,4.594550517822427e-09
1919,2.9934716110346926e-06,1.3811772170413406e-08
1920,2.7366046495558294e-06,6.057785384427916e-09
1921,2.944284133832298e-06,3.0290989716519334e-09
1922,2.9895395528001245e-06,1.623145795548453e-08
1923,2.8949690289437058e-06,1.1677542488541803e-08
1924,3.105592426777548e-06,6.445812328337297e-09
1925,3.0882883663707617e-06,7.698724324711748e-09
1926,3.0596150395467703e-06,3.343841648018042e-09
1927,2.992451925365458e-06,5.574612327308159e-09
1928,2.314915960255348e-06,3.4278122562625413e-09
1929,2.6848379803823264e-06,8.912325100141061e-09
1930,2.483051815715953e-06,3.1510811737689437e-09
1931,2.0746343594169048e-06,1.1405356659111021e-09
1932,2.1699883347992e-06,7.6716757391182e-09
1933,1.889218118833469e-06,1.1470662197865522e-09
1934,2.2070070855306767e-06,2.3963160344919743e-09
1935,1.992719305121682e-06,4.787313656606784e-09
1936,2.0502891544538215e-06,4.849885826274658e-09
1937,1.9440686571670085e-06,3.777335333410292e-09
1938,2.061469189129639e-06,5.186085783037697e-09
1939,1.9530502441966746e-06,3.058810094103137e-09
1940,1.5823285721694447e-06,0.0
1941,1.950943186557197e-06,1.1806010391524069e-08
1942,2.5457036301190783e-06,1.517105907566929e-08
1943,2.560653413752334e-06,5.806470415592457e-09
1944,2.522351053357852e-06,6.4263723231761105e-09
1945,2.1806826211445696e-06,2.178504043826024e-09
1946,2.582364942327331e-06,1.3921104269343232e-09
1947,2.5772923777367396e-06,2.3841741914054637e-09
1948,2.2939682509104387e-06,1.0871887834440486e-09
1949,1.8328354443042372e-06,4.908504158684934e-09
1950,3.259738321048644e-06,1.0635361480382244e-09
1951,2.519289267866043e-06,0.0
1952,2.0667815476826945e-06,6.326882129314981e-09
1953,1.7733720056867242e-06,0.0
1954,1.98577933474553e-06,1.172704378049616e-08
1955,1.761678561251756e-06,1.8771215692936494e-09
1956,1.9125463168734314e-06,1.744228317335228e-09
1957,1.8244352304463973e-06,2.6505113659425206e-09
1958,2.0597885992401643e-06,2.4816730892496253e-09
1959,1.8601794522510318e-06,2.325224457422337e-09
1960,2.3994528532966797e-06,8.304999854491513e-09
1961,2.315821440390664e-06,2.779263708063695e-09
1962,2.3630129390994625e-06,4.43936931660005e-09
1963,2.2560059846910008e-06,1.939815863494232e-09
1964,2.5686513822620327e-06,3.6503808864551957e-09
1965,2.313032823053618e-06,3.830430195250756e-09
1966,1.9508621065256193e-06,4.431259803538978e-09
1967,2.431148359960389e-06,4.930335695263466e-09
1968,3.0375445447816674e-06,3.5931326802796093e-09
1969,2.507504412108119e-06,1.3625273131978588e-09
1970,2.1223115425073047e-06,1.8394900047624674e-09
1971,2.2336613056950227e-06,6.679916730867319e-09
1972,2.0135826872547113e-06,0.0
1973,1.6853864011068254e-06,3.859242703185828e-09
1974,1.3450742137877114e-06,3.3753431161187564e-09
1975,1.503832763205537e-06,5.711480177694739e-10
1976,1.383816190525522e-06,2.856763492431469e-09
1977,1.267034129170952e-06,5.289103821581875e-09
1978,1.6645536931036986e-06,2.3762365408686037e-09
1979,1.6806868003982345e-06,1.7555920051037788e-09
1980,1.5600053728803687e-06,1.7055452605774235e-09
1981,1.4713228182472449e-06,3.1627747087981106e-09
1982,1.4811100754741346e-06,4.966001831974154e-09
1983,1.3590560428156095e-06,0.0
1984,1.4172776339194115e-06,5.799008495621649e-10
1985,1.369141049423206e-06,0.0
1986,1.751588705189988e-06,3.5966913891627428e-09
1987,1.6933073609948224e-06,3.6664902225425067e-09
1988,1.1885170003722578e-06,1.798966087207532e-09
1989,1.4362416038693482e-06,2.1952488715726304e-09
1990,1.2956891950466343e-06,5.44865097484859e-10
1991,1.4108546935176491e-06,0.0
1992,1.3510382999015746e-06,3.856960972825618e-09
1993,1.5122036352011037e-06,1.1078414852150331e-09
1994,1.4448024288071792e-06,0.0
1995,1.6549319710179589e-06,5.422450821690461e-10
1996,1.3505373601674364e-06,1.067618438099771e-09
1997,1.2524264043634048e-06,3.3564262480467733e-09
1998,1.3613008817969785e-06,4.7681290027412615e-09
1999,1.6215073443959227e-06,5.0272213059088244e-09
2000,1.3280602715326495e-06,2.2090156370779823e-09
2001,1.391910949166686e-06,3.5049695090716426e-09
2002,1.5123977092912355e-06,8.76244299341522e-10
2003,1.3880020262035941e-06,3.7502307925763034e-09
2004,1.390152064573158e-06,8.809582507929292e-10
2005,1.5204658083689537e-06,1.8014998381943315e-09
2006,1.5108537851915571e-06,1.2353669198716943e-09
2007,1.842253880113276e-06,2.7961355453243186e-09
2008,1.9413924476907596e-06,2.1287198670449925e-09
2009,2.0250513443897944e-06,3.337734755248789e-09
2010,2.2513597670581476e-06,3.3066552274085836e-09
2011,3.1406281379986467e-06,1.5295887612065684e-09
2012,3.7664652694502365e-06,2.3829769546512836e-09
2013,3.535215881811382e-06,2.789125042035323e-10
2014,3.775670236905171e-06,3.031623174720721e-09
2015,4.3178888802231086e-06,2.21657536769726e-09
2016,4.47119474245028e-06,5.178350193091319e-09
2017,3.895172596912744e-06,7.54683426862357e-10
2018,4.045674572239477e-06,2.5814667070633845e-09
2019,4.163467266948828e-06,1.7856913725466939e-09
