year,des_DET airs_NOUN,des_DET paires_NOUN
1867,1.8125251433076528e-06,4.949867715708933e-08
1868,1.8361512310605121e-06,5.730253915814387e-08
1869,1.8352264561372067e-06,2.9789466893248573e-08
1870,1.6852369242315035e-06,3.612450871770534e-08
1871,1.6154811071089625e-06,7.859671158350068e-08
1872,1.7216775152206765e-06,8.64769513775343e-08
1873,1.4905151246580317e-06,7.662085382831307e-08
1874,1.5283050114334173e-06,1.20687107862949e-07
1875,1.6964327826940462e-06,2.9751940244793218e-08
1876,1.6547942500722002e-06,5.501873445723504e-08
1877,1.775042161256124e-06,7.607323870839622e-08
1878,2.2719050463138046e-06,5.918306911212312e-08
1879,1.9769776749001267e-06,4.887460391955756e-08
1880,1.8605336293830987e-06,4.8133846464182284e-08
1881,2.2563035102507456e-06,4.880755455349828e-08
1882,2.0159161078225907e-06,4.4591080827771634e-08
1883,1.9097042383009466e-06,6.192952195505086e-08
1884,2.049826843375513e-06,8.978308052576267e-08
1885,2.0587360900492513e-06,7.21911224688121e-08
1886,2.0889863341366777e-06,6.711602651421344e-08
1887,1.9893632776657455e-06,8.226444947467826e-08
1888,2.0581634512240043e-06,6.78445744028977e-08
1889,2.110724487636162e-06,6.703696442400542e-08
1890,1.797868172559447e-06,8.258527151028261e-08
1891,1.9721835933239618e-06,7.075384544918961e-08
1892,1.9024934863054455e-06,7.584900174606446e-08
1893,1.771160555996687e-06,8.683367275219567e-08
1894,1.973011842792971e-06,6.364554994142679e-08
1895,1.8687797744831869e-06,8.064943135543956e-08
1896,1.832206883989329e-06,7.253345735147576e-08
1897,1.7724862146906162e-06,7.924330491793086e-08
1898,1.9317623554115926e-06,8.204614421192247e-08
1899,1.8849042131563465e-06,1.0447123166557049e-07
1900,1.7197959465420354e-06,7.838490034828283e-08
1901,1.697858832194754e-06,5.86817600067846e-08
1902,1.5025468886875615e-06,4.100087025449284e-07
1903,1.870096280498501e-06,7.506306332061286e-08
1904,1.856932946964207e-06,6.933266849529218e-08
1905,1.7293703589160714e-06,7.637923271630598e-08
1906,1.7901761788507997e-06,8.796555306389564e-08
1907,1.8930806122696708e-06,8.125692363414316e-08
1908,1.9910771698050667e-06,1.1001511701635991e-07
1909,1.9539492637221656e-06,7.536347368386487e-08
1910,2.117352416952656e-06,9.352263841133635e-08
1911,1.8514902437871683e-06,9.576673398736801e-08
1912,1.9066481815599445e-06,9.793712152372791e-08
1913,1.987030294969827e-06,6.310558042788017e-08
1914,1.9387073528776e-06,7.433385373900592e-08
1915,1.7188132179768445e-06,8.599955925170377e-08
1916,1.5734045568649435e-06,8.020847275247434e-08
1917,2.125293070420753e-06,3.0705988196544354e-08
1918,1.8584956933409558e-06,6.662098250842519e-08
1919,1.9336481642540093e-06,6.813807829075813e-08
1920,2.0429882034989078e-06,7.647954225475928e-08
1921,2.077961921642668e-06,9.996026684166992e-08
1922,2.112302823320533e-06,1.0624226831623673e-07
1923,2.002167809322941e-06,9.766672093292073e-08
1924,2.0665274149678226e-06,1.869285524147557e-07
1925,1.995069361271362e-06,1.319781375297424e-07
1926,1.9528033785576326e-06,1.2260751669490588e-07
1927,2.2019718510790653e-06,8.919380001248811e-08
1928,1.9058636606672508e-06,1.0511957693193352e-07
1929,1.8192283608442494e-06,1.0694790208987115e-07
1930,1.874893225561891e-06,1.0293531182981042e-07
1931,1.7290520730739445e-06,1.2203731269977425e-07
1932,1.6537940901173442e-06,1.1069132321850361e-07
1933,1.699952134615046e-06,1.5141273790320042e-07
1934,1.6235040618539642e-06,1.8811080337854946e-07
1935,1.728220176744344e-06,1.6994962948047032e-07
1936,1.613799465616239e-06,1.9884531621272572e-07
1937,1.412723467097976e-06,2.0523522437088104e-07
1938,1.6271343916685055e-06,1.6595474749969696e-07
1939,1.3443470656682166e-06,1.5599931657561683e-07
1940,1.1943537816527794e-06,1.9018372254819838e-07
1941,1.9391372134691665e-06,1.9775067450211736e-07
1942,1.7264664702310029e-06,2.1846324216312496e-07
1943,1.8087155417845224e-06,3.367752867688978e-07
1944,1.6547909247321968e-06,1.9600435052780085e-07
1945,2.017294706391226e-06,2.2220741868750338e-07
1946,1.994894326173835e-06,1.5730847913175694e-07
1947,1.7106449430315251e-06,1.728526324296098e-07
1948,1.6373062763364032e-06,2.0330430849924142e-07
1949,1.3449301121681856e-06,1.973218688444689e-07
1950,1.5346826263140656e-06,2.2121551257470173e-07
1951,1.6279961059240122e-06,1.8337610807606097e-07
1952,1.3159915042137982e-06,2.826007383660567e-07
1953,1.482478598546777e-06,1.9069674150884453e-07
1954,1.4434036259558525e-06,2.423588827404899e-07
1955,1.4857417180991206e-06,2.2713170766408552e-07
1956,1.5837592748368934e-06,2.8954190600671836e-07
1957,1.4542471866718643e-06,2.597501040924044e-07
1958,1.4451609189336523e-06,3.0938191253326863e-07
1959,1.4098610190416139e-06,2.7205125974205657e-07
1960,1.589023288062208e-06,2.498420765828513e-07
1961,1.523731381958271e-06,2.570818926628249e-07
1962,1.473870621993001e-06,2.587518297403335e-07
1963,1.5369808146203923e-06,2.812733166379644e-07
1964,1.3475989479871942e-06,2.6282742116023883e-07
1965,1.4292977166263654e-06,2.6320528334622395e-07
1966,1.5282307277431073e-06,3.5450077540133407e-07
1967,1.6181360944500511e-06,2.938479868319632e-07
1968,2.097042171911312e-06,2.8520489414596284e-07
1969,1.4783421935504748e-06,3.4835283280187923e-07
1970,1.4587156158540893e-06,2.7408401148676376e-07
1971,1.6298996303731883e-06,2.9494402831176103e-07
1972,1.8858419466027954e-06,3.4628491496491165e-07
1973,1.3132451233133224e-06,4.3995366638682754e-07
1974,1.145366347543586e-06,3.369717496148894e-07
1975,1.1337287730839307e-06,3.6667703362525117e-07
1976,1.1575604990099464e-06,3.7766412130935123e-07
1977,1.258219027633345e-06,3.0911873816208413e-07
1978,1.4584151575292026e-06,2.821781031059345e-07
1979,1.350635496777386e-06,3.3063650484166374e-07
1980,1.4366375644669915e-06,3.0131299499913666e-07
1981,1.3580955080527701e-06,3.599237610174555e-07
1982,1.34144127628133e-06,2.9361486308943086e-07
1983,1.448733495834631e-06,4.0039104742817244e-07
1984,1.5378970346091592e-06,3.276439741739523e-07
1985,1.3378601231295306e-06,3.4830080153369636e-07
1986,1.3973145307488721e-06,4.220117908459997e-07
1987,1.3749338148016932e-06,3.232622116655648e-07
1988,1.4745526311088497e-06,3.064238993655266e-07
1989,1.519112231562758e-06,2.8867523749198654e-07
1990,1.4259120142412485e-06,2.947720227908235e-07
1991,1.5468406875385199e-06,2.9483170926880575e-07
1992,1.4750120396200828e-06,2.771501792508957e-07
1993,1.5094340302113096e-06,3.456465318407709e-07
1994,1.4279226512314835e-06,2.996158334767074e-07
1995,1.5356380274056391e-06,3.2209358646895225e-07
1996,1.4364806446565126e-06,2.3060558351772897e-07
1997,1.5046378480931821e-06,2.689935882926875e-07
1998,1.5181723362900357e-06,2.9991533434525763e-07
1999,1.483944361169165e-06,2.6004443842708724e-07
2000,1.5511708930660006e-06,2.854048357647798e-07
2001,1.461572207261952e-06,3.023036017069103e-07
2002,1.4852341188031914e-06,3.1325733651499377e-07
2003,1.6688526542907312e-06,2.9501815301813394e-07
2004,1.5126053316549815e-06,3.189068875641965e-07
2005,1.5173132119628008e-06,3.445368315091457e-07
2006,1.7262194660361274e-06,3.117242624028904e-07
2007,1.7240173413313187e-06,2.8320858413977135e-07
2008,1.8873230338556368e-06,3.329317896927364e-07
2009,1.874853296612855e-06,2.8942927343678093e-07
2010,2.043512857596852e-06,3.3822358425084076e-07
2011,2.4079550904332336e-06,3.441574678575421e-07
2012,2.680848986358342e-06,3.5812738197193994e-07
2013,2.5431241930107262e-06,3.0010985785366984e-07
2014,3.0353045374909016e-06,2.423133160789348e-07
2015,2.8527324644755936e-06,2.522462878573606e-07
2016,2.913132703952215e-06,2.2039057689937636e-07
2017,2.350335766010403e-06,2.8200003754363934e-07
2018,2.7027957258951574e-06,2.9919198318850704e-07
2019,2.7494544951878197e-06,2.653027131316321e-07
