year,des_DET yeux_NOUN,des_DET pieux_ADJ
1800,1.0602122330283237e-05,1.2576657937302116e-08
1801,1.1441582699944775e-05,1.4287095950749062e-08
1802,1.090947046122892e-05,2.6854081625060644e-08
1803,1.3311065231391694e-05,7.801356893821776e-09
1804,1.0984905742361661e-05,0.0
1805,1.0530019238785826e-05,1.7057265822018053e-08
1806,8.708404237722789e-06,0.0
1807,7.980015013231423e-06,8.540865792383556e-09
1808,1.0709465982472466e-05,2.2660739062985158e-08
1809,7.599378562872516e-06,2.259030518203531e-09
1810,1.1433859754106379e-05,0.0
1811,7.714275000125781e-06,2.5070767684098882e-09
1812,7.158786687000429e-06,2.6672082320544632e-09
1813,9.10172251167296e-06,1.1502966579257645e-08
1814,6.548235120362733e-06,0.0
1815,6.613592255177991e-06,2.697223555614414e-09
1816,8.468524598015392e-06,2.3176038865813098e-09
1817,1.1369846518505256e-05,4.0478710161551135e-08
1818,9.409384986724945e-06,2.384235475716423e-09
1819,9.650284226836447e-06,7.24573512300708e-09
1820,9.022085947663072e-06,1.542642635854463e-08
1821,1.0320047039158453e-05,1.4792232327920374e-08
1822,9.027064294286902e-06,1.303330066093622e-08
1823,8.342964719076917e-06,2.3718449426723964e-08
1824,8.29816411851425e-06,1.51580028528997e-08
1825,8.9005417152066e-06,9.68598712347557e-09
1826,7.318554139601474e-06,2.290075862276808e-08
1827,6.5516374760932194e-06,4.608636583469661e-09
1828,7.668961146123365e-06,9.172301140836225e-09
1829,9.511081429991464e-06,1.2859763920403111e-08
1830,9.024731738804803e-06,1.5655254204105518e-08
1831,8.941556956187924e-06,1.0913843828674885e-08
1832,1.0300365687498925e-05,1.2176972319366541e-08
1833,9.116315631274574e-06,2.89590715851773e-08
1834,8.919143880348201e-06,2.8003592777992026e-09
1835,1.071008853159583e-05,1.1344631900556124e-08
1836,8.775955805617741e-06,1.2769425516978572e-08
1837,8.410002401149086e-06,1.1132625044041333e-08
1838,7.925550661980196e-06,6.312161904276081e-09
1839,7.313082996063258e-06,3.4957374772659477e-09
1840,7.73216533644927e-06,5.095750932326837e-09
1841,8.010918833178948e-06,2.760835782211757e-08
1842,8.077422386065791e-06,2.3478927246856074e-08
1843,8.383087788388366e-06,8.269675610961258e-09
1844,7.862912944744949e-06,1.2074834687680891e-08
1845,8.35583313829602e-06,1.506661534422804e-08
1846,7.889526372650835e-06,8.781752214304106e-09
1847,6.610474081014672e-06,1.294373674909366e-08
1848,6.909236233809679e-06,6.43617736884039e-09
1849,7.121664566511754e-06,1.005529792763582e-08
1850,7.33686792386834e-06,8.146795238417326e-09
1851,6.66871976306993e-06,9.674158363282004e-09
1852,7.478012506112464e-06,2.148479971708639e-08
1853,8.465213099384528e-06,2.030456869306363e-08
1854,8.018988957303463e-06,1.4028294081924741e-08
1855,8.90769412364989e-06,1.6451505047143655e-08
1856,8.179441664424303e-06,1.9673318973900678e-08
1857,8.72765006931786e-06,1.3668225773422193e-08
1858,9.040087860512358e-06,1.517039538434517e-08
1859,9.33395415358973e-06,9.675129142294736e-09
1860,9.603389365508974e-06,1.6935580049448618e-08
1861,8.792913931188195e-06,1.7920662287451705e-08
1862,8.384479215806095e-06,3.072230825296174e-08
1863,9.209081497374427e-06,1.1487627737949424e-08
1864,8.835245338900677e-06,2.5412058235474433e-08
1865,8.830981826690731e-06,2.3063536858103362e-08
1866,8.87779745539774e-06,1.994901249746661e-08
1867,9.06553677282318e-06,1.747012134956094e-08
1868,8.191299386339779e-06,1.5807597009143137e-08
1869,8.984210325024833e-06,9.767038733343725e-09
1870,8.133748352179282e-06,1.0894693147633916e-08
1871,8.069970505175661e-06,4.248470908407853e-09
1872,8.63015821295221e-06,1.0885210954825197e-08
1873,8.457027092845237e-06,2.1549615425442425e-08
1874,8.333981874386609e-06,1.3741600746186577e-08
1875,8.326538633696146e-06,1.716458086775674e-08
1876,8.824158669540338e-06,7.859819461941697e-09
1877,8.998907432555825e-06,1.2369632429454214e-08
1878,7.89973223902507e-06,2.0532901601200138e-08
1879,8.910450588928143e-06,1.8938909107646396e-08
1880,8.535093812156447e-06,1.3477477800449833e-08
1881,8.269393568127725e-06,7.669758161910067e-09
1882,9.256975374682952e-06,1.3310770263785798e-08
1883,8.229674762105788e-06,5.687405213450347e-09
1884,8.912950931971864e-06,7.2618666635548834e-09
1885,8.320026665842306e-06,1.160214413431504e-08
1886,8.24881779237785e-06,9.680196089156823e-09
1887,8.511106543096503e-06,2.0239665554644404e-08
1888,8.268161820979003e-06,1.521747527988282e-08
1889,8.056965704383856e-06,6.891650361495749e-09
1890,7.762359771845695e-06,4.5880703680722945e-09
1891,7.941003005385028e-06,4.461953917456185e-09
1892,7.870744099136573e-06,7.522214851007902e-09
1893,7.72696547102214e-06,7.390100087434348e-09
1894,9.011200859276869e-06,9.452309157609307e-09
1895,8.467588543226157e-06,7.22233739480771e-09
1896,8.20217724850636e-06,1.7691086373616827e-09
1897,7.984928060977836e-06,1.1653427112179315e-08
1898,8.161611432910831e-06,5.6583546736987955e-09
1899,8.71864924079091e-06,1.1607914629507832e-08
1900,8.453629675386765e-06,4.671947717582725e-09
1901,7.994132587896274e-06,7.265360757457984e-09
1902,7.4243491923198235e-06,3.928227076954727e-09
1903,7.939944296708745e-06,5.940242076007962e-09
1904,7.487390178084752e-06,5.374625189347171e-09
1905,7.862416140369533e-06,7.2250627702885595e-09
1906,8.249214261013549e-06,7.201858220895474e-09
1907,7.760036396575742e-06,5.142843484406967e-09
1908,8.377356138566938e-06,2.9468334439286537e-09
1909,9.004010252056105e-06,4.950885035270858e-09
1910,9.120327646883197e-06,8.550641084070776e-09
1911,8.167838160488827e-06,7.980560989828689e-09
1912,8.427280477008026e-06,7.293189607793238e-09
1913,8.446602080880439e-06,1.2727175369153798e-08
1914,8.213556412783873e-06,2.0090231700464756e-09
1915,8.043903903853789e-06,7.068456930880984e-09
1916,9.184419411667477e-06,2.197492410260793e-09
1917,9.843462436265327e-06,5.483212106582869e-09
1918,9.65774535188757e-06,4.594550517822427e-09
1919,9.517231859490494e-06,7.366278698128781e-09
1920,9.26311066962171e-06,2.2716695191604686e-09
1921,1.0362547470776917e-05,1.1359121254717053e-08
1922,1.1274223396640082e-05,6.640141769764796e-09
1923,1.0738031221535493e-05,5.307974060286824e-09
1924,1.0202431752759367e-05,1.2891624656674594e-08
1925,1.135121965489816e-05,5.499089184013428e-09
1926,1.0446161070376547e-05,8.916910765321973e-09
1927,1.283833216803032e-05,7.804457524684949e-09
1928,1.0495961106471441e-05,4.570416489713125e-09
1929,1.051765781312497e-05,1.1140406375176326e-09
1930,9.208508771507695e-06,6.302162347537887e-09
1931,8.550596334089278e-06,7.983749661377715e-09
1932,8.789548132881464e-06,6.575722188983946e-09
1933,8.264611778940889e-06,4.588264879146209e-09
1934,8.302036818008673e-06,7.188948103475923e-09
1935,8.929537131052712e-06,5.98414207075848e-09
1936,8.580660221468861e-06,2.424942913137329e-09
1937,8.5367779547596e-06,7.554670666820584e-09
1938,9.057498800757458e-06,1.2965214679638848e-08
1939,8.208316870650378e-06,6.117620188206274e-09
1940,6.349600219834883e-06,0.0
1941,9.769473393816952e-06,5.9030051957620344e-09
1942,9.715546383404217e-06,0.0
1943,1.0637453357276172e-05,2.9032352077962287e-09
1944,1.0725614970397146e-05,3.2131861615880553e-09
1945,1.2559076139950776e-05,1.3071024262956144e-08
1946,1.1352660578722862e-05,2.7842208538686464e-09
1947,1.078838843682206e-05,2.3841741914054637e-09
1948,1.1165428446702208e-05,1.0871887834440486e-09
1949,9.994696398507585e-06,5.890204768377316e-09
1950,1.0906562806667353e-05,5.317680518146517e-09
1951,1.0490819278174968e-05,4.264560704569931e-09
1952,1.0525822830231846e-05,4.2179215675730575e-09
1953,8.98644941571547e-06,3.232148326759443e-09
1954,9.890783616128829e-06,1.7590565448699635e-08
1955,9.04772610965665e-06,5.631364707880948e-09
1956,1.0580489174571994e-05,2.616342476002842e-09
1957,9.061214228722747e-06,2.6505113659425206e-09
1958,9.229341571881378e-06,7.445019267748876e-09
1959,8.80252429169559e-06,3.8753737996444215e-09
1960,9.599196204135296e-06,6.920833350854139e-10
1961,9.462003362159521e-06,1.111705483225478e-08
1962,9.550351933285128e-06,8.878739354845067e-09
1963,9.550360431376248e-06,1.2932106496776896e-09
1964,9.302996176074885e-06,1.2167936880302932e-08
1965,8.50136680696778e-06,9.302473458205895e-09
1966,9.526100740231414e-06,8.308612464702492e-09
1967,9.262621063044207e-06,7.395503320850594e-09
1968,9.358763605860076e-06,9.431973424511852e-09
1969,8.053899279047982e-06,4.995933444718048e-09
1970,7.515236518429447e-06,3.6789800095249348e-09
1971,7.99586052835366e-06,6.679916619845017e-09
1972,7.284808361873729e-06,8.721249500354133e-09
1973,7.0591060534752614e-06,8.821126051827832e-09
1974,6.16000103548231e-06,1.6876715580593782e-09
1975,6.018757716219625e-06,2.8557400888473694e-09
1976,6.126043629706146e-06,1.085570122683066e-08
1977,6.315777241638898e-06,5.289103821581875e-09
1978,6.80613564441046e-06,2.970295565063452e-09
1979,7.151696522100792e-06,5.851973350345929e-10
1980,7.123493844574114e-06,5.116635559687666e-09
1981,7.296521488342478e-06,5.69299452024552e-09
1982,7.23856834383696e-06,6.207502289967692e-10
1983,7.117361263908606e-06,1.89459470334441e-09
1984,7.256879115402626e-06,2.3196033982486597e-09
1985,6.984062792980694e-06,4.210890636180409e-09
1986,7.453543219071435e-06,5.994485352545098e-09
1987,7.0176618578443595e-06,4.888653482026939e-09
1988,6.925419967274138e-06,7.795519785247507e-09
1989,7.159255602573467e-06,8.232183490441969e-09
1990,6.741070791349557e-06,4.358920779878872e-09
1991,6.6527630622204015e-06,2.9307325455363298e-09
1992,6.92710193561652e-06,5.509944056569793e-09
