year,dernières_ADJ îles_NOUN,dernières_ADJ iles_NOUN,dernières_ADJ piles_NOUN
1887,2.4809914123125054e-08,1.9586774424595887e-09,7.1818169189441505e-09
1888,1.7119660356001987e-08,1.268122939990235e-09,1.775372027168487e-08
1889,1.7542383545787743e-08,1.8795409673089125e-09,5.6386229019267375e-09
1890,3.211649257650606e-08,1.3108772956016423e-09,3.2771931834929546e-09
1891,1.784781566982474e-08,1.9122659011827636e-09,4.461953917456185e-09
1892,1.002961980134387e-08,0.0,1.2537024751679837e-09
1893,1.7859408174558666e-08,2.4633666773077323e-09,3.079208221734575e-09
1894,1.827446460822557e-08,6.301539290376468e-10,3.780923574225881e-09
1895,2.5880042997528108e-08,3.611168697403855e-09,5.416753268150387e-09
1896,1.1204354777305525e-08,2.358811590497112e-09,2.358811590497112e-09
1897,1.5732126712464378e-08,5.826713556089658e-10,2.330685422435863e-09
1898,1.3014216371232123e-08,0.0,8.487532454637403e-09
1899,1.7688250864011934e-08,2.7637891975018647e-09,4.4220627160029835e-09
1900,1.9206897405865675e-08,4.15284251431558e-09,2.595526460424935e-09
1901,9.500856101851696e-09,1.1177477832191585e-09,5.58873880507349e-09
1902,2.1114219705964388e-08,4.910283846193408e-10,1.0311596021495006e-08
1903,1.2420506401156217e-08,0.0,1.6200660812870638e-09
1904,8.061937784020756e-09,1.6123875568041512e-09,5.374625189347171e-10
1905,1.0837593933388234e-08,0.0,0.0
1906,1.594697174311932e-08,0.0,4.629765903985117e-09
1907,1.7999951751335175e-08,3.599990305858114e-09,5.142843373384665e-10
1908,1.3260750719723546e-08,9.822778146428846e-10,9.822778146428846e-10
1909,9.901770070541716e-09,0.0,7.701377313651392e-09
1910,3.206490406526541e-09,5.344150677544235e-10,3.206490406526541e-09
1911,7.448523575703803e-09,5.320374141248863e-10,2.6601871816467337e-09
1912,3.125652625612929e-09,0.0,2.1879568379290504e-08
1913,9.545381374209683e-09,0.0,1.3257474229533273e-08
1914,5.357394972094198e-09,6.696743715117748e-10,4.68772043404897e-09
1915,1.0602685840410686e-08,0.0,0.0
1916,5.493730803607377e-09,0.0,1.0987462051303964e-09
1917,1.315970976634162e-08,0.0,1.0966424435210342e-09
1918,8.040463406189247e-09,1.1486376294556067e-09,1.4932290071101306e-08
1919,2.301962176431971e-08,9.207848372660976e-10,2.301962176431971e-08
1920,2.2716695191604686e-09,0.0,9.086678076641874e-09
1921,1.1359120755116692e-08,7.572747429129834e-10,4.543648568500203e-09
1922,1.2542490601674672e-08,0.0,3.6889677978990676e-09
1923,4.246379248229459e-09,0.0,5.307974060286824e-09
1924,1.804827398643738e-08,0.0,6.445812328337297e-09
1925,8.798542339150117e-09,0.0,0.0
1926,1.2260752413340015e-08,0.0,6.687683296036084e-09
1927,6.689535148041159e-09,0.0,3.3447675740205796e-09
1928,5.713020723163709e-09,2.2852082448565625e-09,3.4278122562625413e-09
1929,5.570202965543558e-09,2.2280812750352652e-09,4.4561625500705304e-09
1930,2.2057568216382606e-08,2.100720708497761e-09,4.201441416995522e-09
1931,3.4216069977333063e-09,0.0,1.8248570654577634e-08
1932,2.301502632917618e-08,0.0,1.753525857850491e-08
1933,2.064719240024715e-08,3.4411986593596566e-09,2.2941324395731044e-09
1934,2.2765002327673756e-08,1.1981580172459871e-09,3.5944740517379614e-09
1935,1.4361940969820353e-08,0.0,2.393656828303392e-09
1936,2.0612015205756506e-08,0.0,0.0
1937,7.554670666820584e-09,0.0,3.777335333410292e-09
1938,1.9447821131279852e-08,0.0,1.2965214457594243e-09
1939,7.647025235257843e-09,0.0,6.117620188206274e-09
1940,1.2678914806940611e-08,0.0,0.0
1941,1.4757512545315876e-08,0.0,0.0
1942,9.102635090130207e-09,0.0,6.068423541449874e-09
1943,1.4516175816936538e-08,0.0,8.709705845433291e-09
1944,2.5705489292704442e-08,3.2131861615880553e-09,2.5705489292704442e-08
1945,1.089252066321933e-08,4.357008087652048e-09,4.357008087652048e-09
1946,1.3921104269343232e-08,0.0,2.7842208538686464e-09
1947,1.4305045148432782e-08,2.3841741914054637e-09,1.0728784083369192e-08
1948,1.4133454406817236e-08,1.0871887834440486e-09,2.174377566888097e-09
1949,1.3743811422273211e-08,0.0,3.9268033269479474e-09
1950,2.1270722960764488e-09,1.0635361480382244e-09,4.2541445921528975e-09
1951,2.2388944032059044e-08,1.0661401761424827e-09,2.1322803522849654e-09
1952,5.272402070488624e-09,0.0,4.2179215675730575e-09
1953,1.4005975934594517e-08,1.0773827385790469e-09,1.0773827385790469e-09
1954,1.4658803948464083e-08,9.772536113672459e-10,9.772536113672459e-10
1955,4.6928039232341234e-09,0.0,1.220129064449793e-08
1956,5.232684952005684e-09,1.744228317335228e-09,7.849027205963921e-09
1957,1.0602045463770082e-08,0.0,7.951533653738352e-09
1958,6.617794756635931e-09,0.0,9.926692356998501e-09
1959,1.8601795659378695e-08,7.750747821333448e-10,2.325224457422337e-09
1960,5.536666680683311e-09,0.0,4.152500121534786e-09
1961,1.737039845295385e-08,6.948159270159238e-10,1.320150300188061e-08
1962,1.0781326054143392e-08,6.341956404476434e-10,4.43936931660005e-09
1963,1.8104948651398445e-08,1.9398159745165344e-09,3.879631726988464e-09
1964,6.083968440151466e-09,1.825190498738749e-09,8.517555549758526e-09
1965,6.5664522708175355e-09,1.0944086747954884e-09,5.47204326295514e-09
1966,7.754704434148607e-09,0.0,6.092982118843793e-09
1967,8.381570104631919e-09,2.9582012395223956e-09,7.888536934785861e-09
1968,8.982831367632116e-09,2.245707925174756e-09,2.6948494546985557e-09
1969,1.0446043141598693e-08,1.3625273131978588e-09,2.7250546263957176e-09
1970,7.817832603507213e-09,4.5987250119061684e-10,6.898087434592526e-09
1971,4.1107179882260425e-09,0.0,7.193756701440179e-09
1972,9.747279428040656e-09,1.5390440033513642e-09,4.104117490300041e-09
1973,2.7566018356850464e-09,1.102640756478479e-09,4.410563025913916e-09
1974,1.1251143128276908e-08,2.2502286700643026e-09,7.875800456247362e-09
1975,3.4268881066168433e-09,0.0,1.7134440533084216e-09
1976,7.427584769459372e-09,1.7140580066410394e-09,1.142705374768127e-09
1977,8.815172591880582e-09,0.0,5.876781838942691e-10
1978,1.544553818177974e-08,5.940591352171509e-10,7.128709622605811e-09
1979,8.192762912528906e-09,1.1703946700691858e-09,1.1703946700691858e-09
1980,6.822181042309694e-09,5.685150683554241e-10,3.411090521154847e-09
1981,1.3283654176632353e-08,0.0,1.2018544381930951e-08
1982,8.069752865935698e-09,1.2415004579935385e-09,3.7245013739806154e-09
1983,6.946847541655643e-09,0.0,5.68378455412244e-09
1984,9.278413592994639e-09,0.0,1.739702604197646e-09
1985,1.2031115659283387e-08,6.015558051686298e-10,3.0077789148208467e-09
1986,7.1933827783254856e-09,0.0,2.3977941854269602e-09
1987,1.588812459374367e-08,6.110816852533674e-10,1.2221633705067347e-09
1988,6.596209356501959e-09,0.0,3.597932174415064e-09
1989,1.1525056464734007e-08,0.0,3.841685636274406e-09
1990,7.083246433836621e-09,0.0,3.814055737905164e-09
1991,3.5168792322792797e-09,0.0,9.37834432335194e-09
1992,7.713921945651236e-09,0.0,2.2039776670368383e-09
1993,1.0524494165053966e-08,0.0,2.7696036575264316e-09
1994,3.164955852952289e-09,0.0,8.439882570598911e-09
1995,4.880205572987961e-09,0.0,3.253470381991974e-09
1996,9.074756945892659e-09,0.0,2.135236876199542e-09
1997,1.2946214766884623e-08,4.79489448146353e-10,4.79489448146353e-10
1998,9.059445638115449e-09,0.0,2.86087753487152e-09
1999,5.0272213059088244e-09,0.0,2.285100553223174e-09
2000,9.719669513685858e-09,0.0,1.7672125984802278e-09
2001,1.095302959441824e-08,0.0,3.066848330846028e-09
2002,1.4019908789464353e-08,0.0,6.133709984368352e-09
2003,9.167230530238157e-09,0.0,2.5001538617175356e-09
2004,7.047666006343434e-09,0.0,3.523833003171717e-09
2005,7.656374201303606e-09,0.0,1.3511248786457486e-09
2006,7.000412693969338e-09,0.0,2.4707338397433887e-09
2007,8.787854888225866e-09,3.994479469415779e-10,3.994479413904628e-09
2008,8.51487946817997e-09,0.0,5.108927503272298e-09
2009,1.2397300963584712e-08,0.0,3.814554005998616e-09
2010,7.085689368580006e-09,0.0,1.4171379625338432e-09
2011,8.030340836739924e-09,0.0,2.6767803529281764e-09
2012,1.2595735121578855e-08,6.808505426114664e-10,6.808505315092361e-09
2013,1.0319762822064149e-08,2.789125042035323e-10,4.741512515948898e-09
2014,1.1260315346817151e-08,0.0,3.897801192920269e-09
2015,1.573768493301486e-08,0.0,3.989835573037226e-09
2016,1.118523584864306e-08,4.1426800878596737e-10,2.278474076078396e-09
2017,7.043711836018929e-09,0.0,2.5156112748447867e-09
2018,9.809573597863164e-09,0.0,2.8396134332808742e-09
2019,1.3775333762566788e-08,0.0,2.806086474294034e-09
