year,quelques_DET âges_NOUN,quelques_DET ages_NOUN,quelques_DET pages_NOUN
1910,0.0,5.344150677544235e-10,4.079190318861947e-06
1911,3.1922244847493175e-09,1.5961122423746588e-09,3.93601280279654e-06
1912,4.688478938419394e-09,1.0418842455450772e-09,3.924257100607065e-06
1913,5.30298971401777e-10,1.060597942803554e-09,4.3961784683688165e-06
1914,1.0045115850232378e-08,1.3393487430235496e-09,4.000634589829133e-06
1915,1.1780761921542648e-09,0.0,3.2597368431197538e-06
1916,0.0,0.0,3.5687277772922243e-06
1917,0.0,0.0,3.4697767716806993e-06
1918,0.0,1.1486376294556067e-09,3.6078708234299484e-06
1919,2.762354567309444e-09,0.0,3.258657585547553e-06
1920,7.572231730534895e-10,0.0,3.7914164749963675e-06
1921,7.572747429129834e-10,0.0,3.906780477791472e-06
1922,0.0,7.377935484775833e-10,3.921372695003811e-06
1923,0.0,0.0,4.196484354679342e-06
1924,9.02413699321869e-09,1.289162443462999e-09,4.365103876580179e-06
1925,1.0998177923937646e-09,0.0,4.307986102958239e-06
1926,2.229227691330493e-09,1.1146138456652466e-09,4.2411056710989214e-06
1927,4.4596899506643695e-09,0.0,4.523240477283252e-06
1928,7.998228745975666e-09,1.1426041224282812e-09,4.259628070713006e-06
1929,2.2280812750352652e-09,1.1140406375176326e-09,4.335846341518845e-06
1930,0.0,1.0503603542488804e-09,4.24135521370772e-06
1931,3.4216069977333063e-09,0.0,4.265603479325364e-06
1932,1.0959536611565568e-09,0.0,4.2621638272066775e-06
1933,0.0,0.0,3.850701318697247e-06
1934,4.7926320689839486e-09,0.0,3.933552761736792e-06
1935,1.196828414151696e-09,0.0,4.039295930624576e-06
1936,2.424942913137329e-09,0.0,3.838684676793491e-06
1937,3.777335444432595e-09,1.2591118148108649e-09,4.1349231878484716e-06
1938,7.779128452511941e-09,0.0,3.828627882285218e-06
1939,7.647025235257843e-09,0.0,3.967276711591694e-06
1940,7.607348528892999e-09,0.0,4.171362917304577e-06
1941,2.9515025978810172e-09,0.0,3.4739184968657355e-06
1942,0.0,0.0,3.971783172573851e-06
1943,2.9032352077962287e-09,0.0,4.2038845435854455e-06
1944,2.2492303131116387e-08,3.2131861615880553e-09,3.5794894301943714e-06
1945,6.535512131478072e-09,2.178504043826024e-09,3.16318786985903e-06
1946,5.568441707737293e-09,0.0,3.488628664172211e-06
1947,1.1920870957027319e-09,0.0,3.702622421997148e-06
1948,3.2615663503321457e-09,1.0871887834440486e-09,3.3094025866375887e-06
1949,3.9268033269479474e-09,9.817008317369869e-10,2.8538042897707783e-06
1950,2.0207187034770868e-08,0.0,3.4947798610573955e-06
1951,8.529121409139861e-09,0.0,3.745350397821312e-06
1952,2.1089607837865287e-09,0.0,3.64322971790898e-06
1953,3.232148326759443e-09,2.1547654771580937e-09,3.5596724785591505e-06
1954,9.772536113672459e-10,0.0,3.7731762176917982e-06
1955,9.385607846468247e-09,9.385607846468247e-10,3.834020731119381e-06
1956,2.616342476002842e-09,0.0,3.34542988866815e-06
1957,2.6505113659425206e-09,8.835037701437898e-10,3.442130690700651e-06
1958,2.481673033738474e-09,0.0,3.0499760725888336e-06
1959,5.425523585955716e-09,0.0,3.2088096020288503e-06
1960,4.844583401109048e-09,6.920833350854139e-10,3.1669734141814843e-06
1961,4.8637115446226176e-09,0.0,3.3156617007534805e-06
1962,6.976152211457531e-09,6.341956404476434e-10,3.245813388730312e-06
1963,5.819447812527301e-09,6.466053248388448e-10,3.031932436670104e-06
1964,6.083968440151466e-09,1.2167936658258327e-09,3.521400884665127e-06
1965,6.0192477668863376e-09,2.73602163147757e-09,3.8107309592305683e-06
1966,1.6617224263271169e-09,5.539074754423723e-10,3.1977078265299497e-06
1967,3.451234853457663e-09,4.930335584241163e-10,3.2269046243982302e-06
1968,7.63540694559417e-09,0.0,3.5841499084199313e-06
1969,2.2708788183223305e-09,4.5417578031781147e-10,2.872207744530897e-06
1970,5.518470042042978e-09,4.5987250119061684e-10,3.1607036135028466e-06
1971,8.735275947024945e-09,0.0,3.314266479037542e-06
1972,1.2312352470900123e-08,5.130146862875051e-10,3.1935165054619574e-06
1973,6.064523994098181e-09,0.0,3.1061390757258778e-06
1974,1.4063929631991101e-08,5.625571675160757e-10,2.7649684852804057e-06
1975,5.140332159925265e-09,0.0,2.8483151481850655e-06
1976,6.856232248608762e-09,5.713526873840635e-10,3.0533088590800617e-06
1977,9.402851386397515e-09,5.876781838942691e-10,2.8760971133579005e-06
1978,5.346532105932056e-09,0.0,2.8544542374220327e-06
1979,4.681578569254441e-09,0.0,2.908430843717724e-06
1980,1.7623967174529298e-08,0.0,3.002896676207456e-06
1981,3.795329828193417e-09,0.0,2.9040596984941658e-06
1982,3.1037510339615437e-09,0.0,2.9274580981564213e-06
1983,6.946847541655643e-09,0.0,3.02882548908201e-06
1984,3.4794050418618383e-09,0.0,2.7951221284183703e-06
1985,4.210890747202711e-09,0.0,2.9301783399660053e-06
1986,4.795588426365072e-09,1.1988970927134801e-09,2.979259335234019e-06
1987,6.110816741511371e-09,6.110816852533674e-10,2.8060870533863636e-06
1988,7.195864570874733e-09,0.0,2.992880041574608e-06
1989,3.2928733073589456e-09,1.0976244357863152e-09,2.8730319172609597e-06
1990,2.724325431913144e-09,0.0,2.6665697987482417e-06
1991,4.68917216167597e-09,0.0,2.7320288324972353e-06
1992,3.30596661157756e-09,0.0,2.6866488838095393e-06
1993,5.539207315052863e-09,5.539207426075166e-10,2.859892703099831e-06
1994,7.912389854425328e-09,0.0,2.7867437495388003e-06
1995,1.626735190995987e-09,0.0,2.8028648557665292e-06
1996,5.3380921904988554e-09,0.0,2.8985840003770136e-06
1997,1.917957792585412e-09,0.0,2.744118177133714e-06
1998,1.9072516899143466e-09,0.0,2.9066516731290903e-06
1999,4.570201161957499e-09,0.0,2.767713908724545e-06
2000,3.976228457602815e-09,0.0,2.8779057288375043e-06
2001,2.6287270138425356e-09,0.0,2.7080269831003534e-06
2002,8.76244299341522e-10,0.0,2.819754200800162e-06
2003,2.0834615144238455e-09,0.0,2.7030829414798063e-06
2004,4.845270407116686e-09,0.0,2.721720505860503e-06
2005,3.602999676388663e-09,0.0,2.7112573661725037e-06
2006,1.6471559671771274e-09,0.0,2.836402529737825e-06
2007,3.994479469415779e-10,0.0,2.651935005815176e-06
2008,4.257439734089985e-09,0.0,2.3799088069154095e-06
2009,4.291373478793048e-09,0.0,2.2667987025215552e-06
2010,1.8895172093635892e-09,4.723793023408973e-10,2.071383278234862e-06
2011,1.1471915639660324e-09,0.0,1.8508024766106246e-06
2012,6.808505426114664e-10,0.0,1.7746369707083431e-06
2013,5.578250084070646e-10,0.0,1.6690124482465762e-06
2014,1.7323561474213989e-09,0.0,2.104379532852363e-06
2015,8.866301581811342e-10,0.0,1.6808290936864978e-06
2016,6.214020409345267e-10,0.0,1.8590276766872194e-06
2017,1.0062445321423752e-09,0.0,1.587350766385498e-06
2018,1.0325866828253538e-09,0.0,1.6407802689855089e-06
2019,1.02039510174734e-09,0.0,1.916046898031709e-06
