year,quelques_DET âges_NOUN,quelques_DET ages_NOUN,quelques_DET pages_NOUN
1800,0.0,0.0,1.3048282045957649e-06
1801,0.0,0.0,1.0524826912217122e-06
1802,0.0,0.0,1.031644359272832e-06
1803,0.0,0.0,8.01589397525504e-07
1804,0.0,0.0,1.3694054032953318e-06
1805,0.0,0.0,1.4441818905197579e-06
1806,8.645007376628655e-09,0.0,1.0114658479665195e-06
1807,0.0,0.0,1.2355785550255405e-06
1808,0.0,0.0,9.517510690670861e-07
1809,0.0,0.0,1.1295153150570059e-06
1810,0.0,0.0,1.4110964201563547e-06
1811,0.0,0.0,1.2685808314927272e-06
1812,0.0,0.0,1.2855943225531519e-06
1813,0.0,1.7254450312975678e-08,1.455125303806426e-06
1814,0.0,3.1466771410748606e-09,1.3436311263603784e-06
1815,0.0,0.0,1.4349229573440425e-06
1816,2.5493642752394408e-08,2.3176038865813098e-09,1.3488454158050445e-06
1817,2.0239355080775567e-08,3.113746815941454e-09,1.3373542486760925e-06
1818,0.0,0.0,1.4186201333643567e-06
1819,1.035105001712111e-09,1.035105001712111e-09,1.7265551903733467e-06
1820,0.0,1.1866481131050932e-09,1.637574392532315e-06
1821,2.9584463767662328e-09,0.0,1.6764530244017806e-06
1822,0.0,0.0,1.3213761178576533e-06
1823,6.917880934764753e-09,0.0,1.5575114105104149e-06
1824,1.0105335235266466e-08,8.421112696055388e-10,1.5056949536074171e-06
1825,8.805443041381977e-10,8.805443041381977e-10,1.750522095278484e-06
1826,1.7615968683770689e-09,0.0,1.8470343476906237e-06
1827,0.0,9.217273055917019e-10,1.688604413629946e-06
1828,0.0,0.0,1.782178159714931e-06
1829,0.0,0.0,1.9075317041483686e-06
1830,0.0,0.0,1.7095537430122931e-06
1831,1.5591206103948707e-09,0.0,1.9894379121865313e-06
1832,8.117981842303834e-09,0.0,2.063320415857106e-06
1833,1.0425265983826648e-08,0.0,1.8672809645181587e-06
1834,7.467624740797874e-09,0.0,1.9677191289702023e-06
1835,3.025235173481633e-09,1.5126175867408165e-09,1.695644307631028e-06
1836,4.032449929525228e-09,6.720750067579218e-10,1.7393300808521417e-06
1837,1.3915781860163179e-09,6.957890930081589e-10,1.6114475300810227e-06
1838,0.0,6.312161904276081e-10,1.6026578890659948e-06
1839,6.9914751765765e-10,6.9914751765765e-10,1.7863219383684736e-06
1840,1.2739377330817092e-09,6.369688665408546e-10,2.0478549345170904e-06
1841,0.0,6.420548537278137e-10,2.098877232015184e-06
1842,2.0124795163667386e-09,0.0,1.8219648083572793e-06
1843,7.088293507706567e-09,1.7720733769266417e-09,2.0703724175064053e-06
1844,7.683985892015244e-09,0.0,2.342517944953215e-06
1845,5.580227946389016e-10,0.0,2.0685904047468284e-06
1846,0.0,0.0,2.2440302629433972e-06
1847,5.393223645455691e-10,1.0786447290911383e-09,2.149738861589867e-06
1848,8.045221711050488e-10,0.0,2.098193817801075e-06
1849,0.0,0.0,2.347911973288319e-06
1850,4.752297222410107e-09,0.0,2.2885705988073823e-06
1851,1.9348316282474798e-09,1.2898877521649865e-09,2.3733934284564384e-06
1852,0.0,1.3021090872200602e-09,2.593801191608236e-06
1853,0.0,1.1943863675867306e-09,2.7524634163000883e-06
1854,5.195664454227256e-10,0.0,2.6051061752241367e-06
1855,5.306937111981824e-10,1.0613874223963649e-09,2.5319397849443703e-06
1856,0.0,2.0708756931497874e-09,2.6056793984707838e-06
1857,1.9526036343364694e-09,1.9526036343364694e-09,2.7556118524785234e-06
1858,5.872411001917044e-09,9.787352039936081e-10,2.9117371269649084e-06
1859,0.0,0.0,3.3343550853714987e-06
1860,2.746310290291376e-09,0.0,3.2086058467939438e-06
1861,4.715963730639317e-10,0.0,2.9620968859944696e-06
1862,0.0,9.035972525772706e-10,2.9728349915103536e-06
1863,0.0,4.994620828036034e-10,3.336406621201604e-06
1864,6.233146443435089e-09,0.0,2.9712928011349504e-06
1865,1.882737743486018e-09,4.706844358715045e-10,3.1003983167465776e-06
1866,2.919367858567057e-09,9.731225825149181e-10,2.9475882001861464e-06
1867,1.455843445796745e-09,1.455843445796745e-09,2.8879081384047822e-06
1868,1.4819622196071691e-09,0.0,2.865126958795372e-06
1869,4.883519144627257e-10,4.883519144627257e-10,3.3583961993599587e-06
1870,1.1468097582678638e-09,0.0,2.8744786817469503e-06
1871,1.0621177271019633e-09,2.1242354542039266e-09,2.3918891827179323e-06
1872,6.047339295989218e-10,6.047339295989218e-10,2.836806800132763e-06
1873,2.3944017879529156e-09,3.591602570907071e-09,2.8930360542744893e-06
1874,1.1949218281515073e-09,1.1949218281515073e-09,3.1755046592252256e-06
1875,0.0,5.721527140956084e-10,3.376273141952879e-06
1876,1.813804439976252e-09,0.0,3.1935050799347664e-06
1877,3.0924081073635534e-09,1.2369631985365004e-09,3.3422746525957336e-06
1878,4.22736201599605e-09,1.2078177347163432e-09,3.1759567775679898e-06
1879,4.887460214320072e-09,1.221865053580018e-09,3.44627028425748e-06
1880,6.417846254436199e-10,1.2835692508872398e-09,3.4784726494763163e-06
1881,4.183504653809678e-09,6.972507571312292e-10,3.3461064816719954e-06
1882,0.0,6.655385131892899e-10,3.4388375382832237e-06
1883,3.159669414998234e-09,0.0,3.442775863504721e-06
1884,2.6406787867472303e-09,1.3203393933736152e-09,3.728638361621961e-06
1885,0.0,3.86738152613475e-09,3.4845106853254038e-06
1886,0.0,6.453463874400711e-10,3.6042594899754477e-06
1887,3.264462256069578e-09,6.528924623161458e-10,3.326487046706461e-06
1888,0.0,1.268122939990235e-09,3.5386970864692557e-06
1889,0.0,6.265136742733546e-10,3.646309622240551e-06
1890,2.6217545912032847e-09,0.0,3.917556739452266e-06
1891,6.374220040683554e-10,0.0,3.7301936117728474e-06
1892,3.1342561879199593e-09,1.8805537127519756e-09,3.574932520677976e-06
1893,6.158416554491453e-10,6.158416554491453e-10,3.820065700210762e-06
1894,1.2603078580752936e-09,6.301539290376468e-10,3.887419666170899e-06
1895,2.4074457982692365e-09,6.018614495673091e-10,3.875385885976357e-06
1896,1.179405795248556e-09,1.7691086373616827e-09,3.6036744290868228e-06
1897,5.2440420894583895e-09,2.330685422435863e-09,3.639365274921147e-06
1898,0.0,3.3950129374460403e-09,3.880499832575879e-06
1899,2.7637891975018647e-09,0.0,3.502273671074363e-06
1900,0.0,1.038210628578895e-09,3.7951789693124738e-06
1901,0.0,1.676621730339889e-09,3.9937127098710334e-06
1902,1.4730852093691738e-09,9.820567692386817e-10,3.504469532344956e-06
1903,6.480264325148255e-09,5.400220270956879e-10,3.863317488139728e-06
1904,4.299700151477737e-09,5.374625189347171e-10,3.983672144158845e-06
1905,1.5482277682110634e-09,0.0,4.1353162885116035e-06
1906,1.1317205839134203e-08,1.0288369045596824e-09,4.005776588655863e-06
1907,3.599990305858114e-09,0.0,4.021189340619458e-06
1908,3.437972351250096e-09,9.822778146428846e-10,4.181065577313348e-06
1909,3.300590023513905e-09,1.1001967115120692e-09,4.3259734070488776e-06
