year,deux_DET yeux_NOUN,deux_DET pieux_NOUN
1800,1.166484995707151e-06,5.345079623353399e-08
1801,1.673971325999446e-06,5.4767199664240707e-08
1802,1.1323471369451e-06,2.9091921760482364e-08
1803,1.924984864842827e-06,7.996391104825307e-08
1804,1.2433409821710484e-06,7.909923205318137e-08
1805,6.908192631271959e-07,5.685755510853596e-08
1806,6.282038427229963e-07,5.4751712497136396e-08
1807,6.491057611412998e-07,2.8469551160981155e-09
1808,7.228775942280663e-07,9.064295625194063e-08
1809,1.1362923331148522e-06,5.6475762733043666e-08
1810,7.933029806395098e-07,6.552355102940055e-08
1811,5.56571016829821e-07,5.0141537144554604e-08
1812,6.267939069992678e-07,3.467370746079723e-08
1813,5.463909253933252e-07,5.7514832008109806e-08
1814,3.901879637169259e-07,1.2586708564299443e-08
1815,3.80308513125982e-07,3.506390555685357e-08
1816,1.1495315490606117e-06,1.1124498655590287e-07
1817,1.558430271941802e-06,2.1796227045456362e-08
1818,1.4114673660969856e-06,4.768470773797162e-08
1819,1.6251148053925135e-06,3.3123360054787554e-08
1820,5.304317092225119e-07,6.289234733003468e-08
1821,7.938498018944529e-07,5.029358973729359e-08
1822,6.576804167934824e-07,5.012807946513931e-08
1823,7.046355960937944e-07,4.249555374258307e-08
1824,6.122148938914052e-07,3.789500624407083e-08
1825,9.93253998160526e-07,3.6982861217893515e-08
1826,7.847914247349763e-07,4.932471142637951e-08
1827,7.465991185284793e-07,4.977327350275118e-08
1828,6.604056608239262e-07,4.1275356466030644e-08
1829,1.3279850143987915e-06,4.115124596637543e-08
1830,8.182479191987113e-07,5.4271545479878114e-08
1831,8.466025072095817e-07,5.9246584527272717e-08
1832,1.3502909368412475e-06,5.411987658021644e-08
1833,8.780390228224633e-07,2.0850531967653296e-08
1834,9.315861575487361e-07,2.6136686370747952e-08
1835,6.708459210358342e-07,4.840376277570613e-08
1836,9.241031442286385e-07,4.4356950446022836e-08
1837,9.059173891046157e-07,9.045258098083764e-08
1838,9.253629258410001e-07,4.1660269012311346e-08
1839,8.571548448799149e-07,5.383435919270596e-08
1840,7.235966101859503e-07,4.713569479175561e-08
1841,5.29695270756747e-07,5.906904476660202e-08
1842,6.044146800832095e-07,5.0982812638267205e-08
1843,7.300942233001706e-07,2.7762482091020502e-08
1844,6.53687643570322e-07,5.049476237140027e-08
1845,6.26101570588844e-07,5.412820991423928e-08
1846,7.523034408762896e-07,8.371936965900773e-08
1847,4.217500899628135e-07,7.119054856730145e-08
1848,4.786906921960821e-07,5.47075069690095e-08
1849,5.404722855928412e-07,3.603148246433818e-08
1850,6.958720817351605e-07,3.6660579461056386e-08
1851,5.262741797906756e-07,5.868989294555149e-08
1852,6.491013921916533e-07,3.906327350478023e-08
1853,5.995819503112898e-07,3.344281940265148e-08
1854,4.95146824874837e-07,2.3380489322377684e-08
1855,6.920246278241393e-07,3.6087172361476405e-08
1856,5.679376684497583e-07,2.070875715354248e-08
1857,7.288092831458926e-07,3.172980833632266e-08
1858,6.464546000728433e-07,4.061751113226819e-08
1859,5.336597901361984e-07,7.179964711667708e-08
1860,7.062594917783827e-07,4.3483248557407705e-08
1861,6.456154384437696e-07,3.2540150685100855e-08
1862,6.397468812480156e-07,3.4788494751580856e-08
1863,7.312125065439545e-07,3.496234546318533e-08
1864,6.779745485019362e-07,3.883729671194658e-08
1865,8.495854153522941e-07,3.530133341200781e-08
1866,7.011348301944054e-07,3.843834228689502e-08
1867,7.720822807755212e-07,2.5719900875742496e-08
1868,6.821966245240674e-07,2.5193358510477992e-08
1869,6.421827585256779e-07,5.567211847079534e-08
1870,9.208882190137047e-07,4.300536460277726e-08
1871,5.820405242218385e-07,3.611200227737754e-08
1872,5.678451735491308e-07,5.1402385903287495e-08
1873,6.518759114726436e-07,3.83104287737801e-08
1874,6.434654018505626e-07,4.241972528795657e-08
1875,7.63251740920623e-07,6.064818691697837e-08
1876,1.616099709167429e-06,4.5949711591219966e-08
1877,8.089739083061431e-07,3.3398007470708535e-08
1878,6.944952222198708e-07,3.200716847118201e-08
1879,7.490032878365582e-07,2.016077260691418e-08
1880,6.193221651074055e-07,2.8238523963608486e-08
1881,7.014342635613957e-07,2.9981783389310124e-08
1882,8.698588302991084e-07,3.4608003574021495e-08
1883,6.87544067901058e-07,4.9290843961991015e-08
1884,7.215655060122117e-07,5.545425363351342e-08
1885,7.193329345511756e-07,5.220964993668531e-08
1886,7.189158779397076e-07,3.2912665703932475e-08
1887,8.709585550548127e-07,2.938016152587153e-08
1888,8.236458413080072e-07,2.4728397107764977e-08
1889,8.1321474176832e-07,4.197641645387051e-08
1890,7.773502446184466e-07,4.9157899362217705e-08
1891,8.165375788848905e-07,2.613430305498099e-08
1892,6.682234463539771e-07,4.826754462783356e-08
1893,6.928218603263758e-07,4.126139080407043e-08
1894,7.858019230866375e-07,3.591877417719047e-08
1895,8.034850367266699e-07,4.8750777636996645e-08
1896,9.057836685144594e-07,2.653663044860366e-08
1897,7.469846519114753e-07,4.078699333831537e-08
1898,6.507107883635399e-07,3.8476814734345055e-08
1899,8.252674277287042e-07,5.140647907353468e-08
1900,7.423205747869588e-07,4.98341118371215e-08
1901,8.506060424906536e-07,5.1416396473769055e-08
1902,6.628882971426719e-07,3.780918689244572e-08
1903,6.993285026624108e-07,3.6721497620462173e-08
1904,6.175444262623841e-07,3.923476388223435e-08
1905,7.013471634564894e-07,2.167518786677647e-08
1906,6.40965398090998e-07,3.446603713541663e-08
1907,6.64455342302972e-07,2.5199931696917588e-08
1908,6.512502128686037e-07,2.8977195087875884e-08
1909,7.519844729131364e-07,2.3654229686087547e-08
1910,7.604726661725181e-07,2.778958385629693e-08
1911,7.496407050666676e-07,3.298631812143071e-08
1912,7.51719483105262e-07,3.021464323182954e-08
1913,7.843121672124198e-07,2.75755464018701e-08
1914,8.002608815615986e-07,2.075990607197653e-08
1915,6.420515035188146e-07,1.6493066468115103e-08
1916,7.570361333364417e-07,2.8567400889301098e-08
1917,6.755317691897744e-07,3.728584374584898e-08
1918,7.213444206399799e-07,1.4932290071101306e-08
1919,7.66093009474389e-07,1.9336480860943084e-08
1920,9.283556181571839e-07,5.073395215049459e-08
1921,8.436040417336699e-07,3.862101038976107e-08
1922,8.65431861285515e-07,2.8036155175215072e-08
1923,9.522505308723339e-07,2.9724654737606215e-08
1924,8.237747746164814e-07,2.4494086647841584e-08
1925,9.93135458315919e-07,2.4195990988573612e-08
1926,8.9503491551568e-07,2.4521504160546215e-08
1927,9.454542748699168e-07,1.2264147031260109e-08
1928,9.083702607881605e-07,1.4853853258500749e-08
1929,8.756359157757743e-07,3.7877380121287274e-08
1930,7.930220853324954e-07,2.7309369543537798e-08
1931,7.265212005336252e-07,1.9389105432310316e-08
1932,7.17849637510426e-07,1.3151444377967891e-08
1933,6.630042825861437e-07,1.0323596200123575e-08
1934,5.715213973189748e-07,1.0783422155213884e-08
1935,7.396399688275324e-07,2.752705352548901e-08
1936,7.17783084525081e-07,1.4549657478823974e-08
1937,7.000661526035401e-07,1.8886676889096066e-08
1938,7.999537388059252e-07,1.5558256905023882e-08
1939,6.775264296265959e-07,3.058810094103137e-08
1940,5.147639203784138e-07,2.7893612752905028e-08
1941,6.699910954921506e-07,3.836953510472085e-08
1942,7.555187409025166e-07,3.034211704111556e-08
1943,8.506479396430677e-07,2.6129116648121453e-08
1944,9.446767492704566e-07,7.390327994016843e-08
1945,7.907969461484754e-07,2.3963544037997053e-08
1946,7.392106340375904e-07,1.5313214696277555e-08
1947,8.261163486622536e-07,2.7418003423207438e-08
1948,8.664894579624161e-07,2.5005341797168512e-08
1949,7.549279672502962e-07,2.5524220959027843e-08
1950,9.571825145826551e-07,3.509669355139522e-08
1951,7.420335812469148e-07,3.6248767543156646e-08
1952,6.875212434920286e-07,1.5817205323287453e-08
1953,6.485843826453674e-07,3.124409930777006e-08
1954,7.251221987303325e-07,4.397641362174909e-08
1955,5.969246856807331e-07,3.003394510869839e-08
1956,7.805421660123102e-07,2.0058624983221307e-08
1957,6.758804111939298e-07,8.393286066166183e-08
1958,6.468894397926306e-07,1.5717262158432277e-08
1959,4.991481503680006e-07,1.7826720211111535e-08
1960,6.913912642403375e-07,1.5225833038812198e-08
1961,6.913418317822106e-07,3.821487437605242e-08
1962,5.974123205021442e-07,2.219684747117867e-08
1963,6.621238597404044e-07,3.6856502627635734e-08
1964,6.795792515390531e-07,2.494427059351878e-08
1965,6.577396369777944e-07,2.7907420374617686e-08
1966,6.425326617431892e-07,2.991100434002192e-08
1967,7.218011290888171e-07,4.585212143304318e-08
1968,6.773055147846208e-07,2.9643344001684113e-08
1969,5.654488361983567e-07,3.224648092992055e-08
1970,6.028928325463312e-07,1.74751555448438e-08
1971,5.904018536284639e-07,2.0039750081579655e-08
1972,5.089105634681346e-07,3.9502132231916676e-08
1973,5.121766193383337e-07,1.7642251715077606e-08
1974,4.5285853289556144e-07,3.7128774055261715e-08
1975,4.117977177031662e-07,3.541117532535054e-08
1976,4.919346743292863e-07,2.0568696745826287e-08
1977,4.501614938590137e-07,2.6445517775641747e-08
1978,5.019799651506673e-07,2.07920705097564e-08
1979,4.7283944937248634e-07,1.6385525158923997e-08
1980,4.963136603919338e-07,2.6720207435548815e-08
1981,5.205927493534546e-07,2.5302198669585607e-08
1982,6.28819986303597e-07,1.8622506203769262e-08
1983,6.037442332740284e-07,1.7682885711245433e-08
1984,4.830573949732297e-07,2.783524044591701e-08
1985,4.740259775815048e-07,2.2257564347150094e-08
1986,5.868601533620676e-07,3.11713250766843e-08
1987,4.7481045939434807e-07,1.7110287964250404e-08
1988,4.779253508502279e-07,1.8589316530537303e-08
1989,4.434402747222066e-07,1.8110803967630318e-08
1990,4.587763982044635e-07,3.0512445514663256e-08
1991,4.2554237822400864e-07,1.817054240405014e-08
1992,4.716512265190431e-07,1.48768488639206e-08
1993,4.331660328205089e-07,1.9941146789381747e-08
1994,5.037554942077804e-07,2.1627199364715466e-08
1995,4.6253504137894197e-07,2.76544991351102e-08
1996,4.686844992107808e-07,1.3345230032157929e-08
1997,4.7085864807172584e-07,1.8700089032819278e-08
1998,4.772897455040948e-07,1.668845261981744e-08
1999,4.830702522440333e-07,6.855301576402795e-09
2000,4.5461545283842497e-07,8.836062659334232e-09
2001,4.1621510860068156e-07,2.7601633506568746e-08
2002,4.911349442693336e-07,2.3220473543972275e-08
2003,5.004474346037568e-07,2.1251307380509843e-08
2004,5.030271736927716e-07,2.202395671391244e-08
2005,4.3596297061299083e-07,8.557124231423074e-09
2006,5.394435760308625e-07,1.6059770846510446e-08
2007,5.088966830157915e-07,1.3581230362547103e-08
