year,ces_DET heureux_ADJ,ces_DET peureux_ADJ
1800,8.677894243191986e-07,0.0
1801,1.1953536329656345e-06,0.0
1802,1.1950066323151987e-06,0.0
1803,1.2287137209909815e-06,0.0
1804,1.21120694984711e-06,0.0
1805,1.4157531253999878e-06,0.0
1806,8.731457512567431e-07,0.0
1807,9.90740360862219e-07,0.0
1808,1.0446601379499043e-06,0.0
1809,1.1882499961757276e-06,0.0
1810,1.397055655161239e-06,0.0
1811,1.2585525439590128e-06,0.0
1812,1.1575684055742386e-06,0.0
1813,1.0669001895280417e-06,0.0
1814,1.0793102305228786e-06,0.0
1815,1.192172859987295e-06,0.0
1816,1.2306476833146007e-06,0.0
1817,1.069572036271893e-06,0.0
1818,1.2910635120988445e-06,0.0
1819,1.2648983513940948e-06,0.0
1820,1.2305541048363011e-06,0.0
1821,1.2435337026772686e-06,0.0
1822,1.1760047442521682e-06,0.0
1823,1.1256380645363606e-06,9.882686891060644e-10
1824,1.1267449053775636e-06,0.0
1825,1.1948986369247905e-06,0.0
1826,1.0516733510712584e-06,0.0
1827,1.0848730340740076e-06,0.0
1828,1.1217724846801502e-06,5.503380862137419e-09
1829,9.310469337719951e-07,8.57317605795771e-10
1830,9.904557387585555e-07,2.0873671680021744e-09
1831,8.824622810266192e-07,9.354723218280014e-09
1832,9.498038480160176e-07,0.0
1833,1.0286262330794216e-06,0.0
1834,1.0062624156148559e-06,0.0
1835,9.242093597094936e-07,7.563087933704082e-10
1836,8.790740935182839e-07,0.0
1837,7.959827428294375e-07,0.0
1838,8.003821037050329e-07,0.0
1839,8.242949149916967e-07,0.0
1840,9.35070289642681e-07,0.0
1841,9.033711592110194e-07,0.0
1842,8.036501526476059e-07,6.708265054555795e-10
1843,8.972597882461741e-07,5.906911071384968e-10
1844,7.68398571437956e-07,0.0
1845,8.20851539629075e-07,0.0
1846,8.846151473562713e-07,7.610851504580296e-09
1847,8.375676543437294e-07,2.6966118227278457e-09
1848,8.093492951388725e-07,0.0
1849,7.817994358561009e-07,0.0
1850,7.786978315493798e-07,6.788996032014438e-10
1851,7.133079122922936e-07,1.2898877521649865e-09
1852,7.604316891729468e-07,4.557382027314816e-09
1853,7.464914517640864e-07,0.0
1854,1.1264200594496288e-06,1.0391328908454511e-09
1855,8.374346904815866e-07,1.0083180512765466e-08
1856,9.515674079807468e-07,0.0
1857,8.352262028665791e-07,4.881509085841174e-10
1858,7.330726745635729e-07,0.0
1859,8.916395231040042e-07,0.0
1860,7.616433919110932e-07,2.746310290291376e-09
1861,7.191844915155343e-07,0.0
1862,7.761900633340701e-07,3.6143890103090826e-09
1863,6.532964036409794e-07,6.493007020935693e-09
1864,7.053044654981022e-07,4.794727948009836e-10
1865,7.257954166561831e-07,2.8241067262513297e-09
1866,7.64387792173693e-07,9.731225825149181e-10
1867,7.026870889603742e-07,1.94112459439566e-09
1868,6.318099039503977e-07,0.0
1869,5.733251491335523e-07,1.4650557433881772e-09
1870,6.559751852819318e-07,3.4404292748035914e-09
1871,4.3546827299678625e-07,4.248470908407853e-09
1872,6.180380509590577e-07,0.0
1873,5.255711919005535e-07,5.986004469882289e-10
1874,5.17998618221327e-07,2.3898436563030145e-09
1875,5.383957102367276e-07,1.1443054281912168e-09
1876,5.507919738079181e-07,0.0
1877,5.999271639467452e-07,1.2369631985365004e-09
1878,5.1875773010579e-07,3.0195443923020093e-09
1879,5.522829944482055e-07,4.887460214320072e-09
1880,5.275469661114585e-07,5.776061406947974e-09
1881,5.103875579948181e-07,5.5780060570498335e-09
1882,5.164579022221005e-07,1.1979693681496428e-08
1883,5.719001521242717e-07,0.0
1884,4.839043867832515e-07,3.9610181801208455e-09
1885,4.267010851322084e-07,0.0
1886,4.510971223226079e-07,6.453463874400711e-10
1887,5.223139680765598e-07,0.0
1888,4.55890184269947e-07,6.340614699951175e-10
1889,4.467042415967626e-07,0.0
1890,4.7257126567501473e-07,0.0
1891,4.054003976960985e-07,3.824531802365527e-09
1892,3.830061139353802e-07,0.0
1893,3.916752895349873e-07,3.079208221734575e-09
1894,4.6190282887437206e-07,6.301539290376468e-10
1895,4.5079423927063544e-07,6.018614495673091e-10
1896,4.245860836249449e-07,1.179405795248556e-09
1897,3.635869383344925e-07,1.7480140668268973e-09
1898,3.9099230875194735e-07,1.13167097914868e-09
1899,3.935635710661245e-07,5.527578395003729e-10
1900,3.8777166366799065e-07,1.038210628578895e-09
1901,3.867407372126763e-07,5.58873880507349e-09
1902,2.9658113476216386e-07,4.910283846193408e-10
1903,3.3265357757272795e-07,0.0
1904,3.2140257388846294e-07,1.0749250378694342e-09
1905,3.0809731299541454e-07,5.160759042333041e-10
1906,3.6575150730300265e-07,1.5432553013283723e-09
1907,3.502276300082485e-07,1.028568674676933e-09
1908,3.683541898169551e-07,4.911389073214423e-10
1909,3.5316313784505837e-07,1.6502950117569526e-09
1910,3.714184835246215e-07,1.068830135508847e-09
1911,3.3997190485024475e-07,5.320374141248863e-10
1912,3.6674324022101246e-07,0.0
1913,3.6961839100513316e-07,2.121195885607108e-09
1914,3.448823129303946e-07,9.37544086809794e-09
1915,3.0747789736551567e-07,0.0
1916,2.702915686825236e-07,8.789969641043172e-09
1917,2.5003446957327924e-07,1.0966424435210342e-09
1918,2.9405122248249427e-07,0.0
1919,2.7071074981677157e-07,9.207848372660976e-10
1920,3.218198472154654e-07,0.0
1921,2.4005609589039523e-07,7.572747429129834e-10
1922,3.187268191595649e-07,1.4755870969551665e-09
1923,2.7813784342356485e-07,0.0
1924,2.887723766775707e-07,1.289162443462999e-09
1925,3.0904880432558457e-07,2.1996355847875293e-09
1926,2.853411338321621e-07,1.1146138456652466e-09
1927,3.6792441093780326e-07,1.1149224876660924e-09
1928,2.982196800616066e-07,0.0
1929,2.907645964000949e-07,0.0
1930,2.741440567888276e-07,0.0
1931,2.5091785005315614e-07,0.0
1932,2.6522078577784214e-07,0.0
1933,2.3170737151190224e-07,0.0
1934,2.516131800689436e-07,2.3963160344919743e-09
1935,2.3338154520047283e-07,0.0
1936,2.1218250623178392e-07,1.2124714565686645e-09
1937,1.9264410511254937e-07,0.0
1938,1.9188517796919768e-07,0.0
1939,1.988226507876334e-07,0.0
1940,1.9779106708028849e-07,0.0
1941,1.9775067272576052e-07,2.9515025978810172e-09
1942,2.63976417613776e-07,0.0
1943,1.8580705507531547e-07,0.0
1944,1.6387249246463398e-07,0.0
1945,2.287429197167512e-07,2.178504043826024e-09
1946,1.7679802510883746e-07,0.0
1947,1.6212384057467943e-07,1.1920871401116528e-08
1948,1.9460679823168903e-07,1.0871887834440486e-09
1949,1.757244465494523e-07,3.9268033269479474e-09
1950,1.7335639412863202e-07,3.190608444114673e-09
1951,1.5032576516915697e-07,2.1322803522849654e-09
1952,1.528996511623859e-07,0.0
1953,1.3359546269242628e-07,3.232148326759443e-09
1954,1.6320135109992862e-07,1.9545072227344917e-09
1955,1.4735404540999752e-07,1.8771215692936494e-09
1956,1.5872477376888128e-07,8.72114158667614e-10
1957,1.4224411426511097e-07,0.0
1958,1.3566479495352723e-07,0.0
1959,1.3253778696764584e-07,0.0
1960,1.5917916407204302e-07,6.920833350854139e-10
1961,1.605024779749442e-07,2.08444772553662e-09
1962,1.4459660846455336e-07,0.0
1963,1.3902013762390197e-07,6.466053248388448e-10
1964,1.6609233988162941e-07,6.083968329129164e-10
1965,1.6033087391065237e-07,5.472043373977442e-10
1966,1.351534271165633e-07,1.1078149508847446e-09
1967,1.8685972058563038e-07,4.930335584241163e-10
1968,2.0480856832705285e-07,0.0
1969,1.9892898528439673e-07,4.5417578031781147e-10
1970,1.7153243625500636e-07,0.0
1971,1.6494256271926133e-07,5.138397485282553e-10
1972,1.8776337284975853e-07,5.130146862875051e-10
1973,1.240470881569422e-07,0.0
1974,1.0857353238691303e-07,0.0
1975,1.3022174272236953e-07,0.0
1976,1.2284082462343804e-07,5.713526873840635e-10
1977,1.1342189143448422e-07,5.876781838942691e-10
1978,1.4019795813169367e-07,5.940591352171509e-10
1979,1.3401019316461316e-07,0.0
1980,9.949013612953195e-08,0.0
1981,1.0184134691115787e-07,0.0
1982,9.373328335726683e-08,1.8622506869903077e-09
1983,8.146757490834489e-08,0.0
1984,1.032223533314891e-07,5.799008495621649e-10
1985,8.963181219456828e-08,0.0
1986,1.0370459690989264e-07,0.0
1987,1.4727068808895183e-07,0.0
1988,1.1813211209243946e-07,0.0
1989,1.0811600326121606e-07,5.488122178931576e-10
1990,8.281949792632304e-08,0.0
1991,9.202500450555817e-08,5.861465202094962e-10
1992,9.477103901645023e-08,5.509944167592096e-10
1993,8.364203241129076e-08,1.1078414852150331e-09
1994,9.283871005294486e-08,0.0
1995,1.0573779185563126e-07,0.0
1996,9.341661133532853e-08,5.338092190498855e-10
1997,8.151320329830014e-08,4.79489448146353e-10
1998,8.868720069443725e-08,0.0
1999,1.1105588626492136e-07,0.0
2000,1.0117292070788153e-07,4.4180314962005696e-10
2001,9.813914481071606e-08,0.0
2002,7.798574230832855e-08,4.38122149670761e-10
2003,9.58392298855415e-08,4.1669229178253886e-10
2004,1.0615546752745786e-07,8.809582507929292e-10
2005,1.2025011209004788e-07,1.8014998381943315e-09
2006,9.553504565218418e-08,0.0
2007,1.0425591678853152e-07,0.0
2008,9.706962478261971e-08,0.0
2009,1.1062206439760303e-07,4.76819250749827e-10
2010,7.605306606706108e-08,0.0
2011,7.647944233468706e-08,0.0
2012,1.0417013207586479e-07,0.0
2013,1.0849696163717226e-07,2.789125042035323e-10
2014,1.1671749700070677e-07,2.1654451842767486e-10
2015,1.5250038476466443e-07,2.438232948875907e-09
2016,2.2701886592813025e-07,4.1426800878596737e-10
2017,7.068867668991174e-08,0.0
2018,1.0532383853956162e-07,5.162933414126769e-10
2019,1.1173326353031143e-07,5.1019755087367e-10
