year,mots_NOUN heureux_ADJ,mots_NOUN peureux_ADJ
1800,1.4463157071986643e-07,0.0
1801,1.4763331535050384e-07,0.0
1802,1.3874608839614666e-07,0.0
1803,8.581492494386112e-08,0.0
1804,2.2988213288499537e-07,0.0
1805,1.506725197941705e-07,0.0
1806,1.988351669979238e-07,0.0
1807,2.2206249639111775e-07,0.0
1808,3.5577360790739476e-07,0.0
1809,1.603911670144953e-07,0.0
1810,3.48678895534249e-07,0.0
1811,1.7549537290051376e-07,0.0
1812,3.0939614248381986e-07,0.0
1813,4.198582814751717e-07,0.0
1814,3.2410775929747615e-07,0.0
1815,2.454473531088297e-07,0.0
1816,1.8309070526356663e-07,0.0
1817,1.899385608794546e-07,0.0
1818,2.2650236530807888e-07,0.0
1819,2.4428479150628846e-07,0.0
1820,2.8479553293436766e-07,0.0
1821,1.3510238261460472e-07,0.0
1822,2.1855842646800738e-07,0.0
1823,1.680056840314137e-07,0.0
1824,2.602123743145057e-07,0.0
1825,3.513371780172747e-07,0.0
1826,1.9377566218281572e-07,0.0
1827,2.424142735435453e-07,0.0
1828,1.2382606939809193e-07,0.0
1829,1.423147182322282e-07,0.0
1830,3.047556162982801e-07,0.0
1831,2.650505166457151e-07,3.1182412207897414e-09
1832,1.9212556878756004e-07,0.0
1833,2.235640295111807e-07,0.0
1834,1.698884659617761e-07,0.0
1835,1.4823652350060001e-07,0.0
1836,2.4530737618988496e-07,0.0
1837,1.5655254514967964e-07,0.0
1838,1.3444905277992802e-07,0.0
1839,1.3213887939400593e-07,0.0
1840,1.4077012622237817e-07,0.0
1841,1.0208672307499e-07,0.0
1842,1.200779422561027e-07,0.0
1843,2.1383017667631066e-07,0.0
1844,1.2404149174471968e-07,0.0
1845,1.8135740731395344e-07,0.0
1846,1.4284982796652912e-07,0.0
1847,1.310553301436812e-07,0.0
1848,1.5849086310026905e-07,0.0
1849,1.2150151462719805e-07,0.0
1850,1.8669739176857547e-07,0.0
1851,1.6897529064863193e-07,0.0
1852,2.122437763318885e-07,0.0
1853,1.8035234461422078e-07,0.0
1854,1.5794819319125963e-07,0.0
1855,1.4647146429069835e-07,0.0
1856,1.361600823202025e-07,0.0
1857,1.9623666958068497e-07,0.0
1858,2.911737340127729e-07,0.0
1859,2.0674224288086407e-07,0.0
1860,1.8079876440424414e-07,0.0
1861,2.0797399713501363e-07,0.0
1862,1.7981585642701248e-07,0.0
1863,2.1277084272242064e-07,4.994620828036034e-10
1864,1.4767762479550584e-07,0.0
1865,1.5909134276625991e-07,0.0
1866,1.5423992749674653e-07,0.0
1867,1.7178952305130224e-07,0.0
1868,1.615338760529994e-07,0.0
1869,1.806902076850747e-07,0.0
1870,1.2500225921030506e-07,0.0
1871,1.0514965254060371e-07,0.0
1872,1.0824737017856023e-07,0.0
1873,1.3767810003173508e-07,0.0
1874,1.350261698007671e-07,0.0
1875,1.3159512946003815e-07,0.0
1876,1.1366508090304706e-07,0.0
1877,1.5029102939934091e-07,0.0
1878,1.4312639962099638e-07,0.0
1879,1.722829665595782e-07,0.0
1880,1.7649077221904008e-07,0.0
1881,1.3945015098215663e-07,0.0
1882,1.2978000540897483e-07,0.0
1883,1.2828257922592456e-07,0.0
1884,1.333542769543783e-07,0.0
1885,1.3149096389497572e-07,0.0
1886,1.1809839151055712e-07,0.0
1887,1.1164461000134906e-07,0.0
1888,1.5027256949906587e-07,0.0
1889,1.315678730406944e-07,0.0
1890,9.37277278012516e-08,6.554386478008212e-10
1891,9.625072294738857e-08,0.0
1892,9.340083551023781e-08,0.0
1893,1.1577822789377024e-07,1.847525021858587e-09
1894,1.228800101671368e-07,1.2603078580752936e-09
1895,8.185315891751088e-08,0.0
1896,9.848038473592169e-08,0.0
1897,9.439276027478627e-08,0.0
1898,1.0864041399827329e-07,0.0
1899,8.95467735517741e-08,0.0
1900,8.876700974269625e-08,0.0
1901,8.494883019238841e-08,0.0
1902,6.874397229239548e-08,0.0
1903,7.88432146237028e-08,0.0
1904,7.201997931360893e-08,0.0
1905,8.463644718403884e-08,0.0
1906,9.928275801485142e-08,0.0
1907,5.7599844893729824e-08,0.0
1908,9.822777968793162e-08,0.0
1909,8.306485455022994e-08,0.0
1910,6.893954207498609e-08,0.0
1911,8.299783615939305e-08,5.320374141248863e-10
1912,7.136907242966117e-08,1.0418842455450772e-09
1913,9.280231694219765e-08,0.0
1914,6.696743781731129e-08,0.0
1915,3.416420923940677e-08,0.0
1916,9.119593613604593e-08,0.0
1917,5.812205117194935e-08,3.289927441585405e-09
1918,7.466144325007917e-08,1.1486376294556067e-09
1919,7.918749389546065e-08,0.0
1920,6.890731185649202e-08,0.0
1921,7.497020249047637e-08,0.0
1922,7.968170478989123e-08,9.591316185719734e-09
1923,4.777176698667063e-08,0.0
1924,7.09039369439779e-08,2.578324886925998e-09
1925,6.598907020816114e-08,0.0
1926,6.799144358637932e-08,0.0
1927,1.0591763555112266e-07,0.0
1928,6.055801549109674e-08,0.0
1929,5.458799279267623e-08,0.0
1930,4.411513643276521e-08,0.0
1931,4.676196141417677e-08,0.0
1932,5.4797684612140074e-08,0.0
1933,6.079451253526713e-08,0.0
1934,4.313368862085554e-08,0.0
1935,2.6330225111337313e-08,2.393656828303392e-09
1936,5.698615979099486e-08,0.0
1937,4.280980192561401e-08,0.0
1938,2.5930429359277696e-08,0.0
1939,3.5176316970364496e-08,0.0
1940,4.564409294971483e-08,0.0
1941,1.4757512545315876e-08,2.9515025978810172e-09
1942,2.730790527039062e-08,0.0
1943,4.645176332473966e-08,0.0
1944,4.4984606262232774e-08,0.0
1945,4.7927088075994106e-08,0.0
1946,3.897909195416105e-08,0.0
1947,4.0530959921625254e-08,0.0
1948,3.913879709216417e-08,0.0
1949,4.319483792869505e-08,2.945102384188658e-09
1950,2.6588404367089424e-08,0.0
1951,2.2388944032059044e-08,0.0
1952,4.2179216563908994e-08,0.0
1953,3.3398865895151175e-08,0.0
1954,2.443134050622575e-08,0.0
1955,3.2849627018549654e-08,9.385607846468247e-10
1956,3.1396108823855684e-08,0.0
1957,2.1204090927540165e-08,0.0
1958,2.9780077070995503e-08,0.0
1959,3.4878365084978213e-08,0.0
1960,2.4914999841030294e-08,2.076250060767393e-09
1961,2.501337270643944e-08,0.0
1962,2.219684702708946e-08,1.2683912808952869e-09
1963,2.0044765847160306e-08,6.466053248388448e-10
1964,3.285342842218597e-08,6.083968329129164e-10
1965,3.55682807651192e-08,0.0
1966,3.378835700118543e-08,1.1078149508847446e-09
1967,3.451235031093347e-08,0.0
1968,5.2549566476045584e-08,0.0
1969,2.8613074576355757e-08,4.5417578031781147e-10
1970,3.7709543931896405e-08,0.0
1971,3.7510300643361916e-08,0.0
1972,6.10487447261221e-08,0.0
1973,2.1501493918663073e-08,0.0
1974,2.025205780853412e-08,0.0
1975,1.8847885030481848e-08,0.0
1976,1.5997875024709174e-08,0.0
1977,9.402850942308305e-09,0.0
1978,1.3663360221016774e-08,0.0
1979,1.8726314721106974e-08,0.0
1980,2.21720881654619e-08,0.0
1981,1.8976647808699454e-08,0.0
1982,1.5518756057986138e-08,0.0
1983,8.209910973278056e-09,0.0
1984,2.4935737030773453e-08,5.799008495621649e-10
1985,1.142956040922627e-08,1.2031116103372597e-09
1986,1.4386765556650971e-08,0.0
1987,1.3443797186596385e-08,6.110816852533674e-10
1988,1.2592763276586538e-08,0.0
1989,1.92084268491044e-08,0.0
1990,7.628111475810329e-09,5.44865097484859e-10
1991,2.1101275393675678e-08,5.861465202094962e-10
1992,1.4325855168806356e-08,0.0
1993,1.883330469354405e-08,0.0
1994,1.0549853435293244e-08,0.0
1995,1.7894087989134277e-08,0.0
1996,2.2953797085278893e-08,0.0
1997,1.2946214766884623e-08,0.0
1998,1.144351013948608e-08,0.0
1999,1.279656292041409e-08,0.0
2000,1.590491294223284e-08,0.0
2001,1.1391150245287918e-08,0.0
2002,1.5772396722013582e-08,0.0
