year,plusieurs_DET eaux_NOUN,plusieurs_DET pots_NOUN
1800,4.4647134433972724e-07,2.5153315874604232e-08
1801,4.905236004049129e-07,4.524246932646747e-08
1802,2.6854081625060644e-07,1.3427040812530322e-08
1803,7.489302760177452e-07,2.5354410126965377e-08
1804,2.7190359297435407e-07,3.460591457837836e-08
1805,3.3261667908845993e-07,3.980028751016107e-08
1806,1.7578181132904547e-07,5.76333825108577e-09
1807,3.1031811431603273e-07,4.555128185756985e-08
1808,3.0818605356586204e-07,3.852325747288887e-08
1809,3.930713194932878e-07,2.710836710662079e-08
1810,1.825298880930859e-07,6.552355102940055e-08
1811,3.058633719632553e-07,3.008491944456182e-08
1812,1.787029546562735e-07,7.734903562095496e-08
1813,2.013019202440347e-07,0.0
1814,2.0138733702879108e-07,2.2026739543434815e-08
1815,2.7781403844073793e-07,2.4275012222574333e-08
1816,2.549364239712304e-07,0.0
1817,2.5999784725172503e-07,4.0478710161551135e-08
1818,2.718028302428621e-07,1.192117715653751e-08
1819,2.4739009951701973e-07,5.175524897538253e-09
1820,1.8630375020478596e-07,1.7799721696576398e-08
1821,1.3806084253609185e-07,1.4792232327920374e-08
1822,1.3233812978796777e-07,2.90742860897808e-08
1823,1.8777105204037525e-07,1.1859224713361982e-08
1824,1.6842225214475093e-07,5.052667617633233e-09
1825,1.7698941112698208e-07,7.924898959288385e-09
1826,1.1714619407854343e-07,9.688782998118484e-09
1827,1.8711064875276406e-07,1.474763688946723e-08
1828,1.6051527507165986e-07,1.3758451544720884e-08
1829,1.294549552000035e-07,1.9718305044325035e-08
1830,1.4298465633721946e-07,2.0873670791843324e-08
1831,2.1671776728737768e-07,3.741889287312006e-08
1832,2.9495332221074477e-07,2.705993829010822e-08
1833,2.281974778028939e-07,1.1583628278799551e-08
1834,2.0162586711336417e-07,8.401078055442213e-09
1835,8.546289365085613e-08,1.8151411040889798e-08
1836,1.592817713280681e-07,3.0915450088819796e-08
1837,1.607272839265761e-07,3.339787468803479e-08
1838,1.1614377637414464e-07,2.1461350918627886e-08
1839,2.286212446023228e-07,1.1885507689157748e-08
1840,8.216898661483896e-08,8.917564020549662e-09
1841,1.3033714019172749e-07,2.1829865914924085e-08
1842,6.37285153537448e-08,1.1404051036834062e-08
1843,1.4826347272123286e-07,2.2446261738195972e-08
1844,6.696044607679141e-08,8.781698090931656e-09
1845,1.2946129324120648e-07,2.1204865419122143e-08
1846,1.0830827568142354e-07,2.5759806066005808e-08
1847,1.0948244177910738e-07,1.1325769655456952e-08
1848,9.010648227558704e-08,1.367687652020777e-08
1849,1.1312210324021521e-07,1.2569122409544775e-08
1850,1.1948632838709727e-07,2.511928531845342e-08
1851,1.199595587308977e-07,2.7087642573420112e-08
1852,1.1653876130779395e-07,2.539112786692499e-08
1853,1.510898699486063e-07,1.3138250265498641e-08
1854,1.7041779409865399e-07,1.1430461910322265e-08
1855,1.2630509971245374e-07,1.8043586180738203e-08
1856,1.5169164357953235e-07,2.3297352269580074e-08
1857,1.6255425805411505e-07,3.270611159678083e-08
1858,1.8204475304983703e-07,1.125545512348225e-08
1859,1.7618919923023668e-07,1.0184346477259965e-08
1860,9.612086060428737e-08,1.4646988288902207e-08
1861,1.466664747984403e-07,8.017138286575687e-09
1862,1.644546971935057e-07,6.776979449840681e-09
1863,1.573305503654865e-07,1.9479021062807078e-08
1864,1.448007906912352e-07,2.349416661218129e-08
1865,1.0543331430135083e-07,1.9768747083759308e-08
1866,6.90917041357153e-08,1.6056522000873485e-08
1867,8.73506067478047e-08,7.76449837758264e-09
1868,6.273639874265768e-08,9.87974857480367e-09
1869,6.788091344578362e-08,1.660396442559886e-08
1870,9.403839706934036e-08,2.3509599156312788e-08
1871,5.629224020253787e-08,2.0180236148803488e-08
1872,6.773019978201233e-08,1.6327815433037074e-08
1873,1.8915773869476737e-07,1.3767810336240416e-08
1874,1.0933534699830716e-07,1.0156835816843568e-08
1875,7.609631325067312e-08,1.2587359599081083e-08
1876,9.189942318243993e-08,1.6928841217733748e-08
1877,7.978412686071579e-08,3.4016487737709156e-08
1878,6.703388133466603e-08,9.05863284383912e-09
1879,5.1929266220440695e-08,1.0996785260175557e-08
1880,1.0268554273551445e-07,1.7328185553111553e-08
1881,8.924809402621747e-08,2.998178416646624e-08
1882,9.583754456699012e-08,2.3959386918903647e-08
1883,4.73950407808843e-08,2.6541223441256534e-08
1884,8.780256610663173e-08,2.1125430293977843e-08
1885,8.37932674357944e-08,1.1602144189826191e-08
1886,7.679621916167889e-08,1.3552274358286098e-08
1887,7.508263166755569e-08,1.3710741486594458e-08
1888,8.686642227750951e-08,1.014498351992188e-08
1889,8.583237531833987e-08,2.130146459222715e-08
1890,1.0552562201837645e-07,1.1797895382859025e-08
1891,9.115134491644028e-08,1.4023283867459213e-08
1892,7.835640758457885e-08,5.014809900671935e-09
1893,7.266931634219986e-08,6.7742580989182954e-09
1894,8.507078064212692e-08,2.331569493030372e-08
1895,7.703826376825873e-08,1.9861427613676597e-08
1896,3.892039046604623e-08,1.3563166367802637e-08
1897,4.952706478267288e-08,2.6802882469034728e-08
1898,6.563691667960114e-08,1.0750873968845553e-08
1899,5.969784488968344e-08,1.3818945987509323e-08
1900,7.630847831396892e-08,1.505405422541628e-08
1901,7.433023085923196e-08,1.3412973176585297e-08
1902,5.450415019314647e-08,1.6203935970793282e-08
1903,4.8061958635159385e-08,1.1340462791054051e-08
1904,5.912087619464046e-08,8.061937784020756e-09
1905,4.2318223258952514e-08,6.708986699521802e-09
1906,6.533114205176105e-08,2.211999294843281e-08
1907,6.171411826016993e-08,1.8514235922140188e-08
1908,5.8445528861028606e-08,1.2278472683036057e-08
1909,4.1807473483146396e-08,1.5402754627302784e-08
1910,3.954671612405036e-08,1.3894791872637313e-08
1911,5.1607629170113967e-08,1.5961122201701983e-08
1912,4.271725284610284e-08,1.2502611168585531e-08
1913,7.052976025434532e-08,1.5378670781274195e-08
1914,3.8171439342704616e-08,1.607218563792756e-08
1915,1.5314990164938536e-08,1.295883844676382e-08
1916,2.6369908923129515e-08,5.493730803607377e-09
1917,4.057576963312215e-08,1.0966424435210342e-09
1918,4.5945505178224266e-08,3.44591288836682e-09
1919,2.3940405213807026e-08,3.6831393490643904e-09
1920,3.48322650722821e-08,6.815008557481406e-09
1921,5.2251958815308086e-08,1.3630945261411398e-08
1922,2.4347187377316004e-08,9.591316185719734e-09
1923,3.927900849021171e-08,1.2739137744688378e-08
1924,1.4180787211159895e-08,7.734974438733389e-09
1925,2.1996355625830688e-08,1.8696901804560184e-08
1926,6.687682940764716e-08,1.3375366592072169e-08
1927,4.7941668412931904e-08,8.919379901328739e-09
1928,2.170947854818195e-08,1.2568645679778001e-08
1929,4.790374674712439e-08,1.0026365515614089e-08
1930,2.941009036305786e-08,1.7856125467119455e-08
1931,3.9918746530531735e-08,7.983749661377715e-09
1932,2.849479585620429e-08,9.863582839386709e-09
1933,2.408838994938378e-08,5.735331320977366e-09
1934,1.677421224144382e-08,9.585264137967897e-09
1935,1.795242621227544e-08,1.196828414151696e-08
1936,3.394919900756577e-08,1.4549657478823974e-08
1937,2.895957251780601e-08,1.2591118370153254e-08
1938,3.1116513810047763e-08,1.2965214457594243e-08
1939,2.5999884911698246e-08,1.5294050470515685e-09
1940,4.564409294971483e-08,1.5214697501875207e-08
1941,3.836953510472085e-08,4.427253985639368e-08
1942,3.9444752131245764e-08,9.102635090130207e-09
1943,2.6129116648121453e-08,8.709705845433291e-09
1944,6.4263723231761105e-09,6.4263723231761105e-09
1945,2.178504043826024e-09,1.089252021913012e-08
1946,3.062642850437669e-08,3.062643028073353e-08
1947,3.337843779149807e-08,8.344609447874518e-09
1948,2.6092530802657166e-08,4.348755133776194e-09
1949,1.570721330779179e-08,7.853606653895895e-09
1950,1.701657836861159e-08,6.381216888229346e-09
1951,2.0256663901818683e-08,6.396841278899501e-09
1952,1.4762725264461096e-08,5.272401959466322e-09
1953,1.723812381726475e-08,1.2928593307037772e-08
1954,1.1727043114362345e-08,9.772536557761669e-09
1955,1.9709776921672528e-08,5.631364707880948e-09
1956,1.831439710997529e-08,5.232684952005684e-09
1957,2.297109880089465e-08,1.501956425897788e-08
1958,2.978007690446205e-08,5.790570245522986e-09
1959,3.952881399982289e-08,8.525822714489095e-09
1960,1.5917916873497973e-08,6.2287499602575735e-09
1961,1.6675582137359868e-08,6.25334317660986e-09
1962,2.029426049432459e-08,7.610347907416326e-09
1963,2.0691370394843034e-08,6.4660533594107505e-09
1964,1.4601523545820783e-08,8.517555494247375e-09
1965,2.407699106754535e-08,1.0944087081021792e-08
1966,1.495550172592175e-08,8.862519607077957e-09
1967,2.465167803222812e-08,1.3804939413830652e-08
1968,1.9762229602759973e-08,1.0779398235127857e-08
1969,1.2262746151847637e-08,6.358460813427058e-09
1970,4.092865424354386e-08,7.357959852516416e-09
1971,1.0790634386026454e-08,1.2332153742633523e-08
1972,2.103360258187692e-08,1.539044047760285e-08
1973,2.59120574996885e-08,1.3231689299786353e-08
1974,1.2938814464291681e-08,1.1813700351304135e-08
1975,1.8847885030481848e-08,2.056132819561185e-08
1976,9.712995741040231e-09,1.2569759400005154e-08
1977,1.0578207476630297e-08,6.464459911814657e-09
1978,3.3267311683182754e-08,1.128712323605896e-08
1979,3.5697038214266286e-08,8.777960136541196e-09
1980,2.1603572264439208e-08,5.6851505725319385e-09
1981,4.4278845257039734e-08,7.590659656386833e-09
1982,1.7381006189864934e-08,1.1794254461960918e-08
1983,1.8314416649900522e-08,1.136756910824488e-08
1984,2.2616132966390978e-08,1.1598016769198694e-08
1985,1.8046674932215012e-08,4.812446552371341e-09
1986,2.517683839187157e-08,7.792831324682226e-09
1987,1.711028652096047e-08,3.6664902225425067e-09
1988,3.17817343553628e-08,1.3192418657492766e-08
1989,1.0976244468885454e-08,9.329808037250586e-09
1990,1.1987032477733806e-08,1.2531897297662908e-08
1991,1.5825955934634095e-08,7.6199047072123e-09
1992,1.597883780846132e-08,1.3774860863069449e-08
1993,1.2186256448387667e-08,8.862732159276021e-09
1994,2.7429617632801495e-08,1.529728693716592e-08
1995,4.337960540778951e-08,1.3556127220759606e-08
1996,1.441284891434691e-08,1.0676184158953106e-08
1997,2.0618046936426992e-08,8.630810177656656e-09
1998,1.0966697439052098e-08,1.0966696883940585e-08
1999,2.8335246704536132e-08,1.2339543276063125e-08
2000,1.1928684817696933e-08,1.3254094821668616e-08
2001,1.70867264781549e-08,8.324302663842431e-09
2002,1.3581786362237835e-08,1.0076809608960957e-08
