year,mes_DET ailes_NOUN,mes_DET pelles_NOUN
1800,9.432493897065797e-09,0.0
1801,4.5242470436690496e-08,0.0
1802,1.3427040812530322e-08,0.0
1803,6.826187504138659e-08,0.0
1804,5.9324420931261557e-08,0.0
1805,6.538618890772341e-08,0.0
1806,1.4408345627714425e-08,0.0
1807,5.124519120158766e-08,0.0
1808,6.798221896531231e-08,0.0
1809,3.840352036377226e-08,0.0
1810,6.318342204991723e-08,0.0
1811,7.771937760026049e-08,0.0
1812,8.535066342574282e-08,0.0
1813,6.614205472210699e-08,0.0
1814,1.0698702368472368e-07,0.0
1815,3.776112933451259e-08,0.0
1816,4.6352079507983035e-08,0.0
1817,5.4490568945908535e-08,0.0
1818,7.867976847819591e-08,0.0
1819,6.521161566297451e-08,0.0
1820,4.50926265216367e-08,0.0
1821,8.382265148654255e-08,9.86148829262845e-10
1822,6.616906489398389e-08,0.0
1823,7.807322921493665e-08,9.882686891060644e-10
1824,8.58953512761218e-08,0.0
1825,6.95630033575867e-08,0.0
1826,1.2243097557984584e-07,1.7615968683770689e-09
1827,1.2719837094721242e-07,9.217273055917019e-10
1828,5.0447657884422625e-08,0.0
1829,5.401101077495696e-08,0.0
1830,9.393152566872232e-08,1.0436835840010872e-09
1831,8.41925122951892e-08,0.0
1832,5.276687886635045e-08,0.0
1833,1.0077757117699093e-07,0.0
1834,1.4281832871887445e-07,0.0
1835,7.033671778344797e-08,3.025235173481633e-09
1836,1.3307085777736205e-07,0.0
1837,1.1897993212883762e-07,0.0
1838,5.933432078997214e-08,0.0
1839,9.438491588298348e-08,6.9914751765765e-10
1840,9.93671420701503e-08,0.0
1841,1.1685398293437288e-07,0.0
1842,1.402027431929298e-07,0.0
1843,8.683159569145005e-08,0.0
1844,6.75093048130293e-08,0.0
1845,6.752075681903946e-08,0.0
1846,9.074477080872612e-08,0.0
1847,5.824681448274305e-08,0.0
1848,7.079795238951192e-08,0.0
1849,5.195237151589538e-08,8.379414939696517e-10
1850,8.622025315929704e-08,0.0
1851,9.609663820242531e-08,0.0
1852,7.552232506036205e-08,1.3021090872200602e-09
1853,6.927440954207498e-08,0.0
1854,1.0755025536823837e-07,0.0
1855,1.3214273053563375e-07,0.0
1856,1.2477026478663333e-07,0.0
1857,1.3472964877081495e-07,9.763018171682347e-10
1858,1.3898039963322617e-07,0.0
1859,1.726246736666326e-07,0.0
1860,1.2999202692043355e-07,0.0
1861,1.3063218906594898e-07,0.0
1862,1.15208650619536e-07,0.0
1863,1.018902651139797e-07,0.0
1864,1.7596651524787177e-07,1.4384183844029508e-09
1865,1.1202289429412815e-07,4.706844358715045e-10
1866,1.610517834649272e-07,0.0
1867,1.319964777479754e-07,0.0
1868,1.2300286478250655e-07,0.0
1869,1.0255390081592708e-07,4.883519144627257e-10
1870,9.174478332596436e-08,1.1468097582678638e-09
1871,7.965882931060264e-08,0.0
1872,1.536024214487952e-07,0.0
1873,6.405024810529625e-08,0.0
1874,8.424198760792478e-08,0.0
1875,1.0413179074575396e-07,0.0
1876,1.3482612981619013e-07,0.0
1877,1.0019402063576877e-07,0.0
1878,7.488469644378881e-08,1.2078177347163432e-09
1879,8.553055286242284e-08,6.10932526790009e-10
1880,9.626769403858759e-08,0.0
1881,8.645909566062926e-08,0.0
1882,8.785108374098627e-08,0.0
1883,1.143800352210178e-07,0.0
1884,8.780256877116699e-08,6.601696966868076e-10
1885,6.703461097323782e-08,0.0
1886,1.0325542376676822e-07,0.0
1887,6.071900005011344e-08,0.0
1888,8.940266660317775e-08,0.0
1889,8.896494207988326e-08,0.0
1890,4.915789908466195e-08,0.0
1891,5.4818293016012376e-08,0.0
1892,6.393882401312112e-08,0.0
1893,5.296238136942577e-08,0.0
1894,7.75089308291399e-08,0.0
1895,1.2518718284226793e-07,0.0
1896,6.427761745086968e-08,0.0
1897,4.3117681536308794e-08,0.0
1898,5.997856289408077e-08,0.0
1899,1.0944605399743068e-07,0.0
1900,7.942311508468691e-08,0.0
1901,6.147612996443286e-08,0.0
1902,6.825294263101966e-08,0.0
1903,5.940242253643646e-08,0.0
1904,5.4283715300584845e-08,0.0
1905,5.36718952059978e-08,1.0321518084666081e-09
1906,5.555719384542357e-08,1.5432553013283723e-09
1907,8.074263879720434e-08,1.028568674676933e-09
1908,7.121514244978755e-08,0.0
1909,7.811396374179935e-08,0.0
1910,9.566029790519792e-08,1.6032452032632705e-09
1911,6.490856641061526e-08,0.0
1912,1.1721197656910931e-07,0.0
1913,8.802963158416333e-08,0.0
1914,8.236994686328103e-08,0.0
1915,5.301343009023185e-08,0.0
1916,8.899843972898225e-08,0.0
1917,1.250172432243346e-07,0.0
1918,1.1830967761028433e-07,0.0
1919,1.4456321739686473e-07,0.0
1920,7.420787184742039e-08,0.0
1921,9.541661505352295e-08,0.0
1922,8.410846596973443e-08,0.0
1923,1.0191310151341781e-07,0.0
1924,9.410885493110754e-08,0.0
1925,7.25879756302561e-08,0.0
1926,9.02837182792382e-08,0.0
1927,1.2487131284544262e-07,0.0
1928,6.969885268937048e-08,0.0
1929,7.798284240578823e-08,0.0
1930,8.612954793818517e-08,0.0
1931,8.211856616924251e-08,0.0
1932,9.644392173768779e-08,0.0
1933,7.800050472184239e-08,2.2941324395731044e-09
1934,5.032263672433146e-08,2.3963160344919743e-09
1935,1.0532089955717083e-07,1.196828414151696e-09
1936,7.39607575184209e-08,0.0
1937,8.058315748016298e-08,0.0
1938,8.816345520301638e-08,0.0
1939,5.964679683501117e-08,1.5294050470515685e-09
1940,4.817987386829259e-08,0.0
1941,1.1806010391524069e-07,0.0
1942,6.675265740163638e-08,0.0
1943,1.1322617177178529e-07,0.0
1944,1.1888789153147172e-07,0.0
1945,1.3506725027312427e-07,0.0
1946,1.0719250465029972e-07,0.0
1947,1.1563245116974485e-07,0.0
1948,1.0437012631925313e-07,0.0
1949,8.344457302911223e-08,1.9634016634739737e-09
1950,7.232045717842084e-08,0.0
1951,7.036524873882399e-08,0.0
1952,6.221434634134937e-08,0.0
1953,5.925604940060225e-08,0.0
1954,1.1238416575132248e-07,2.9317608341017376e-09
1955,9.104039877527725e-08,9.385607846468247e-10
1956,8.721141675493982e-08,0.0
1957,7.509782307124624e-08,0.0
1958,8.603133494489157e-08,0.0
1959,5.425523630364637e-08,0.0
1960,8.235791915112145e-08,0.0
1961,8.61571773924652e-08,1.3896318540318475e-09
1962,8.815319096910912e-08,6.341956404476434e-10
1963,8.79383241780829e-08,6.466053248388448e-10
1964,7.969998616630392e-08,0.0
1965,1.0889366031108239e-07,0.0
1966,6.148373010717023e-08,0.0
1967,1.0403007877357595e-07,2.9582012395223956e-09
1968,1.0779397818794223e-07,2.245707841908029e-09
1969,6.94888928620685e-08,0.0
1970,9.565347847129146e-08,0.0
1971,8.581123500661647e-08,0.0
1972,6.97699973351007e-08,1.5390440033513642e-09
1973,8.765993753101498e-08,5.513203782392395e-10
1974,6.80694168808671e-08,0.0
1975,7.367809073954845e-08,0.0
1976,7.25617903540865e-08,0.0
1977,6.111853290136082e-08,0.0
1978,7.782174993309354e-08,0.0
1979,8.251282124227544e-08,5.851973350345929e-10
1980,8.470874623967006e-08,0.0
1981,9.108791498846358e-08,0.0
1982,8.504278126153508e-08,0.0
1983,8.841442156182211e-08,0.0
1984,1.0380224946260341e-07,0.0
1985,7.098358212331846e-08,0.0
1986,8.27238979539402e-08,0.0
1987,5.988600415562928e-08,6.110816852533674e-10
1988,7.615623287549056e-08,0.0
1989,9.329807326707851e-08,5.488122178931576e-10
1990,7.682597935598778e-08,0.0
1991,1.0726481391998277e-07,5.861465202094962e-10
1992,8.59551292364813e-08,0.0
1993,7.42253831731432e-08,5.539207426075166e-10
1994,9.125623190442411e-08,5.274926606624319e-10
