year,mes_DET ailes_NOUN,mes_DET pelles_NOUN
1995,1.0031534003474007e-07,5.422450821690461e-10
1996,1.4199325093500192e-07,5.338092190498855e-10
1997,1.2370827739971446e-07,1.917957792585412e-09
1998,9.154807756317496e-08,0.0
1999,9.825932734131015e-08,0.0
2000,1.0647455894741142e-07,8.836062992401139e-10
2001,9.901538877699068e-08,0.0
2002,9.463438654933043e-08,4.38122149670761e-10
2003,8.458853573145575e-08,0.0
2004,1.0307211439908315e-07,0.0
2005,8.602161516435558e-08,9.007499190971657e-10
2006,1.1694807433570986e-07,1.6471559671771274e-09
2007,1.438012677823508e-07,0.0
2008,2.2436706714756838e-07,1.7029758714315335e-09
2009,1.9835680298285752e-07,4.76819250749827e-10
2010,1.955650361651351e-07,1.8895172093635892e-09
2011,3.227432401331498e-07,3.82397197240536e-10
2012,3.2272315309000987e-07,3.404252713057332e-10
2013,3.79878816403334e-07,5.578250084070646e-10
2014,3.367267176201949e-07,1.5158115873603606e-09
2015,2.600043007561226e-07,1.10828768384863e-09
2016,3.517135453989795e-07,2.6927420293532123e-09
2017,3.997306379233123e-07,1.7609279590047322e-09
2018,5.436568741856718e-07,3.614053500911041e-09
2019,3.9106641125385977e-07,1.53059265262101e-09
