year,des_DET îles_NOUN,des_DET iles_NOUN,des_DET piles_NOUN
1800,4.276063705788147e-06,3.584347454399506e-07,4.747688508999204e-07
1801,3.000289961363478e-06,3.0002900719416914e-07,2.6193009716735105e-07
1802,3.981117544071822e-06,2.7077865638602816e-07,4.811356575373793e-07
1803,4.341455323242371e-06,4.1542226791868586e-07,3.5886240645766065e-07
1804,4.23180875941398e-06,3.4605912624385837e-07,6.5998420240021e-07
1805,3.894742476973079e-06,4.4633179796527145e-07,4.5486044797371505e-07
1806,2.8903140716352027e-06,1.6425513926776603e-07,6.887189094584301e-07
1807,3.2910801905927656e-06,2.135216305987342e-07,3.07471149429972e-07
1808,4.0018864524427045e-06,3.489753863661349e-07,2.3113954483733323e-07
1809,3.318515751971063e-06,2.756017205562955e-07,2.3719819974843404e-07
1810,2.7028463058798025e-06,2.363527977777835e-07,2.1529166360778618e-07
1811,3.0260417602789857e-06,3.6854028939714567e-07,6.092196827012231e-07
1812,3.326008723547602e-06,4.267533113555544e-07,2.9072569551757965e-07
1813,3.640688916561885e-06,2.4156230171712423e-07,5.291364904014273e-07
1814,2.608595345066078e-06,1.7621391412703247e-07,3.8389460854659774e-07
1815,3.827360323782614e-06,3.2096960111971384e-07,2.1847510822681215e-07
1816,4.03263070580806e-06,4.959672210702593e-07,6.651522994616244e-07
1817,3.1090761787311294e-06,2.522134935345477e-07,2.506566261217813e-07
1818,3.2795159938814322e-06,2.813397803613782e-07,2.2650237463395229e-07
1819,2.586727298137248e-06,2.546358294219786e-07,2.2668800225833508e-07
1820,3.5172250179016373e-06,2.7530236756945214e-07,3.1446175707827706e-07
1821,2.921959094237536e-06,2.0709126091755792e-07,2.376618652988327e-07
1822,2.6968907320679136e-06,3.398683645627898e-07,1.3334069137727056e-07
1823,2.610017496351702e-06,4.882047340837303e-07,3.3996442549977246e-07
1824,3.4105506259152207e-06,3.023179395711395e-07,3.3768662266453475e-07
1825,3.725582956803919e-06,2.888185297589274e-07,3.205181142718061e-07
1826,3.956546528627314e-06,3.576041787134443e-07,2.598355410832198e-07
1827,3.0370913819410816e-06,2.5624019173164925e-07,3.355087399015133e-07
1828,3.590955969912102e-06,3.4029238227262226e-07,3.1094101338169366e-07
1829,3.2612361451356264e-06,4.2265756683423916e-07,2.846294520075787e-07
1830,3.334569143476074e-06,2.974498249930235e-07,5.040991766236402e-07
1831,3.0200166989402533e-06,2.946737971409874e-07,3.975757536522906e-07
1832,2.5693411558336265e-06,4.383709959476789e-07,4.045460979540394e-07
1833,4.806047627425869e-06,5.189465461796772e-07,4.2743588224425366e-07
1834,3.4332405789427867e-06,3.4071037724459075e-07,3.9951793340264885e-07
1835,3.022209931202724e-06,4.0462519734774105e-07,3.63784522505739e-07
1836,2.916805563302205e-06,4.509623268145191e-07,2.580768043713988e-07
1837,3.2020214959516125e-06,5.114049805854393e-07,4.974891805176185e-07
1838,2.6441645530894675e-06,4.1597145616911746e-07,4.0713443816287054e-07
1839,3.2293624769863527e-06,6.35525085890265e-07,3.9431920217936067e-07
1840,2.58800446317764e-06,4.4396729736995155e-07,3.949207094677831e-07
1841,2.5855549381503806e-06,4.6741593262566994e-07,4.4173375002287685e-07
1842,2.2029942954304715e-06,4.04508388118785e-07,3.796878011996796e-07
1843,2.3285042587417593e-06,5.079943405927878e-07,4.382928047164114e-07
1844,2.1240732266392115e-06,4.544528633410039e-07,3.798084495798548e-07
1845,2.0674743694826248e-06,4.871539065476327e-07,3.074705676731071e-07
1846,2.0279992938299074e-06,4.1391324367978655e-07,3.541973327969572e-07
1847,2.1540535648512105e-06,4.185141433410422e-07,4.152782064892335e-07
1848,2.411152955517082e-06,4.030656070574956e-07,2.8480085667581534e-07
1849,2.295121817041945e-06,5.354446133143398e-07,3.4774572554852057e-07
1850,1.5682581384623973e-06,4.1684435014843757e-07,4.446792489787299e-07
1851,2.211512644123559e-06,3.766472331800941e-07,2.9151463198928695e-07
1852,1.8489949233924108e-06,4.186280719853386e-07,3.8347112596426314e-07
1853,2.103314322710048e-06,3.744401331218228e-07,4.1027171349128366e-07
1854,1.977989530388413e-06,3.0134853934438155e-07,5.751600538062007e-07
1855,2.1609847493664347e-06,3.614024244313896e-07,4.818698826625223e-07
1856,1.815122598003427e-06,3.085604831087885e-07,5.912350360404162e-07
1857,1.916480503183493e-06,3.168099457773188e-07,3.8466291507610606e-07
1858,1.6261685544805005e-06,3.205357820279531e-07,5.740282045252343e-07
1859,1.9070189516412483e-06,3.1775161080105363e-07,6.003672492482792e-07
1860,1.92974074053609e-06,3.3321898651461623e-07,5.286647333235805e-07
1861,1.8496009488444543e-06,2.749406818880473e-07,4.824430899219578e-07
1862,1.6147283012912794e-06,2.760489586917103e-07,4.432144544708194e-07
1863,1.941908625013866e-06,3.2265250871077455e-07,3.880820402812901e-07
1864,1.9097401100509614e-06,3.0350628155151327e-07,5.825594442399051e-07
1865,1.7970732173466786e-06,3.0688625868302566e-07,4.057299864967945e-07
1866,1.7842202169049415e-06,3.561628514892057e-07,4.588272872751986e-07
1867,1.9047284602891068e-06,2.562284500129408e-07,7.293775734495966e-07
1868,1.5456866435670236e-06,2.5390953117820914e-07,7.972956659330066e-07
1869,1.7981117608201203e-06,2.3685068195611336e-07,4.678411356096035e-07
1870,1.856685031498273e-06,2.8899606308030457e-07,5.326931074023378e-07
1871,1.6356613166124134e-06,2.8252331540912223e-07,4.6626969485430436e-07
1872,1.7839651214046626e-06,2.64268726568595e-07,5.067670487690634e-07
1873,1.967001033165161e-06,3.3461764692432894e-07,5.944102206001389e-07
1874,1.794175101821338e-06,3.202390500001151e-07,5.580284652140222e-07
1875,1.9544736424847997e-06,2.408762899697159e-07,1.0396015053260044e-06
1876,2.053831259729577e-06,2.6118783247319755e-07,4.3289467299700846e-07
1877,2.1009819697326293e-06,2.6903949634782265e-07,4.681905627634819e-07
1878,2.1952087294607736e-06,3.5147495380805083e-07,5.586157261205926e-07
1879,2.100996994158777e-06,2.55369798862759e-07,4.826366710730667e-07
1880,1.9612938366719845e-06,2.5928099334215915e-07,5.102187703442951e-07
1881,2.076412741303102e-06,2.398542626735889e-07,9.259490116875213e-07
1882,2.0525207631294506e-06,2.4891141303662323e-07,7.154538805842492e-07
1883,1.8705243363115187e-06,2.8437025501037994e-07,6.793289326623153e-07
1884,2.1878023268584457e-06,2.6208736603194893e-07,7.856019266228031e-07
1885,1.8731017092932234e-06,2.5524716767977296e-07,9.023889937509466e-07
1886,1.581744040635158e-06,4.1302168496404335e-07,6.505091514341643e-07
1887,1.8640080163834227e-06,2.7356194121086475e-07,7.442973855020796e-07
1888,1.6352445477707533e-06,2.6250144835593403e-07,8.369611661507292e-07
1889,1.8526009029073975e-06,2.8381070227290195e-07,8.739865728912832e-07
1890,1.6988970088505084e-06,3.080561583601593e-07,8.514147999960642e-07
1891,1.5922801797074726e-06,3.065999781837192e-07,7.31760479766308e-07
1892,1.770227939346114e-06,3.3661910570081943e-07,6.356271571306138e-07
1893,1.8315130354551457e-06,3.1469507943970854e-07,5.41324824077094e-07
1894,1.5457675957009087e-06,2.999532626724033e-07,5.16726231580833e-07
1895,1.5341448502681487e-06,4.02645318642314e-07,4.881096096198689e-07
1896,1.616375641333434e-06,3.0723520905162616e-07,5.230664568145471e-07
1897,1.411230041270528e-06,2.517140242908056e-07,5.168294920920857e-07
1898,1.446841363161866e-06,3.202628796605822e-07,5.205686259834863e-07
1899,1.3979245743200863e-06,3.0788611304899405e-07,5.566271319423777e-07
1900,1.553163144762948e-06,3.457241364301922e-07,5.954137769492718e-07
1901,1.3642111262868184e-06,2.827901864344007e-07,4.817492982311933e-07
1902,1.3547472832442509e-06,2.9265292644797825e-07,8.043044861238968e-07
1903,1.5239421884416515e-06,2.862116745827592e-07,6.059047183981647e-07
1904,1.3613925169408958e-06,2.977542230553354e-07,4.901658252620678e-07
1905,1.3242507250765811e-06,3.2203136557384937e-07,4.845952767951189e-07
1906,1.3400601197588458e-06,3.0042038612343447e-07,5.566007867940925e-07
1907,1.161768263813201e-06,3.065134617785681e-07,5.261128559475026e-07
1908,1.2411080341223624e-06,2.7307323913206005e-07,5.829818618963145e-07
1909,1.2030650715644242e-06,2.3764248185953463e-07,6.309628268752476e-07
1910,1.3173331296911783e-06,2.2071342020701934e-07,5.515163472580298e-07
1911,1.4508660655110361e-06,2.851720566354743e-07,6.145032056537048e-07
1912,1.1231512466736149e-06,2.2660981902067334e-07,5.240677847240249e-07
1913,1.2711266741405325e-06,2.9007354140908603e-07,5.902227595555587e-07
1914,1.3996193928278444e-06,3.1273792622243946e-07,4.359580110246952e-07
1915,1.5691975043807815e-06,1.9673872431180683e-07,4.7240854061936233e-07
1916,1.265755624757503e-06,2.329341886042613e-07,6.515565003084589e-07
1917,1.3938325480467029e-06,2.7745054276273606e-07,4.836193117085941e-07
1918,1.2922173802110137e-06,3.779017720972888e-07,3.8823950987421085e-07
1919,1.3102768559036804e-06,2.633444605160129e-07,4.7144183512592974e-07
1920,1.230487708170358e-06,2.4685474775409944e-07,4.997672760076455e-07
1921,1.219969558263756e-06,2.764052838277742e-07,4.4527754683443277e-07
1922,1.3088457464505154e-06,2.8036153909560824e-07,5.762167365475079e-07
1923,1.2548050492000584e-06,3.089240911968716e-07,5.467213028964579e-07
1924,1.2208368360688837e-06,2.900615425627251e-07,5.169541363869712e-07
1925,1.6013347021726076e-06,3.6733915020903396e-07,5.070159883047154e-07
1926,1.3185881364563556e-06,3.421864506192307e-07,4.848570203108693e-07
1927,1.495111014548911e-06,3.389364319206223e-07,5.05059873034952e-07
1928,1.496811343315585e-06,3.7934457652877285e-07,4.570416400895283e-07
1929,1.5050689121665073e-06,3.8322997597539654e-07,5.391956641176421e-07
1930,1.5524326535398814e-06,3.3821604183970067e-07,5.104751430451415e-07
1931,1.3925940223202815e-06,3.786578508524485e-07,6.033433601615457e-07
1932,1.7491420898352317e-06,3.945433156848921e-07,5.194820182907733e-07
1933,1.373038234220303e-06,3.544434568070187e-07,4.943855316241752e-07
1934,1.695393535783296e-06,3.1032292646671067e-07,4.828576756210623e-07
1935,1.862264980445616e-06,4.3085821399557744e-07,4.3085823620003794e-07
1936,1.5119518721462555e-06,3.394920011778879e-07,5.783488923327695e-07
1937,1.38502300828236e-06,3.437375163395373e-07,5.187540503825971e-07
1938,1.4054292911680477e-06,3.5265383513394255e-07,5.289807667452351e-07
1939,1.2097594215276786e-06,4.236451891515003e-07,5.475270228316731e-07
1940,1.4225742646090112e-06,4.6911983586639394e-07,5.578722168664285e-07
1941,1.770901540965042e-06,4.604344150394013e-07,5.607855033673559e-07
1942,1.6536454232607412e-06,5.582949653692992e-07,4.338922869884243e-07
1943,1.7564573120409932e-06,4.761305880673916e-07,8.738737893310144e-07
1944,1.619445846756662e-06,3.373845327558911e-07,6.137185373233933e-07
1945,1.6099144630743467e-06,3.899522149630741e-07,5.31554984917193e-07
1946,1.2765652073198908e-06,2.54756209905338e-07,4.73317532723172e-07
1947,1.1730136471044261e-06,2.7894838017239465e-07,5.638571956012584e-07
1948,1.3948632187066323e-06,3.098488061681337e-07,5.490303180977207e-07
1949,1.2713026027455498e-06,3.848267143835571e-07,5.163746621406062e-07
1950,1.4921412692103786e-06,5.200691852724759e-07,4.4881224425807886e-07
1951,1.493662374230098e-06,4.147285166400394e-07,5.415992099244704e-07
1952,1.545868311580989e-06,3.2688892559473715e-07,5.261856905747209e-07
1953,1.4684727176472734e-06,3.555362915186322e-07,4.988281983031584e-07
1954,1.3388374391354319e-06,3.2933446703076186e-07,3.762426423747911e-07
1955,1.5730278235537298e-06,3.707314979450871e-07,5.575051176265333e-07
1956,1.372707703950482e-06,4.6047627311196493e-07,7.360643774489972e-07
1957,1.2952164780699604e-06,2.871387184133489e-07,6.476082532458349e-07
1958,1.3831191036928203e-06,3.1434524905282757e-07,5.972559726785676e-07
1959,1.3463049235440394e-06,3.325070978554834e-07,5.844064112636715e-07
1960,1.1121779017742028e-06,2.6022332927366776e-07,6.996962635952286e-07
1961,1.3660081314981198e-06,2.7375748085090024e-07,5.551579302931486e-07
1962,1.1884826385255565e-06,2.4416532529158985e-07,5.371637179507616e-07
1963,1.1419049812388948e-06,2.508828623737358e-07,5.884108666975862e-07
1964,1.308661566667979e-06,2.579602567109873e-07,5.554662845241864e-07
1965,1.0758037092273298e-06,2.22712167929906e-07,5.904334834383462e-07
1966,1.4335125637643387e-06,2.9855612926343866e-07,5.228886479358152e-07
1967,1.1556706844828568e-06,2.4207947352250514e-07,7.173638536528415e-07
1968,1.2719689586049299e-06,3.0721284627333034e-07,5.380716103786654e-07
1969,1.2825924038395442e-06,2.4434656620275774e-07,4.47363149191915e-07
1970,1.2136035856258331e-06,3.2742922262407603e-07,3.789349332095071e-07
1971,1.081118849555196e-06,2.0861894356460908e-07,4.809540055106254e-07
1972,1.2645811793277062e-06,2.6317653811780417e-07,4.0169049064786577e-07
1973,1.2514972773658428e-06,2.475428494408405e-07,4.1018235030776395e-07
1974,1.2860056557428834e-06,2.4640003593034976e-07,4.5398364889592813e-07
1975,1.1354422397857888e-06,2.890008938827293e-07,3.84953763088447e-07
1976,1.1649880846675842e-06,2.2796971899108343e-07,3.8166360560865087e-07
1977,1.1706548903589464e-06,2.8796230316929794e-07,4.037348979579747e-07
1978,1.2433657907706674e-06,2.156434619760006e-07,4.491087146618611e-07
1979,1.0492588060628805e-06,2.0013748391889408e-07,4.336312260377895e-07
1980,1.268357106454232e-06,2.109190956334217e-07,4.354825389185635e-07
1981,1.1879381478507867e-06,2.2329190269010368e-07,5.376717329141911e-07
1982,1.387376752148839e-06,2.278153385937287e-07,4.488024085702591e-07
1983,1.2359073888745797e-06,1.9766939629572988e-07,4.730171863087662e-07
1984,1.395241456592089e-06,2.6037547817825413e-07,3.972320889999992e-07
1985,1.3186102734152882e-06,2.1174764142095626e-07,3.8800350843359865e-07
1986,1.359549347768052e-06,1.834312574056085e-07,4.891500093862078e-07
1987,1.3895997241775149e-06,2.352664495441914e-07,4.882542778972265e-07
1988,1.399595639384188e-06,2.422607744412275e-07,4.143618763663426e-07
1989,1.199154738174002e-06,1.7616871561543235e-07,3.962424273140641e-07
1990,1.464052573396657e-06,1.427546527654755e-07,4.903785910670422e-07
1991,1.3334832971167998e-06,1.5591497648514974e-07,4.6246960039297846e-07
1992,1.4953988305421717e-06,1.3719761166042233e-07,4.2812266443092994e-07
1993,1.3593215584251084e-06,1.4069587184195598e-07,4.5753854216457057e-07
1994,1.410515373834187e-06,1.2290579309848226e-07,4.689409784930376e-07
1995,1.446709894992182e-06,1.198361637144707e-07,3.7794482921071904e-07
1996,1.4594344008855842e-06,1.0889708468297954e-07,3.597874105309984e-07
1997,1.3862039835998985e-06,9.493891051093328e-08,4.277045988487771e-07
1998,1.287394937321551e-06,1.0728290666950357e-07,3.862184545511127e-07
1999,1.330842536617638e-06,8.409170007550593e-08,4.515358789092261e-07
2000,1.4729716824035677e-06,9.233685660525737e-08,3.6404579972781903e-07
2001,1.391472864042953e-06,8.280490079726199e-08,4.144626455371281e-07
2002,1.422582606380729e-06,1.06025561996681e-07,4.333028158498564e-07
2003,1.3554999753750963e-06,7.708807425732545e-08,4.016913628390739e-07
2004,1.3980806912172739e-06,9.998875899475124e-08,4.215385160932783e-07
2005,1.327254963712221e-06,8.467049295024509e-08,4.643365691947565e-07
2006,1.4042005105352473e-06,7.123949535836616e-08,4.68204072845424e-07
2007,1.3225721460230488e-06,6.311277447879071e-08,4.593651325990322e-07
2008,1.494361370646402e-06,6.93962661779679e-08,5.368631690316761e-07
2009,1.4094777327500196e-06,9.011883905785112e-08,6.303550605935015e-07
2010,1.371317090104185e-06,3.30665506087513e-08,6.939251875337504e-07
2011,1.3609515718826515e-06,4.512286755353756e-08,8.554225132684223e-07
2012,1.445445725778427e-06,2.9276573776382264e-08,1.0682545052986825e-06
