year,aux_ADP heures_NOUN,aux_ADP peurs_NOUN
1800,8.269152402817781e-07,0.0
1801,9.59616592410839e-07,0.0
1802,8.190494611426402e-07,0.0
1803,7.21625518451674e-07,1.950339223455444e-09
1804,9.269441036963144e-07,0.0
1805,1.1343082420012252e-06,0.0
1806,1.1036793097218833e-06,2.881669125542885e-09
1807,1.1217003361707611e-06,0.0
1808,1.0854494298939699e-06,0.0
1809,1.3463821737502712e-06,0.0
1810,1.0085946797744327e-06,0.0
1811,1.1883544175361749e-06,1.0028307073639553e-08
1812,9.2285405628445e-07,0.0
1813,9.08734353544105e-07,0.0
1814,1.1170703402285653e-06,0.0
1815,9.413310255723673e-07,0.0
1816,1.0660977523002657e-06,0.0
1817,1.008854006556703e-06,1.556873407970727e-09
1818,1.0454872381160385e-06,0.0
1819,7.783989346421549e-07,1.035105001712111e-09
1820,9.967844150082783e-07,0.0
1821,9.486751686438311e-07,5.9168927535324656e-09
1822,1.013589752574262e-06,7.017931125119503e-09
1823,9.546675645566438e-07,9.882686891060644e-10
1824,1.0139020005794919e-06,0.0
1825,1.1746460693018435e-06,8.805443041381977e-10
1826,1.1978859149053278e-06,0.0
1827,1.2434101073210968e-06,0.0
1828,1.0942554986570485e-06,0.0
1829,1.176239699418602e-06,3.429270423183084e-09
1830,1.0603825018051793e-06,4.174734336004349e-09
1831,1.0835887671589717e-06,3.1182412207897414e-09
1832,9.97158714710622e-07,0.0
1833,1.1965888582210482e-06,0.0
1834,1.1892192279816527e-06,0.0
1835,1.4369866505603568e-06,0.0
1836,1.2749262801037275e-06,0.0
1837,1.2851224227006242e-06,6.957890930081589e-10
1838,1.2933620254784728e-06,4.418513555037862e-09
1839,1.1724704265247965e-06,0.0
1840,1.3561066651845977e-06,6.369688665408546e-10
1841,1.2006426075572563e-06,6.420548537278137e-10
1842,1.314149081110827e-06,9.391571076378114e-09
1843,1.570647665261049e-06,2.3627644285539873e-09
1844,1.4627015509915964e-06,4.9397050894128824e-09
1845,1.4458370145575827e-06,2.7901139176833567e-09
1846,1.5081195385846513e-06,0.0
1847,1.5672707647240713e-06,5.3932236454556914e-09
1848,1.7240910423765854e-06,6.43617736884039e-09
1849,1.6959935926763592e-06,0.0
1850,1.4772855436717691e-06,6.788996032014438e-10
1851,1.6446068613618081e-06,6.449438760824933e-10
1852,1.72724773506161e-06,1.0416872697760482e-08
1853,1.7933711333739666e-06,2.9859659189668264e-09
1854,1.7925042783417666e-06,1.0391328908454511e-09
1855,1.6393128490221898e-06,2.653468555990912e-09
1856,1.7949314852216958e-06,1.5531567143511893e-09
1857,1.8139687654183945e-06,1.9526036343364694e-09
1858,1.5454228687872273e-06,1.2234189605830892e-08
1859,1.9375719233494237e-06,1.5276520048956854e-09
1860,1.8024949994810413e-06,1.373155145145688e-09
1861,1.6274791150294732e-06,3.3011746669586728e-09
1862,1.8202966316493985e-06,7.228778020618165e-09
1863,1.925426275306563e-06,0.0
1864,1.9011095986343207e-06,1.9178911792039344e-09
1865,1.8173125937437362e-06,4.23615986733239e-09
1866,1.7632981439419382e-06,9.244664589402873e-09
1867,1.748953224023353e-06,0.0
1868,1.8099698309015366e-06,2.469937032678615e-09
1869,1.9304550704646317e-06,9.767038733343725e-09
1870,1.696131654682631e-06,1.7202146374017957e-09
1871,1.7641774903154328e-06,0.0
1872,1.8172254954151867e-06,9.675742873582749e-09
1873,1.8688306440139968e-06,2.3944017879529156e-09
1874,2.115609134989427e-06,3.5847653734322193e-09
1875,1.9401698381216193e-06,1.1443054281912168e-09
1876,1.8325470350077921e-06,9.069021977836655e-09
1877,2.0378967562351136e-06,2.4739263970730008e-09
1878,2.119720065252295e-06,3.6234530931267273e-09
1879,2.0337943595905017e-06,6.109325489944695e-09
1880,2.0684717867425206e-06,7.701415505323439e-09
1881,2.114761613825067e-06,2.7890030285249168e-09
1882,2.3333779211043293e-06,4.6587693702804245e-09
1883,2.1732206079150274e-06,1.8958017378167824e-09
1884,2.294749890552339e-06,6.601696966868076e-10
1885,2.24694852590801e-06,2.5782542767416317e-09
1886,2.309049406790109e-06,6.453463874400711e-10
1887,2.695140139508112e-06,9.140494583448344e-09
1888,2.5273691051097558e-06,0.0
1889,2.45029491452442e-06,3.132568426877924e-09
1890,2.7010625984758008e-06,1.3108772956016423e-09
1891,2.4336773094546515e-06,3.824531802365527e-09
1892,2.7625335121683747e-06,6.268512375839919e-10
1893,2.789146847703705e-06,4.926733243593162e-09
1894,2.635303644638043e-06,5.041231432301174e-09
1895,3.0207425254502596e-06,4.814891596538473e-09
1896,2.9903833649314038e-06,4.717623180994224e-09
1897,3.064851256340262e-06,5.2440420894583895e-09
1898,2.9870454909541877e-06,6.224190496340043e-09
1899,3.186096236618141e-06,7.185851913504848e-09
1900,3.1364343158202246e-06,2.595526460424935e-09
1901,3.155960882850195e-06,7.824234593556412e-09
1902,2.9383138979710566e-06,3.437198747846537e-09
1903,3.394038330384319e-06,1.0800440986002968e-08
1904,3.226924988553037e-06,6.449550227216605e-09
1905,3.321980614146014e-06,3.6125313851442797e-09
1906,3.5546315757528646e-06,5.144184633820714e-09
1907,3.488904994242148e-06,2.5714217422034835e-09
1908,3.637865887640146e-06,7.858222517143076e-09
1909,3.5035764938129432e-06,2.2003934230241384e-09
1910,3.5960789261935133e-06,0.0
1911,3.5199595345147827e-06,1.0640748282497725e-09
1912,3.653367059541779e-06,2.0837684910901544e-09
1913,3.7439106677084055e-06,1.590896969716482e-09
1914,3.8379037619051815e-06,4.68772043404897e-09
1915,4.404826768222847e-06,1.1780761921542648e-09
1916,4.987209024420736e-06,4.394984820521586e-09
1917,5.0785509415618435e-06,0.0
1918,5.46521783917342e-06,1.1486376294556067e-09
1919,5.320294803823344e-06,1.8415696745321952e-09
1920,4.490333225248833e-06,1.514446346106979e-09
1921,4.034759882642902e-06,6.058197943303867e-09
1922,4.148613072629814e-06,5.164555005876537e-09
1923,3.9852268969298166e-06,0.0
1924,3.983512016247914e-06,6.445812328337297e-09
1925,3.5348143399005494e-06,0.0
1926,3.689371766313343e-06,3.343841648018042e-09
1927,3.8877346639765165e-06,7.804457524684949e-09
1928,3.681470417404853e-06,1.0283437212876834e-08
1929,3.4980875511791965e-06,3.342121912552898e-09
1930,3.344347248912527e-06,1.0503603542488804e-09
1931,3.455823048170714e-06,0.0
1932,3.3897846947184007e-06,0.0
1933,3.3723747492331313e-06,0.0
1934,3.225441332688206e-06,1.4377896206951846e-08
1935,3.3080337971114204e-06,2.393656828303392e-09
1936,3.5040425245824736e-06,9.699771652549316e-09
1937,4.163882778129846e-06,5.0364472592434595e-09
1938,3.7780635011586128e-06,1.2965214679638848e-08
1939,4.179864077968887e-06,4.588215141154706e-09
1940,3.4080921977874823e-06,1.0143131667916805e-08
1941,3.4030825304398604e-06,1.1806010391524069e-08
1942,3.6046435241132713e-06,9.102635090130207e-09
1943,3.582592313478017e-06,1.7419411690866582e-08
1944,3.4606014196469914e-06,9.639558484764166e-09
1945,4.0454820009472314e-06,1.3071024262956144e-08
1946,3.7085822270910285e-06,8.352662561605939e-09
1947,3.3855274637062394e-06,1.0728784083369192e-08
1948,3.3083154278301663e-06,1.0871887834440486e-09
1949,3.294587898494683e-06,1.0798709482173763e-08
1950,3.2012437145567674e-06,4.2541445921528975e-09
1951,2.89350455773274e-06,5.330700769690111e-09
1952,2.7416490695486573e-06,6.326882129314981e-09
1953,2.820588036911431e-06,3.232148326759443e-09
1954,2.8076496079165736e-06,2.9317608341017376e-09
1955,2.5425611056562047e-06,3.754243138587299e-09
1956,2.48726961160628e-06,8.72114114258693e-09
1957,2.3571879950168295e-06,6.184526224473075e-09
1958,2.4394847031317113e-06,7.445019101215422e-09
1959,2.478689097529241e-06,7.750747599288843e-09
1960,2.5814709374571976e-06,5.536666680683311e-09
1961,2.5638708649466935e-06,1.042223907177231e-08
1962,2.3655498182506562e-06,6.341956293454132e-09
1963,2.3413578418285397e-06,9.69907976156037e-09
1964,2.391607878848845e-06,7.300761772910391e-09
1965,2.402227011089053e-06,8.755269675919664e-09
1966,2.393987998061675e-06,1.2185964237687585e-08
1967,2.3172577101604475e-06,1.2818872185960117e-08
1968,2.585708102742501e-06,1.527081394669949e-08
1969,2.2563451693713432e-06,5.450109252791435e-09
1970,2.3002822899798048e-06,9.657322941336588e-09
1971,2.541451465276623e-06,9.24911525146399e-09
1972,2.27419410236962e-06,7.69522046084603e-09
1973,2.2130000587594623e-06,1.268036875501366e-08
1974,2.2446029959155567e-06,8.438357568252286e-09
1975,2.155512639490098e-06,1.3707551982378163e-08
1976,1.9357429152933037e-06,1.8283285996290033e-08
1977,1.9434518065963857e-06,1.2928920156696222e-08
1978,2.0489099625820018e-06,2.851483871246785e-08
1979,2.0639909905639797e-06,2.0481906726210752e-08
1980,1.8783737800731615e-06,9.66475616204221e-09
1981,1.9723062933962865e-06,2.5302197670384885e-08
1982,1.9044616550445426e-06,2.793376008281001e-08
1983,1.964063272907879e-06,2.5892795463278162e-08
1984,1.9397683956867695e-06,1.8556827185989277e-08
1985,1.8570028004205597e-06,1.6843562988810845e-08
1986,1.8534949219883856e-06,1.7983456501724504e-08
1987,1.9939594864126775e-06,3.116516467116526e-08
1988,1.9878575585607905e-06,2.2187249371086182e-08
1989,1.9982253149919416e-06,3.292873429483478e-08
1990,1.8078623469364175e-06,2.9967580417178397e-08
1991,1.931938982124848e-06,4.630557476348329e-08
1992,1.908644691184236e-06,4.573253825634893e-08
1993,1.8229531519864395e-06,6.868617141719824e-08
1994,2.0055271505725614e-06,6.69915676265731e-08
1995,1.8913508199602802e-06,7.103410570863389e-08
1996,1.9633503427485266e-06,6.192186607911765e-08
1997,1.966386264484754e-06,7.096444065712859e-08
1998,1.8843646500954492e-06,7.152194114734556e-08
1999,2.105034695887298e-06,6.855301909469702e-08
2000,2.0645460807600102e-06,7.731555040635385e-08
2001,1.7844675426204049e-06,6.571817789957635e-08
2002,1.8620191184481882e-06,8.71863083951041e-08
2003,1.8855326402444916e-06,9.250569155128119e-08
2004,1.956167750449822e-06,1.0879834366761543e-07
2005,1.7352946812820846e-06,1.0088399138297177e-07
2006,1.884758205505932e-06,9.38878872425164e-08
2007,1.906964470776984e-06,9.986198748479502e-08
2008,2.115096080501644e-06,8.557453606838905e-08
2009,2.259646393554249e-06,1.029929612705871e-07
2010,2.2976528839535604e-06,7.652544486980162e-08
2011,2.4278397887655956e-06,8.374498949859088e-08
2012,2.3996578448759465e-06,8.544674440225108e-08
2013,2.281225334854753e-06,8.311592364362852e-08
2014,2.5747142586851623e-06,8.640126092362976e-08
2015,2.486776011778602e-06,8.578147059346009e-08
2016,2.642615740455767e-06,8.140366247744169e-08
2017,1.993118871723709e-06,1.0188225663121386e-07
2018,2.1663668547944326e-06,9.164206749012749e-08
2019,2.349714890215182e-06,8.979476584514146e-08
