year,énormes_ADJ yeux_NOUN,énormes_ADJ pieux_NOUN
1893,1.1085149687062312e-08,3.695050043717174e-09
1894,1.449354058991048e-08,8.822155450616265e-09
1895,6.6204757231957956e-09,3.611168697403855e-09
1896,9.435246361988447e-09,2.358811590497112e-09
1897,9.322741689743452e-09,8.740070001067579e-09
1898,1.810673566637888e-08,1.6975064687230201e-09
1899,1.2713430308508578e-08,4.9748205555033564e-09
1900,1.661137005726232e-08,3.114631885736685e-09
1901,1.3412973842719111e-08,2.235495566438317e-09
1902,1.0311596021495006e-08,4.910283846193408e-10
1903,1.674068350610014e-08,1.0800440541913758e-09
1904,1.4511488011237361e-08,9.674325340824907e-09
1905,9.805441791854719e-09,2.580379465655369e-09
1906,2.36632491379396e-08,3.600929110447737e-09
1907,7.71426478252124e-09,4.6285588695127444e-09
1908,9.331639461152008e-09,5.40252820258047e-09
1909,1.5952851484257735e-08,8.251475058784763e-09
1910,2.6186338430989053e-08,2.137660271017694e-09
1911,1.5961122201701983e-08,3.7242617878519013e-09
1912,1.82329742415277e-08,1.5628263128064646e-09
1913,1.0605979205990934e-08,1.590896969716482e-09
1914,1.5402511266415786e-08,2.0090231700464756e-09
1915,3.062998032987707e-08,2.3561523843085297e-09
1916,2.7468654906215306e-08,2.197492410260793e-09
1917,3.289927263949721e-08,0.0
1918,2.2972752589112133e-08,0.0
1919,1.1970202606903513e-08,1.8415696745321952e-09
1920,1.514446346106979e-08,0.0
1921,1.1359120755116692e-08,1.5145494858259667e-09
1922,1.2542490601674672e-08,2.951174193910333e-09
1923,4.989495749896378e-08,3.1847844361720945e-09
1924,2.0626599095407983e-08,1.289162443462999e-09
1925,2.1996356736053713e-08,2.1996355847875293e-09
1926,1.0031524944054127e-08,1.1146138456652466e-09
1927,2.2298449309232637e-08,3.3447675740205796e-09
1928,3.427812345080383e-08,1.1426041224282812e-09
1929,2.4508894469477127e-08,2.2280812750352652e-09
1930,1.470504518152893e-08,1.0503603542488804e-09
1931,1.710803587684495e-08,1.1405356659111021e-09
1932,1.3151444377967891e-08,0.0
1933,1.9500125958415992e-08,3.4411986593596566e-09
1934,2.875579241390369e-08,1.1981580172459871e-09
1935,2.0346082152400413e-08,3.590485242455088e-09
1936,1.091224355320719e-08,0.0
1937,1.3850230295986421e-08,3.777335333410292e-09
1938,2.7226949583791793e-08,2.5930428915188486e-09
1939,1.3764645423464117e-08,3.058810094103137e-09
1940,1.2678914806940611e-08,0.0
1941,2.066051862925633e-08,0.0
1942,4.247896612241675e-08,3.034211770724937e-09
1943,2.9032351633873077e-08,1.4516175816936538e-08
1944,2.8918675454292497e-08,3.2131861615880553e-09
1945,5.010559434026618e-08,0.0
1946,2.9234318077442367e-08,1.8097434661967782e-08
1947,3.9338875268413176e-08,8.344609447874518e-09
1948,4.240036233227329e-08,0.0
1949,2.5524220959027843e-08,6.8719057111366055e-09
1950,2.6588404367089424e-08,1.0635361480382244e-09
1951,3.944718685033877e-08,3.1984206394497505e-09
1952,2.2144087452602434e-08,8.435843135146115e-09
1953,1.8315507332999914e-08,4.3095309543161875e-09
1954,3.0294863506696856e-08,9.772536113672459e-10
1955,1.407841132561316e-08,0.0
1956,1.9186511934776718e-08,2.616342476002842e-09
1957,3.8874166108371355e-08,1.7670075402875796e-09
1958,2.1507833736222892e-08,4.1361216673863055e-09
1959,1.4726420971555854e-08,3.8753737996444215e-09
1960,3.114374891310945e-08,1.3841666701708277e-09
1961,2.431855783413539e-08,2.779263708063695e-09
1962,2.473363025501385e-08,3.805173953708163e-09
1963,3.427008365974871e-08,7.759263453976928e-09
1964,2.494427064902993e-08,2.4335873316516654e-09
1965,2.134096988015699e-08,3.2832261354087677e-09
1966,1.495550172592175e-08,5.539074754423723e-10
1967,2.9088980113556318e-08,1.4791006197611978e-09
1968,2.1558795637588446e-08,2.6948494546985557e-09
1969,2.2254612375149918e-08,2.2708788183223305e-09
1970,1.4715920038099739e-08,4.1388523719376735e-09
1971,1.849823050292798e-08,5.138397485282553e-10
1972,1.5903454553267693e-08,2.565073486948677e-09
1973,2.260413545229767e-08,3.3079223804577396e-09
1974,1.6314157136321228e-08,2.2502286700643026e-09
1975,1.7134439644905797e-08,2.2845920710778955e-09
1976,1.8854638739185248e-08,3.4281160132820787e-09
1977,1.9393379346865913e-08,4.11374712072643e-09
1978,1.0693064211864112e-08,2.3762365408686037e-09
1979,1.8726314721106974e-08,1.1703946700691858e-09
1980,3.1268328370970266e-08,5.685150683554241e-10
1981,2.277197808098208e-08,4.427884725544118e-09
1982,2.4209258597807093e-08,1.2415004579935385e-09
1983,1.4525227243211702e-08,1.89459470334441e-09
1984,2.145633182237816e-08,1.739702604197646e-09
1985,2.1054452403745927e-08,1.8046674155058895e-09
1986,1.3187867686781374e-08,1.7983456945813714e-09
1987,2.4443266966045485e-08,7.332980445085013e-09
1988,1.4991384134077634e-08,1.1993107618124554e-09
1989,2.3050112929468014e-08,3.2928733073589456e-09
1990,2.7243254763220648e-08,3.814055737905164e-09
1991,1.992898113201136e-08,3.5168792322792797e-09
1992,2.5345743281945943e-08,3.30596661157756e-09
1993,2.8249957040316076e-08,3.877445031719162e-09
1994,1.6879765141197822e-08,4.747434001473039e-09
1995,2.277429267394382e-08,3.253470381991974e-09
1996,2.081855932090093e-08,1.6014276571496566e-09
1997,2.3494983736327413e-08,2.3974471297094624e-09
1998,1.7642078020685403e-08,9.536258449571733e-10
1999,1.6452723627935484e-08,9.140402323914998e-10
2000,1.5463109903635086e-08,1.7672125984802278e-09
2001,1.4896119893137438e-08,8.762423564512289e-10
2002,2.102986229601811e-08,2.1906108038649563e-09
2003,1.3750845795357236e-08,2.083461403401543e-09
2004,1.9821561281219147e-08,1.3214374039449694e-09
2005,1.6663873836364473e-08,3.1526248278623825e-09
2006,2.800165077587735e-08,1.2353669198716943e-09
2007,1.677681460421354e-08,3.1955835755326234e-09
2008,3.022782024686421e-08,2.1287198670449925e-09
2009,2.574823909640145e-08,2.384096253749135e-09
2010,3.967986117459077e-08,2.3618964561933353e-09
2011,3.976930784688193e-08,4.206369030868018e-09
2012,6.468080471222493e-08,5.7872298064864935e-09
2013,6.693900189702617e-08,4.462600067256517e-09
2014,6.539644203940043e-08,6.496335469563519e-09
2015,6.272908592563908e-08,6.64972610309178e-09
2016,7.042556404712741e-08,6.421154274960372e-09
2017,7.873863694385363e-08,5.282783988036499e-09
2018,8.776986959446731e-08,3.872199894061623e-09
2019,6.045841161039789e-08,3.06118530524202e-09
