year,diverses_ADJ îles_NOUN,diverses_ADJ iles_NOUN,diverses_ADJ piles_NOUN
1800,6.60274537267469e-08,6.288328968651058e-09,3.144164395507687e-08
1801,8.810375362600098e-08,0.0,1.6668277424969347e-08
1802,1.0517848636482086e-07,0.0,3.8043282302169246e-08
1803,1.5992782209650613e-07,7.801356893821776e-09,2.5354410126965377e-08
1804,1.2606439270257397e-07,9.887403562558461e-09,0.0
1805,2.842877755426798e-08,0.0,1.1371510844071508e-08
1806,8.068673551520078e-08,0.0,1.152667650217154e-08
1807,4.839823697366796e-08,0.0,0.0
1808,1.4049659036174944e-07,2.2660739951163578e-09,0.0
1809,1.1295152546608733e-07,9.036122072814123e-09,2.259030518203531e-09
1810,5.3822915901946544e-08,2.3401267590372754e-09,1.6380887757350138e-08
1811,5.0141534924108555e-08,2.5070767684098882e-09,3.5099073869560016e-08
1812,8.00162425207418e-09,2.6672082320544632e-09,0.0
1813,2.0130190847567064e-08,0.0,0.0
1814,8.496028414128887e-08,1.5733386149463513e-08,3.1466772298927026e-08
1815,8.631115377966125e-08,2.697223555614414e-09,0.0
1816,1.5064425440414198e-07,1.622322720606917e-08,3.9399267848239106e-08
1817,5.293369653713853e-08,0.0,0.0
1818,3.5763530803478716e-08,1.1921177378582115e-08,0.0
1819,6.624672010957511e-08,6.210630232317271e-09,0.0
1820,6.170570099328643e-08,2.3732962262101864e-09,0.0
1821,8.185035227370463e-08,4.930744257336528e-09,0.0
1822,9.42407893944619e-08,3.0076847679083585e-09,0.0
1823,8.103803139647425e-08,9.882686669016039e-09,9.882686891060644e-10
1824,2.105278085196005e-08,1.6842225392110777e-09,5.894778887238772e-09
1825,1.2679838334861415e-07,8.805443485471187e-09,2.641632912414593e-09
1826,8.543744511868567e-08,1.145037931138404e-08,0.0
1827,6.359918519605046e-08,4.608636583469661e-09,7.373818444733615e-09
1828,7.521286704559316e-08,5.503380862137419e-09,4.586150570418113e-09
1829,9.259029809527419e-08,1.0287811325060403e-08,2.571952872898464e-09
1830,1.2628571255390852e-07,1.0436835840010872e-09,1.2524203008013046e-08
1831,6.080570447153377e-08,1.5591206103948707e-09,3.4300654760954785e-08
1832,7.84738247716632e-08,0.0,5.411987746839486e-09
1833,1.783878786909554e-07,1.8533804935216835e-08,4.6334514003376626e-09
1834,1.213489047025007e-07,7.467624740797874e-09,1.9602515166639023e-08
1835,6.958040899007756e-08,7.563087933704082e-09,7.563087933704082e-10
1836,1.0215540413582858e-07,6.048675060821296e-09,2.016224964762614e-09
1837,1.0158520780123581e-07,9.741046969047318e-09,6.9578907080369845e-09
1838,5.617824272441396e-08,4.418513555037862e-09,3.787297142565649e-09
1839,6.711816524784808e-08,4.894032734625853e-09,1.3982950353153e-09
1840,8.72647376581881e-08,8.917564020549662e-09,8.280595209519959e-09
1841,6.613164904578639e-08,8.346713098461578e-09,3.852329122366882e-09
1842,7.312009131510422e-08,3.3541325272778977e-09,8.049918065466954e-09
1843,6.261325968814901e-08,6.497602123012314e-09,1.1813821920725331e-08
1844,6.91558713072915e-08,6.037417454862748e-09,4.9397050894128824e-09
1845,3.961961780873935e-08,2.2320911785556063e-09,4.464182357111213e-09
1846,8.02066679739255e-08,8.196302303531411e-09,1.7563503984519002e-09
1847,8.467360768094068e-08,1.240441438454809e-08,1.5101026207275936e-08
1848,1.4883660015563294e-07,1.6090443422100975e-08,2.413566457803995e-09
1849,2.262441967104678e-08,2.513824481908955e-09,6.703531951757213e-09
1850,4.6844072620899624e-08,6.1100964288129944e-09,4.752297222410107e-09
1851,4.837079004005318e-08,2.579775504329973e-09,1.2898877521649865e-09
1852,3.711010876372711e-08,5.859490892490271e-09,1.6927417689771573e-08
1853,6.987159983928848e-08,7.763511389313749e-09,1.6124216628554677e-08
1854,5.0397943596180994e-08,2.597832227113628e-09,6.234797567117312e-09
1855,7.80119790988465e-08,1.9104973603134567e-08,1.4859423913549108e-08
1856,3.158085348786699e-08,1.0872097000458325e-08,3.5204887616213654e-08
1857,7.468708768110233e-08,1.0739320099872884e-08,2.147863931156735e-08
1858,5.334107011645273e-08,8.31924928945682e-09,6.361778659424999e-09
1859,6.212451353349024e-08,5.092173349652285e-09,1.0693564256314403e-08
1860,6.224970405810382e-08,7.323494033428801e-09,1.876645328025006e-08
1861,4.7159639082750004e-08,6.130753016364565e-09,3.206855425652577e-08
1862,4.789065499721801e-08,9.035972858839614e-09,3.6143890103090826e-09
1863,5.4441368746438457e-08,5.494082966350788e-09,0.0
1864,4.794727814783073e-08,5.2742007428108195e-09,1.0068928801842958e-08
1865,5.17752880568878e-08,3.2947911621228343e-09,3.765475486972036e-09
1866,5.303517980337347e-08,1.9462451650298362e-09,7.784980660119345e-09
1867,3.979305418511103e-08,1.94112459439566e-09,3.542552207136396e-08
1868,2.5193358510477992e-08,7.409810987013543e-09,1.2349684830326169e-08
1869,5.078860088048032e-08,3.906815315701806e-09,9.767038733343725e-09
1870,5.9060702994884196e-08,2.2936195165357276e-09,6.880858549607183e-09
1871,3.9298356568906456e-08,6.372706140567175e-09,5.3105884134652115e-09
1872,5.986865925233786e-08,6.0473394070115205e-09,4.233137507192453e-09
1873,8.200826417947837e-08,1.7958012854535355e-09,1.1373408881354408e-08
1874,5.018671700440791e-08,4.182226287507973e-09,8.364453130127458e-09
1875,7.666846357778923e-08,8.582290766945277e-09,1.1443054503956773e-08
1876,4.957732002708326e-08,6.650616279912924e-09,9.069021977836655e-09
1877,6.555904974447913e-08,1.2369632429454214e-08,1.9172929910382663e-08
1878,6.34104324603868e-08,7.2469064082980594e-09,7.850815053611626e-09
1879,6.231511662235789e-08,6.720257683667796e-09,1.3440515367335593e-08
1880,7.25216651176197e-08,7.059630657835214e-09,1.9253538763308597e-09
1881,5.438555916725818e-08,8.36700908557475e-09,1.1156011725521608e-08
1882,8.652000360598322e-08,3.9932310791357395e-09,5.989846840748214e-09
1883,6.382532546922448e-08,5.0554711528150165e-09,2.1485751844352308e-08
1884,9.04432511106279e-08,3.9610181801208455e-09,6.601696966868076e-09
1885,8.959433728250588e-08,7.090199316550638e-09,9.023890079618013e-09
1886,4.711028722681476e-08,1.097088864199236e-08,1.936039240035825e-08
1887,7.051238526400994e-08,9.140494194870286e-09,5.876032105334161e-09
1888,5.57974075832135e-08,5.07249175996094e-09,1.6485598663962264e-08
1889,1.0838686281822163e-07,6.891650250473447e-09,5.638623068460191e-09
1890,8.455158817533004e-08,5.243509182406569e-09,1.7696843102044113e-08
1891,3.82453192449006e-08,6.3742202627281586e-09,1.9760081571007504e-08
1892,4.576013878931917e-08,5.641661138255927e-09,5.641661360300532e-09
1893,5.6041589147071136e-08,1.1700991342511458e-08,1.0469308087124318e-08
1894,7.309785843290229e-08,6.301539068331863e-09,3.150769645188234e-09
1895,8.305688092846708e-08,1.1435367319734269e-08,8.426059849853118e-09
1896,6.781583511417111e-08,6.486731929378209e-09,2.358811590497112e-09
1897,4.952706689209663e-08,1.5732126601442076e-08,1.1653427112179315e-09
1898,4.1305989850748404e-08,4.52668391659472e-09,7.355861253444118e-09
1899,4.0351324059884064e-08,8.844125432005967e-09,6.633094074004475e-09
1900,4.879590065343109e-08,5.191053031872173e-09,2.595526460424935e-09
1901,3.12969384297368e-08,6.147612641171918e-09,5.58873880507349e-09
1902,5.3031064428665786e-08,1.3748795213430753e-08,9.820567470342212e-09
1903,5.130209146386733e-08,1.1880484818149739e-08,3.7801539676252105e-09
1904,3.439760121182189e-08,1.1824175416563776e-08,5.912087708281888e-09
1905,6.347733716438597e-08,1.6514428768932277e-08,7.741138396966107e-09
1906,5.24706820215215e-08,6.68743965759333e-09,1.0288369045596824e-09
1907,4.268560027664847e-08,1.5428529565042481e-09,2.5714217422034835e-09
1908,3.143289117879533e-08,4.911388851169818e-09,4.911389073214423e-09
1909,4.950885212906542e-08,1.1001967115120692e-09,4.400786846048277e-09
1910,3.366815093386322e-08,3.2064905175488434e-09,4.809735720812114e-09
1911,5.4267815130515373e-08,5.852411444351446e-09,1.5961122423746588e-09
1912,2.917275843117295e-08,9.376958487461451e-09,6.251305251225858e-09
1913,4.719660751106858e-08,3.71209285532359e-09,6.893886794756554e-09
1914,4.553785615257766e-08,1.3393487430235496e-09,0.0
1915,4.7123048574349014e-08,9.424609537234119e-09,8.246533234057551e-09
1916,2.3073669419559906e-08,4.394984820521586e-09,1.0987462051303964e-09
1917,9.869782324756216e-09,0.0,1.0966424435210342e-09
1918,3.790504266021344e-08,1.1486376294556067e-09,0.0
1919,2.1178051312631396e-08,0.0,4.603924352863942e-09
1920,2.7260034229925623e-08,3.786115865267448e-09,4.543339038320937e-09
1921,2.2718241510233383e-08,6.058197943303867e-09,3.0290989716519334e-09
1922,3.467629738906908e-08,3.688967686876765e-09,1.1804696775641332e-08
1923,2.5478275489376756e-08,6.369568872344189e-09,6.369568872344189e-09
1924,4.769901096324247e-08,3.867487219366694e-09,3.867487219366694e-09
1925,5.499088961968823e-08,4.399271169575059e-09,6.598906754362588e-09
1926,5.0157623499025306e-08,4.458455493683289e-09,5.57306911730393e-09
1927,2.3413372574054847e-08,0.0,0.0
1928,4.5704165563265065e-08,1.1426041224282812e-09,3.4278122562625413e-09
1929,3.676334259239411e-08,2.2280812750352652e-09,1.1140406375176326e-09
1930,4.8316575629314684e-08,2.100720708497761e-09,4.201441416995522e-09
1931,6.615106862284392e-08,3.4216069977333063e-09,0.0
1932,7.342889318806556e-08,1.0959536611565568e-09,2.1919073223131136e-09
1933,1.261772819560747e-08,5.735331320977366e-09,0.0
1934,4.553000465534751e-08,2.3963160344919743e-09,2.3963160344919743e-09
1935,5.744776565563825e-08,2.393656828303392e-09,0.0
1936,5.698615979099486e-08,2.424942913137329e-09,8.487299751891442e-09
1937,5.414180748175568e-08,1.1332006222275481e-08,3.777335333410292e-09
1938,3.5006078036303734e-08,6.482607339819424e-09,1.2965214457594243e-09
1939,4.8940961505650193e-08,1.5294050470515685e-09,4.588215141154706e-09
1940,4.0572528225979454e-08,0.0,7.607348528892999e-09
1941,3.836953510472085e-08,2.9515025978810172e-09,0.0
1942,6.371844563091145e-08,6.068423541449874e-09,3.034211770724937e-09
1943,3.774205836748479e-08,5.806470415592457e-09,8.709705845433291e-09
1944,6.426372145540427e-08,0.0,0.0
1945,3.0499055725385915e-08,2.178504043826024e-09,0.0
1946,5.8468636154884734e-08,5.568441707737293e-09,2.7842208538686464e-09
1947,5.602809483029603e-08,3.5762612871081956e-09,3.5762612871081956e-09
1948,3.805160786463091e-08,5.435943917220243e-09,5.435943917220243e-09
1949,6.773736060949886e-08,5.890204768377316e-09,9.817008317369869e-10
1950,3.828730044119766e-08,3.190608444114673e-09,3.190608444114673e-09
1951,5.330700858507953e-08,5.330700991734716e-09,3.1984206394497505e-09
1952,4.323369751091377e-08,6.326882129314981e-09,1.0544803918932644e-09
1953,5.2791754967529414e-08,4.3095309543161875e-09,1.0773827163745864e-08
1954,4.29991580119804e-08,6.840775279570721e-09,9.772536113672459e-10
1955,4.3173796537843145e-08,1.8771215692936494e-09,2.815682353940474e-09
1956,5.319896345667985e-08,7.849027428008526e-09,1.1337483840634377e-08
1957,6.272876618140799e-08,6.184526224473075e-09,5.3010225653515874e-09
1958,5.873292963087806e-08,4.136121778408608e-09,6.617794756635931e-09
1959,5.1930008737599564e-08,5.425523585955716e-09,1.007597205671118e-08
1960,3.114374941270981e-08,4.8445834566201995e-09,3.460416619915918e-09
1961,4.7247482370949e-08,4.1688955620955426e-09,4.16889545107324e-09
1962,2.980719671086263e-08,3.1709782577493684e-09,7.610347574349419e-09
1963,5.4961452056190296e-08,3.233026624194224e-09,4.526237162849611e-09
1964,3.1636636366183524e-08,3.0419841645645818e-09,1.8251904432275978e-09
1965,3.6662690661160013e-08,3.283225968875314e-09,2.73602163147757e-09
1966,2.880318916709257e-08,4.431259803538978e-09,2.215629901769489e-09
1967,2.021437595089992e-08,2.9582012395223956e-09,1.972134178185314e-09
1968,2.8745061442236874e-08,4.042274182047834e-09,0.0
1969,2.9067249940339934e-08,2.2708788183223305e-09,3.1792304344691047e-09
1970,2.345349692234322e-08,3.6789800095249348e-09,0.0
1971,2.2608949379332444e-08,5.138397485282553e-10,1.541519245584766e-09
1972,3.385897073826527e-08,3.078088173236182e-09,4.104117490300041e-09
1973,3.3630541906859435e-08,2.756601946707349e-09,1.6539611902288698e-09
1974,2.81278591529599e-08,4.500457451150908e-09,5.625571675160757e-10
1975,4.0551507929365016e-08,2.2845920710778955e-09,8.567219822452898e-09
1976,1.9425991482080462e-08,1.7140580066410394e-09,6.8562320265641574e-09
1977,3.0559267116814226e-08,3.526069214387917e-09,1.1753563677885381e-09
1978,4.217819971064074e-08,3.5643548113029055e-09,1.1881182704343018e-09
1979,3.86230226689932e-08,1.1703946700691858e-09,1.7555920051037788e-09
1980,2.2740602290127754e-08,2.2740603289328476e-09,3.411090521154847e-09
1981,2.5302197670384885e-08,1.2651099057237047e-09,3.1627747087981106e-09
1982,2.6071509395819703e-08,6.207502289967692e-10,1.8622506869903077e-09
1983,3.410270710269003e-08,4.4207211225000265e-09,1.89459470334441e-09
1984,4.29126627565779e-08,2.3196033982486597e-09,0.0
1985,3.368712597762169e-08,2.4062232206745193e-09,2.4062232206745193e-09
1986,4.1961399688261736e-08,2.9972427872948515e-09,4.196139880008332e-09
1987,4.827545296848257e-08,4.27757174126242e-09,6.110816852533674e-10
1988,3.7778288941581195e-08,1.7989661427186832e-09,1.1993107618124554e-09
1989,2.140367671987775e-08,2.1952488715726304e-09,5.488122178931576e-10
1990,2.7243254763220648e-08,0.0,5.44865097484859e-10
1991,3.341035237358625e-08,4.10302547493302e-09,1.1722930404189924e-09
1992,4.0773585396891576e-08,0.0,0.0
1993,3.268132431344384e-08,5.539207426075166e-10,1.1078414852150331e-09
1994,2.7429617688312646e-08,1.0549853213248639e-09,1.0549853213248639e-09
1995,3.253470381991974e-08,1.0844901643380922e-09,5.422450821690461e-10
1996,4.163711864180186e-08,3.736664533349199e-09,0.0
1997,3.260528202986279e-08,2.876936688878118e-09,9.58978896292706e-10
1998,2.527108478034279e-08,0.0,9.536258449571733e-10
1999,2.376504681933511e-08,9.140402323914998e-10,4.570201161957499e-10
2000,2.6949992459890382e-08,4.4180314962005696e-10,0.0
2001,2.015357480900093e-08,4.3812117822561447e-10,0.0
2002,2.891606243338174e-08,0.0,4.38122149670761e-10
2003,2.9585152105937595e-08,1.6667691671301554e-09,1.2500769308587678e-09
2004,2.6428747412765574e-08,2.2023955992267474e-09,8.809582507929292e-10
2005,2.477062288619436e-08,1.3511248786457486e-09,9.007499190971657e-10
2006,2.5530917824312382e-08,0.0,2.8825228870488218e-09
2007,1.7176262190332636e-08,3.994479469415779e-10,7.988958938831558e-10
2008,2.2990173487169585e-08,0.0,8.514879357157668e-10
2009,2.62250594573743e-08,9.53638501499654e-10,0.0
