year,dois_VERB oser_VERB,dois_VERB poser_VERB
1891,7.649063604731055e-09,7.649063604731055e-09
1892,0.0,1.1283322720601063e-08
1893,2.463366621796581e-09,1.7859408174558666e-08
1894,0.0,1.3233232287745977e-08
1895,6.018614495673091e-09,6.018614495673091e-09
1896,5.89702897624278e-10,1.592197840238896e-08
1897,5.826713556089658e-10,1.2236098356765979e-08
1898,0.0,5.092519295146758e-09
1899,0.0,1.4371703827009696e-08
1900,2.595526460424935e-09,1.245852754294674e-08
1901,5.588738916095792e-10,1.676621685930968e-08
1902,0.0,8.838511256215043e-09
1903,1.0800440541913758e-09,5.400220270956879e-09
1904,1.6123875568041512e-09,5.912087708281888e-09
1905,0.0,1.7030505006232488e-08
1906,0.0,7.716276506641861e-09
1907,5.142843373384665e-10,3.599990305858114e-09
1908,0.0,1.2278472460991452e-08
1909,0.0,1.320236009405562e-08
1910,5.344150677544235e-10,2.2445432179551972e-08
1911,0.0,1.3300935464144459e-08
1912,1.5628263128064646e-09,1.0939784189645252e-08
1913,0.0,1.96210621083992e-08
1914,0.0,6.027069510139427e-09
1915,0.0,1.1780761921542648e-09
1916,0.0,3.2962386153911893e-09
1917,5.483212106582869e-09,3.289927441585405e-09
1918,2.2972752589112133e-09,1.1486376294556067e-09
1919,0.0,9.207848372660976e-10
1920,0.0,1.1358347151713133e-08
1921,1.5145494858259667e-09,4.543648568500203e-09
1922,0.0,1.3280283539529592e-08
1923,3.1847844361720945e-09,5.307974060286824e-09
1924,0.0,1.2891624656674594e-08
1925,0.0,5.499089184013428e-09
1926,1.1146138456652466e-09,1.0031524944054127e-08
1927,2.2298449753321847e-09,4.4596899506643695e-09
1928,0.0,1.4853853258500749e-08
1929,1.1140406375176326e-09,1.0026365515614089e-08
1930,0.0,9.453243521306831e-09
1931,3.4216069977333063e-09,7.983749661377715e-09
1932,1.0959536611565568e-09,6.575722188983946e-09
1933,5.735331320977366e-09,1.1470662641954732e-08
1934,0.0,7.188948103475923e-09
1935,0.0,1.196828414151696e-08
1936,0.0,1.091224355320719e-08
1937,1.2591118148108649e-09,7.554670666820584e-09
1938,0.0,1.0372171566075394e-08
1939,0.0,1.2235240376412548e-08
1940,0.0,7.607348528892999e-09
1941,0.0,8.854508237732261e-09
1942,0.0,9.102635090130207e-09
1943,0.0,0.0
1944,3.2131861615880553e-09,1.2852744646352221e-08
1945,4.357008087652048e-09,2.178504043826024e-09
1946,0.0,1.3921104269343232e-08
1947,3.5762612871081956e-09,1.4305045148432782e-08
1948,0.0,8.697510267552389e-09
1949,0.0,1.2762110479513922e-08
1950,2.1270722960764488e-09,1.0635361036293034e-08
1951,0.0,2.1322803522849654e-09
1952,0.0,2.003512733494972e-08
1953,1.0773827385790469e-09,9.69644453618912e-09
1954,1.9545072227344917e-09,6.840775057526116e-09
1955,9.385607846468247e-10,2.815682353940474e-09
1956,0.0,2.52913103793162e-08
1957,7.951533653738352e-09,7.951533653738352e-09
1958,0.0,1.4062814024384807e-08
1959,7.750747821333448e-10,1.6276571201956358e-08
1960,0.0,6.920833239831836e-09
1961,0.0,4.16889545107324e-09
1962,4.43936931660005e-09,7.610347907416326e-09
1963,6.466053248388448e-10,1.4225316924409981e-08
1964,0.0,1.034274621503073e-08
1965,2.188817349590977e-09,1.5321720781003023e-08
1966,2.215629901769489e-09,8.308612464702492e-09
1967,3.451234853457663e-09,6.902469706915326e-09
1968,1.7965663401398047e-09,1.0779397818794223e-08
1969,9.083515606356229e-10,8.175163657142548e-09
1970,3.219107425067591e-09,1.7015283404475667e-08
1971,3.083038491169532e-09,1.798439086542203e-08
1972,5.130146862875051e-10,1.539044092169206e-08
1973,6.064523994098181e-09,9.923766697284009e-09
1974,5.625571675160757e-10,1.2376257352286757e-08
1975,0.0,9.709516746170266e-09
1976,0.0,9.712995741040231e-09
1977,2.3507127355770763e-09,9.990529292736028e-09
1978,0.0,8.316828115084718e-09
1979,3.5111840102075575e-09,8.777959692451986e-09
1980,5.685150683554241e-10,1.3644362084619388e-08
1981,6.325549528618524e-10,1.0120879245789638e-08
1982,1.8622506869903077e-09,1.6760255405756652e-08
1983,1.89459470334441e-09,1.3893695083311286e-08
1984,2.3196033982486597e-09,9.278413592994639e-09
1985,1.2031116103372597e-09,6.617113967877231e-09
1986,2.997242676272549e-09,1.6784559520033326e-08
1987,1.8332451112712533e-09,9.777306964053878e-09
1988,5.996553809062277e-10,7.795519785247507e-09
1989,1.0976244357863152e-09,1.2622680678475717e-08
1990,1.6345953479657283e-09,6.538381391862913e-09
1991,0.0,1.582595565707834e-08
1992,5.509944167592096e-10,8.264915862810085e-09
1993,3.323524566667402e-09,9.970573700002205e-09
1994,0.0,8.439882570598911e-09
1995,1.0844901643380922e-09,1.138714633697191e-08
1996,1.067618438099771e-09,9.60856638698715e-09
1997,4.79489448146353e-10,1.1507746755512471e-08
1998,2.86087753487152e-09,8.582632382569955e-09
1999,3.1991407301035224e-09,7.312321859131998e-09
2000,8.836062992401139e-10,3.092622158362701e-09
2001,1.7524847129024579e-09,8.762423675534592e-09
2002,4.38122149670761e-10,5.6955880012310445e-09
2003,3.333538334260311e-09,1.4584229823810801e-08
2004,1.3214374039449694e-09,1.4535810777260849e-08
2005,2.251874686720612e-09,1.5312748402607212e-08
2006,1.2353669198716943e-09,1.4824403926638752e-08
2007,0.0,1.757570977645173e-08
2008,8.514879357157668e-10,1.7881246705542253e-08
2009,3.814554005998616e-09,2.2887324035991696e-08
2010,5.196172381261022e-09,2.5980861906305108e-08
2011,1.911985902935953e-09,3.1738967010142005e-08
2012,1.0212758416727752e-09,3.710635354536862e-08
2013,3.0680376017500066e-09,3.486406185970736e-08
2014,3.897801192920269e-09,4.720670432334373e-08
2015,5.54143841924315e-09,4.3888192635677115e-08
2016,4.764082017771898e-09,4.619088400659166e-08
2017,5.534344982294215e-09,4.880286041952786e-08
2018,4.64663996169179e-09,5.9115588868507984e-08
2019,8.16316081397872e-09,6.02033125574053e-08
