year,certains_DET airs_NOUN,certains_DET pairs_NOUN
1800,5.345079756580162e-08,6.288328968651058e-09
1801,4.286128785224719e-08,2.3811825844433088e-09
1802,3.8043282302169246e-08,0.0
1803,2.145373079187607e-08,0.0
1804,4.943701981119375e-08,0.0
1805,6.254330742194725e-08,0.0
1806,5.4751712497136396e-08,0.0
1807,2.562259560079383e-08,0.0
1808,1.5862518409903714e-08,0.0
1809,3.6144488291256494e-08,0.0
1810,7.254392642153107e-08,0.0
1811,6.267691787797958e-08,0.0
1812,6.401299401659344e-08,0.0
1813,6.039057609541487e-08,0.0
1814,5.664018942752591e-08,0.0
1815,3.236668177919455e-08,2.697223555614414e-09
1816,3.708166040894412e-08,2.3176038865813098e-09
1817,4.981994838892945e-08,1.556873407970727e-09
1818,4.530047559292427e-08,2.384235475716423e-09
1819,4.0369095288816936e-08,1.9666995143552413e-08
1820,6.40789963313182e-08,1.6613073583471305e-08
1821,7.889190811738445e-08,2.9584463767662328e-09
1822,3.709477880420309e-08,9.023054303725075e-09
1823,5.830785232419089e-08,9.882686891060644e-10
1824,9.263223965660927e-09,4.210556348027694e-09
1825,8.717388766399381e-08,7.924898959288385e-09
1826,4.227832306469281e-08,3.3470339388941284e-08
1827,6.267745789045875e-08,7.373818444733615e-09
1828,9.814362300630819e-08,8.255071293206129e-09
1829,3.1720752247110795e-08,6.001223185059246e-09
1830,5.3227864116323076e-08,1.1480519201967354e-08
1831,3.585977337294821e-08,6.236482219534878e-09
1832,3.788391467196561e-08,2.570694179748756e-08
1833,6.139323005527331e-08,2.3167257001688313e-09
1834,2.333632664885954e-08,0.0
1835,8.092504089063368e-08,5.294161553592858e-09
1836,5.578222433966218e-08,7.392825018825988e-09
1837,4.800944708449606e-08,1.1828414692161004e-08
1838,5.2390943361402265e-08,5.049729523420865e-09
1839,5.243606460147987e-08,1.0487212542820146e-08
1840,3.0574503984137635e-08,5.095750932326837e-09
1841,3.980739915476761e-08,1.4125206782011901e-08
1842,7.714504501876718e-08,7.379091560011375e-09
1843,7.206431279493941e-08,8.860366662588604e-09
1844,3.622450606144412e-08,9.879410622914975e-09
1845,5.245414103072221e-08,1.0602432709561072e-08
1846,3.7468808500307205e-08,1.5221703009160592e-08
1847,3.343798660182529e-08,5.3932236454556914e-09
1848,5.148941845112276e-08,2.4135665133151463e-09
1849,6.116972728342773e-08,1.7596771817451895e-08
1850,1.6972489191857676e-08,6.788996032014438e-10
1851,4.192135261149588e-08,2.579775504329973e-09
1852,4.427170807730363e-08,1.3021090872200602e-09
1853,4.717826063149744e-08,2.388772735173461e-09
1854,6.702407073788663e-08,2.5978321716024766e-09
1855,7.058226003664458e-08,1.5920811335945473e-09
1856,1.2062850940353087e-07,2.5885946164372342e-09
1857,6.83411300883563e-08,4.881509085841174e-10
1858,4.355371774344974e-08,0.0
1859,6.517981887554924e-08,6.619825576592575e-09
1860,4.76027130491552e-08,1.373155145145688e-09
1861,8.488734426492783e-08,3.301174722469824e-09
1862,5.2408641426637814e-08,2.2589932147099034e-09
1863,4.395266284262789e-08,9.989241656072068e-10
1864,2.8768367688059016e-08,1.1507346853179001e-08
1865,4.7539127800977354e-08,1.0355057256106193e-08
1866,5.741423336758089e-08,9.731225825149181e-10
1867,5.774845668327089e-08,7.76449837758264e-09
1868,7.311013483501938e-08,3.951899252285784e-09
1869,6.78809173315642e-08,0.0
1870,4.759260452402714e-08,1.7202146374017957e-09
1871,3.611200227737754e-08,1.274541272522356e-08
1872,4.5959778094406545e-08,7.2568073772316666e-09
1873,3.890902922076833e-08,0.0
1874,6.691562060012757e-08,0.0
1875,8.639505710839046e-08,4.577221712764867e-09
1876,3.506688606158548e-08,9.673623679873344e-09
1877,5.442638051356141e-08,1.2369632429454214e-08
1878,8.273551527215872e-08,4.22736201599605e-09
1879,3.54340856656421e-08,4.27652757650776e-09
1880,4.171599954361227e-08,0.0
1881,3.834879180875106e-08,0.0
1882,4.3260003357303844e-08,0.0
1883,4.486730742492284e-08,1.8958017378167824e-09
1884,9.572460513140868e-08,5.281357573494461e-09
1885,5.220965038077452e-08,3.86738152613475e-09
1886,5.227305832633533e-08,0.0
1887,3.395040937270721e-08,1.3057849024278312e-08
1888,4.56524276160053e-08,3.804368819970705e-09
1889,6.578393474399036e-08,5.6386229019267375e-09
1890,2.4251230357208442e-08,1.9663159989136147e-09
1891,2.549687994068961e-08,3.1871101313640793e-09
1892,3.886477561998447e-08,6.268512375839919e-10
1893,3.6334658393144537e-08,6.158416498980301e-09
1894,4.7891699495039575e-08,6.301539290376468e-10
1895,7.643640276278063e-08,0.0
1896,4.8355637716213096e-08,1.7691086373616827e-09
1897,3.379493884736462e-08,0.0
1898,3.5647635066027306e-08,5.6583548957434e-10
1899,4.0351322283527224e-08,0.0
1900,3.218453115128028e-08,1.5573159428683425e-09
1901,4.079779380994353e-08,5.588738916095792e-10
1902,2.553347622225033e-08,1.9641135939885146e-09
1903,3.1321277793594504e-08,3.2401321625741275e-09
1904,2.956043942958786e-08,5.374625189347171e-10
1905,5.522012180847469e-08,2.0643036169332163e-09
1906,3.96102199928805e-08,5.144184522798412e-10
1907,5.502842537197239e-08,0.0
1908,4.9605030305599485e-08,0.0
1909,3.355600064480768e-08,3.300590190047359e-09
1910,5.6647995627656655e-08,0.0
1911,3.245428181752885e-08,9.044636151145369e-09
1912,3.4903122170248935e-08,0.0
1913,4.45451151520615e-08,0.0
1914,4.218948390644073e-08,0.0
1915,1.5314990053916233e-08,7.0684572639478915e-09
1916,1.8678685265172135e-08,7.69122365795738e-09
1917,3.180263163926611e-08,0.0
1918,4.020231791912465e-08,2.2972752589112133e-09
1919,4.235610151503977e-08,2.762354567309444e-09
1920,5.149117443536966e-08,0.0
1921,5.906743028027961e-08,0.0
1922,3.6889677090812256e-08,0.0
1923,3.715581753382935e-08,0.0
1924,4.640984829773487e-08,0.0
1925,4.289289479153524e-08,2.1996355847875293e-09
1926,4.346993875969929e-08,4.458455382660986e-09
1927,5.0171512722130274e-08,5.574612327308159e-09
1928,3.085031063942978e-08,4.5704163786908225e-09
1929,3.230717737778832e-08,0.0
1930,7.562594328547334e-08,3.1510811737689437e-09
1931,3.763767875142321e-08,1.1405356659111021e-09
1932,4.822196164600001e-08,0.0
1933,3.900024991843054e-08,5.735331320977366e-09
1934,6.47005329312833e-08,1.1981580172459871e-09
1935,4.308582113310422e-08,0.0
1936,6.062357416070085e-08,0.0
1937,2.5182236296217297e-08,0.0
1938,4.6674770715071645e-08,1.1668692678767911e-08
1939,6.576441879957429e-08,0.0
1940,3.296517903095264e-08,2.5357829169792012e-09
1941,6.198155411141215e-08,0.0
1942,3.034211815133858e-08,0.0
1943,3.4838823381733164e-08,0.0
1944,4.177142187700156e-08,6.4263723231761105e-09
1945,4.35700817646989e-08,0.0
1946,7.378185173934071e-08,0.0
1947,2.7418003423207438e-08,0.0
1948,4.566192846056083e-08,0.0
1949,4.0249735766551e-08,2.9451024952109606e-09
1950,3.6160229699433444e-08,0.0
1951,7.462981543859826e-08,1.0661401761424827e-09
1952,3.479785237736621e-08,2.1089607837865287e-09
1953,3.986316254867006e-08,1.2928592640903958e-08
1954,7.03622600184417e-08,1.9545072227344917e-09
1955,4.411235776657918e-08,1.8771215692936494e-09
1956,5.1454737137746065e-08,0.0
1957,4.594219671361088e-08,3.5340151360863103e-09
1958,3.8052319517589694e-08,1.6544486891589827e-09
1959,5.348016118844612e-08,1.0851047393956037e-08
1960,3.4604168197560625e-08,8.305000021024966e-09
1961,3.335116538494276e-08,3.47407969059077e-09
1962,3.9320128486508565e-08,1.9025869213429303e-09
1963,4.267595066220764e-08,2.5864212993553792e-09
1964,2.433587364958356e-08,2.4335873316516654e-09
1965,3.228505507379964e-08,2.7360217424998723e-09
1966,4.2096966801352664e-08,5.539074754423723e-10
1967,3.9935716511507735e-08,9.860671168482327e-10
1968,7.231179299793666e-08,3.1439910674890825e-09
1969,2.725054604191257e-08,2.2708788183223305e-09
1970,4.000890863053996e-08,4.5987250119061684e-10
1971,4.624557869981061e-08,5.138397485282553e-10
1972,4.771036610229373e-08,7.695220183290274e-09
1973,4.520827223686297e-08,1.102640756478479e-09
1974,2.1377172254588572e-08,2.250228725575454e-09
1975,3.25554365687708e-08,6.282628195464213e-09
1976,2.456816594609279e-08,1.7140580621521906e-09
1977,1.9393379790955123e-08,1.1753563677885381e-09
1978,3.38613705963553e-08,1.1881182704343018e-09
1979,2.984506419778654e-08,2.3407893401383717e-09
1980,3.354238775621354e-08,2.8425753417771205e-09
1981,3.858585184701724e-08,2.5302198114474095e-09
1982,2.110550711975634e-08,2.483000915987077e-09
1983,2.77873914988902e-08,3.157657912922218e-09
1984,4.291266186839948e-08,5.799008495621649e-10
