year,les_DET airs_NOUN,les_DET paires_NOUN
1884,4.776327870104069e-06,2.8321279899046203e-07
1885,4.115538224880311e-06,2.3204288446265764e-07
1886,4.749103958090473e-06,2.2974330704528256e-07
1887,4.286238905137907e-06,2.2133054145001552e-07
1888,4.136617135941378e-06,1.965590499253267e-07
1889,4.393740184127637e-06,2.0173739656570433e-07
1890,3.71699246670687e-06,1.6320422879800844e-07
1891,3.5829491729089114e-06,2.4795716058179096e-07
1892,3.7648685022872996e-06,1.4354893274060032e-07
1893,3.584814301405004e-06,3.1531093469538973e-07
1894,3.7456348422892916e-06,1.953477219984734e-07
1895,3.4932039127966164e-06,2.900972226882459e-07
1896,3.2740304334311077e-06,1.8516671396184847e-07
1897,3.1312759176671534e-06,1.9519490201957979e-07
1898,3.361628749587453e-06,2.2237334817987175e-07
1899,3.362978596044286e-06,2.067314284204258e-07
1900,3.5008463044050586e-06,1.5728890812027885e-07
1901,3.4393098715668202e-06,2.0678333800816517e-07
1902,3.139144510555525e-06,8.858151829826966e-07
1903,3.284413992332702e-06,1.7550715192271582e-07
1904,2.8754244212336744e-06,1.5693906263436475e-07
1905,2.86680175776155e-06,2.1004289507686735e-07
1906,2.9651078818915266e-06,1.8673390123069566e-07
1907,3.1772486011050205e-06,2.519993280714061e-07
1908,3.5833495246606617e-06,2.0136694800498844e-07
1909,3.83418556992865e-06,1.5952852017164787e-07
1910,4.158283601896073e-06,1.6887515741359493e-07
1911,3.5673109337608366e-06,2.239877510135102e-07
1912,3.4496786867066476e-06,1.6618054132777615e-07
1913,3.7995920649791515e-06,2.2378615938123403e-07
1914,3.5224870913452833e-06,1.9554491359485837e-07
1915,3.3504486083302254e-06,1.3665683873398393e-07
1916,3.2621775183372392e-06,2.6699532895690936e-07
1917,3.5257055444049e-06,2.7087067877573645e-07
1918,3.842192910497033e-06,9.64855626506278e-08
1919,3.598427042561525e-06,1.7863225298953012e-07
1920,3.47338261974528e-06,1.9839247222819267e-07
1921,3.3978916675891924e-06,2.1733784905109133e-07
1922,3.2521939488106e-06,2.5084981203349344e-07
1923,3.3121758917786792e-06,2.3461244857969632e-07
1924,3.4781603801548044e-06,5.06640844832873e-07
1925,3.682189920084511e-06,2.232630151866033e-07
1926,3.2412969517281454e-06,2.173497009039238e-07
1927,3.245539367924266e-06,1.5943391318273825e-07
1928,3.1455890976417322e-06,1.668202038729305e-07
1929,3.111515525233699e-06,1.5930781671613659e-07
1930,3.3779589330151794e-06,2.1007207040568687e-07
1931,2.9756575230521776e-06,2.1898284963128845e-07
1932,2.972226369024611e-06,2.3453407926865566e-07
1933,2.59695791271497e-06,2.259720410791033e-07
1934,2.801293334186994e-06,2.6479293069314735e-07
1935,2.5468508866310913e-06,3.2793099080663524e-07
1936,3.1948622023492135e-06,3.067552682978203e-07
1937,2.445195036671066e-06,3.7017886356238705e-07
1938,2.598229063011104e-06,3.137581963130742e-07
1939,2.720811654199906e-06,3.2576328123923304e-07
1940,2.842612751408069e-06,3.7276010189657427e-07
1941,3.3233918941277807e-06,4.4862839132520094e-07
1942,3.5469934971388284e-06,2.9128433709502133e-07
1943,3.6464634760591252e-06,4.470982339910279e-07
1944,3.6148344975117652e-06,4.048614528073813e-07
1945,3.5596755836309057e-06,2.59241987876635e-07
1946,3.1893250564962727e-06,2.645009899993056e-07
1947,2.9229974742861486e-06,2.2411237132757833e-07
1948,3.0191232767151632e-06,3.968238999618734e-07
1949,2.5946352124606165e-06,3.2101617009061556e-07
1950,2.7098902108946277e-06,3.382045061783856e-07
1951,2.9883909462569136e-06,3.123790701664575e-07
1952,2.2639694776671604e-06,4.861154501156761e-07
1953,2.347617026998705e-06,3.7923871332168346e-07
1954,2.7832183491227624e-06,4.4855941183641335e-07
1955,2.5031416512888427e-06,5.340410957899167e-07
1956,2.667797218691703e-06,3.0349571744636705e-07
1957,2.60545267138923e-06,3.9227565906685413e-07
1958,2.5495054600810363e-06,3.9872214330216593e-07
1959,2.1237049807609765e-06,4.0381394939004167e-07
1960,2.7551836652150996e-06,3.9517956906820473e-07
1961,2.3227696104299866e-06,4.7316964213450774e-07
1962,2.598933818376281e-06,4.642311957070433e-07
1963,2.8651081862562933e-06,5.056453744600731e-07
1964,2.677554412855443e-06,4.1918541526797526e-07
1965,2.7135862268323763e-06,4.919367029287969e-07
1966,2.6227519995813964e-06,5.118104979828786e-07
1967,3.0997019209166865e-06,5.162061498253934e-07
1968,3.874295273931239e-06,4.477941608627134e-07
1969,2.6033354814103404e-06,4.428213813412185e-07
1970,2.76521328146373e-06,4.994215316855843e-07
1971,3.0943429010221735e-06,4.562897082394102e-07
1972,3.6531776146375705e-06,5.776545464186711e-07
1973,2.7147015728701263e-06,7.029334838648538e-07
1974,2.1073391138770603e-06,6.295014749468919e-07
1975,2.064700005632858e-06,5.76859477519065e-07
1976,2.120289774865114e-06,5.764948625142097e-07
1977,2.1050632454944207e-06,4.5427524497654304e-07
1978,2.7017809429707995e-06,5.340591613389734e-07
1979,2.590083479248051e-06,4.944917364468893e-07
1980,2.4861163652190044e-06,4.229752050832758e-07
1981,2.3834669704569933e-06,4.699883398018301e-07
1982,2.230976434702825e-06,4.5811367499482003e-07
1983,2.3897155401186865e-06,5.639577054239453e-07
1984,2.6808815292156396e-06,4.6160107558534946e-07
1985,2.4356993861829324e-06,4.794399757201973e-07
1986,2.50089924236363e-06,5.784678549503042e-07
1987,2.3923847791706976e-06,5.243080849481885e-07
1988,2.2888845663260327e-06,4.6233430950337606e-07
1989,2.4295917810945866e-06,4.3465927745955923e-07
1990,2.481860441605477e-06,3.8086071540988087e-07
1991,2.812917117012148e-06,4.1675018991327306e-07
1992,2.4552311685965833e-06,3.9891995839980154e-07
1993,2.629461711478598e-06,5.605677699804801e-07
1994,2.501897675699638e-06,3.8717960748613223e-07
1995,2.6591697732669672e-06,4.0017685876136966e-07
1996,2.4144190717834135e-06,3.6726074625903493e-07
1997,2.427655047654298e-06,3.696863544178086e-07
1998,2.6777814383649456e-06,3.7048363310532295e-07
1999,2.632435851523951e-06,3.1123071053684725e-07
2000,2.6777688617585227e-06,3.459318698162406e-07
2001,2.6076973185240604e-06,3.741554905900557e-07
2002,2.7203005288356508e-06,4.3067408839192467e-07
2003,2.9714327283159037e-06,4.221092950729144e-07
2004,2.8291974274452514e-06,4.228599586042492e-07
2005,2.84321721011338e-06,4.819012069390283e-07
2006,3.0950060931900225e-06,4.488499989463435e-07
2007,3.3805279358034568e-06,4.102330315447489e-07
2008,3.5519819263640784e-06,4.138231339823051e-07
2009,3.661018190825871e-06,3.8908451926999987e-07
2010,4.531534784746327e-06,3.8924054379663175e-07
2011,4.854914891438966e-06,4.1643055936901874e-07
2012,6.316590933863608e-06,4.347230699863758e-07
2013,7.086329823380311e-06,3.472460825548751e-07
2014,6.7843399875755495e-06,2.882207432719497e-07
2015,7.366123313090611e-06,3.0278420126705896e-07
2016,8.214520626381727e-06,2.4503952111842864e-07
2017,7.32973659722802e-06,3.380981610234812e-07
2018,8.429521308528365e-06,3.541772422011036e-07
2019,8.10168209142148e-06,3.0433285047593017e-07
