year,petits_ADJ anneaux_NOUN,petits_ADJ panneaux_NOUN
1800,8.803660733747165e-08,6.288328968651058e-09
1801,1.5953923071521103e-07,2.1430643926123594e-08
1802,1.544109693440987e-07,0.0
1803,1.501761204281138e-07,1.1702034896643454e-08
1804,1.458392091535643e-07,4.449331569844617e-08
1805,1.051864728651708e-07,5.685755422035754e-09
1806,9.509508203109363e-08,0.0
1807,5.693910054560547e-08,5.97860605466849e-08
1808,9.290903024705699e-08,0.0
1809,2.078308103392601e-07,2.259030518203531e-09
1810,4.446240753352981e-08,0.0
1811,1.0529722516139373e-07,1.2535384286138651e-08
1812,1.0935553973467904e-07,1.3336041604361526e-08
1813,1.0640244352266848e-07,4.026038169513413e-08
1814,1.1642705599612668e-07,2.5173417128598885e-08
1815,4.8550024445148665e-08,1.3486118000116676e-08
1816,1.1356259221884102e-07,4.6352077731626196e-09
1817,7.940054302935096e-08,4.670620334934483e-09
1818,7.27191817873063e-08,8.344824387052086e-09
1819,5.4860564646652676e-08,1.6561680027393777e-08
1820,1.0323838495196469e-07,9.493184904840746e-09
1821,4.2404398215012407e-08,9.861488514673056e-09
1822,3.0076847679083585e-08,1.804610860745015e-08
1823,1.1958050549765176e-07,2.075364236020505e-08
1824,1.962119187126632e-07,3.3684450784221553e-09
1825,1.0742640199623565e-07,1.0566531649658373e-08
1826,1.1626539020426208e-07,4.403992281964975e-09
1827,9.95465511688387e-08,7.373818444733615e-09
1828,9.172300963200541e-08,6.420610709767516e-09
1829,1.0802202154991392e-07,1.5431716349212365e-08
1830,9.28878407524536e-08,8.349468672008697e-09
1831,1.4811645332457601e-07,2.182768810143898e-08
1832,1.569476495433264e-07,5.411987746839486e-09
1833,1.4016190164056752e-07,3.4750886612755494e-08
1834,9.427876079826092e-08,2.6136685704614138e-08
1835,8.621920244422654e-08,7.563087933704082e-09
1836,7.460032341866096e-08,8.064899859050456e-09
1837,1.029767844329399e-07,1.8090515752078318e-08
1838,1.7674052799065976e-07,7.574594285131298e-09
1839,1.2864313703175867e-07,1.4682098203877558e-08
1840,1.0509986053675036e-07,7.64362617644565e-09
1841,5.393260948949319e-08,2.5682194149112547e-08
1842,7.982835370512475e-08,1.7441490030023488e-08
1843,9.273850309909903e-08,2.008349753168659e-08
1844,5.872760600045268e-08,5.927646284931143e-08
1845,9.87700374821543e-08,2.511102614732863e-08
1846,1.1182097381379208e-07,6.088681203664237e-08
1847,8.790954719728461e-08,2.480882876909618e-08
1848,7.723412664972784e-08,6.355725190587691e-08
1849,6.284561493430374e-08,1.3407063903514427e-08
1850,6.992665646521345e-08,2.647708541303473e-08
1851,5.159551008659946e-08,3.676180071465751e-08
1852,8.528814277042329e-08,3.7761164861649377e-08
1853,8.420423824873069e-08,2.20961471342207e-08
1854,9.404152478964534e-08,2.5458755104068587e-08
1855,7.323573214534917e-08,5.466145225341279e-08
1856,4.918329921110853e-08,2.1226476576430287e-08
1857,1.318007463169124e-07,2.880090299584026e-08
1858,6.704335930862726e-08,3.131952652779546e-08
1859,9.52236405282747e-08,2.5460867192350634e-08
1860,1.6660949597735453e-07,5.996110985506675e-08
1861,7.875659235878629e-08,2.169343282787395e-08
1862,8.945612983701778e-08,4.879425219428413e-08
1863,4.6449972757045543e-08,3.845858032036631e-08
1864,9.205877660178885e-08,3.2604148714199255e-08
1865,8.331114209614299e-08,2.6829013677343028e-08
1866,1.1239566077847485e-07,2.3354942868536455e-08
1867,1.2811422678282725e-07,6.745408143160603e-08
1868,1.27448744446923e-07,4.544684273355415e-08
1869,1.3625017869500766e-07,3.5161338729494673e-08
1870,1.1410756828311719e-07,5.3326655091723296e-08
1871,7.965883241922711e-08,2.1242353653860846e-08
1872,9.373376175236814e-08,6.954439868422924e-08
1873,1.3348790162126534e-07,5.566984029314881e-08
1874,9.200898176686678e-08,7.408515045881359e-08
1875,1.9853699484428944e-07,6.694186538425129e-08
1876,1.1789728660005494e-07,9.492243435715864e-08
1877,1.1751150275074451e-07,7.421779457672528e-08
1878,1.1232704943964222e-07,7.246906363889138e-08
1879,1.0508039671730529e-07,4.459807456669296e-08
1880,9.883483187422826e-08,5.776061584583658e-08
1881,1.0807386502387217e-07,9.482610607847164e-08
1882,9.983077897679493e-08,5.523969548448804e-08
1883,1.2196323950774968e-07,7.899173937175874e-08
1884,1.0958816609729638e-07,1.0892799906514483e-07
1885,8.508239274229723e-08,7.476937469164113e-08
1886,1.1938908328623654e-07,1.026100733270141e-07
1887,1.429834447508327e-07,8.683469587822401e-08
1888,1.540769305474754e-07,6.721051448721482e-08
1889,9.961567570826446e-08,6.390439466485986e-08
1890,6.94764992204e-08,6.619930559281784e-08
1891,8.286486297137685e-08,5.16311828846483e-08
1892,6.268512087181932e-08,9.528138633640992e-08
1893,9.176040549618847e-08,6.897426629848269e-08
1894,8.128985884425788e-08,6.931693263823036e-08
1895,1.0833505825758039e-07,7.101964882849643e-08
1896,6.250850503874972e-08,5.89702899844724e-08
1897,6.758987824984075e-08,7.691262027265111e-08
1898,1.0637706959748527e-07,7.582195848954143e-08
1899,7.40695469403363e-08,1.2381775604808354e-07
1900,6.592637602498286e-08,9.032432757294373e-08
1901,5.588739082629246e-08,1.0562716568074393e-07
1902,9.771464776209271e-08,1.4632645672918443e-07
1903,8.91036342487439e-08,1.1448467063246426e-07
1904,8.706892895560259e-08,1.5210189019398968e-07
1905,6.296125898419547e-08,1.4088871580497653e-07
1906,8.745113966313056e-08,1.2397484283610538e-07
1907,1.038854348101026e-07,1.738281127927621e-07
1908,8.644044857675226e-08,1.3260751074994914e-07
1909,6.491160808863583e-08,1.1332026161881004e-07
1910,8.710965626601563e-08,1.1757131801459764e-07
1911,8.565802722682037e-08,1.1704823066338577e-07
1912,5.4177979436076384e-08,1.093978454491662e-07
1913,6.151468312509678e-08,1.0393859639634684e-07
1914,8.437896781288146e-08,1.1786269027425078e-07
1915,8.010918151057922e-08,2.9451904026700504e-08
1916,4.0653610255958483e-08,4.394984642885902e-08
1917,6.579854316957068e-08,6.799183438488399e-08
1918,3.216185273657857e-08,5.054005569604669e-08
1919,4.880159809594886e-08,1.261475262026579e-07
1920,4.997672808926268e-08,1.1964125690155925e-07
1921,7.269837670742518e-08,7.118382683302116e-08
1922,7.082818037629224e-08,1.2911387159419974e-07
1923,8.705077281234708e-08,8.280439800500972e-08
1924,4.898817351772777e-08,1.7532609319914627e-07
1925,7.478760721824074e-08,1.2207976851641433e-07
1926,8.805449169813073e-08,1.0811753980988215e-07
1927,1.0703256081434631e-07,1.371354727552898e-07
1928,4.34189573184085e-08,1.0854738974330758e-07
1929,6.795647777835256e-08,1.04719816818033e-07
1930,4.621585469877232e-08,1.8801449641614454e-07
1931,6.72916034005766e-08,1.0492928481653507e-07
1932,8.76762911161677e-08,9.644391951724174e-08
1933,7.455930273181366e-08,9.291236580111217e-08
1934,6.589868917217245e-08,3.834105655187159e-08
1935,8.018750463634206e-08,9.694310421082264e-08
1936,7.517323297179246e-08,7.517323297179246e-08
1937,3.399602022113868e-08,1.1080184236789137e-07
1938,7.130867629712156e-08,6.093650739558143e-08
1939,6.72938256229827e-08,9.023489866422096e-08
1940,7.60734906180005e-08,1.0396709626547818e-07
1941,1.151085982087352e-07,1.328176182369134e-07
1942,9.406056733496371e-08,7.282108072104165e-08
1943,2.6129117713935557e-07,9.00002916637277e-08
1944,8.354284375400312e-08,4.177142187700156e-08
1945,7.189063477852642e-08,4.357008265287732e-08
1946,4.733175362758857e-08,8.213451252458981e-08
1947,5.7220179483508105e-08,7.510148947176276e-08
1948,5.544662795564648e-08,8.480072466454658e-08
1949,4.0249735766551e-08,7.166416082782234e-08
1950,6.806631636102622e-08,7.87016745107394e-08
1951,6.929911222641749e-08,7.462980988748313e-08
1952,6.326882129314981e-08,7.4868104604775e-08
1953,4.417269394707546e-08,7.110725874781565e-08
1954,5.6680709681344865e-08,9.967986613901303e-08
1955,5.255940394022218e-08,1.0981160869505402e-07
1956,3.401245152190313e-08,1.0029312846882021e-07
1957,5.8311247386200193e-08,1.1485548867540274e-07
1958,7.527741208157579e-08,7.196851470325782e-08
1959,4.4954337696800906e-08,1.1238584107786664e-07
1960,6.505583072247134e-08,7.128458179295194e-08
1961,9.588459909393166e-08,9.380015342230763e-08
1962,6.405376007379004e-08,8.054284705849568e-08
1963,3.491668898458755e-08,1.513056417934422e-07
1964,3.772060352957851e-08,1.0342746037395045e-07
1965,5.5267637577571804e-08,1.0123279992058087e-07
1966,4.542041442956446e-08,7.533141399562737e-08
1967,3.993571717764155e-08,5.8177960227112635e-08
1968,3.27873341532392e-08,9.342144835500221e-08
1969,5.6771971901348195e-08,8.538504658872625e-08
1970,4.87464845433383e-08,6.530189722298019e-08
1971,4.007949894191398e-08,7.861748230197918e-08
1972,5.489257048907348e-08,8.567345588517128e-08
1973,4.520827051601728e-08,6.505580785187703e-08
1974,3.656621588854492e-08,6.581918654546826e-08
1975,3.426888239843606e-08,6.168398414274634e-08
1976,3.0853044452605616e-08,7.541855495674099e-08
1977,8.109958821167496e-08,8.462566114531e-08
1978,3.8019783099585425e-08,1.003959937406762e-07
1979,4.915657714210653e-08,8.192762379621854e-08
1980,3.752199534412526e-08,1.0688083307286433e-07
1981,4.491140259688109e-08,8.855769095816868e-08
1982,5.028076677238147e-08,7.573152771556124e-08
1983,4.862793323567871e-08,9.725586380682216e-08
1984,5.3350879547497954e-08,9.33640365019528e-08
1985,3.308556983938615e-08,9.38427078267523e-08
1986,4.016305155118971e-08,9.531231626169756e-08
1987,2.8720838707307905e-08,9.105117015906217e-08
1988,2.818380373525997e-08,9.294658553926638e-08
1989,3.183110985904847e-08,7.024796389032417e-08
1990,2.397406362319998e-08,9.80757164370516e-08
1991,3.458264430378222e-08,1.0023105545542421e-07
1992,4.8487507842143174e-08,8.540413176660877e-08
1993,3.0465642453236796e-08,1.0247534021345928e-07
1994,3.375953006035104e-08,7.912390032061012e-08
1995,4.771756678678685e-08,7.482982056217224e-08
1996,2.7224270615633372e-08,8.113899951922576e-08
1997,3.4523239378358994e-08,7.240290500476476e-08
1998,3.003921378308405e-08,7.104512889100079e-08
1999,1.5081663917726473e-08,6.581089451174194e-08
