year,tes_DET hommes_NOUN,tes_DET pommes_NOUN
1800,1.1633408414368773e-07,0.0
1801,6.429192933588013e-08,7.143547753329926e-09
1802,5.147032311469957e-08,4.475680270843441e-09
1803,5.265915703489554e-08,3.900678446910888e-09
1804,3.2134061411781545e-08,0.0
1805,4.8328920421170096e-08,2.842877711017877e-09
1806,4.8988375134229045e-08,0.0
1807,3.701041695336471e-08,0.0
1808,3.17250354875398e-08,4.5321479902327155e-09
1809,4.743963999409573e-08,6.7770915546105925e-09
1810,3.2761774626521856e-08,9.360507036149102e-09
1811,4.512738049911036e-08,2.5070767684098882e-09
1812,3.7340915692851695e-08,2.6672082320544632e-09
1813,5.7514832008109806e-08,0.0
1814,5.97868634599763e-08,0.0
1815,4.315557644574142e-08,0.0
1816,5.5622495054308274e-08,0.0
1817,6.383181005986671e-08,0.0
1818,8.583247712579123e-08,1.1921177378582115e-09
1819,8.90190277047509e-08,0.0
1820,7.238553401123227e-08,4.746592452420373e-09
1821,1.0946251638443982e-07,1.2819935113483893e-08
1822,1.3434325296657335e-07,2.0051231786055723e-09
1823,8.202630330522709e-08,2.9648061783404955e-09
1824,1.0694813301626027e-07,0.0
1825,5.0191026890189505e-08,0.0
1826,8.279505481212368e-08,4.403992281964975e-09
1827,3.133872894522938e-08,9.217273055917019e-10
1828,1.2566052465246003e-07,7.3378408349533686e-09
1829,8.230249326501848e-08,0.0
1830,8.55820561085352e-08,0.0
1831,7.483779085326603e-08,3.1182412207897414e-09
1832,6.900284710287252e-08,4.058990921151917e-09
1833,7.992703565662396e-08,2.3167257001688313e-09
1834,8.214387525740108e-08,9.334530925997342e-10
1835,9.832014313815307e-08,1.5126175867408165e-09
1836,1.0081125045857675e-07,6.720750067579218e-10
1837,5.7750495718877914e-08,0.0
1838,9.405121126349059e-08,1.8936485712828244e-09
1839,6.921560258277282e-08,1.3982950353153e-09
1840,8.853867239366764e-08,0.0
1841,9.309795645506824e-08,2.5682194149112547e-09
1842,9.726984062652377e-08,4.024959032733477e-09
1843,1.2050098452398572e-07,1.8902115428431898e-08
1844,1.0592923610497351e-07,9.879410178825765e-09
1845,1.0100212799457609e-07,1.6740683839167048e-09
1846,1.1533367683114193e-07,7.610851948669506e-09
1847,7.92803849236634e-08,2.1572894581822766e-09
1848,6.436177713009528e-08,8.045221711050488e-10
1849,5.86559036896972e-08,0.0
1850,9.029364544943519e-08,4.073397619208663e-09
1851,1.0899551483589676e-07,9.674158363282004e-09
1852,8.593920330923766e-08,1.3021090872200602e-09
1853,1.0450880338908064e-07,1.1943863675867306e-09
1854,1.0651111903570154e-07,1.0391328908454511e-09
1855,7.907336296852918e-08,1.5920811335945473e-09
1856,1.097564146235186e-07,1.5531567143511893e-09
1857,9.421312308077745e-08,6.345961978126979e-09
1858,1.0032036135143585e-07,1.4681028059904122e-09
1859,1.0438955300173802e-07,3.5645213447565993e-09
1860,9.886717222684638e-08,2.746310290291376e-09
1861,8.771692439069056e-08,1.0846716413936974e-08
1862,6.008921760169983e-08,3.162590411776023e-09
1863,9.339941087205261e-08,3.4962345796252237e-09
1864,9.014088675485254e-08,5.274200631788517e-09
1865,1.3979328095103938e-07,2.824106559717876e-09
1866,1.6299802751973402e-07,2.919367858567057e-09
1867,9.754151086838192e-08,2.426405742994575e-09
1868,5.680855075240743e-08,0.0
1869,6.250904682758573e-08,3.4184634012390802e-09
1870,7.511603605792061e-08,1.1468097582678638e-09
1871,8.284517960532867e-08,1.1683295220166201e-08
1872,7.317280559249184e-08,1.2094678591978436e-09
1873,5.4472640065306166e-08,2.9930022904522957e-09
1874,8.244960492120867e-08,1.7923826867161097e-09
1875,7.78127713374488e-08,5.721527140956084e-10
1876,5.1995725947051596e-08,2.418405919968336e-09
1877,6.246664163711557e-08,3.092407996341251e-09
1878,4.7708800354762104e-08,6.039088673581716e-10
1879,6.96463070548603e-08,1.221865053580018e-09
1880,7.7014155275279e-08,3.8507077526617195e-09
1881,4.60185487494158e-08,3.486253785656146e-09
1882,6.056400492226999e-08,7.986462158271479e-09
1883,8.341527202304633e-08,0.0
1884,9.70449445247823e-08,6.601696966868076e-10
1885,6.574548561122384e-08,5.156508664505566e-09
1886,8.776710780367125e-08,1.9360391623202133e-09
1887,4.5702473139286326e-08,3.264462256069578e-09
1888,8.433017217868155e-08,1.268122939990235e-09
1889,7.894072018288512e-08,1.8795410228200637e-09
1890,7.144281211068915e-08,1.3108772956016423e-09
1891,7.712805949466883e-08,1.2748440081367107e-09
1892,9.026658087663009e-08,3.761107425503951e-09
1893,5.357822319140837e-08,1.2316833108982905e-09
1894,9.389293298411872e-08,9.452309157609307e-09
1895,5.537125469246007e-08,0.0
1896,4.5407123616669764e-08,1.769108692872834e-09
1897,5.0692408937180744e-08,5.826713556089658e-10
1898,5.8281056869446957e-08,1.6975064687230201e-09
1899,5.030096517089078e-08,7.185851913504848e-09
1900,5.191053320530159e-08,4.15284251431558e-09
1901,4.750428006516927e-08,5.588739027118095e-09
1902,3.338992948798136e-08,3.928227076954727e-09
1903,3.780154300692118e-08,4.320176216765503e-09
1904,6.073326375144461e-08,5.912087708281888e-09
1905,4.954328663986374e-08,1.0321518084666081e-09
1906,5.247068290969992e-08,1.5432553568395235e-09
1907,5.708556249928165e-08,3.0857059130084963e-09
1908,4.2237946029644036e-08,7.858222517143076e-09
1909,5.4459738496603904e-08,7.701377091606787e-09
1910,5.9320070633361865e-08,8.016225794271747e-09
1911,5.533189195716659e-08,3.7242620098965062e-09
1912,6.772247296282785e-08,2.0837684910901544e-09
1913,5.3560196722202136e-08,2.6514948570088848e-09
1914,1.0246018167237025e-07,0.0
1915,9.071186379827623e-08,5.890381071793627e-09
1916,1.681081673865492e-07,7.69122365795738e-09
1917,5.373547939946377e-08,5.483212106582869e-09
1918,1.1830967583392749e-07,6.89182577673364e-09
1919,9.852397431231452e-08,9.207848372660976e-10
1920,6.739286284584978e-08,1.514446346106979e-09
1921,7.194110041019997e-08,0.0
1922,7.525493916915593e-08,0.0
1923,1.1996021642701749e-07,3.1847844361720945e-09
1924,1.2504876023555767e-07,5.156649773851996e-09
1925,6.818870001978894e-08,7.698724546756353e-09
1926,9.5856790283122e-08,3.343841648018042e-09
1927,8.138934459722691e-08,1.1149225209727831e-08
1928,1.0740478462167857e-07,4.570416489713125e-09
1929,8.243900406768034e-08,7.798284462623428e-09
1930,7.982739003153938e-08,3.1510811737689437e-09
1931,6.044838940510999e-08,1.1405356659111021e-09
1932,7.342889762895766e-08,7.6716757391182e-09
1933,9.291236091613087e-08,2.294132506186486e-08
1934,7.907842913823515e-08,5.990790086229936e-09
1935,8.018750374816364e-08,3.590485242455088e-09
1936,1.0184760368403545e-07,2.424942913137329e-09
1937,1.0072894829349366e-07,1.0072894296442314e-08
1938,6.093650739558143e-08,7.779128452511941e-09
1939,4.7411557346777045e-08,0.0
1940,1.2932492499118098e-07,2.5357829169792012e-09
1941,7.378756272657938e-08,2.3612020783048138e-08
1942,8.49579322448335e-08,2.730790527039062e-08
1943,8.709705756615449e-08,2.6129116648121453e-08
1944,1.8957797820462474e-07,9.639558484764166e-09
1945,1.2853173503302173e-07,2.178504043826024e-09
1946,1.2668204618648815e-07,4.1763312808029696e-09
1947,1.0013531959174315e-07,2.3841741914054637e-09
1948,1.1524201148915836e-07,9.784699050996437e-09
1949,8.8353074190195e-08,3.9268033269479474e-09
1950,7.551106673275854e-08,4.2541445921528975e-09
1951,1.0768015501483319e-07,4.264560704569931e-09
1952,8.857635158676658e-08,1.898064672101185e-08
1953,1.1420257095551278e-07,1.0773827163745864e-08
1954,6.840775412797484e-08,7.818028668893362e-09
1955,8.82247128686231e-08,3.754243138587299e-09
1956,8.982775767663043e-08,1.744228317335228e-08
1957,1.03369938386777e-07,5.3010225653515874e-09
1958,8.189520972479158e-08,4.9633461784992505e-09
1959,7.828255155217789e-08,3.100299128533379e-09
1960,8.304999887798203e-08,8.305000243069571e-09
1961,1.0283275742040132e-07,6.948159103625784e-09
1962,1.1542360578431499e-07,4.43936931660005e-09
1963,8.923153771434045e-08,7.1126584622049904e-09
1964,9.734349415424504e-08,9.734349326606662e-09
1965,7.934462864511715e-08,5.472043540510896e-09
1966,7.643923183309198e-08,9.416427415587236e-09
1967,9.367637288093533e-08,2.465167847631733e-09
1968,9.117574251149563e-08,4.042274071025531e-09
1969,8.129746742469024e-08,1.0446043141598693e-08
1970,9.105475262671803e-08,2.7592350626548523e-09
1971,8.272820117838364e-08,6.166076982339064e-09
1972,7.643919097688467e-08,3.5911026929902334e-09
1973,6.781240902142827e-08,3.307922269435437e-09
1974,8.832147679882496e-08,4.500457340128605e-09
1975,6.682431763493923e-08,3.998036124386317e-09
1976,6.45628523976427e-08,5.713526984862938e-09
1977,5.171568151496331e-08,5.289103488514968e-09
1978,7.188115436207454e-08,2.970295565063452e-09
1979,9.01203893732827e-08,8.777960247563499e-09
1980,6.537923491478637e-08,1.7055452605774235e-09
1981,7.211126540340729e-08,5.69299452024552e-09
1982,9.249178667403157e-08,7.449002858983533e-09
1983,7.388919698314567e-08,5.052252838311233e-09
1984,7.596701223633318e-08,6.958810083723677e-09
1985,8.181159216746892e-08,4.210890636180409e-09
1986,7.133437951445387e-08,2.3977941854269602e-09
1987,7.088547704370285e-08,1.8332451112712533e-09
1988,7.975416549399483e-08,4.197587721854745e-09
1989,9.165164005509041e-08,1.0976244468885454e-08
1990,7.846057714644417e-08,5.44865097484859e-09
1991,8.733583367614983e-08,5.2753188484189195e-09
1992,9.477103901645023e-08,2.2039776670368383e-09
1993,8.142635099517292e-08,5.539207315052863e-09
1994,8.334384116182036e-08,3.6924485691258724e-09
1995,9.76041150124729e-08,2.1689803286761844e-09
1996,9.288280367059087e-08,2.6690460952494277e-09
1997,8.77465695658941e-08,3.3564262480467733e-09
1998,1.0299158859083946e-07,4.291316191284977e-09
1999,1.0877078704396581e-07,5.941261621567051e-09
2000,7.819915737172778e-08,8.83606254831193e-09
2001,8.806235829439402e-08,5.257454194218525e-09
2002,1.2398857007767106e-07,3.504977197366088e-09
2003,1.0667322380975008e-07,2.9168459869666208e-09
2004,1.1276265565740573e-07,3.523833003171717e-09
2005,1.089907422091585e-07,4.503749484463526e-09
2006,1.2806638238771484e-07,3.294311934354255e-09
2007,1.6097751576182873e-07,1.997239706952314e-09
2008,1.3623806793816584e-07,2.554463751636149e-09
2009,1.5830399213712099e-07,4.76819250749827e-09
2010,2.4374772245039367e-07,5.668551850135373e-09
2011,2.6155968946284247e-07,7.647943611743813e-09
2012,3.0025508657161026e-07,7.489355802192676e-09
2013,3.9326662992777983e-07,1.2551063022225861e-08
2014,4.0472169615668463e-07,1.0394137023306271e-08
2015,3.9299882637067185e-07,1.263447996224798e-08
2016,3.912761297186762e-07,1.1806638472444675e-08
2017,4.608600079336611e-07,1.0314006815281829e-08
2018,4.6827805633142816e-07,1.2907333535316923e-08
2019,4.469330434631047e-07,1.530592608212089e-08
