year,beaux_ADJ anneaux_NOUN,beaux_ADJ panneaux_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,1.5664880947952042e-08,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,2.842877711017877e-09,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,4.518061036407062e-09,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,3.1466771410748606e-09,0.0
1815,0.0,0.0
1816,1.0660977523002657e-07,0.0
1817,4.670620334934483e-09,0.0
1818,0.0,0.0
1819,5.175524897538253e-09,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,1.0025615893027862e-09
1823,0.0,0.0
1824,1.3473780313688621e-08,0.0
1825,1.4088708866211164e-08,0.0
1826,1.7615968683770689e-09,4.403992281964975e-09
1827,1.1060727445055818e-08,0.0
1828,0.0,5.503380862137419e-09
1829,9.430493719264632e-09,0.0
1830,1.2524203008013046e-08,0.0
1831,0.0,0.0
1832,6.764984572527055e-09,2.705993873419743e-09
1833,0.0,0.0
1834,0.0,4.667265685043276e-09
1835,1.5126175867408165e-09,1.5126175867408165e-09
1836,2.688300027031687e-09,4.032449929525228e-09
1837,6.957890930081589e-10,0.0
1838,5.680945491803868e-09,3.1560809521380406e-09
1839,4.194885327990505e-09,6.9914751765765e-10
1840,6.369688665408546e-10,5.095750932326837e-09
1841,0.0,6.420548537278137e-10
1842,2.0795621225033756e-08,0.0
1843,5.31621990873532e-09,8.269675610961258e-09
1844,1.6465684371524958e-09,1.6465684371524958e-09
1845,7.812318791877715e-09,6.696273757711424e-09
1846,1.1709002656346001e-09,2.9272506640865004e-09
1847,3.775256551818984e-09,0.0
1848,7.24069959545659e-09,0.0
1849,2.513824481908955e-09,1.75967720394965e-08
1850,4.073397619208663e-09,6.1100964288129944e-09
1851,1.3543821175687754e-08,3.8696632564949596e-09
1852,2.6042181744401205e-09,5.208436348880241e-09
1853,5.971931837933653e-10,5.971931837933653e-09
1854,5.7152309551611324e-09,0.0
1855,6.8990182455763716e-09,6.8990182455763716e-09
1856,1.0354378465748937e-09,8.28350277259915e-09
1857,1.1715622250108026e-08,4.393358121745905e-09
1858,2.5936483183386372e-08,4.893676019968041e-10
1859,1.018434669930457e-09,2.5460866748261424e-09
1860,8.238931314963338e-09,3.661747127736703e-09
1861,4.2443675241088386e-09,9.431927461278633e-10
1862,1.8071945717679228e-08,3.162590411776023e-09
1863,3.995696662428827e-09,6.493007020935693e-09
1864,3.16452037907311e-08,4.794728170054441e-09
1865,1.0825742080555756e-08,1.4120533187167439e-08
1866,6.3252967308358166e-09,2.432806400776144e-09
1867,1.3102591012170706e-08,1.164674756637396e-08
1868,2.7169306804353255e-08,8.397785578040384e-09
1869,2.24641887314192e-08,2.441759683335931e-09
1870,8.601073631098188e-09,4.013834153937523e-09
1871,1.5931766128574054e-08,1.805600113868877e-08
1872,1.8142017887967654e-09,1.8142017887967654e-09
1873,1.1972009161809183e-08,5.387403856360606e-09
1874,5.974609140757536e-10,1.3144139998644278e-08
1875,1.0298748520654044e-08,1.3159512590732447e-08
1876,6.04601479992084e-09,1.0278225381910033e-08
1877,3.0924081073635534e-09,1.1751150275074451e-08
1878,2.294853729267743e-08,1.268208649207736e-08
1879,1.649517855639715e-08,6.109325489944695e-09
1880,1.9253539207397807e-08,1.4119262203848848e-08
1881,4.8807553554297556e-09,5.5780060570498335e-09
1882,6.655385131892899e-10,2.6621540527571597e-09
1883,1.2638677659992936e-08,2.338155447034751e-08
1884,2.0465261485469455e-08,7.2618666635548834e-09
1885,6.445635580831777e-09,1.2246707647989297e-08
1886,9.680196200179125e-09,5.808117542471791e-09
1887,1.2404957061562527e-08,7.834709769838355e-09
1888,8.876860135842435e-09,7.60873763994141e-09
1889,1.0024218788373673e-08,2.8819629349641218e-08
1890,5.243509182406569e-09,1.9007721618891082e-08
1891,1.3385862196457765e-08,1.529812720946211e-08
1892,1.0656471260972467e-08,1.6924984080901595e-08
1893,2.463366621796581e-09,9.23762488724833e-09
1894,4.411077725308132e-09,2.5836310868498913e-08
1895,1.2037228991346183e-09,1.2037228991346183e-08
1896,7.076434549446731e-09,9.435246361988447e-09
1897,1.631479840114025e-08,1.1653426668090106e-08
1898,4.52668391659472e-09,2.1501747937691107e-08
1899,1.2160672469008205e-08,1.713549302451156e-08
1900,3.633737311048435e-09,2.0245106924221545e-08
1901,6.147612641171918e-09,2.0678333711998675e-08
1902,1.3257766440233354e-08,1.915010727771005e-08
1903,9.720396931811592e-09,2.052083658554693e-08
1904,3.2247751136083025e-09,2.364835083312755e-08
1905,2.0643036169332163e-09,3.302885787093146e-08
1906,3.600929110447737e-09,1.2346042410626978e-08
1907,8.228549397415463e-09,1.9542804707839423e-08
1908,1.0313916831705683e-08,1.817213934884876e-08
1909,6.0510818578052294e-09,1.1552065082298668e-08
1910,1.2825961626106164e-08,1.7101282168141552e-08
1911,7.448523575703803e-09,1.755723388896513e-08
1912,4.688478938419394e-09,1.927485904218429e-08
1913,1.060597942803554e-09,1.7499866444836698e-08
1914,1.0045115850232378e-08,2.4108278040557707e-08
1915,3.534228465440492e-09,2.0027295377644805e-08
1916,2.197492410260793e-09,1.0987461607214755e-08
1917,1.0966424435210342e-09,1.5352993543160665e-08
1918,3.44591288836682e-09,1.4932290071101306e-08
1919,7.366278698128781e-09,3.6831394822911534e-08
1920,1.514446346106979e-09,3.407504323149624e-08
1921,8.330022005509363e-09,2.120369302360814e-08
1922,4.426761179843197e-09,1.0329110011753073e-08
1923,8.492758496458919e-09,9.554353752605493e-09
1924,6.445812328337297e-09,3.609654797287476e-08
1925,1.0998177923937646e-09,1.3197813508725176e-08
1926,8.916910765321973e-09,3.901148559748435e-08
1927,5.574612327308159e-09,3.4562596340492746e-08
1928,5.713020723163709e-09,1.82816659588525e-08
1929,8.912325100141061e-09,2.785101571589621e-08
1930,1.470504518152893e-08,2.8359728787563654e-08
1931,0.0,1.0264820993199919e-08
1932,8.767629289252454e-09,3.287861094491973e-09
1933,1.9500125958415992e-08,1.1470662641954732e-08
1934,9.585264137967897e-09,1.7972370258689807e-08
1935,5.98414207075848e-09,2.154291145473053e-08
1936,6.0623572828433225e-09,1.576212937948185e-08
1937,7.554670666820584e-09,1.0072894518486919e-08
1938,9.075650453382877e-09,2.463390735840676e-08
1939,1.5294050470515685e-09,0.0
1940,5.0715658339584024e-09,2.5357829613881222e-08
1941,0.0,1.4757512545315876e-08
1942,1.517105907566929e-08,2.1239483061208375e-08
1943,0.0,2.0322646676618206e-08
1944,9.639558484764166e-09,3.2131861615880553e-09
1945,2.178504043826024e-09,6.535512131478072e-09
1946,2.7842208538686464e-09,1.5313215584455975e-08
1947,1.1920870957027319e-09,2.3841741914054637e-09
1948,2.174377566888097e-09,1.522064252412747e-08
1949,5.890204768377316e-09,5.890204768377316e-09
1950,2.1270722960764488e-09,1.0635361036293034e-08
1951,6.396841278899501e-09,6.396841278899501e-09
1952,6.326882129314981e-09,1.0544804140977249e-08
1953,1.0773827385790469e-09,5.386913581872932e-09
1954,9.772536113672459e-10,6.840775057526116e-09
1955,4.6928039232341234e-09,1.1262729415761896e-08
1956,9.593255967388359e-09,1.657016923672927e-08
1957,1.7670075402875796e-09,1.1485549400447326e-08
1958,8.272243445794913e-10,8.272243334772611e-09
1959,7.750747821333448e-10,9.300897829689347e-09
1960,6.920833350854139e-10,9.689166802218097e-09
1961,2.08444772553662e-09,1.876002997391879e-08
1962,7.610347907416326e-09,1.0781326054143392e-08
1963,0.0,8.405868889838075e-09
1964,0.0,6.083968440151466e-09
1965,5.47204326295514e-09,1.91521518644322e-08
1966,5.539074976468328e-09,1.495550172592175e-08
1967,2.465167847631733e-09,6.902469706915326e-09
1968,5.838840522187638e-09,1.0330256650092906e-08
1969,2.7250546263957176e-09,8.175163657142548e-09
1970,2.7592350626548523e-09,7.3579600190498695e-09
1971,3.5968783507200897e-09,1.3873672877195986e-08
1972,1.5390440033513642e-09,8.721249500354133e-09
1973,3.3079223804577396e-09,3.3079223804577396e-09
1974,0.0,6.750686232237513e-09
1975,1.7134440533084216e-09,6.8537762132336866e-09
1976,2.285410749536254e-09,7.998937512354587e-09
1977,2.3507127355770763e-09,9.402850942308305e-09
1978,5.940591352171509e-10,8.910887139279566e-09
1979,2.3407893401383717e-09,7.022368020415115e-09
1980,2.8425752862659692e-09,7.390696055153967e-09
1981,6.325549528618524e-10,8.855769451088236e-09
1982,6.207502289967692e-10,1.0552754226011984e-08
1983,0.0,5.68378455412244e-09
1984,1.1598016991243298e-09,9.858314165001048e-09
1985,4.210890747202711e-09,1.5038894574104233e-08
1986,1.1988970927134801e-09,7.1933827783254856e-09
1987,1.2221633705067347e-09,1.3443797186596385e-08
1988,1.798966087207532e-09,1.3792074149421296e-08
1989,1.0976244357863152e-09,4.390497743145261e-09
1990,1.6345953479657283e-09,9.262707045820662e-09
1991,5.861465202094962e-10,9.37834432335194e-09
1992,2.2039776670368383e-09,5.509944056569793e-09
1993,1.661762283333701e-09,5.539207315052863e-09
1994,3.6924485691258724e-09,3.164955852952289e-09
1995,0.0,4.337960657352369e-09
1996,5.338092190498855e-10,6.939520069693117e-09
1997,4.315404922294874e-09,5.274384040632185e-09
1998,2.3840645013706308e-09,6.675381136744818e-09
1999,0.0,2.7421207526856506e-09
2000,8.836062992401139e-10,2.6508188977203417e-09
2001,0.0,7.886181485616817e-09
2002,2.1906108038649563e-09,3.9430991805033955e-09
2003,1.2500769308587678e-09,3.333538334260311e-09
2004,1.3214374039449694e-09,4.845270407116686e-09
2005,4.5037495954858286e-10,3.1526248278623825e-09
2006,8.235779835885637e-10,6.58862386870851e-09
2007,1.1983438685803094e-09,1.2782334302130494e-08
2008,8.514879357157668e-10,1.2772319202269955e-08
2009,4.76819250749827e-10,1.0966842545201416e-08
2010,1.4171379625338432e-09,8.97520635589899e-09
2011,0.0,1.1089518636708817e-08
2012,1.7021263287730903e-09,1.599998711299122e-08
2013,2.2313000336282585e-09,9.483025031897796e-09
2014,4.547434873103384e-09,7.57905826986871e-09
2015,1.994917786518613e-09,1.0639562120218216e-08
2016,3.72841224560716e-09,1.118523584864306e-08
2017,1.0062445321423752e-09,7.798394818792076e-09
2018,2.8396134332808742e-09,6.711813327342497e-09
2019,2.04079020349468e-09,1.0459049626376782e-08
