year,des_DET heures_NOUN,des_DET peurs_NOUN
1800,2.3549791023924627e-06,4.087413785214267e-08
1801,2.2525988185861934e-06,1.4287095950749062e-08
1802,2.4728134633278387e-06,5.370816325012129e-08
1803,2.6310076215452227e-06,3.315576790896557e-08
1804,2.6597115940774074e-06,3.460591457837836e-08
1805,2.623976036453257e-06,6.538618890772341e-08
1806,1.982588401006069e-06,0.0
1807,2.4284527051499083e-06,1.9928686256776018e-08
1808,1.8219235426997216e-06,2.7192887941396293e-08
1809,2.32228342866847e-06,2.259030518203531e-09
1810,2.5086159176623823e-06,2.3401266702194334e-08
1811,1.9881119452946905e-06,1.7549536934780008e-08
1812,1.9950717073946578e-06,1.600324850414836e-08
1813,2.1136700425472554e-06,1.7254450312975678e-08
1814,2.0799535551674353e-06,1.8880061958270744e-08
1815,1.8071397676067136e-06,2.6972236000233352e-08
1816,2.3894497065413134e-06,0.0
1817,2.397584971447486e-06,2.1796227045456362e-08
1818,2.3437034504247833e-06,2.741870730460505e-08
1819,2.0774556901415053e-06,1.0351049795076506e-08
1820,2.045781245740841e-06,2.610625848831205e-08
1821,1.944685505073096e-06,4.930744257336528e-09
1822,1.9429644169122184e-06,3.107940926838637e-08
1823,2.2848772847083865e-06,2.668325471688604e-08
1824,1.8913819666011022e-06,6.06320114115988e-08
1825,2.2718042700375918e-06,4.3146670236637874e-08
1826,2.128009109370055e-06,2.290075862276808e-08
1827,1.8849323497605042e-06,1.8434546333878643e-08
1828,2.1664974845236884e-06,1.7427371545863934e-08
1829,2.183587898052508e-06,1.457439946506156e-08
1830,2.654087417397477e-06,1.878630406793036e-08
1831,2.6084088347033685e-06,3.274153215215847e-08
1832,3.0442431562249794e-06,5.547287429408243e-08
1833,2.8623144956441138e-06,2.0850531967653296e-08
1834,2.7200823495832083e-06,3.173740381612333e-08
1835,2.9957392371215974e-06,5.294161553592858e-08
1836,2.4927262263219063e-06,4.032450107160912e-08
1837,2.7539332023707175e-06,4.453050195252217e-08
1838,2.414401979677905e-06,2.651107955387033e-08
1839,2.7050017266105897e-06,3.0063343814390464e-08
1840,2.5784500454761883e-06,1.0191501864653674e-08
1841,2.5258439055875215e-06,2.118781061710706e-08
1842,2.699405934336596e-06,3.4212153110502186e-08
1843,2.875484394593286e-06,3.839492279666956e-08
1844,2.625727660188204e-06,2.195424464446205e-08
1845,2.6595366673376475e-06,3.738752596404993e-08
1846,2.6064239122547406e-06,4.2152407786488766e-08
1847,2.4382764065578044e-06,2.3190860787281053e-08
1848,2.588952249027443e-06,2.172209789819135e-08
1849,3.0442415095421893e-06,1.4245005175439474e-08
1850,2.5214331245138055e-06,2.7834882843080777e-08
1851,2.484968650406927e-06,2.7087642351375507e-08
1852,2.832738427827053e-06,1.5625309046640723e-08
1853,3.0474769117105893e-06,4.41922942684414e-08
1854,2.976076665106575e-06,2.182179059673217e-08
1855,3.109334354434168e-06,3.290301009428731e-08
1856,2.9442674023272275e-06,2.5368226352906476e-08
1857,3.2130092968429835e-06,3.563501588255136e-08
1858,3.044355846526514e-06,3.327699715782728e-08
1859,3.415320758648477e-06,2.1387128512628806e-08
1860,3.455773875060686e-06,2.8836257826014844e-08
1861,3.1691275950151976e-06,1.8392257716826066e-08
1862,2.979160109717327e-06,2.981871105589562e-08
1863,3.0921697469210585e-06,5.8437063188421234e-08
1864,3.0556801693393254e-06,3.212467802882202e-08
1865,3.1088706595738813e-06,1.7415324293779122e-08
1866,3.1047475790302315e-06,3.795178216137174e-08
1867,2.914598486114528e-06,3.979305418511103e-08
1868,3.055312191690973e-06,3.359114231216154e-08
1869,3.3876972995727783e-06,5.274200631788517e-08
1870,3.2770088651545848e-06,3.383088831299119e-08
1871,3.3350496453365963e-06,8.496941816815706e-09
1872,3.233512231304303e-06,3.084143074261192e-08
1873,3.1689908084331364e-06,3.292302608315367e-08
1874,3.3230775962067582e-06,2.8678122987457755e-08
1875,3.2189312584307572e-06,4.2339301842275745e-08
1876,2.9486413737345174e-06,6.166935406781704e-08
1877,3.1777585363101934e-06,6.246664374653932e-08
1878,2.9821019609244104e-06,3.01954443671093e-08
1879,3.0345019546018648e-06,3.787781821529279e-08
1880,2.9515674633273647e-06,3.016387850607316e-08
1881,3.4625471769800242e-06,5.229380761750946e-08
1882,3.6564686780593547e-06,3.7935693475432686e-08
1883,3.285424282850613e-06,5.1186646032874705e-08
1884,3.7378807924426383e-06,6.073561298336472e-08
1885,3.435523783679173e-06,7.476937652350912e-08
1886,3.5332713714808506e-06,4.5174246565693466e-08
1887,3.699941471424495e-06,4.113222473733913e-08
1888,3.6521939819067484e-06,6.784457795561138e-08
1889,3.5065970003245184e-06,4.573549716724301e-08
1890,3.7799147882822126e-06,4.1948073459252555e-08
1891,3.425505781251559e-06,3.569563256089481e-08
1892,3.7786592699262656e-06,4.952124621482312e-08
1893,4.073176580021709e-06,4.926733160326435e-08
1894,3.7456349843978387e-06,5.230277722034771e-08
1895,4.044509104517147e-06,8.004757034996146e-08
1896,4.268269385931944e-06,1.014288981693312e-07
1897,4.092683738576852e-06,6.351118109204634e-08
1898,4.201328568598228e-06,4.9793523970720344e-08
1899,4.42593216476439e-06,6.246163586354214e-08
1900,4.090030834902336e-06,6.800279850338597e-08
1901,4.435782168243918e-06,6.594711976504186e-08
1902,4.214496627241715e-06,5.155798077360885e-08
1903,4.368777979379956e-06,8.046328070498987e-08
1904,4.37924476415219e-06,6.772028005030961e-08
1905,4.335553477119447e-06,4.489860438994242e-08
1906,4.750140192300023e-06,5.24706820215215e-08
1907,4.5154166521399475e-06,6.37712602724605e-08
1908,4.506199438480962e-06,5.795439017575177e-08
1909,4.822162161133292e-06,6.381140593703094e-08
1910,5.071064457240482e-06,7.214603670036013e-08
1911,4.7670551452938525e-06,6.012022601975531e-08
1912,4.8744554632662584e-06,5.1052328586820295e-08
1913,5.0659459560620235e-06,4.825720623102825e-08
1914,4.794868349478065e-06,4.085013838306395e-08
1915,5.749011760869394e-06,4.5944971382994026e-08
1916,6.325481916036324e-06,5.164107186317324e-08
1917,6.6675859429210504e-06,5.592876350934972e-08
1918,6.55068026844674e-06,3.6756403254400993e-08
1919,6.531126732767234e-06,1.031279022734033e-07
1920,5.645855850389125e-06,2.4231141093622455e-08
1921,5.474338976796389e-06,4.619375815195781e-08
1922,5.71642426194785e-06,4.4267614240922626e-08
1923,5.690148363157732e-06,8.598917977664655e-08
1924,5.695519533333027e-06,6.316896161706609e-08
1925,5.689357326588151e-06,7.918688127439566e-08
1926,5.4203669392904885e-06,5.795991953050361e-08
1927,6.861232847654719e-06,1.0480271539492492e-07
1928,5.83185140001774e-06,7.084145314806278e-08
1929,5.362991522872562e-06,4.344758353092004e-08
1930,4.933542548712921e-06,6.722306622464203e-08
1931,4.688742041736305e-06,3.877821352915589e-08
1932,4.71150480052529e-06,4.712600820688806e-08
1933,5.14573912013816e-06,4.244145102028085e-08
1934,4.888484532727944e-06,4.31336868444987e-08
1935,5.1643147997992855e-06,3.949533766700597e-08
1936,5.006294795606436e-06,4.7286388138445545e-08
1937,6.11802430228181e-06,6.421470288842102e-08
1938,5.716362942109754e-06,8.038432619539293e-08
1939,5.599151677415648e-06,5.047036566452334e-08
1940,4.531443998700979e-06,3.0429394115571995e-08
1941,5.7141090721302135e-06,6.788455708672814e-08
1942,5.670941959579068e-06,3.034211815133858e-08
1943,6.558408493617662e-06,6.387117679196308e-08
1944,6.43922496834648e-06,6.105053529381621e-08
1945,7.404735441696175e-06,8.278315277721049e-08
1946,6.555447928491276e-06,7.378185085116229e-08
1947,6.290643685957775e-06,6.556479092978407e-08
1948,5.540313846807976e-06,9.132385669907706e-08
1949,5.039070581247529e-06,7.755436515211045e-08
1950,5.537832883817373e-06,5.424034488221707e-08
1951,5.388272445117082e-06,5.330700858507953e-08
1952,5.220732273159001e-06,7.275914926108129e-08
1953,5.284562291762995e-06,4.094054362191457e-08
1954,5.487278823324004e-06,7.329402418321251e-08
1955,5.0503956856573495e-06,7.226917952962708e-08
1956,5.512633585169624e-06,7.500181564701336e-08
1957,4.9485046051955806e-06,6.272876762469792e-08
1958,5.075848697799756e-06,6.121460249808308e-08
1959,4.988381185455637e-06,7.518225741964812e-08
1960,5.442543432820912e-06,8.443416477099674e-08
1961,5.399414371609623e-06,8.198827994299052e-08
1962,5.385589581408112e-06,8.117704269894332e-08
1963,5.284705430597114e-06,7.306639993043262e-08
1964,4.959651061398063e-06,7.726640122163175e-08
1965,4.688993893608995e-06,7.715581418210604e-08
1966,5.513594825146129e-06,9.028691616563833e-08
1967,5.266091338995693e-06,9.318334215357993e-08
1968,5.445392559977336e-06,1.0060771615805209e-07
1969,4.899194170349119e-06,8.629339814936188e-08
1970,4.508130274416544e-06,8.737577483763914e-08
1971,4.9477628039085175e-06,9.608803397398447e-08
1972,4.5335107436983435e-06,7.797823253774538e-08
1973,4.469554127695119e-06,9.26218264307721e-08
1974,4.519021651105959e-06,8.607124901693908e-08
1975,4.238489438534998e-06,1.0623353130512214e-07
1976,4.464550016791691e-06,1.0627160107468114e-07
1977,4.215415792430122e-06,9.050244220709658e-08
1978,4.656235709887824e-06,1.0752470680497339e-07
1979,4.315830278045496e-06,1.4571413675668055e-07
1980,4.8915038135532996e-06,1.3701213452677052e-07
1981,4.873836132901488e-06,1.3852953184567696e-07
1982,4.63514189164016e-06,1.4835930128853647e-07
1983,5.007414252133913e-06,1.5030452527042826e-07
1984,5.09964811357122e-06,1.403360054830216e-07
1985,5.179395248688934e-06,1.3775627905054932e-07
1986,5.080925717493301e-06,1.4686488825077504e-07
1987,4.900264215734751e-06,1.6499205290898544e-07
1988,5.262575637487998e-06,1.5770936534487134e-07
1989,5.320185540114153e-06,1.6409485414925484e-07
1990,5.2868259423632935e-06,1.9233737846846566e-07
1991,5.071339884921144e-06,2.198049395829571e-07
1992,5.447130593694283e-06,2.3747859145828443e-07
1993,5.40737430299032e-06,2.7308292871452977e-07
1994,5.563464949176478e-06,2.922309203512441e-07
1995,5.097645985330246e-06,2.8793213591171707e-07
1996,5.158198472798858e-06,2.615665168903547e-07
1997,5.272465802619308e-06,2.9344753027515935e-07
1998,5.531029728444992e-06,3.1708059999857596e-07
1999,5.296406030197431e-06,3.1900004060503306e-07
2000,5.560092816381257e-06,3.260507184243977e-07
2001,5.1190076977292165e-06,3.2902901736520107e-07
2002,5.749038820113128e-06,3.522502058928012e-07
2003,6.153295146305027e-06,4.2960976287531594e-07
2004,5.981266248511474e-06,4.4312199953822073e-07
2005,5.882797697864817e-06,4.197494734015095e-07
2006,6.603860022380559e-06,4.4802642218400024e-07
2007,7.389787150202665e-06,4.3180323494595996e-07
2008,8.06103648542944e-06,4.295756586003563e-07
2009,8.882666094223168e-06,4.529782771101054e-07
2010,1.1456615455429642e-05,5.205619793002825e-07
2011,1.2645110377462743e-05,5.495047901149519e-07
2012,1.4487478403601983e-05,5.855314793024036e-07
2013,1.4833403257696887e-05,5.187772327275297e-07
2014,1.6890472469555107e-05,5.446094561989412e-07
2015,1.5244275668457874e-05,4.863166420676635e-07
2016,1.5063820901772829e-05,5.196992436395931e-07
2017,1.5955014126767253e-05,6.515433277343163e-07
2018,1.7644840477615276e-05,6.461410979596849e-07
2019,1.6865345208394444e-05,6.584099221385031e-07
