year,mes_DET heures_NOUN,mes_DET peurs_NOUN
1868,1.9463104472539072e-07,6.915823469455518e-09
1869,2.4417595978487583e-07,1.953407657850903e-09
1870,1.38763975421341e-07,5.734048791339319e-10
1871,1.9542966533947492e-07,6.37270636261178e-09
1872,2.1528527827108235e-07,4.23313739617015e-09
1873,2.131017637907462e-07,4.788803575905831e-09
1874,2.4197166936801295e-07,4.779687312606029e-09
1875,2.2485601530730648e-07,9.7265964171811e-09
1876,3.162065769224398e-07,2.418405919968336e-09
1877,2.0904677899835633e-07,6.184816214727107e-09
1878,1.8781565502834496e-07,1.8117265465633636e-09
1879,2.3337622945263092e-07,6.109325489944695e-09
1880,2.265499663423043e-07,1.2835692508872398e-09
1881,2.3288175809987877e-07,0.0
1882,2.2095878327021978e-07,0.0
1883,1.9905917758578084e-07,4.423537369735442e-09
1884,2.310593911758474e-07,0.0
1885,1.5211699561090697e-07,1.2891271383708158e-09
1886,1.819876882525051e-07,9.68019553404531e-09
1887,2.134958294597311e-07,1.0446279397058333e-08
1888,2.2572588553870787e-07,5.07249175996094e-09
1889,1.9923134386701236e-07,1.3156787215251597e-08
1890,2.241600230434848e-07,1.3108772956016423e-09
1891,2.0206278017464996e-07,3.187110020341777e-09
1892,1.9933869688237849e-07,2.5074049503359674e-09
1893,1.7674655450328203e-07,3.695050043717174e-09
1894,2.3000618254442884e-07,6.9316934414587195e-09
1895,2.768562805677277e-07,9.027921521465032e-09
1896,2.1877977995909959e-07,2.948514543632541e-09
1897,1.8878552632273227e-07,2.330685422435863e-09
1898,2.093591349172641e-07,2.26334195829736e-09
1899,2.669820347023233e-07,2.7637891975018647e-09
1900,2.117949740032543e-07,6.22926377147337e-09
1901,1.5872018438445323e-07,6.14761275219422e-09
1902,1.4338028186955398e-07,1.9641135384773634e-09
1903,1.598465193541898e-07,1.6200660812870638e-09
1904,1.5263935893017333e-07,5.374625189347171e-09
1905,1.6617643777694369e-07,2.0643036724443675e-09
1906,2.829301459783551e-07,3.6009290549365858e-09
1907,2.44799348236846e-07,8.228549119859707e-09
1908,1.7779228111969303e-07,1.080505640516094e-08
1909,2.3379179497906577e-07,9.901770070541716e-09
1910,2.81102315091708e-07,5.878565634276356e-09
1911,2.032382947492195e-07,4.788336727123976e-09
1912,1.8962293191204793e-07,5.730363294986773e-09
1913,2.2696795665133607e-07,3.181793939432964e-09
1914,2.0960808377878948e-07,4.018046340092951e-09
1915,1.8967026615968052e-07,7.068456930880984e-09
1916,1.5162697253323643e-07,3.2962386153911893e-09
1917,1.7546279407198995e-07,3.289927441585405e-09
1918,2.0675477507836604e-07,3.44591288836682e-09
1919,2.26513067025369e-07,5.524709134618888e-09
1920,2.1353693080428116e-07,3.028892692213958e-09
1921,1.976487059018872e-07,6.058197943303867e-09
1922,2.1322234111664784e-07,5.902348387820666e-09
1923,2.399204332981242e-07,6.369568872344189e-09
1924,2.6169997846547943e-07,1.0313299547703991e-08
1925,2.9255152123042194e-07,6.598906754362588e-09
1926,2.652780834999646e-07,1.1146138456652466e-09
1927,3.077186199185178e-07,1.1149225098705529e-08
1928,2.765101863033692e-07,2.2852082448565625e-09
1929,2.2726429604880138e-07,0.0
1930,2.3633107382181606e-07,4.201441416995522e-09
1931,1.9160999187306516e-07,3.4216069977333063e-09
1932,2.0603928763129886e-07,7.6716757391182e-09
1933,2.580899030046879e-07,3.4411986593596566e-09
1934,1.8451633110316834e-07,2.3963160344919743e-09
1935,1.7593377688029932e-07,1.795242621227544e-08
1936,2.679561883489612e-07,0.0
1937,1.7879387070873776e-07,0.0
1938,2.1133298966358183e-07,7.779128452511941e-09
1939,1.8964622849892976e-07,1.5294050470515685e-09
1940,1.3439649393376385e-07,1.0143131667916805e-08
1941,2.0660517563442227e-07,8.854508237732261e-09
1942,2.0936061218002067e-07,3.034211770724937e-09
1943,2.0032322911589517e-07,0.0
1944,2.0243073173276116e-07,6.4263723231761105e-09
1945,2.701345063194083e-07,6.535512131478072e-09
1946,3.0348008639435875e-07,1.6705325123211878e-08
1947,3.2305558961276404e-07,4.7683483828109274e-09
1948,2.652740702657752e-07,6.523132700664291e-09
1949,1.983035655683807e-07,1.3743811311250909e-08
1950,2.4780392937628903e-07,1.0635361036293034e-08
1951,2.622704813326493e-07,1.4925962688039363e-08
1952,2.2354983586492239e-07,9.49032352703938e-09
1953,2.165539290110985e-07,1.723812381726475e-08
1954,2.2965459312018766e-07,1.07497895029951e-08
1955,2.0460624483575884e-07,1.1262729415761896e-08
1956,1.8663242884464637e-07,1.2209598665435806e-08
1957,1.7139972774415924e-07,1.0602045463770082e-08
1958,2.1673277772471522e-07,9.099467845885556e-09
1959,2.02294522910762e-07,2.4027317579999874e-08
1960,2.3254000058869906e-07,1.6609999708983025e-08
1961,2.1608775280235193e-07,2.779263708063695e-08
1962,2.1816329992541128e-07,1.9660065575521912e-08
1963,2.0497389086049367e-07,1.2932106940866106e-08
1964,2.5552666710337846e-07,1.4601523545820783e-08
1965,2.0082399615484192e-07,2.5171399631318536e-08
1966,2.0716140014531703e-07,2.0494577035456985e-08
1967,2.5834957928516644e-07,2.810291277466348e-08
1968,2.456804503170318e-07,1.886394726535734e-08
1969,2.1119174009598396e-07,2.634219598007803e-08
1970,1.8808785734458766e-07,1.5635665207014426e-08
1971,2.348247609695875e-07,1.3359833350712336e-08
1972,2.005887482781077e-07,1.1286323320369718e-08
1973,1.8855157646324727e-07,2.4258097364171505e-08
1974,1.642666954126959e-07,9.563471792262135e-09
1975,1.51925378943929e-07,1.0851811893530794e-08
1976,2.165426626898892e-07,2.7996280793640693e-08
1977,1.5103329770171925e-07,1.645498992619565e-08
1978,2.0257416899482905e-07,2.8514837713267127e-08
1979,1.6268485891757223e-07,4.1549010676433795e-08
1980,1.6714342360169e-07,3.2973874741770715e-08
1981,1.8154326669739262e-07,2.593475367795861e-08
1982,1.5208380022002643e-07,3.7865763635736016e-08
1983,1.503045268247405e-07,3.410270821291306e-08
1984,1.9078737906186305e-07,6.146949127483481e-08
1985,1.6723251283767837e-07,3.188245756291508e-08
1986,1.552571682328363e-07,4.31602960038191e-08
1987,1.6682530434852794e-07,3.910922874439393e-08
1988,1.577093650673156e-07,3.897759981441595e-08
1989,1.5805792219492076e-07,3.7319231149801624e-08
1990,1.6291465926299153e-07,3.759569289218945e-08
1991,1.6646561740163435e-07,3.927181835283733e-08
1992,1.6529832641554165e-07,4.7385519508225116e-08
1993,1.77808559542747e-07,5.48381540177445e-08
1994,1.651052047302315e-07,6.435410404570518e-08
1995,1.5453984153479539e-07,5.747797793276277e-08
1996,1.7562323928466128e-07,6.93951975883067e-08
1997,1.448058128961094e-07,8.103371929024661e-08
1998,1.9740055656747302e-07,5.9601616864135565e-08
1999,1.8874930513002042e-07,7.175215765986565e-08
2000,1.8688273351052942e-07,5.566719751826099e-08
2001,1.86639629168317e-07,8.98148395656051e-08
2002,1.7831571896831377e-07,9.68249933563925e-08
2003,1.762608449196179e-07,9.708930726048948e-08
2004,1.894060176477197e-07,1.2245319958026357e-07
2005,1.7609660218909085e-07,9.23268670405264e-08
2006,2.0260019029105791e-07,1.0665334748694022e-07
2007,2.4046767116425727e-07,1.6776813893670806e-07
2008,2.7247613967884554e-07,1.839213887855351e-07
2009,2.765551756489515e-07,1.821449524541663e-07
2010,3.8168246474512557e-07,2.5839147355100067e-07
2011,3.4071589444240047e-07,3.2274323746861455e-07
2012,4.1191456498501644e-07,3.891060806893165e-07
2013,4.523960927538262e-07,3.9242988680854296e-07
2014,4.755317581373042e-07,4.5041259078004714e-07
2015,5.022760085626743e-07,4.936313544590121e-07
2016,5.532549455511404e-07,4.971216043259119e-07
2017,4.7218025456263746e-07,7.088992877157807e-07
2018,5.908977176449781e-07,7.852822001552795e-07
2019,5.397889933922428e-07,8.132548714456789e-07
