year,anciens_ADJ airs_NOUN,anciens_ADJ pères_NOUN
1800,3.144164484325529e-09,8.174827570428533e-08
1801,9.524730337773235e-09,5.9529565277216534e-08
1802,4.475680270843441e-09,2.528759353026544e-07
1803,4.290746247193056e-08,1.8723256545172262e-07
1804,1.4831105232815389e-08,2.175228814849106e-07
1805,5.685755422035754e-09,1.5635827566029548e-07
1806,5.76333825108577e-09,3.659719709503406e-07
1807,2.8469551160981155e-09,1.822051274302794e-07
1808,1.8128591960930862e-08,3.580396850111356e-07
1809,0.0,3.546677902477313e-07
1810,6.786367379163494e-08,3.650597761861718e-07
1811,7.521229861140455e-09,4.788516747566973e-07
1812,2.6672083208723052e-08,3.7607635761105485e-07
1813,1.4378708002027452e-08,2.760711979021835e-07
1814,3.1466772298927026e-08,2.7061423679697327e-07
1815,2.697223555614414e-09,6.257558382571915e-07
1816,6.952811659743929e-09,6.512467223274143e-07
1817,2.1796227045456362e-08,6.710124509368143e-07
1818,1.5497530370112145e-08,6.401672294487071e-07
1819,5.175524897538253e-09,4.854642554619204e-07
1820,2.4919611263385377e-08,5.150052686531126e-07
1821,1.3806083387635226e-08,4.565869176076376e-07
1822,1.9048670196752937e-08,6.195830621891218e-07
1823,1.087095569118901e-08,7.293422896736956e-07
1824,2.7789671008804362e-08,4.614769721911216e-07
1825,2.1133063299316746e-08,3.5662043273987365e-07
1826,1.9377566218281572e-08,3.4703458595686243e-07
1827,1.1060727445055818e-08,3.7790819362726324e-07
1828,1.559291185060374e-08,4.6411843612759185e-07
1829,1.8860987438529264e-08,4.981015280236534e-07
1830,5.322786122974321e-08,5.521086094972816e-07
1831,4.677361609140007e-09,5.846702180178909e-07
1832,4.058990921151917e-09,2.5165743267052676e-07
1833,1.2741991128883967e-08,3.9847681421179004e-07
1834,1.4001796166951408e-08,3.547121849578616e-07
1835,3.554651328840919e-08,4.885754947281384e-07
1836,1.8146025126952736e-08,1.0054242238766165e-06
1837,2.2265251753417203e-08,3.694640184903619e-07
1838,5.870310459954453e-08,4.178651238362363e-07
1839,4.4046294611632675e-08,5.48830811908374e-07
1840,6.369688665408546e-09,6.305991746557993e-07
1841,1.0914932957462042e-08,9.58587875743433e-07
1842,6.037438549100216e-09,5.011074080130129e-07
1843,1.7720733325177207e-08,1.2794369581570209e-06
1844,2.5796238034558883e-08,8.940866180751073e-07
1845,1.1160455670733427e-08,5.792276454030798e-07
1846,2.1661655580373917e-08,9.010077519633342e-07
1847,9.168480197274675e-09,5.355471159873559e-07
1848,8.84974404868899e-09,8.873879764337289e-07
1849,7.54147322368226e-09,3.284730532016056e-07
1850,1.3577992064028876e-08,7.223491778063362e-07
1851,2.1283147688677673e-08,1.0138517438917916e-06
1852,1.9531636752390114e-08,8.834810429902973e-07
1853,2.329053394589664e-08,6.097342293287511e-07
1854,3.221311928314208e-08,7.7051704039377e-07
1855,7.429711956774554e-09,7.758742341934521e-07
1856,1.2425253714809514e-08,7.651885880477494e-07
1857,2.001418764052687e-08,5.926151871449292e-07
1858,1.7127865348243176e-08,4.888782285661364e-07
1859,2.2405561850291633e-08,5.70323436477338e-07
1860,2.013960886948496e-08,4.91131842750292e-07
1861,8.017138064531082e-09,6.508029812835048e-07
1862,2.2589931703009825e-08,6.691137741654529e-07
1863,2.996772441310469e-09,7.012447795773369e-07
1864,1.2945765348604255e-08,5.542705352468147e-07
1865,5.177528628053096e-09,5.991812770389515e-07
1866,2.0435575009969398e-08,5.673304883657693e-07
1867,2.814630661873707e-08,4.06180308942794e-07
1868,2.420538258718352e-08,4.589143003386198e-07
1869,2.0999133099053324e-08,4.878635522231889e-07
1870,9.747882501187632e-09,5.091835362236452e-07
1871,1.2745412503178954e-08,2.2941742372495355e-07
1872,1.3304146229131675e-08,3.743303125247621e-07
1873,8.979006316245375e-09,2.32256972765299e-07
1874,3.465273329394947e-08,2.186706886675438e-07
1875,4.577221712764867e-09,3.307042781841574e-07
1876,3.264847947548333e-08,2.3095776668924373e-07
1877,3.772737733331866e-08,3.0924078942007327e-07
1878,3.019544392302009e-08,2.9349971697456567e-07
1879,1.9549840857280287e-08,2.8225082360222586e-07
1880,7.059631101924424e-09,2.900866604704788e-07
1881,1.1853263259808955e-08,2.8378106264881353e-07
1882,1.1979693681496428e-08,4.15961579847135e-07
1883,2.717315822353683e-08,1.8262889156517303e-07
1884,2.178559910248623e-08,2.0069158068736215e-07
1885,1.6114089618213256e-08,2.3591026732106002e-07
1886,4.58195934527339e-08,2.007027237738157e-07
1887,2.6768591565584643e-08,1.4690080263335403e-07
1888,1.7119660356001987e-08,2.1241059755539027e-07
1889,1.4409814674820609e-08,2.3368960633263214e-07
1890,1.2453334363726754e-08,1.900772019780561e-07
1891,8.286486163910922e-09,1.4660706604274765e-07
1892,5.01480967862733e-09,2.450988283442257e-07
1893,5.542574899042307e-09,1.4410695037270216e-07
1894,3.150769600779313e-08,1.5375756134972107e-07
1895,7.824199066419624e-09,1.522709460743954e-07
1896,7.076434549446731e-09,1.9931957950802826e-07
1897,1.4566783779201842e-08,1.4858120067628988e-07
1898,7.3558613644664206e-09,2.2124167031734032e-07
1899,2.3768587098516036e-08,1.7467147372940417e-07
1900,9.34389543516545e-09,1.9985553834089842e-07
1901,1.1736351446245408e-08,1.766041481943148e-07
1902,9.820567470342212e-09,1.9788443594848104e-07
1903,9.180374460626695e-09,1.852275612890253e-07
1904,6.449550227216605e-09,1.7951247421876815e-07
1905,1.3934049469810361e-08,1.8011048474875224e-07
1906,9.773950537805831e-09,1.4043623686177398e-07
1907,2.3657079850636364e-08,1.4039961904188658e-07
1908,7.367083831866239e-09,1.4537711301443323e-07
1909,1.320236009405562e-08,1.314735058599581e-07
1910,2.3514263869373053e-08,1.51773885015416e-07
1911,1.5429085564733214e-08,1.484384313243936e-07
1912,1.4586379215586476e-08,1.302355290278001e-07
1913,2.333315407554437e-08,1.5007461406923994e-07
1914,2.0090231700464756e-08,1.587128277691363e-07
1915,1.4136913861761968e-08,1.1073915828774261e-07
1916,9.888715624128963e-09,2.0216929641492243e-07
1917,6.57985488317081e-09,7.018511638534619e-08
1918,8.040463406189247e-09,9.303964887408256e-08
1919,8.287063479883727e-09,1.1786046272277417e-07
1920,1.8930579770426448e-08,1.249418204452013e-07
1921,1.5145495524393482e-08,1.264648785692657e-07
1922,1.2542490601674672e-08,1.298516618675194e-07
1923,1.1677542488541803e-08,1.3057616499168034e-07
1924,7.734974438733389e-09,1.1860294346632827e-07
1925,1.6497267552040284e-08,1.0998177923937646e-07
1926,1.0031524944054127e-08,1.448997970499022e-07
1927,2.4528294062520217e-08,1.505145368341232e-07
1928,1.9424270192303084e-08,1.4853852992047223e-07
1929,8.912325322185666e-09,1.425971980495433e-07
1930,1.575540553577781e-08,2.2372675179127555e-07
1931,2.737285687004487e-08,1.6765873667168307e-07
1932,1.6439305028370654e-08,1.413780212899951e-07
1933,1.1470662641954732e-08,1.0323595844852207e-07
1934,9.585264137967897e-09,1.07834219775782e-07
1935,9.574627313213568e-09,9.81399308486175e-08
1936,9.699771208460106e-09,1.1760972906671441e-07
1937,8.813782592653752e-09,1.0198805799888078e-07
1938,7.779128452511941e-09,8.816345697937322e-08
1939,1.070583532936098e-08,9.63525215169625e-08
1940,7.607348528892999e-09,1.242533644862931e-07
1941,2.6563522936839945e-08,2.0070217132683865e-07
1942,1.517105907566929e-08,1.3957374278561474e-07
1943,1.7419411690866582e-08,1.654844092868757e-07
1944,1.2852744646352221e-08,3.052526782454379e-07
1945,8.714016175304096e-09,7.189063344625879e-08
1946,2.7842208538686464e-09,1.3085837835546954e-07
1947,2.3841741914054637e-09,1.3112957741867604e-07
1948,2.174377566888097e-09,1.3046265578964267e-07
1949,8.835307596655184e-09,1.2369430546499416e-07
1950,9.571825110299415e-09,1.2230665902279725e-07
1951,9.595261474260042e-09,8.848963117813469e-08
1952,7.381362854275153e-09,9.384875454543362e-08
1953,1.0773827385790469e-09,1.0558350593825594e-07
1954,1.07497895029951e-08,1.5733782987581435e-07
1955,4.6928039232341234e-09,1.295213873930834e-07
1956,5.232684729961079e-09,1.0203735634206623e-07
1957,1.0602045130703175e-08,1.2899154810952496e-07
1958,6.617794756635931e-09,1.0753916690475762e-07
1959,6.975672928177801e-09,1.4183868302097835e-07
1960,1.1765417085030094e-08,1.432612499741026e-07
1961,7.64297514166401e-09,1.0769646685560019e-07
1962,9.512934440181198e-09,9.576354287332833e-08
1963,9.052474325699222e-09,1.099229045564698e-07
1964,1.2776333768727e-08,2.0989690430184282e-07
1965,1.2585700037703873e-08,1.5759485449962085e-07
1966,7.200797291773142e-09,1.152127531156566e-07
1967,4.437302081328198e-09,2.0953926593847427e-07
1968,1.392338955241712e-08,1.0869226585441538e-07
1969,1.317109776799441e-08,1.2762339274274836e-07
1970,7.3579600190498695e-09,1.3382289587582363e-07
1971,1.2332153964678128e-08,2.1324349930296194e-07
1972,1.898154339263769e-08,8.567345588517128e-08
1973,5.513203671370093e-09,1.3341953142287366e-07
1974,4.500457340128605e-09,9.282193325077515e-08
1975,3.4268881066168433e-09,6.054169077174265e-08
1976,5.713526984862938e-09,5.94206790438534e-08
1977,5.876781727920388e-09,8.168726495227929e-08
1978,1.4257419356233925e-08,5.999997121364231e-08
1979,2.3407893401383717e-09,3.3356247541860284e-08
1980,2.2740602734216964e-09,5.9125567108964106e-08
1981,1.8976649140967083e-09,5.25020613650895e-08
1982,3.724501262958313e-09,8.255977856919117e-08
1983,4.4207211225000265e-09,5.5574779445066724e-08
1984,5.799008495621649e-09,6.668859864333854e-08
1985,1.0226448909911312e-08,7.2186697508414e-08
1986,5.994485352545098e-09,6.893658355267007e-08
1987,4.888653482026939e-09,4.3386798154188e-08
1988,2.398621523624911e-09,4.557380961500712e-08
1989,8.232182935330457e-09,6.750390291188069e-08
1990,5.448650863826288e-09,7.737084573022912e-08
