year,anciens_ADJ airs_NOUN,anciens_ADJ pères_NOUN
1991,4.103025752488776e-09,5.8028505556251275e-08
1992,2.7549720282848966e-09,5.950739634386082e-08
1993,3.323524400133948e-09,7.311753691396916e-08
1994,3.6924485691258724e-09,7.279398595017028e-08
1995,8.133675954979935e-09,5.314001860767803e-08
1996,9.074756945892659e-09,6.619234405036423e-08
1997,4.315405033317177e-09,4.938741415827508e-08
1998,5.2449422582867555e-09,6.580018130364351e-08
1999,8.226361730701015e-09,7.449427918970741e-08
2000,3.5344251969604557e-09,5.56671979623502e-08
2001,7.886181485616817e-09,5.5641388385652135e-08
2002,3.9430991805033955e-09,7.053766459819144e-08
2003,2.9168461535000745e-09,6.208715142008714e-08
2004,6.607186797680242e-09,5.7702764344469415e-08
2005,4.503749373441224e-09,7.251036748812112e-08
2006,2.8825228870488218e-09,6.218013837155922e-08
2007,3.1955835755326234e-09,7.150118186416421e-08
2008,1.2772318758180745e-09,4.257439556454301e-08
2009,5.721831008997924e-09,6.389377915638761e-08
2010,5.196172381261022e-09,3.3538931187848675e-08
2011,4.5887662558641296e-09,3.135657067332431e-08
2012,7.148930780687124e-09,2.0765940966782637e-08
2013,4.462600067256517e-09,2.8170163091090217e-08
2014,8.012147389990787e-09,3.204858867178473e-08
2015,1.0196246513771712e-08,3.413525995199507e-08
2016,8.28536009245262e-09,5.986172624261599e-08
2017,4.2765391228272165e-09,3.0438898068751996e-08
2018,4.130346731301415e-09,3.175204055239078e-08
2019,7.397864543179367e-09,3.188734698511553e-08
