year,longs_ADJ yeux_NOUN,longs_ADJ pieux_NOUN
1880,4.1074216028391675e-08,3.8507077526617195e-09
1881,2.5101027034679646e-08,4.8807553554297556e-09
1882,5.523969548448804e-08,6.655385131892899e-09
1883,4.107570461542309e-08,3.791603475633565e-09
1884,3.498899303622238e-08,9.902545450302114e-09
1885,3.158361394639542e-08,7.090199094506033e-09
1886,5.0337018109303244e-08,1.871504551331782e-08
1887,4.504957828999068e-08,3.9173548849191775e-09
1888,8.559830178000993e-08,1.268122939990235e-08
1889,4.8868066926388565e-08,8.14467782106476e-09
1890,4.915789730830511e-08,5.243509182406569e-09
1891,7.01164211136529e-08,0.0
1892,7.27147408952078e-08,5.641661360300532e-09
1893,1.2255249259851553e-07,9.853466487186324e-09
1894,1.0334524347399565e-07,1.8904618315218613e-08
1895,8.546432894718237e-08,8.426059849853118e-09
1896,6.427761434224522e-08,5.307326134129653e-09
1897,8.681803365107044e-08,5.2440420894583895e-09
1898,8.940200757479033e-08,2.8291773368493978e-09
1899,5.9145087050183065e-08,5.527578395003729e-09
1900,7.994221817853031e-08,5.710158568206225e-09
1901,6.315274703183604e-08,6.147612641171918e-09
1902,8.691202424415678e-08,1.4730852093691738e-09
1903,1.0260418292773466e-07,7.020286574288548e-09
1904,1.1232966556917745e-07,6.987012746151322e-09
1905,7.6895311451608e-08,1.0837593933388234e-08
1906,7.973486049195344e-08,5.144184633820714e-09
1907,7.097123955190909e-08,7.71426478252124e-09
1908,6.532147267535038e-08,4.911389073214423e-09
1909,9.846760917753272e-08,4.400786846048277e-09
1910,9.566029746110871e-08,3.740905363258662e-09
1911,7.7677462684278e-08,1.2236860413850081e-08
1912,9.42905273859651e-08,1.0939784189645252e-08
1913,8.537813300790731e-08,3.181793939432964e-09
1914,8.839701592933125e-08,6.696743715117748e-10
1915,9.424609714869803e-08,1.1780761921542648e-09
1916,6.043104150421641e-08,0.0
1917,1.32693742216361e-07,1.0966424435210342e-09
1918,9.189101035644853e-08,5.743188147278033e-09
1919,1.0589025833951382e-07,0.0
1920,9.76817915443462e-08,2.2716695191604686e-09
1921,1.1586303827471056e-07,4.543648568500203e-09
1922,1.4682090920814517e-07,2.951174193910333e-09
1923,1.709167634089681e-07,1.0615948120573648e-09
1924,1.366512236700146e-07,3.867487219366694e-09
1925,1.7927030171449587e-07,4.399271169575059e-09
1926,1.4935825731754448e-07,4.458455382660986e-09
1927,9.25385634786835e-08,2.2298449753321847e-09
1928,1.1883082606800599e-07,4.570416489713125e-09
1929,1.6710609429537726e-07,1.1140406375176326e-09
1930,1.1869072125136881e-07,6.302162347537887e-09
1931,1.0492928481653507e-07,1.1405356659111021e-09
1932,9.315606064319581e-08,3.287861094491973e-09
1933,9.635355979753513e-08,1.1470662197865522e-09
1934,7.06913212411564e-08,2.3963160344919743e-09
1935,1.3045429625435645e-07,3.590485242455088e-09
1936,9.699771652549316e-08,2.424942913137329e-09
1937,9.065605155456069e-08,1.2591118148108649e-09
1938,7.90878047496335e-08,1.0372171566075394e-08
1939,5.199976982339649e-08,6.117620188206274e-09
1940,6.339457314652464e-08,2.5357829169792012e-09
1941,1.2396310467011062e-07,5.9030051957620344e-09
1942,6.978687139280737e-08,3.034211770724937e-09
1943,7.258088174921795e-08,5.806470415592457e-09
1944,1.0282195717081777e-07,0.0
1945,1.0238969139209075e-07,2.178504043826024e-09
1946,8.213451252458981e-08,1.2528993842408909e-08
1947,8.583027266695353e-08,3.5762612871081956e-09
1948,9.34982367084558e-08,1.0871887834440486e-09
1949,7.460926099156495e-08,9.817008317369869e-10
1950,7.232046073113452e-08,6.381216888229346e-09
1951,7.889437370067753e-08,0.0
1952,9.806667833345273e-08,9.490323193972472e-09
1953,7.757155628951296e-08,4.3095309543161875e-09
1954,1.1433867541654763e-07,2.9317608341017376e-09
1955,6.851493594695057e-08,9.385607846468247e-10
1956,1.0029312846882021e-07,1.4825940475304833e-08
1957,1.0248643889099185e-07,8.835037701437898e-10
1958,1.2987422337573662e-07,2.4816730892496253e-09
1959,9.688434943200264e-08,4.650448914844674e-09
1960,7.33608302994071e-08,8.997083078554624e-09
1961,1.0283275742040132e-07,4.86371165564492e-09
1962,7.10299090656008e-08,8.244543714397423e-09
1963,1.1703556168640716e-07,6.466053470433053e-09
1964,7.604960217122425e-08,4.867174663303331e-09
1965,8.09862399364647e-08,8.20806533852192e-09
1966,8.751737823331496e-08,3.3234448526542337e-09
1967,6.409436537069269e-08,4.437302081328198e-09
1968,1.0195513766575459e-07,4.042274071025531e-09
1969,6.721801781850445e-08,4.995933444718048e-09
1970,6.944074470993655e-08,3.6789800095249348e-09
1971,7.964516157699109e-08,9.762954888969944e-09
1972,4.104117579117883e-08,2.0520587451500205e-09
1973,6.450448353234606e-08,6.064523994098181e-09
1974,4.050411561706824e-08,1.6876715580593782e-09
1975,3.826691852282238e-08,3.998036124386317e-09
1976,3.6566571992580066e-08,5.713526984862938e-09
1977,5.406639402849578e-08,2.938390863960194e-09
1978,5.287126469966097e-08,4.752473081737207e-09
1979,4.6230589134665934e-08,3.5111840102075575e-09
1980,6.424220089229493e-08,5.116635559687666e-09
1981,4.99718417756867e-08,3.1627747087981106e-09
1982,4.345251625181845e-08,1.8622506869903077e-09
1983,3.978649232294629e-08,6.946847541655643e-09
1984,4.001315900836744e-08,7.538710988796993e-09
1985,3.549179083961462e-08,1.2031116103372597e-09
1986,4.855533219938479e-08,2.3977941854269602e-09
1987,4.827545296848257e-08,4.277571630240118e-09
1988,2.938311283173789e-08,4.197587610832443e-09
1989,5.5430035672543454e-08,1.6464366536794728e-09
1990,4.413407239667322e-08,1.6345953479657283e-09
1991,3.165191131415668e-08,5.861465202094962e-10
1992,3.691662442406596e-08,1.1019888335184191e-09
1993,5.373031086719493e-08,2.7696036575264316e-09
1994,3.745197929561073e-08,3.164955852952289e-09
1995,3.958389171998533e-08,5.422450821690461e-10
1996,5.658377588702024e-08,2.6690460952494277e-09
1997,3.4523239378358994e-08,4.315404922294874e-09
1998,3.909865853302108e-08,2.86087753487152e-09
1999,3.3362468343511864e-08,4.113180906983871e-09
2000,3.1368024622224766e-08,2.2090156370779823e-09
2001,3.242096724420662e-08,4.8193329327261836e-09
2002,3.50497728618393e-08,1.752488598683044e-09
2003,3.4168767371056674e-08,2.083461403401543e-09
2004,3.567880924038036e-08,1.7619165015858584e-09
2005,3.1976622238971686e-08,3.602999676388663e-09
2006,2.4295550460351478e-08,3.294311934354255e-09
2007,3.395307501818934e-08,3.595031605740928e-09
2008,3.4911003865545354e-08,2.554463751636149e-09
2009,3.6715082529781284e-08,1.430457752249481e-09
2010,3.070465481869178e-08,8.030448306328708e-09
2011,4.168129308368407e-08,4.971163480860241e-09
2012,5.208506692611081e-08,5.446804340891731e-09
2013,6.498661520026872e-08,8.646287241731443e-09
2014,8.336964185673423e-08,7.145969149746634e-09
2015,7.403361479418891e-08,6.206410940734486e-09
2016,8.430353659605316e-08,7.45682449121432e-09
2017,3.5721679836342446e-08,4.779661555431858e-09
2018,7.512068123105564e-08,5.421080029321956e-09
2019,5.790742108047198e-08,7.90806176098613e-09
