year,mes_DET airs_NOUN,mes_DET pères_NOUN
1901,6.147612641171918e-09,1.8722276040605834e-07
1902,7.365425880312415e-09,1.821715311933758e-07
1903,1.0800440541913758e-08,2.3706967677838975e-07
1904,1.2361637935498493e-08,1.9509889614965914e-07
1905,9.28936660926638e-09,4.076999600144404e-07
1906,9.259531807970234e-09,1.682148331738631e-07
1907,1.7485666858885196e-08,1.7999952239833306e-07
1908,1.7680999775393502e-08,2.2543275601805135e-07
1909,1.9803540807217246e-08,2.2884091066543988e-07
1910,1.6566866878342523e-08,3.195802040778517e-07
1911,2.2877608141236294e-08,2.1547515194342282e-07
1912,1.2502610502451716e-08,2.469265627524919e-07
1913,3.712092677687906e-08,2.0840750192263613e-07
1914,1.1384464038144415e-08,2.0090231167557704e-07
1915,2.1205371680821372e-08,1.71999121612032e-07
1916,1.2086208478478966e-08,1.9447808519146292e-07
1917,1.864292187292449e-08,2.500344771227958e-07
1918,1.8378202071289707e-08,2.0790341359600006e-07
1919,1.2890987832747669e-08,3.6278922088683885e-07
1920,1.2872794385998532e-08,1.575024231037503e-07
1921,3.634918854800162e-08,3.4228819245640807e-07
1922,2.87739485571592e-08,3.637322247840302e-07
1923,2.7601466001669905e-08,2.802610286067875e-07
1924,1.675911143195208e-08,2.952181965554246e-07
1925,2.859526304632709e-08,2.5955699456403636e-07
1926,3.343841470382358e-08,7.45676675961704e-07
1927,3.4562596340492746e-08,3.066036793342164e-07
1928,2.5137291359556002e-08,2.0909654807610423e-07
1929,2.4508894691521732e-08,2.228081266153481e-07
1930,2.6259009189288918e-08,2.6153973387010865e-07
1931,1.8248570654577634e-08,2.121396347476434e-07
1932,2.082311922890767e-08,4.274219245203881e-07
1933,1.261772819560747e-08,2.443251094774723e-07
1934,1.1981580172459871e-09,1.8811081226033366e-07
1935,1.196828414151696e-08,2.0226400820888557e-07
1936,1.8187071404440758e-08,1.5519634555261064e-07
1937,1.510934133364117e-08,1.9012587859634777e-07
1938,1.5558256905023882e-08,1.4391387903600616e-07
1939,6.117620188206274e-09,1.2694062156981545e-07
1940,2.028626333583361e-08,1.0903866209943658e-07
1941,5.9030051957620344e-09,8.91353792553673e-07
1942,6.37184480734021e-08,2.0632640040929573e-07
1943,1.1612940831184915e-08,2.8451705902377e-07
1944,1.927911696952833e-08,2.5062852593293883e-07
1945,1.3071024262956144e-08,2.3527844028592426e-07
1946,9.744772988540262e-09,2.5893253585707043e-07
1947,2.3841741692010032e-08,2.3722533271097745e-07
1948,2.2830963786191205e-08,2.544021722172829e-07
1949,1.2762110479513922e-08,2.0026697100661295e-07
1950,2.3397795700930146e-08,2.467403916739386e-07
1951,1.2793681780642885e-08,2.7399802915439864e-07
1952,1.7926166329118587e-08,1.5711757539449422e-07
1953,2.693456835345387e-08,1.9716103949463104e-07
1954,2.14995790059902e-08,1.1795451619889263e-06
1955,1.595553333899602e-08,1.8020367509308244e-07
1956,2.0058624983221307e-08,2.2238911512317827e-07
1957,1.9437083054185678e-08,1.342925755043467e-07
1958,2.7298403371123214e-08,1.9687939945001176e-07
1959,2.1702094343822864e-08,1.7981735345173888e-07
1960,3.114374991231017e-08,2.0278040935295394e-07
1961,1.9454845512356655e-08,2.3623741007838817e-07
1962,3.044139235131027e-08,9.145101342866724e-07
1963,2.0044765847160306e-08,7.112658586549969e-07
1964,2.068549243006146e-08,8.687906580817639e-07
1965,2.2435377389218303e-08,6.079440257877877e-07
1966,1.2185964348709888e-08,1.634027038122099e-07
1967,1.5284040699725665e-08,6.877818066186592e-07
1968,2.290622133638287e-08,2.101982641278255e-07
1969,1.7712854627482955e-08,2.384422801426922e-07
1970,2.299362514279757e-08,1.8532861290054825e-07
1971,2.9288864888954436e-08,2.620582746359901e-07
1972,2.3598675014113724e-08,3.457719000010684e-07
1973,1.5436970424165253e-08,1.725632778892816e-07
1974,1.1813700295792984e-08,1.625790204684563e-07
1975,1.4278700888326057e-08,1.7420014541968953e-07
1976,1.8854638628162945e-08,1.5655063290154203e-07
1977,1.410427652448476e-08,1.5397168695585606e-07
1978,2.1386128423728223e-08,1.9603952061686414e-07
1979,2.6919078188747392e-08,1.9370031800747256e-07
1980,1.762396628635088e-08,2.1546721562515359e-07
1981,1.771153890217647e-08,2.0874313211294293e-07
1982,1.7381006189864934e-08,1.5580830492467612e-07
1983,1.3893695083311286e-08,2.039847064594369e-07
1984,9.278413259927731e-09,1.617923341967753e-07
1985,2.045289804186723e-08,1.7926362261277973e-07
1986,1.8582905048081244e-08,1.792351191909347e-07
1987,1.8332450224534114e-08,3.10429504324361e-07
1988,1.2592763276586538e-08,2.0268351796914885e-07
1989,1.481792966107065e-08,1.8714496796690128e-07
1990,1.7435683119515488e-08,1.6836331973024699e-07
1991,1.4653663449326615e-08,1.8463614992469957e-07
1992,2.4794748032519465e-08,1.741142385824901e-07
1993,1.2186256725943423e-08,2.071663578462335e-07
1994,1.4242301560329906e-08,1.6563269689129356e-07
1995,1.3013881861034804e-08,1.8599006335051627e-07
1996,1.4946657245218375e-08,2.4128175724058565e-07
1997,1.2466725429760572e-08,1.3281858102232036e-07
1998,1.5734826774860267e-08,1.6211639675134393e-07
1999,1.919484465817689e-08,1.8920632172125806e-07
2000,2.2973763780242962e-08,2.1294912411207179e-07
2001,1.3581756164171566e-08,2.2256555887167906e-07
2002,1.6648641576466616e-08,2.50605865836917e-07
2003,2.333476845084448e-08,1.7584414457871844e-07
2004,1.805964444656638e-08,1.6606062835933244e-07
2005,1.7114248795913056e-08,1.837529834958218e-07
2006,1.4824404093172205e-08,2.1001238703632907e-07
2007,2.5964116190380082e-08,3.4632137424495113e-07
2008,2.256442965808958e-08,1.6263420121731542e-07
2009,2.8132335794239793e-08,1.8834360826502916e-07
2010,3.5900827866086615e-08,2.527229341353632e-07
2011,3.862211614413802e-08,1.7399072582691133e-07
2012,3.7106354211502435e-08,2.818721336339536e-07
2013,3.988448804559397e-08,2.6747708758989575e-07
2014,5.954974247046607e-08,2.4967583378554536e-07
2015,4.832134492538387e-08,3.6152344407014425e-07
2016,5.054069562859809e-08,4.229676440203889e-07
2017,4.578412787781261e-08,5.982123640890791e-07
2018,4.904786887749424e-08,2.8034729204762243e-07
2019,4.336679171323965e-08,4.1479060453042393e-07
