year,aux_ADP âges_NOUN,aux_ADP ages_NOUN,aux_ADP pages_NOUN
1800,2.0122652699683385e-07,3.144164484325529e-09,2.9240729038093605e-07
1801,1.6668277891263017e-07,2.3811825844433088e-09,2.4764299411117463e-07
1802,1.991677720525331e-07,4.475680270843441e-09,4.744221087094047e-07
1803,2.691468239390815e-07,3.900678446910888e-09,1.7553052944485614e-07
1804,2.2988213288499537e-07,1.2359254952798437e-08,3.485309765238753e-07
1805,2.4448747915073454e-07,0.0,4.946607266020919e-07
1806,2.5935023018064385e-07,2.881669125542885e-09,5.100554290038417e-07
1807,1.9074599766355504e-07,0.0,3.41634601497276e-07
1808,2.311395519427606e-07,2.2660739951163578e-09,2.809931629599305e-07
1809,1.6942729530455836e-07,6.7770917766551975e-09,3.727400366138056e-07
1810,2.5507381451461697e-07,0.0,3.908011732001171e-07
1811,1.9555199060050654e-07,2.5070767684098882e-09,2.908209175700449e-07
1812,1.3336041604361526e-07,8.00162469616339e-09,6.107906731500634e-07
1813,2.3005932803243923e-07,1.1502966579257645e-08,5.003790399804586e-07
1814,3.3354777428939997e-07,9.440030979135372e-09,4.1221470947760963e-07
1815,2.939973740012647e-07,0.0,4.3155576712194943e-07
1816,4.843791998609959e-07,0.0,4.0094546172042556e-07
1817,2.942490830992739e-07,1.556873407970727e-09,7.58197334249644e-07
1818,1.9073883095188648e-07,2.384235475716423e-09,5.149948698601747e-07
1819,2.5360071731483913e-07,3.105315005136333e-09,3.8816438863165104e-07
1820,3.061552149574709e-07,1.1866481131050932e-09,5.043254667214114e-07
1821,4.4278081645643397e-07,9.861488070583846e-09,5.216727210211047e-07
1822,3.18814585398286e-07,4.010246357211145e-09,5.544165304627313e-07
1823,3.033984796729783e-07,2.9648061783404955e-09,3.686242253664318e-07
1824,2.509491467961311e-07,1.6842225392110777e-09,6.930575917607484e-07
1825,3.786340414535516e-07,7.044354655150187e-09,5.327292853518628e-07
1826,2.968290777616289e-07,8.807984341885344e-10,6.209629095366154e-07
1827,2.8297027898638305e-07,4.608636583469661e-09,5.355235632720223e-07
1828,2.7608625430275424e-07,4.586150570418113e-09,6.154614258235824e-07
1829,2.8977333954571804e-07,1.628903412154159e-08,4.929576356005327e-07
1830,4.23735525778568e-07,1.6698936899928185e-08,4.71744979080313e-07
1831,2.1671776551102084e-07,1.5591206103948707e-09,5.675199226118366e-07
1832,4.3160601137515187e-07,0.0,7.306183458233306e-07
1833,4.7377039891216555e-07,9.266902467608418e-09,1.3031582284384058e-06
1834,3.173740541484449e-07,1.8669061851994684e-09,7.66365015891779e-07
1835,3.9781843952368945e-07,3.025235173481633e-09,5.392481980948105e-07
1836,4.213910291817058e-07,4.032449985036379e-09,5.369879509942166e-07
1837,2.8736090484926535e-07,4.174734669071256e-09,6.589122776290424e-07
1838,3.2128903160177913e-07,2.5248647617104325e-09,6.918129216160196e-07
1839,3.2230699575919175e-07,2.0974426639952526e-09,6.627918729407156e-07
1840,4.0829705055811516e-07,2.5478754661634184e-09,6.923851607609777e-07
1841,4.783308549249909e-07,8.988767952189392e-09,6.555379954420459e-07
1842,3.944459776583642e-07,1.0062397581833693e-08,6.399684879809797e-07
1843,4.6723666224934846e-07,4.7255288571079745e-09,6.125466889272957e-07
1844,3.6444047024630777e-07,1.6465683816413446e-09,6.630182092237646e-07
1845,2.9519405586597713e-07,2.2320912340667576e-09,6.422842577791243e-07
1846,3.7585898526870665e-07,4.6836010625384006e-09,6.31700665110202e-07
1847,3.111890043427934e-07,3.235934187273415e-09,1.1007569646892534e-06
1848,3.6525307933743534e-07,4.8271330266302925e-09,7.071750047771275e-07
1849,3.603148508446452e-07,5.027648741773305e-09,7.767717864481938e-07
1850,3.951195681750619e-07,1.1541293254424545e-08,6.972299004814886e-07
1851,3.8696631565748874e-07,4.514607132577453e-09,6.281753144321556e-07
1852,3.834711153061221e-07,3.2552727180501506e-09,9.485864573832714e-07
1853,3.565243185121858e-07,8.360704573107114e-09,6.724395085200285e-07
1854,3.901944118922529e-07,9.871762740587542e-09,6.655646256348291e-07
1855,4.2667774735605235e-07,1.3798036491152743e-08,7.562385135884142e-07
1856,3.9553726494112595e-07,9.836659264905734e-09,7.776138275517042e-07
1857,4.969376092844868e-07,5.369659994425291e-09,8.884346627269224e-07
1858,4.810483464900983e-07,4.893676130990343e-09,8.979895689265049e-07
1859,5.143095309634305e-07,6.110608019582742e-09,6.365216691506248e-07
1860,4.2018548818134605e-07,4.577183854159728e-09,8.719535529166933e-07
1861,4.206639623305364e-07,6.602349389428497e-09,7.286163814512747e-07
1862,4.337266760190417e-07,9.487771346350371e-09,1.0269382570982089e-06
1863,4.869755190206604e-07,1.0488703905409125e-08,9.150145139358301e-07
1864,5.485168612651137e-07,1.1027874391444925e-08,9.105188603086845e-07
1865,5.186942644286319e-07,5.177528739075399e-09,1.177181722766818e-06
1866,6.082016126285339e-07,1.4645495438614375e-07,8.402913707072912e-07
1867,5.289564555255311e-07,6.79393608038481e-09,9.64253665358683e-07
1868,5.661095769937674e-07,1.333765986544222e-08,1.0541691324306157e-06
1869,7.173889535749822e-07,1.4162205408396744e-08,1.1515338051992785e-06
1870,6.536815781998939e-07,3.899153133701816e-08,9.868298107562623e-07
1871,4.004183846717524e-07,4.248470908407853e-09,6.946249797579185e-07
1872,5.986865883045311e-07,6.65207322558814e-09,8.605364030245255e-07
1873,5.584942037728524e-07,1.3767810613796172e-08,9.487816896580625e-07
1874,5.938761358237343e-07,1.0754296564385868e-08,1.077222073320172e-06
1875,5.355349337321513e-07,7.437985116709456e-09,1.1031104492076338e-06
1876,6.269717189866242e-07,8.464420719889176e-09,8.875549877274125e-07
1877,6.085859070026345e-07,8.040260790487253e-09,1.001940219680364e-06
1878,6.685271021211747e-07,7.2469064082980594e-09,9.904105482405612e-07
1879,7.94212306587383e-07,2.565916623620268e-08,1.0911255330370295e-06
1880,5.69262962102357e-07,8.343200130767059e-09,1.245703998620229e-06
1881,6.038191777690827e-07,8.36700908557475e-09,1.2906111450661228e-06
1882,5.324308265386435e-07,1.0648615988984034e-08,1.1394019416854917e-06
1883,4.7458236540620646e-07,7.58320650717792e-09,1.5861541058370676e-06
1884,5.109713470119459e-07,1.3203393933736152e-09,1.1618986519579266e-06
1885,4.473271086880004e-07,9.66845359329227e-09,1.297506514674751e-06
1886,4.975620457869923e-07,1.419762030163696e-08,1.6094938430910588e-06
1887,4.459255436017884e-07,5.876032327378766e-09,1.2065453134368909e-06
1888,4.501836485815147e-07,1.141310623786751e-08,1.350550881795698e-06
1889,4.3855956111116257e-07,7.518164202302557e-09,1.4033906055033185e-06
1890,4.247242522126271e-07,8.520702476921826e-09,1.1516056517280049e-06
1891,4.914523685783934e-07,1.3385862085435463e-08,1.1097517216285269e-06
1892,4.626162173337889e-07,2.4447198931909497e-08,1.3257904036834134e-06
1893,5.179228459439855e-07,2.3401983073600974e-08,1.3302179766583322e-06
1894,4.2157298096867635e-07,8.822155006527055e-09,1.4777109598185234e-06
1895,4.7426682847628854e-07,1.2037228991346183e-08,1.1886763857660299e-06
1896,4.410977627600232e-07,1.2973463636711813e-08,1.2855522726340496e-06
1897,3.9621652803134566e-07,1.6897469312660007e-08,1.410064712104031e-06
1898,4.198499201635286e-07,2.0370077291609334e-08,1.2567206191249625e-06
1899,4.51050400585018e-07,6.743645286633182e-08,1.267473749066994e-06
1900,5.11837836114637e-07,1.245852754294674e-08,1.3221612320535314e-06
1901,4.437458773765002e-07,1.2295225781944197e-08,1.3893605128600939e-06
1902,3.776008252742713e-07,1.325776671778911e-08,1.29680600480242e-06
1903,3.898959004544622e-07,1.0800440541913758e-08,1.3176537052572712e-06
1904,4.697422362198722e-07,2.042357571951925e-08,1.3710669009014964e-06
1905,5.465243972935241e-07,1.3417973510065906e-08,1.457914464708665e-06
1906,5.072166100461573e-07,1.8519064393096585e-08,1.3698963812203147e-06
1907,7.421123005002528e-07,4.062846120644892e-08,1.5315387500436373e-06
1908,4.955591652588964e-07,2.1118973014822018e-08,1.5780293267653178e-06
1909,4.81886155867528e-07,1.8153246017504898e-08,1.5804325954604792e-06
1910,4.120340300062253e-07,1.0153886287334046e-08,1.6117958239192376e-06
1911,4.564880971003049e-07,6.916486272601219e-09,1.721673029919657e-06
1912,4.7614109899285495e-07,1.302355329135807e-08,1.6081483735774782e-06
1913,4.640116131326977e-07,1.37877732564462e-08,1.5558972137341698e-06
1914,4.205554970937442e-07,8.036092680185902e-09,1.688918771947101e-06
1915,5.324904588377422e-07,1.5314990609027745e-08,1.5432798505798928e-06
1916,4.2741227002096593e-07,9.888715624128963e-09,1.5019860981624333e-06
1917,4.134341953232479e-07,1.6449636319748606e-08,1.570392029748291e-06
1918,3.0324033417628016e-07,1.4932289182922887e-08,1.3186360128258912e-06
1919,4.2816493639463715e-07,1.1970203050992723e-08,1.4078800489869536e-06
1920,4.3691777573684476e-07,6.057785384427916e-09,1.482642971950554e-06
1921,4.490639327059398e-07,6.81547268621685e-09,1.5857332869018137e-06
1922,4.0062189654577196e-07,1.1804696553596727e-08,1.5205924910333124e-06
1923,4.564857700728453e-07,1.2739137744688378e-08,1.7526929951827697e-06
1924,4.524960157681335e-07,1.2891624323607687e-08,1.8190082329283541e-06
1925,4.0033368087222243e-07,6.818870357250262e-08,1.8762891329515696e-06
1926,3.834271566915959e-07,1.0477370127048857e-07,1.8558320959982666e-06
1927,3.9356764958142776e-07,1.1149224987683226e-08,2.0347334555026464e-06
1928,4.3304696006885024e-07,1.3711249469139375e-08,1.8990080192793357e-06
1929,3.631772429457669e-07,6.684243603061191e-09,2.0075013225095972e-06
1930,4.4430243661963686e-07,1.57554050916886e-08,1.7309938797893665e-06
1931,4.641980186903538e-07,1.3686427990933225e-08,1.925224218268795e-06
1932,5.140022594218863e-07,7.671675850140502e-09,1.8707928859384992e-06
1933,4.6341476434008655e-07,2.1794257509810677e-08,3.3482862136224867e-06
1934,4.768668961929734e-07,1.5576054224197833e-08,2.137513860134277e-06
1935,4.380391924740934e-07,1.9149254626427137e-08,2.0657257664424833e-06
1936,5.407622865050143e-07,1.6974600391961303e-08,2.198210651727095e-06
1937,5.099402908825823e-07,2.51822364072396e-08,2.0347247300378513e-06
1938,4.861955282819963e-07,2.5930428360076974e-08,2.2598369326942702e-06
1939,4.695273618793294e-07,7.647025235257843e-09,1.997403018094701e-06
1940,4.488335765273632e-07,1.0143131667916805e-08,2.1757017805157375e-06
1941,5.578339639100705e-07,2.3612020783048138e-08,2.2697054902209857e-06
1942,3.7624226578714115e-07,1.517105907566929e-08,2.078435144881041e-06
1943,5.341952835635766e-07,1.7419411246777372e-08,1.9248449945052926e-06
1944,4.884043001140981e-07,9.639558484764166e-09,1.82187658026578e-06
1945,3.4202513976566706e-07,6.535512131478072e-09,2.023830141695271e-06
1946,4.96983442843657e-07,9.744772988540262e-09,1.59814273814618e-06
1947,3.409369178086763e-07,4.7683483828109274e-09,1.6570010714644923e-06
1948,4.7292713034607914e-07,8.697510267552389e-09,1.7623330563765194e-06
1949,4.888869877817115e-07,7.853606653895895e-09,1.5942821462999746e-06
1950,5.147515196313179e-07,7.444753036267571e-09,1.8218374151501848e-06
1951,5.30937782627916e-07,2.3455083209000804e-08,1.9702270890320506e-06
1952,4.281190459920481e-07,7.381362632230548e-09,2.0562368305832024e-06
1953,4.061732798987805e-07,4.094054306680306e-08,1.9026579423098156e-06
1954,5.570345571470625e-07,2.0522325616667558e-08,1.9515755127486045e-06
1955,5.518737697940423e-07,9.385607846468247e-09,1.9418822390093737e-06
1956,4.5960415562262824e-07,1.657016923672927e-08,1.8139974358177824e-06
1957,4.3203335309272006e-07,4.417518795207798e-09,2.131011044070874e-06
1958,5.137062970561601e-07,1.1581140768601728e-08,1.927432734305512e-06
1959,4.4644308516694764e-07,1.3176271185244559e-08,2.137656323952797e-06
1960,4.367045747244447e-07,5.536666736194462e-09,2.2471946437008228e-06
1961,5.475149542633062e-07,2.014966149488373e-08,2.058739653421071e-06
1962,4.528156836158814e-07,1.775747815457862e-08,1.998350427356854e-06
1963,4.351653934975275e-07,1.4225316924409981e-08,1.8770953005287083e-06
1964,4.033671139325179e-07,1.216793676928063e-08,1.8221485689196015e-06
1965,4.3940507765682923e-07,1.7510538796727815e-08,1.923423283756165e-06
1966,5.040558068714063e-07,2.1048483955787844e-08,2.0167770600210133e-06
1967,5.132479419245328e-07,1.1832805402178792e-08,1.9780505908784107e-06
1968,4.5542957316513366e-07,2.2457079640325617e-08,1.9919429661285903e-06
1969,6.167706878557055e-07,1.7712854932794286e-08,1.8262407763813826e-06
1970,4.6263174802163576e-07,1.3336302562283464e-08,2.241878391373575e-06
1971,4.871200882661242e-07,2.3122788572749187e-08,2.343109187563641e-06
1972,5.243009919553288e-07,3.026786643545165e-08,2.241361102051087e-06
1973,5.132792431083999e-07,1.598829157956061e-08,2.3938330997452795e-06
1974,5.473681259360319e-07,3.4315987607058673e-08,2.4938159626231027e-06
1975,4.763374370497786e-07,3.198428943917975e-08,2.2514654745009466e-06
1976,5.679245838052793e-07,3.599522002684097e-08,2.52080805296373e-06
1977,4.965880382457044e-07,2.2919448339209225e-08,2.3131013406896272e-06
1978,5.08514593988707e-07,3.0297016673230814e-08,2.318018786695575e-06
1979,5.500854971529634e-07,2.3993090403351403e-08,2.1529411071696813e-06
1980,5.457744709502776e-07,1.9329512601640175e-08,2.251319699553278e-06
1981,5.35774059784444e-07,2.9097528664312478e-08,2.1627053854444966e-06
1982,6.710309925495039e-07,2.3588508479832626e-08,2.0112307907993454e-06
1983,5.49432506602443e-07,6.252162965125763e-08,2.29119671502076e-06
1984,6.152748266430308e-07,6.262929064249079e-08,2.0853233877460298e-06
1985,5.510251348539441e-07,3.8499570864658494e-08,1.930392564020167e-06
1986,5.802661888765215e-07,5.215202425468135e-08,2.3456422297840618e-06
1987,5.762500272510351e-07,2.2610022409885744e-08,2.3331099825441015e-06
1988,6.026536834013996e-07,5.1570362868957886e-08,2.067611795553148e-06
1989,4.2917114484453123e-07,2.140367616476624e-08,1.9576131577991873e-06
1990,5.584867324159859e-07,4.304434275681501e-08,1.723408352916067e-06
1991,6.107646939312872e-07,3.341035270665316e-08,1.8715658285373138e-06
1992,6.997629213856271e-07,2.9202703977215805e-08,1.805608697225125e-06
1993,6.425480414407048e-07,4.209797754839428e-08,1.7531590970065736e-06
1994,5.99231665177058e-07,1.9517228277976528e-08,1.8003324484539007e-06
1995,5.422450612968532e-07,1.626735285364944e-08,1.7758526098532457e-06
1996,5.103216089707985e-07,2.6156651511399787e-08,1.6660185977457331e-06
1997,5.178486262025217e-07,1.8220599029561413e-08,1.7276005053190602e-06
1998,5.411826524692742e-07,9.53625878263864e-09,1.6888713716411985e-06
1999,5.150616875226888e-07,1.508166405650435e-08,1.7133684693249052e-06
2000,4.3915232694757833e-07,5.301637906462986e-09,1.6359970729240558e-06
2001,6.159983527709301e-07,1.489612019844877e-08,1.696405178108762e-06
2002,7.031860480566365e-07,1.3581786695304743e-08,1.653034892967753e-06
2003,5.091979673466085e-07,1.1250691600572793e-08,1.7701088950161648e-06
2004,5.043486090983151e-07,7.047666034099009e-09,1.6588444253784473e-06
2005,7.359127067729787e-07,8.557124342445377e-09,1.6997151277564626e-06
2006,5.316195732518736e-07,1.4412615101377924e-08,1.6488031562289507e-06
2007,5.045027666739088e-07,1.2382886493966794e-08,1.5638387189653713e-06
2008,3.3420901957015303e-07,6.386159490112675e-09,1.3381132966117093e-06
2009,3.62382642116188e-07,7.629107789952627e-09,1.3455839713572004e-06
2010,3.240522117309297e-07,3.779034529749481e-09,1.1851997108180967e-06
2011,2.5391174496292024e-07,9.559929570190917e-09,1.0791248410413345e-06
2012,2.5838277029066603e-07,3.404252713057332e-10,9.184673874784721e-07
2013,1.849189956715236e-07,5.578250084070646e-10,9.162276022323113e-07
2014,2.1091436286369003e-07,8.661780737106994e-10,8.287158941300277e-07
2015,1.946153220799829e-07,1.10828768384863e-09,7.551872638345003e-07
2016,2.3613276312062226e-07,7.249690014976551e-09,7.858663995108373e-07
2017,1.8087245923226192e-07,7.546833991067814e-10,7.564443205154703e-07
2018,1.809608205505242e-07,2.0651733656507076e-09,6.954471221121139e-07
2019,1.81375222840785e-07,5.1019755087367e-10,7.645310571291475e-07
