year,aies_VERB eu_VERB,aies_VERB pu_VERB
1800,9.432493897065797e-09,3.144164484325529e-09
1801,3.095537337571841e-08,9.524730337773235e-09
1802,1.3427040812530322e-08,2.6854081625060644e-08
1803,7.801356893821776e-09,9.751696339321825e-09
1804,2.4718509461507665e-09,0.0
1805,2.842877711017877e-09,0.0
1806,5.76333825108577e-09,1.4408345627714425e-08
1807,1.1387820464392462e-08,0.0
1808,1.1330369531492579e-08,4.5321479902327155e-09
1809,6.7770917766551975e-09,4.518061036407062e-09
1810,0.0,7.020380277111826e-09
1811,7.521229861140455e-09,0.0
1812,8.00162425207418e-09,2.1337665856435706e-08
1813,0.0,2.5881675469463516e-08
1814,6.293354282149721e-09,0.0
1815,5.394447111228828e-09,2.697223555614414e-09
1816,2.3176038865813098e-09,6.952811659743929e-09
1817,4.670620334934483e-09,3.113746815941454e-09
1818,3.5763532135746345e-09,1.1921177378582115e-09
1819,0.0,1.0351049795076506e-08
1820,7.119888678630559e-09,2.0173018810965004e-08
1821,2.1695274909916407e-08,1.972297702934611e-08
1822,2.105379337535851e-08,1.804610860745015e-08
1823,6.917880934764753e-09,2.3718449426723964e-08
1824,3.3684450784221553e-09,5.052667617633233e-09
1825,8.805443041381977e-10,3.874394849390228e-08
1826,1.7615968683770689e-09,1.76159691278599e-08
1827,6.452091305675367e-09,1.2904182611350734e-08
1828,1.8344602503717056e-09,9.172301251858528e-10
1829,8.573175946935407e-09,3.429270423183084e-09
1830,6.262101504006523e-09,1.3567886369969528e-08
1831,4.677361609140007e-09,1.7150327380477393e-08
1832,1.2176972319366541e-08,6.764984572527055e-09
1833,4.6334514003376626e-09,9.266902800675325e-09
1834,1.0267983796552471e-08,1.5868701908061666e-08
1835,1.285724948729694e-08,8.31939672707449e-09
1836,1.008112526790228e-08,7.392825018825988e-09
1837,1.0436836284100082e-08,2.2265250976261086e-08
1838,7.574594285131298e-09,1.64116205070286e-08
1839,4.894032734625853e-09,2.0974426639952526e-09
1840,5.732719632334238e-09,8.917564464638872e-09
1841,5.778493683550323e-09,5.778493683550323e-09
1842,1.2074877098200432e-08,1.7441490030023488e-08
1843,6.497602011990011e-09,2.7762482091020502e-08
1844,7.1351298203126134e-09,8.781698035420504e-09
1845,1.0602432709561072e-08,1.8414752389617206e-08
1846,1.2879903366069811e-08,1.6978054517835517e-08
1847,1.77976389181822e-08,5.3932236454556914e-09
1848,4.82713291560799e-09,5.63165514222419e-09
1849,8.379414495607307e-09,8.379414939696517e-10
1850,1.6293590476834652e-08,7.467895635215882e-09
1851,9.674158363282004e-09,1.483370937194195e-08
1852,3.906327261660181e-09,1.6276363368206148e-08
1853,9.555090940693844e-09,1.4332636411040767e-08
1854,1.558699302961486e-08,1.0391328686409906e-08
1855,6.8990182455763716e-09,1.2736649068756378e-08
1856,3.6240324075009767e-09,3.1063134287023786e-09
1857,1.9037885934380938e-08,7.810414537345878e-09
1858,5.872411001917044e-09,2.2510910469009104e-08
1859,4.073738679721828e-09,2.2405561850291633e-08
1860,9.612086238064421e-09,1.2816115280145368e-08
1861,8.960331143725853e-09,1.4147890858851042e-08
1862,1.2650361647104091e-08,5.421583626485926e-09
1863,1.7980635647063536e-08,1.548332484446746e-08
1864,1.3904711160250827e-08,1.1986819536957682e-08
1865,1.5061901947888146e-08,1.4591217123438582e-08
1866,1.4596838404656864e-08,2.0435575009969398e-08
1867,9.7056229719783e-09,1.4073153309368536e-08
1868,1.9265508299781686e-08,7.409810987013543e-09
1869,1.7580669364747337e-08,1.70923168951731e-08
1870,1.7202147262196377e-08,1.7202147262196377e-08
1871,6.37270636261178e-09,1.3807530230280918e-08
1872,1.0280476914203973e-08,6.652073114565837e-09
1873,8.979006871356887e-09,4.190203295451056e-09
1874,1.0156835372754358e-08,8.364453130127458e-09
1875,1.8881038954532414e-08,4.577221712764867e-09
1876,2.0556450763820067e-08,6.04601479992084e-09
1877,7.421779191219002e-09,6.184816214727107e-09
1878,5.435179861734696e-09,6.039088784604019e-09
1879,5.498392852132383e-09,1.7717043832021773e-08
1880,1.9253539207397807e-08,1.3477476912271413e-08
1881,6.9725074602899895e-09,1.8825771164188154e-08
1882,8.652000893505374e-09,7.986462158271479e-09
1883,6.951272890631799e-09,1.4534479397809719e-08
1884,1.9805090900604227e-08,3.036780782394999e-08
1885,4.511945039809007e-09,1.0313017106966527e-08
1886,1.1616235084943582e-08,1.613365974151293e-08
1887,1.6322312390570914e-08,9.793386546164129e-09
1888,8.242799331981132e-09,1.6485598663962264e-08
1889,1.4409814674820609e-08,1.8168895721260014e-08
1890,6.554386366985909e-09,1.5075089621063853e-08
1891,8.286486163910922e-09,1.1473596295275001e-08
1892,5.014809900671935e-09,1.191017329205124e-08
1893,7.390100087434348e-09,1.2932674486876294e-08
1894,3.780923574225881e-09,2.3315696040526745e-08
1895,2.4074457982692365e-09,2.1065151400989635e-08
1896,5.897029087265082e-09,9.435246361988447e-09
1897,6.992056267307589e-09,1.1070755867592652e-08
1898,6.7900258748920805e-09,1.5277558773618694e-08
1899,1.0502398950507086e-08,8.291367592505594e-09
1900,3.114631885736685e-09,1.245852754294674e-08
1901,3.353243460679778e-09,1.5648469187112823e-08
1902,2.9461704187383475e-09,1.3257766440233354e-08
1903,1.0800440541913758e-08,2.4841012802312434e-08
1904,1.5048950530172078e-08,2.1498500757388683e-08
1905,1.2901897328276846e-08,1.7030505006232488e-08
1906,9.773950537805831e-09,2.211999294843281e-08
1907,8.742834012309686e-09,8.742834012309686e-09
1908,8.349361202419914e-09,6.384805573134145e-09
1909,2.7504918342913243e-09,2.640472018811124e-08
1910,1.870452770447173e-08,2.1911017000775246e-08
1911,1.4897047151407605e-08,9.044636151145369e-09
1912,1.40654377034366e-08,6.772247651554153e-09
1913,8.484783542428431e-09,1.96210621083992e-08
1914,1.9420557606508737e-08,2.343860217024485e-08
1915,1.1780762143587253e-08,9.424609537234119e-09
1916,1.0987461607214755e-08,1.3184954461564757e-08
1917,1.315970976634162e-08,2.9609346086090227e-08
1918,4.594550517822427e-09,1.2635013924011673e-08
1919,2.762354567309444e-09,3.867296172188617e-08
1920,1.514446346106979e-08,1.0601124422748853e-08
1921,2.3475516641724425e-08,2.7261890522822796e-08
1922,1.9182632371439468e-08,3.9840852394945614e-08
1923,5.307974060286824e-09,3.6094224498128824e-08
1924,2.707241186783449e-08,3.867487308184536e-08
1925,1.0998178368026856e-08,1.4297631523163545e-08
1926,1.114613823460786e-08,2.7865345586519652e-08
1927,2.0068604555945058e-08,2.7873062080630007e-08
1928,1.1426041446327417e-08,1.5996457491951332e-08
1929,1.3368487650211591e-08,2.785101571589621e-08
1930,1.470504518152893e-08,3.361153133596417e-08
1931,1.2545892325022123e-08,1.9389105432310316e-08
1932,2.301502632917618e-08,3.3974561830518724e-08
1933,2.2941324395731044e-09,2.1794258842078307e-08
1934,2.995395220750652e-08,1.1981580172459871e-08
1935,9.574627313213568e-09,2.2739740757060645e-08
1936,6.0623572828433225e-09,2.0612015205756506e-08
1937,1.7627565185307503e-08,1.888667711114067e-08
1938,1.4261735792331365e-08,9.075650453382877e-09
1939,1.2235240376412548e-08,1.070583532936098e-08
1940,1.7750480196809804e-08,1.0143131667916805e-08
1941,3.246652724442356e-08,4.7224041566096275e-08
1942,3.034211770724937e-09,6.068423541449874e-09
1943,1.4516175816936538e-08,2.322588166236983e-08
1944,0.0,3.855823393905666e-08
1945,1.3071024262956144e-08,5.010559434026618e-08
1946,1.9489545977080525e-08,1.1136883415474585e-08
1947,1.549713246618012e-08,3.457052599742383e-08
1948,9.784699273041042e-09,4.566192757238241e-08
1949,1.2762110479513922e-08,9.817008539414473e-09
1950,2.1270722072586068e-08,3.19060831088791e-08
1951,1.5992101864981123e-08,1.9190522948520083e-08
1952,1.2653764258629963e-08,3.9015773722894664e-08
1953,9.69644453618912e-09,3.3398865895151175e-08
1954,1.8567819282111486e-08,2.443134050622575e-08
1955,1.3139850985055546e-08,2.3464020060259827e-08
1956,6.976913269340912e-09,2.2674967681268754e-08
1957,5.301022731885041e-09,2.03205861026845e-08
1958,1.1581140491045971e-08,3.3088973339090444e-08
1959,1.8601795659378695e-08,2.6352543258667538e-08
1960,2.906750040665429e-08,2.629916728835724e-08
1961,1.80652133252579e-08,2.779263752472616e-08
1962,1.77574772664002e-08,4.756467220090599e-08
1963,1.4871922360271128e-08,2.4571003010009917e-08
1964,1.6426714211092985e-08,3.224503331011874e-08
1965,9.302473458205895e-09,2.8454625322638094e-08
1966,1.273987226824147e-08,2.547974453648294e-08
1967,1.6763140209263838e-08,2.662381248796919e-08
1968,1.9313088017725022e-08,2.2007936806289763e-08
1969,1.9529558414888015e-08,2.0892086283197386e-08
1970,8.277704743875347e-09,1.1496812390987543e-08
1971,2.4664307929356255e-08,2.1067430466814585e-08
1972,9.747279428040656e-09,1.6416469961200164e-08
1973,1.7090931336838366e-08,2.0950174928202614e-08
1974,1.4626486688484874e-08,1.5751600912494723e-08
1975,8.567219822452898e-09,2.056132863970106e-08
1976,1.1427053969725876e-08,1.0284348483935446e-08
1977,7.639816779203557e-09,1.8218024422367307e-08
1978,1.0693064211864112e-08,1.0099005187669263e-08
1979,1.8141117053005473e-08,1.404473604083023e-08
1980,1.591842213599648e-08,2.615169236719339e-08
1981,1.2018544381930951e-08,2.1506869174459098e-08
1982,6.2075020679230875e-09,1.5518756057986138e-08
1983,1.0736036948344463e-08,2.1472073896688926e-08
1984,1.681712546997005e-08,2.3196033538397387e-08
1985,1.2632671797518924e-08,3.308556983938615e-08
1986,7.1933827783254856e-09,1.8582904104391673e-08
1987,1.2221633483022742e-08,2.5054349706010726e-08
1988,2.1587593934668803e-08,1.798966131616453e-08
1989,7.134558721588746e-09,1.92084268491044e-08
1990,1.8525414091641323e-08,2.179460345530515e-08
1991,1.2309077312977479e-08,2.3445860364290638e-08
1992,1.4325855168806356e-08,1.983579878128694e-08
1993,1.2186256448387667e-08,1.827938511667071e-08
1994,1.2659823411809157e-08,2.795711040448623e-08
1995,1.3013881527967897e-08,2.4943274112843028e-08
1996,1.2277611816102763e-08,2.989331449043675e-08
1997,1.2466725429760572e-08,2.3974472185273044e-08
1998,1.4304387896402204e-08,2.527108478034279e-08
1999,1.0054442611817649e-08,2.696418732739403e-08
2000,1.6346715980830595e-08,2.960081069147691e-08
2001,1.8839211080035057e-08,3.8992784112679146e-08
2002,1.62105191492401e-08,3.8992872930521116e-08
2003,2.2918076325595393e-08,3.4168767371056674e-08
2004,1.3654853248112886e-08,2.5107310008820605e-08
2005,1.7564623533417034e-08,2.477062288619436e-08
2006,2.3471972809829822e-08,3.953174143589422e-08
2007,3.914589896680809e-08,9.147358071004419e-08
2008,5.492097088222181e-08,9.919834553784312e-08
2009,6.389377915638761e-08,1.1729753879308191e-07
2010,8.975207066441726e-08,1.3840713108947966e-07
2011,8.833374920413917e-08,1.6901955746106978e-07
2012,1.1234033792106857e-07,1.9131900330648932e-07
2013,1.2104803204238124e-07,2.30381729693363e-07
2014,1.3360796913275408e-07,2.1935959182428633e-07
2015,1.336594976919514e-07,2.327404189372828e-07
2016,1.4354387189996487e-07,2.346828296140302e-07
2017,1.4087423494402174e-07,2.6413920295453863e-07
2018,1.7605603375159262e-07,2.6718180379248224e-07
2019,1.6045713380208326e-07,2.395377407538035e-07
