year,quels_DET yeux_NOUN,quels_DET pieux_ADJ
1906,8.385020855428138e-08,5.144184522798412e-10
1907,1.141711205576712e-07,5.142843373384665e-10
1908,8.840500242968119e-08,0.0
1909,1.2102163893246143e-07,0.0
1910,1.1543365729949073e-07,0.0
1911,8.193376288545551e-08,5.320374141248863e-10
1912,8.751827440534043e-08,0.0
1913,1.0871128708345168e-07,1.590896969716482e-09
1914,1.1250529752260263e-07,0.0
1915,9.542416989916092e-08,0.0
1916,1.483307414673618e-07,1.2086208478478966e-08
1917,1.1185752768483326e-07,0.0
1918,1.2520150249883955e-07,0.0
1919,1.906024635900394e-07,0.0
1920,1.0146790430098918e-07,0.0
1921,1.249503327471757e-07,0.0
1922,1.1878476158244666e-07,0.0
1923,1.2314499819865432e-07,0.0
1924,1.5727781743635205e-07,0.0
1925,1.198801378166081e-07,1.0998177923937646e-09
1926,1.3040981983181155e-07,0.0
1927,2.08490497755065e-07,0.0
1928,1.23401246554522e-07,0.0
1929,1.3925508213219473e-07,0.0
1930,1.113382008810504e-07,0.0
1931,1.0835088559701944e-07,0.0
1932,1.2713062602642822e-07,0.0
1933,9.864769623391112e-08,0.0
1934,9.705080294963864e-08,0.0
1935,8.138433216231533e-08,2.393656828303392e-09
1936,9.578524284847845e-08,0.0
1937,8.561960385122802e-08,0.0
1938,9.07565009811151e-08,2.5930428915188486e-09
1939,1.0094073132904668e-07,0.0
1940,3.296517814277422e-08,0.0
1941,5.607854891565012e-08,0.0
1942,7.585529537834645e-08,0.0
1943,1.1322617510245436e-07,0.0
1944,1.8315160588144863e-07,0.0
1945,1.6774481714776357e-07,0.0
1946,1.0858461507723405e-07,0.0
1947,1.0371157976862833e-07,0.0
1948,1.0980607001442877e-07,0.0
1949,7.657266554161879e-08,0.0
1950,1.0741714895345922e-07,0.0
1951,1.2900295942586126e-07,0.0
1952,8.224947123380844e-08,0.0
1953,7.864894158160496e-08,0.0
1954,9.381635024396928e-08,1.9545072227344917e-09
1955,8.165479137289822e-08,9.385607846468247e-10
1956,8.110661831040034e-08,0.0
1957,7.42143146936769e-08,0.0
1958,1.0588471344163963e-07,0.0
1959,8.913360005635695e-08,0.0
1960,1.1073333539002306e-07,0.0
1961,9.935867950616739e-08,0.0
1962,1.0020290908130391e-07,0.0
1963,9.634419129156413e-08,1.2932106496776896e-09
1964,1.1255341192395463e-07,6.083968329129164e-10
1965,9.630796604653824e-08,0.0
1966,9.30564585388538e-08,0.0
1967,1.0649524995187676e-07,4.930335584241163e-10
1968,1.0824311935664355e-07,0.0
1969,8.901844950059967e-08,0.0
1970,8.185730493437404e-08,0.0
1971,7.810364266447323e-08,2.0553589941130213e-09
1972,6.925698414761428e-08,0.0
1973,6.560712684233749e-08,0.0
1974,4.2754343176909515e-08,5.625571675160757e-10
1975,5.425906213218923e-08,0.0
1976,5.1993093830304815e-08,0.0
1977,4.2312827908119743e-08,0.0
1978,6.831680110508387e-08,0.0
1979,7.139407465217573e-08,0.0
1980,6.708477684469472e-08,0.0
1981,4.997184355204354e-08,1.8976649140967083e-09
1982,5.276376846552466e-08,0.0
1983,7.325766482324525e-08,0.0
1984,5.3930780730127026e-08,0.0
1985,3.789801494846756e-08,0.0
1986,6.533989171941812e-08,0.0
1987,7.638521104524898e-08,0.0
1988,4.677311959966346e-08,0.0
1989,5.927171820019339e-08,0.0
1990,5.121732105095589e-08,0.0
1991,3.751337729340776e-08,0.0
1992,4.573253598039173e-08,5.509944167592096e-10
1993,5.428423133224669e-08,0.0
1994,4.589186186620964e-08,0.0
1995,4.66330787318725e-08,5.422450821690461e-10
1996,5.871901453957662e-08,0.0
1997,4.171558209975501e-08,0.0
1998,4.4343602567664675e-08,4.768129224785866e-10
1999,4.570201017628506e-08,0.0
2000,5.434178618202168e-08,0.0
2001,5.2136421402337874e-08,0.0
2002,5.914648859572935e-08,0.0
2003,5.5420076527923356e-08,4.1669229178253886e-10
2004,4.8893181947562425e-08,0.0
2005,3.783149615799175e-08,0.0
2006,5.3532566823832894e-08,4.1178899179428186e-10
2007,5.1129337208521974e-08,0.0
2008,4.9386299494358354e-08,0.0
2009,5.8171947259211265e-08,0.0
2010,4.534841391290456e-08,0.0
2011,5.6594783970354e-08,0.0
2012,8.442546750586644e-08,0.0
2013,1.1184391723872977e-07,2.789125042035323e-10
2014,1.208318387568852e-07,0.0
2015,1.4030922557140002e-07,0.0
2016,1.4292246675040587e-07,2.0713400439298368e-10
2017,8.704015463933956e-08,0.0
2018,1.228778145900833e-07,0.0
2019,1.1785563458488468e-07,0.0
