year,ses_DET îles_NOUN,ses_DET iles_NOUN,ses_DET piles_NOUN
1827,1.9448445698344585e-07,1.0139000472531023e-08,2.2121454890111636e-08
1828,3.0452039823103405e-07,1.742737271159811e-08,6.787502826455238e-08
1829,2.6919773238320843e-07,2.0575622650120806e-08,3.943661042171698e-08
1830,3.2354192147643346e-07,3.5485241411947754e-08,4.800944353178238e-08
1831,3.0870588374476426e-07,1.2472964883158966e-08,5.456922025359745e-08
1832,3.1930727573126205e-07,2.8412935226818092e-08,3.923691149765318e-08
1833,6.081404961832959e-07,1.2162810070215357e-07,2.895907214028881e-08
1834,4.023182853529761e-07,4.1071934298031465e-08,2.333632664885954e-08
1835,3.3504479546309085e-07,4.0084366048631637e-08,3.479020449503878e-08
1836,3.2326808785398953e-07,3.6964125316174545e-08,8.064899859050456e-09
1837,2.95710352204992e-07,2.9223142350431885e-08,5.4967339124800674e-08
1838,2.625859272242792e-07,3.661053993297969e-08,3.724175656749651e-08
1839,2.1883318002124952e-07,3.07624906659143e-08,2.6567605893035307e-08
1840,3.337716814044711e-07,5.541628994576442e-08,5.669022867804685e-08
1841,3.2616385325923147e-07,2.760835826620678e-08,4.687000476621961e-08
1842,2.455224952235824e-07,2.951636535186708e-08,6.03743828264669e-08
1843,2.534064984516249e-07,3.5441467149954775e-08,5.0799435991066844e-08
1844,2.5796238167785646e-07,4.1713065890292e-08,3.238251200521347e-08
1845,1.8637961129996938e-07,2.9017185987356697e-08,3.8503573496218024e-08
1846,2.335946014397905e-07,3.3956108591581824e-08,3.45415576141761e-08
1847,2.389197959473677e-07,2.8584084432736745e-08,4.314578916364553e-08
1848,2.60665183882125e-07,3.218088684420195e-08,3.298540818263973e-08
1849,2.5473421616517555e-07,4.022119171054328e-08,1.9272654583346593e-08
1850,1.9144969520823452e-07,2.5119284430275002e-08,3.394497838371535e-08
1851,2.3217979294720692e-07,2.8377531213763518e-08,5.224045462881577e-08
1852,2.610728859764322e-07,4.687592758401138e-08,2.8646399918841325e-08
1853,2.544043002927765e-07,3.1651238074914545e-08,4.120633079196523e-08
1854,2.5614625798198176e-07,4.000661590897181e-08,3.6889218457680784e-08
1855,2.876360021275559e-07,2.2819829581521844e-08,3.8209947206269135e-08
1856,2.474696452203773e-07,3.2616293277332176e-08,4.2970672353703776e-08
1857,2.3577688956777365e-07,2.2943092981009272e-08,1.9526035899275485e-08
1858,2.1923669257795098e-07,2.3489644895846595e-08,3.963877404089544e-08
1859,2.378044952067171e-07,2.8006954311265986e-08,3.819129901216911e-08
1860,2.4945652743468827e-07,1.876645416842848e-08,5.538392597315145e-08
1861,1.825077915462714e-07,1.8863854756023812e-08,3.584132546308183e-08
1862,2.3403169538416257e-07,3.252950192544901e-08,3.975828022362293e-08
1863,2.0228214614448348e-07,2.6970953470595305e-08,3.0467187883687075e-08
1864,1.8555597591785045e-07,2.6850476286810476e-08,4.794727814783073e-08
1865,2.1604415523235332e-07,1.7886008230050265e-08,2.165148416111151e-08
1866,1.6786365242271728e-07,9.244664644914025e-09,3.16264845423575e-08
1867,2.6593406587949175e-07,2.4749338578544666e-08,4.3190024001660277e-08
1868,1.7684749309410108e-07,1.877152078222366e-08,6.421836484804544e-08
1869,1.9143394425213955e-07,1.7092317228240006e-08,2.783605879130846e-08
1870,2.46564100692126e-07,2.69500293192948e-08,3.039045992636602e-08
1871,2.0498872133067891e-07,2.6552943621638292e-08,2.6552942955504477e-08
1872,1.5602135539083406e-07,1.5118348350995348e-08,2.0560953828407946e-08
1873,1.4486131083568665e-07,2.933142162486746e-08,5.4472640398373073e-08
1874,2.760269528501169e-07,2.0911131548562167e-08,5.91486301604327e-08
1875,2.2714462488693243e-07,2.5746871634702018e-08,7.437985516389745e-08
1876,2.315623681692358e-07,3.023007355551499e-08,3.6276088577480436e-08
1877,2.3440452689982294e-07,2.10283740420536e-08,3.587193120324628e-08
1878,2.3008928229373282e-07,3.442280588350499e-08,2.3552445327368332e-08
1879,1.8450162997396546e-07,1.0996785482220162e-08,3.9099681714560575e-08
1880,2.4580352064873523e-07,2.0537108236240442e-08,4.428313893356517e-08
1881,1.9313846122415157e-07,2.9284530911333206e-08,6.275257163901315e-08
1882,2.2228987006656098e-07,1.7304001120876933e-08,3.527354053289855e-08
1883,2.047465781362945e-07,1.4534479342298567e-08,5.624211807386814e-08
1884,1.973907410857123e-07,3.9610180913030035e-08,5.3473744543452995e-08
1885,2.0239295578372563e-07,3.6095559041715575e-08,5.543246595074436e-08
1886,1.9941202933360103e-07,3.291266648108859e-08,4.38835527916126e-08
1887,1.7954542075315771e-07,1.1752064210668323e-08,4.243801005054948e-08
1888,1.4393194813777654e-07,3.4239319379736344e-08,7.798956147553326e-08
1889,1.9735180734059554e-07,3.069916942877171e-08,7.518163841480074e-08
1890,1.4157474181875074e-07,3.86708803867819e-08,6.161123167203186e-08
1891,1.4469478892831233e-07,2.1034926134255727e-08,6.756673209817876e-08
1892,1.3602671344870032e-07,2.2566644553023707e-08,6.017771858601861e-08
1893,1.9337427703547405e-07,2.5865349195797194e-08,3.140792526057368e-08
1894,2.0921111087979227e-07,1.9534771134033235e-08,5.419323856337144e-08
1895,1.5347466542081634e-07,2.4074457094513946e-08,4.152844090832275e-08
1896,1.7573145649762978e-07,3.656157909759372e-08,3.2433658314623415e-08
1897,1.421718174299258e-07,2.5637540090883704e-08,3.02989097145101e-08
1898,1.2335214116809823e-07,2.3199255072547942e-08,3.451596430892323e-08
1899,1.2823982586951388e-07,2.1004797901014172e-08,2.7637891975018647e-08
1900,1.671519109791575e-07,1.9726001831976703e-08,3.8932899570909285e-08
1901,1.1121590404172821e-07,2.6825947019304408e-08,2.8502567639421272e-08
1902,1.3012251542932063e-07,2.5533476499806085e-08,2.6024505217492333e-08
1903,1.3716559044141263e-07,2.6461079549733313e-08,4.48218282489421e-08
1904,2.4400799603085943e-07,3.7622376325430196e-08,5.0521475003506566e-08
1905,2.2604125238245842e-07,4.386645163778624e-08,3.767354073147544e-08
1906,2.0525295818529798e-07,2.674975996264095e-08,5.555719262417824e-08
1907,1.805138083454949e-07,2.5714217366523684e-08,4.165703160197154e-08
1908,1.831948091002289e-07,2.504808449543816e-08,6.974172750418006e-08
1909,1.7823187192789192e-07,1.650295078370334e-08,6.051082035440913e-08
1910,1.7101282301368315e-07,1.1757131934686527e-08,5.45103371329958e-08
1911,1.8993735606542828e-07,1.702519769608557e-08,5.586392737289003e-08
1912,1.8962293840685263e-07,1.614920552839294e-08,5.730363339395694e-08
1913,1.6492298615666812e-07,2.1742257327872494e-08,5.037840167254615e-08
1914,1.6005217529091453e-07,2.611730059998152e-08,1.8750882846418904e-08
1915,2.4386176455948316e-07,1.7671142660269368e-08,1.1780761699498044e-08
1916,2.043668008155919e-07,1.3184954017475548e-08,2.3073669419559906e-08
1917,1.864292095143938e-07,1.4256351654751143e-08,3.9479127189601115e-08
1918,2.722271146282651e-07,1.378365155346728e-08,6.317507228459363e-08
1919,2.707107352173388e-07,2.394040543585163e-08,3.4069038701289855e-08
1920,1.7794745144072976e-07,2.953170508135372e-08,6.284952425161805e-08
1921,1.7644501326685713e-07,4.240738565863822e-08,5.1494683295238985e-08
1922,1.866617624912692e-07,4.795658092859867e-08,4.943216813657614e-08
1923,2.0913417131396272e-07,2.1231896241147297e-08,3.290944050604594e-08
1924,1.7790441431131399e-07,4.383152218956354e-08,4.769901074119787e-08
1925,1.8806884138911073e-07,4.839198441963788e-08,3.299453288363452e-08
1926,1.8502589593794028e-07,3.3438415592002e-08,4.681378040771733e-08
1927,1.8953682989764076e-07,3.12178303207844e-08,3.2332753363562006e-08
1928,1.6682020698155497e-07,2.170947821511504e-08,4.113374696412819e-08
1929,1.737903352339032e-07,1.7824650200282122e-08,4.456162572274991e-08
1930,2.121727942228091e-07,2.10072067519107e-08,3.256117264704983e-08
1931,2.3038821073129157e-07,2.0529641986399838e-08,1.9389106320488736e-08
1932,2.2357455309318652e-07,2.0823119339929974e-08,2.520693342944469e-08
1933,1.7894233028670214e-07,1.7205993296798283e-08,4.702971678760548e-08
1934,2.0488502450177748e-07,1.677421224144382e-08,5.391711077606942e-08
1935,2.046576526026911e-07,1.795242621227544e-08,3.8298510141032693e-08
1936,1.8672059942659303e-07,1.6974600391961303e-08,3.031178508194898e-08
1937,1.850894352228849e-07,2.5182235741105785e-08,3.14777944820932e-08
1938,1.9577473397980327e-07,1.9447822019458272e-08,2.2040865133021725e-08
1939,1.697639646636162e-07,1.6823455517567254e-08,8.717608412922573e-08
1940,2.155415472770983e-07,1.7750480196809804e-08,2.5357829613881222e-08
1941,1.3576911328527785e-07,3.836953510472085e-08,4.7224043342453115e-08
1942,2.123948235066564e-07,3.034211704111556e-08,3.9444752131245764e-08
1943,2.0322646321346838e-07,1.4516176261025748e-08,4.064529335323641e-08
1944,1.9279117502435383e-07,1.2852744646352221e-08,3.534504600111177e-08
1945,1.895298566978454e-07,2.832055345791673e-08,4.1391576388605245e-08
1946,1.9350335467294144e-07,1.809743643832462e-08,3.3410650246423756e-08
1947,1.692763618166282e-07,5.960435478513659e-09,5.245183132274178e-08
1948,1.9678116469634688e-07,1.7395020979193987e-08,3.587722940956439e-08
1949,2.1106568226514355e-07,8.835307152565974e-09,3.337782850110216e-08
1950,1.6165749783247918e-07,9.57182533234402e-09,4.147790888531233e-08
1951,1.2900295587314758e-07,1.3859822178829972e-08,2.6653504292539765e-08
1952,1.4973621453862052e-07,1.1599284088781303e-08,4.007025600216707e-08
1953,1.6483955445067977e-07,7.541679059031026e-09,2.9089333608567358e-08
1954,1.876326933825112e-07,2.5408594339637602e-08,3.4203876841942815e-08
1955,1.651866958773951e-07,2.2525458831523792e-08,4.223523353275027e-08
1956,1.3430557621596506e-07,1.7442283395396885e-08,5.145473558343383e-08
1957,1.263410354113148e-07,1.4136059989233729e-08,6.891329462632712e-08
1958,1.3897369621762579e-07,1.0753916424022236e-08,4.8806235164455813e-08
1959,1.6896630938845192e-07,1.007597205671118e-08,3.720358832115522e-08
1960,1.3564833623025407e-07,1.1073333472388924e-08,5.3982499803595374e-08
1961,1.4591133845609505e-07,1.389631831827387e-08,4.168895584300003e-08
1962,1.464991941091398e-07,8.878738910755857e-09,4.312530421657357e-08
1963,1.403133498278919e-07,2.0044764847959584e-08,4.267595143936376e-08
1964,1.3202211390783702e-07,9.734349160073208e-09,2.5552667537454e-08
1965,1.0561043595203046e-07,1.0396882466068291e-08,4.0493121078455374e-08
1966,1.4789329971787168e-07,1.1078149397825143e-08,3.21266337977022e-08
1967,1.7305478094975513e-07,1.0846738118797106e-08,4.6345153048577004e-08
1968,1.396830267008653e-07,2.066051230098509e-08,2.2457078641124895e-08
1969,1.33981853583931e-07,1.2262745652247276e-08,2.588801925607065e-08
1970,1.5129805253089046e-07,2.4373243201480932e-08,2.529298798181756e-08
1971,1.238353779520196e-07,1.3359833683779243e-08,3.648262225652843e-08
1972,1.1748036143899299e-07,1.8981543503659992e-08,3.796308689629768e-08
1973,1.3231688944514985e-07,1.2129048043707513e-08,3.69384653975402e-08
1974,1.2770047252974592e-07,2.2502287144732236e-08,3.487854383088518e-08
1975,1.3022174982779688e-07,1.0851812337620004e-08,2.5701661687804744e-08
1976,1.2684029115916928e-07,1.599787524675378e-08,2.1140049655254955e-08
1977,1.2106171043413383e-07,1.880570227319467e-08,2.1156414620193686e-08
1978,1.3485142724700694e-07,1.3663359776927564e-08,4.574255207945299e-08
1979,1.5390690477623536e-07,1.931151227818617e-08,3.218585442610333e-08
1980,1.4667688330582962e-07,1.591842174741842e-08,3.752199395634648e-08
1981,1.5624107163603185e-07,1.138598904049104e-08,5.566483729513294e-08
1982,1.3532354958822879e-07,1.738100652293184e-08,4.531476793800948e-08
1983,1.225171359919841e-07,1.8314416205811312e-08,3.5997300584789116e-08
1984,1.652717414590832e-07,9.858314609090257e-09,4.117296070749177e-08
1985,1.5520140161928708e-07,1.9249785321306945e-08,2.827312362008172e-08
1986,1.4626543820561722e-07,8.99172813983995e-09,4.7955882376271575e-08
1987,1.4910392709399645e-07,1.0999470501094066e-08,4.399787983944137e-08
1988,1.4511660134663984e-07,2.0388283172856347e-08,6.65617458928125e-08
1989,1.794615894779028e-07,2.3050113373557224e-08,4.555141264184215e-08
1990,1.4874817033661003e-07,8.172976739828641e-09,4.903785977283803e-08
1991,1.8580844241000705e-07,1.4653663171770859e-08,3.22380568906766e-08
1992,1.8182816008405212e-07,1.1570882751943401e-08,2.5896738198305513e-08
1993,1.6008309522419495e-07,9.970573366935298e-09,4.099013439784471e-08
1994,1.6299523486473788e-07,1.2659823855898367e-08,5.116678902794547e-08
1995,1.4694841199425213e-07,9.21816623034033e-09,3.5245930340987996e-08
1996,1.6441323547056186e-07,1.0142375161947825e-08,4.590759350442397e-08
1997,1.7645212269101762e-07,7.671830948297043e-09,3.260528147475128e-08
1998,1.5782507167827475e-07,1.1443510361530684e-08,2.7178337469457858e-08
1999,1.640702265159888e-07,5.027221250397673e-09,4.067478887037623e-08
2000,1.5728192293007481e-07,9.719669069596648e-09,3.534425019324772e-08
2001,1.629810831849099e-07,7.886181346838939e-09,2.5849149654089132e-08
2002,1.5334274827694117e-07,1.0076809164871747e-08,3.198291853578894e-08
2003,1.5125930019621592e-07,1.1667384169911088e-08,4.333599951111822e-08
2004,1.68263024624693e-07,7.047665895321131e-09,3.7440725186854706e-08
2005,1.6708911498852785e-07,1.3511248342368276e-08,3.7831495380835634e-08
2006,1.787164256583651e-07,7.823990788580204e-09,4.1590687116510594e-08
2007,1.7056427026318488e-07,1.637736560256009e-08,3.8347001685146154e-08
2008,2.094660270790527e-07,7.66339136593075e-09,4.7683326065417475e-08
2009,1.9978726384373147e-07,8.105927040702454e-09,4.0052816840940864e-08
2010,2.1115354309486634e-07,3.306655116386281e-09,6.046455003350104e-08
2011,2.477933791489306e-07,1.529588788962144e-09,5.8124374535672985e-08
2012,2.7302106664350845e-07,4.765953715013538e-09,8.306376297895213e-08
2013,1.818509582918182e-07,5.857162532763027e-09,7.140160285246111e-08
2014,1.80814672789964e-07,4.547434873103384e-09,7.557403769453686e-08
2015,2.1766770030851035e-07,3.7681782416587595e-09,8.156997388653053e-08
2016,2.3903264789737477e-07,5.592618201877286e-09,7.72609862753626e-08
2017,1.7081000436292015e-07,2.0124890642847504e-09,7.068868090875924e-08
2018,1.990310876109902e-07,3.0977600484760615e-09,7.202292384711484e-08
2019,1.9693625175065677e-07,1.02039510174734e-09,6.275430225466394e-08
