year,aurais_VERB assez_ADV,aurais_VERB passé_VERB
1946,4.1763312808029696e-09,1.3921104269343232e-09
1947,9.536696765621855e-09,1.1920871401116528e-08
1948,5.435944139264848e-09,1.0871888278529696e-08
1949,7.853606653895895e-09,1.3743811422273211e-08
1950,4.2541445921528975e-09,8.508289184305795e-09
1951,8.529121409139861e-09,9.595261474260042e-09
1952,1.0544803918932644e-09,1.2653764258629963e-08
1953,8.619061908632375e-09,1.4005975934594517e-08
1954,9.772536557761669e-09,1.6613311615287785e-08
1955,9.385607846468247e-09,1.8771215692936494e-09
1956,6.104799332717903e-09,1.0465369904011368e-08
1957,5.301022731885041e-09,1.1485549400447326e-08
1958,1.6544486891589827e-09,1.1581140491045971e-08
1959,6.200598257066758e-09,1.2401196514133517e-08
1960,1.038124963770315e-08,1.5225833038812198e-08
1961,9.72742331128984e-09,1.250668635321972e-08
1962,5.7077609305622445e-09,1.9025868880362395e-08
1963,6.466053470433053e-09,9.69907976156037e-09
1964,6.083968440151466e-09,1.2776333768727e-08
1965,3.2832261354087677e-09,7.1136563306595235e-09
1966,9.416426749453422e-09,7.200797291773142e-09
1967,3.451234853457663e-09,1.7749208325312793e-08
1968,4.940557296606585e-09,8.084548142051062e-09
1969,9.083515273289322e-09,7.2668124850849836e-09
1970,3.6789800095249348e-09,8.7375777724219e-09
1971,3.5968783507200897e-09,1.3873672877195986e-08
1972,3.5911027485013847e-09,3.5911027485013847e-09
1973,7.1671650836435674e-09,8.821126051827832e-09
1974,2.812785782069227e-09,7.313243344242437e-09
1975,5.140332159925265e-09,6.8537762132336866e-09
1976,1.7140580066410394e-09,5.713526984862938e-09
1977,4.11374712072643e-09,5.876781727920388e-09
1978,2.970295565063452e-09,5.346532105932056e-09
1979,5.851973128301324e-09,4.681578680276743e-09
1980,3.411090521154847e-09,9.664756106531058e-09
1981,1.8976649140967083e-09,7.590659656386833e-09
1982,3.7245013739806154e-09,6.828252629986764e-09
1983,1.89459470334441e-09,5.68378455412244e-09
1984,3.479405208395292e-09,1.739702604197646e-09
1985,7.218669662023558e-09,1.0226449020933615e-08
1986,4.196139880008332e-09,3.5966913891627428e-09
1987,1.2221633705067347e-09,4.888653482026939e-09
1988,4.797243047249822e-09,1.2592763276586538e-08
1989,4.939309850016116e-09,1.3171493229435782e-08
1990,4.358920779878872e-09,7.628111475810329e-09
1991,7.033758464558559e-09,9.37834432335194e-09
1992,2.2039776670368383e-09,7.713921945651236e-09
1993,6.093128224193833e-09,9.416652346772025e-09
1994,4.747434001473039e-09,8.967375286772494e-09
1995,5.964695848348356e-09,8.675921314704738e-09
1996,5.3380921904988554e-09,9.074756945892659e-09
1997,4.794894259418925e-09,8.151320507465698e-09
1998,5.2449422582867555e-09,9.536258005482523e-09
1999,5.941261704833778e-09,7.312321859131998e-09
2000,2.6508188977203417e-09,7.068850393920911e-09
2001,6.133696661692056e-09,7.448059946568719e-09
2002,5.257465574004527e-09,6.133709984368352e-09
2003,6.250384210204629e-09,1.0833999475323708e-08
2004,4.404791198453495e-09,1.0131019578807354e-08
2005,5.404499514582994e-09,6.305249655724765e-09
2006,4.529678854225949e-09,4.529678854225949e-09
2007,4.393927444112933e-09,1.2782334302130494e-08
2008,4.6831836186811415e-09,1.3198063086861112e-08
2009,1.0013204487790972e-08,1.7642312499788204e-08
2010,1.4643758206034363e-08,1.6533276081531767e-08
2011,1.4913490886669933e-08,2.103184648660772e-08
2012,1.327658516458996e-08,1.7702113552786614e-08
2013,1.4224537991935904e-08,2.119734965333464e-08
2014,1.5807749775831326e-08,2.4686075406066266e-08
2015,1.0196246513771712e-08,2.6377247053233077e-08
2016,1.0149566520567532e-08,2.6306018696686806e-08
2017,1.1571811953103861e-08,3.320607078194371e-08
2018,2.1684320117287825e-08,2.684725330936999e-08
2019,1.2499840273960672e-08,2.4744581494928752e-08
