year,dix_DET eaux_NOUN,dix_DET peaux_NOUN
1800,0.0,3.144164395507687e-08
1801,0.0,7.143547975374531e-08
1802,0.0,2.9091921760482364e-08
1803,0.0,1.950339223455444e-09
1804,7.4155526164076946e-09,0.0
1805,0.0,8.528633133053631e-09
1806,1.729001475325731e-08,0.0
1807,2.8469551160981155e-09,0.0
1808,4.5321479902327155e-09,0.0
1809,2.259030518203531e-09,4.518061036407062e-09
1810,1.1700633351097167e-08,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,1.7254450312975678e-08
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,3.113746815941454e-09,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,1.779972080839798e-08,2.3732962262101864e-08
1821,0.0,1.97229765852569e-09
1822,1.0025615893027862e-09,9.023054303725075e-09
1823,0.0,1.680056804787e-08
1824,0.0,0.0
1825,0.0,0.0
1826,8.807984341885344e-10,6.1655889282974385e-09
1827,0.0,3.041700225026034e-08
1828,0.0,0.0
1829,0.0,0.0
1830,1.0436835840010872e-09,0.0
1831,1.5591206103948707e-09,0.0
1832,1.8941957335982806e-08,2.3000948701223933e-08
1833,6.950177322551099e-09,1.1583628500844156e-09
1834,0.0,9.334530925997342e-10
1835,0.0,1.285724948729694e-08
1836,0.0,1.3441500135158435e-09
1837,1.3915781860163179e-09,1.1132625488130543e-08
1838,6.312161904276081e-10,1.2624323808552163e-09
1839,6.9914749545318955e-09,5.5931801412612e-09
1840,6.369688665408546e-10,6.369688665408546e-10
1841,0.0,1.926164561183441e-09
1842,0.0,0.0
1843,0.0,2.3627644285539873e-09
1844,2.7442805805577564e-09,2.195424508855126e-09
1845,5.580227946389016e-10,6.138250796539069e-09
1846,0.0,2.9272506640865004e-09
1847,5.393223645455691e-10,5.393223645455691e-10
1848,0.0,4.02261068899179e-09
1849,0.0,1.6758829879393033e-09
1850,0.0,0.0
1851,1.9348316282474798e-09,1.2898877521649865e-09
1852,6.510545436100301e-10,6.510545436100301e-10
1853,0.0,9.555090940693844e-09
1854,0.0,0.0
1855,1.5920811335945473e-09,0.0
1856,5.177189232874468e-10,1.0354378465748937e-09
1857,9.763017949637742e-09,4.881509085841174e-10
1858,0.0,7.829881631948865e-09
1859,2.036869339860914e-09,1.323965115318515e-08
1860,1.8308735638683515e-09,5.492620580582752e-09
1861,2.8295781828724387e-09,1.4147891747029462e-09
1862,1.1294965851504912e-08,4.517986429419807e-09
1863,1.4983862484108101e-09,3.496234635136375e-09
1864,1.9178911792039344e-09,0.0
1865,1.8827377989971694e-09,3.294791106611683e-09
1866,0.0,7.784980660119345e-09
1867,4.85281148598915e-10,1.067618526917613e-08
1868,1.4819622196071691e-09,7.903798504571569e-09
1869,1.0255390314739543e-08,2.441759683335931e-09
1870,5.734048791339319e-10,1.7202146374017957e-09
1871,4.248470908407853e-09,5.3105884134652115e-09
1872,1.8746751262455064e-08,1.8142017887967654e-09
1873,1.3169210166807943e-08,6.584604861359367e-09
1874,1.9716209442854904e-08,1.7923826867161097e-09
1875,1.2015207051518928e-08,1.1443054281912168e-09
1876,2.0556450319730857e-08,4.232210137899983e-09
1877,9.27722432209066e-09,7.421779191219002e-09
1878,9.058633176906028e-09,7.2469061862534545e-09
1879,8.553055375060126e-09,8.55305515301552e-09
1880,2.5671385017744797e-09,6.417846254436199e-10
1881,2.0917522824959178e-08,1.1853263259808955e-08
1882,1.7969540522244642e-08,7.986462158271479e-09
1883,2.9700893744433188e-08,3.159669414998234e-09
1884,1.3203393933736152e-08,1.1222884843675729e-08
1885,1.0957580620640783e-08,1.8692343672910283e-08
1886,2.968593459939939e-08,6.453463874400711e-09
1887,3.460330111337839e-08,5.223139698529167e-09
1888,5.706553452000662e-09,5.07249175996094e-09
1889,2.5687060478674084e-08,2.5060546970934183e-09
1890,8.520702365899524e-09,4.5880703680722945e-09
1891,9.561329950003028e-09,4.461953917456185e-09
1892,2.005923960268774e-08,3.1342561879199593e-09
1893,9.23762488724833e-09,1.0469308087124318e-08
1894,5.671385583383426e-09,1.8904617871129403e-09
1895,1.0833505648122355e-08,1.444467478961542e-08
1896,2.358811590497112e-09,5.89702897624278e-10
1897,6.992056156285287e-09,5.826713556089658e-10
1898,1.1882545614128048e-08,2.8291773368493978e-09
1899,1.1055156790007459e-08,9.949641111006713e-09
1900,1.5573159428683425e-09,3.114631885736685e-09
1901,2.235495621949468e-09,1.676621730339889e-09
1902,1.9641135384773634e-09,7.856454153909453e-09
1903,1.0800440541913758e-09,5.940242076007962e-09
1904,1.289910045443321e-08,5.912087708281888e-09
1905,2.0643036169332163e-09,3.096455536422127e-09
1906,3.086510713679047e-09,8.230695236477459e-09
1907,8.228549397415463e-09,5.142843373384665e-10
1908,6.875944702500192e-09,6.384805573134145e-09
1909,5.500983557560346e-09,3.8506885458033935e-09
1910,3.2064905175488434e-09,7.481810948561929e-09
1911,1.0108711201439746e-08,2.6601871816467337e-09
1912,7.814131564032323e-09,1.5628263683176158e-09
1913,1.1136278676993072e-08,3.181793939432964e-09
1914,6.696743715117748e-10,2.0090231700464756e-09
1915,0.0,1.1780761921542648e-09
1916,2.197492410260793e-09,4.394984820521586e-09
1917,5.483212106582869e-09,3.289927441585405e-09
1918,9.189101035644853e-09,1.1486376294556067e-09
1919,9.207848372660976e-10,3.6831393490643904e-09
1920,7.572231730534895e-10,0.0
1921,6.058197998815018e-09,3.0290989716519334e-09
1922,1.2542490157585462e-08,1.4755870969551665e-09
1923,5.307974060286824e-09,4.246379248229459e-09
1924,7.734974771800296e-09,0.0
1925,5.499088961968823e-09,3.299453377181294e-09
1926,1.114613823460786e-08,5.57306911730393e-09
1927,1.1149225098705529e-08,3.3447675740205796e-09
1928,1.82816659588525e-08,4.570416489713125e-09
1929,2.116677211283502e-08,0.0
1930,1.7856125911208665e-08,1.0503603542488804e-09
1931,1.4826963656844327e-08,1.1405356659111021e-09
1932,4.38381475564853e-09,6.575722188983946e-09
1933,3.4411986593596566e-09,0.0
1934,3.5944740517379614e-09,7.188948103475923e-09
1935,5.98414207075848e-09,3.590485242455088e-09
1936,4.849885826274658e-09,2.424942913137329e-09
1937,2.5182236296217297e-09,0.0
1938,1.2965214457594243e-09,0.0
1939,3.058810094103137e-09,3.058810094103137e-09
1940,0.0,0.0
1941,8.854508237732261e-09,2.9515025978810172e-09
1942,2.4273694165799498e-08,3.034211770724937e-09
1943,5.806470415592457e-09,2.9032352077962287e-09
1944,3.2131861615880553e-09,6.4263723231761105e-09
1945,2.178504043826024e-09,6.535512131478072e-09
1946,8.352662561605939e-09,0.0
1947,8.344609669919123e-09,4.7683483828109274e-09
1948,1.0871888278529696e-08,0.0
1949,3.9268033269479474e-09,1.9634016634739737e-09
1950,0.0,1.0635361480382244e-09
1951,2.1322803522849654e-09,2.1322803522849654e-09
1952,8.435843135146115e-09,3.1634410646574906e-09
1953,1.0773827385790469e-09,1.0773827385790469e-09
1954,1.9545072227344917e-09,3.9090144454689835e-09
1955,1.8771215692936494e-09,0.0
1956,1.4825940475304833e-08,0.0
1957,2.6505113659425206e-09,4.417518850718949e-09
1958,5.790570523078742e-09,2.4816730892496253e-09
1959,4.650448914844674e-09,7.750747821333448e-10
1960,2.076250060767393e-09,4.152499955001332e-09
1961,2.779263708063695e-09,6.948159270159238e-10
1962,0.0,5.073564957047694e-09
1963,1.0345685086399214e-08,2.5864211883330768e-09
1964,4.867174552281028e-09,3.6503808864551957e-09
1965,4.924839036579698e-09,7.113656441681826e-09
1966,6.092982340888398e-09,2.215629901769489e-09
1967,6.902469928959931e-09,5.423369309198733e-09
1968,7.63540675130514e-09,8.982831700699023e-10
1969,7.720988071113766e-09,3.6334062425424918e-09
