year,dix_DET eaux_NOUN,dix_DET peaux_NOUN
1970,2.2993624781975086e-09,5.058597540852361e-09
1971,9.762955333059153e-09,0.0
1972,9.747278983951446e-09,5.643161382629103e-09
1973,3.859242758696979e-09,1.102640756478479e-09
1974,9.56347201430674e-09,5.06301445213353e-09
1975,9.138368284311582e-09,5.711480177694739e-10
1976,9.712995630017929e-09,7.427584769459372e-09
1977,9.40285116435291e-09,5.289103821581875e-09
1978,1.425741957827853e-08,4.158414057542359e-09
1979,1.1703946478647254e-08,4.096381456264453e-09
1980,1.0233271230397634e-08,1.7055452605774235e-09
1981,1.9609203594228575e-08,3.795329828193417e-09
1982,4.966001831974154e-09,6.828252629986764e-09
1983,5.052252616266628e-09,3.157658134966823e-09
1984,2.3196033982486597e-09,5.799008495621649e-10
1985,2.045289804186723e-08,1.2031116103372597e-09
1986,6.593933954412989e-09,2.997242676272549e-09
1987,1.1610551853280526e-08,2.4443267410134695e-09
1988,7.195864570874733e-09,7.195864348830128e-09
1989,3.841685636274406e-09,3.841685636274406e-09
1990,3.8140557934163155e-09,3.2691906959314565e-09
1991,8.206051171910644e-09,5.861465202094962e-10
1992,7.713921945651236e-09,2.2039776670368383e-09
1993,6.64704896680135e-09,1.661762283333701e-09
1994,4.747434001473039e-09,1.0549853213248639e-09
1995,3.79571546416102e-09,2.7112254663563817e-09
1996,5.871901187504136e-09,2.6690460952494277e-09
1997,8.630810177656656e-09,9.58978896292706e-10
1998,3.814503268806391e-09,3.814503490850996e-09
1999,6.8553016596695215e-09,4.113180906983871e-09
2000,4.859834423776022e-09,3.092622158362701e-09
2001,1.007678718245586e-08,1.3143635069212678e-09
2002,2.190610748353805e-09,2.1906108038649563e-09
2003,9.16723019717125e-09,3.333538334260311e-09
2004,5.285749615779878e-09,1.3214374039449694e-09
2005,5.854874474131577e-09,2.702249757291497e-09
2006,5.765045940631097e-09,1.2353669198716943e-09
2007,3.994479552682506e-09,7.988958938831558e-10
2008,3.831695793987677e-09,2.128719839289417e-09
2009,1.907277002999308e-09,4.76819250749827e-10
2010,8.975206911010503e-09,1.8895172648747405e-09
2011,2.6767803529281764e-09,2.6767803529281764e-09
2012,2.042551627834399e-09,6.468080293586809e-09
2013,3.0680376017500066e-09,3.904775169871755e-09
2014,2.815078753437561e-09,2.815078836704288e-09
2015,1.9949178142741886e-09,1.10828768384863e-09
2016,1.0356699942093428e-09,3.728412162340433e-09
2017,1.0062445321423752e-09,3.5218559180094644e-09
2018,1.0325866828253538e-09,3.355906774693551e-09
2019,5.1019755087367e-10,2.2958890344426663e-09
